con	함께
visado	비자
repetitivo	반복적
transeúntes	구경꾼
calculadoras	계산기
exportadores	내보내기
transbordadores	셔틀
transbordadores	페리
miren	표정
catalizadores	촉매
condominio	콘도
castiga	처벌
tirantes	교정
neutrinos	중성미자
jarra	주전자
jarra	물병
jarra	투수
jarra	항아리
pericia	전문성
burlarse	모의
maletero	트렁크
certificada	자격증
luminosas	발광
confiabilidad	신뢰성
empanadas	파이
trágicos	비극
trágicos	비극적
cojo	김프
cuestionamiento	심문
abortos	낙태
pasantes	인턴
injerencia	간섭
esponjas	스폰지
esponjas	스펀지
prioritario	우선순위
cebra	얼룩말
olvide	잊어
taladro	훈련
taladro	드릴
musculoso	근육
salchichas	소시지
discuta	논의
discuta	토론하기
infecciosa	전염성
víboras	뱀과
persépolis	페르세폴리스
calva	대머리
ejecutivas	경영진
subsistemas	서브시스템
exageración	과장
cuestionario	퀴즈
pupila	동공
pupila	눈동자
argelina	알제리
entonación	억양
quemadas	불태웠다
quemadas	화상
revisadas	리뷰
revisadas	검토
baúl	트렁크
intromisión	간섭
intromisión	침입
mordedura	깨물어
duchas	소나기
cebo	미끼
diseñando	설계
aseo	화장실
aseo	변기
hospitalización	입원
hospitalización	병원
escoltas	호위
mediadores	중재자
mediadores	중재
mutuos	상호
mejore	개선
mejore	향상
mejore	개선하기
inmunes	면역
canalizar	채널
confiscados	몰수
escandinavo	스칸디나비아
ártica	북극
anzuelo	미끼
delicados	섬세한
hipotecas	모기지
ansias	갈망
sangrientos	블러디
patrullar	순찰
centígrados	섭씨
impactado	충격
ocultarse	숨기기
niágara	나이아가라
tibetanos	티베트
tibetanos	티베트족
tibetanos	티베트어
bolso	지갑
bolso	핸드백
bolso	가방
bolso	봉지
hawaiano	하와이
cabezal	머리
cabezal	헤드
multiplicado	곱셈
estilista	스타일리스트
estilista	미용사
remolino	에디
remolino	소용돌이
compilar	컴파일
trolebús	트롤리버스
microscopía	현미경
papelera	휴지통
papelera	쓰레기통
papelera	쓰레기
planteadas	길러
familiarizado	익숙한
agudeza	시력
trimestral	분기
limosna	자선
avaricia	탐욕
avaricia	욕심
enfadado	화가
enfadado	화난
enfadado	화나
enfadado	앵그리
odiaba	미움
copérnico	코페르니쿠스
chelo	첼로
bendito	축복
bendito	축복받은
frasco	플라스크
frasco	항아리
fango	머드
fango	진흙
abonos	비료
camionetas	픽업
bastidor	액자
bastidor	섀시
bastidor	프레임
mucosas	점액
archivar	아카이브
archivar	보관
sincronizado	동기화
islamismo	이슬람
islamismo	이슬람주의
islamismo	이슬람교
elipse	타원
abrazar	포옹
gelatina	젤라틴
gelatina	젤로
gelatina	젤리
chispas	스파크스
chispas	스파크
contras	콘트라
duna	사구
desactivado	비활성화
metástasis	메츠
sanar	낫다
vigilado	모니터링
manufacturados	제조
montones	많이
guardando	저장
guardando	절약
estúpido	멍청한
estúpido	멍청이
estúpido	바보
benigna	양성
alternar	대체
alternar	전환
individualidad	개성
brillar	빛나
enjuiciamiento	기소
péptido	펩타이드
reciban	받기
litigios	소송
secreciones	분비물
facturas	지폐
quejarse	불평
descuentos	할인
afgana	아프가니스탄
subsistema	서브시스템
trabaje	퇴근
trabaje	직장
trabaje	작업
rodajas	슬라이스
bolsillos	주머니
pillaje	전리품
coexistencia	공존
discapacidades	장애
discapacidades	장애인
disquete	디스켓
disquete	플로피
maoríes	마오리족
parados	실업
parados	실업자
parados	스탠딩
establo	안정화
establo	안정
establo	안정환
establo	헛간
establo	안정적
indemnizaciones	보상
excluida	제외됨
excluida	제외
arrestos	체포
transexual	트랜스젠더
teñido	염색
vivida	살았던
insecticidas	살충제
inválidos	오류
alertas	경보
alertas	알림
alertas	경고
cigarrillo	담배
contraseñas	암호
contraseñas	비밀번호
existencias	재고
existencias	주식
existencias	인벤토리
traicionar	배신
traicionar	배반
congelada	냉동
congelada	프로즌
maximo	최대
maximo	맥스
maximo	막스
eslovacos	슬로바키아인
snowboard	스노보드
contradictorios	모순
remolcado	견인
desilusión	실망
interruptores	스위치
hamburguesas	버거
hamburguesas	햄버거
mezclarse	사교
partia	파르티아
seleuco	셀레우코스
cafeína	카페인
eca	에이스
cazando	사냥
recomendados	추천
recomendados	권장
bobinas	롤스
instintos	본능이
instintos	본능
instintos	본능적
muelas	치아
muelas	어금니
muelas	이빨
indirectas	힌트
indirectas	간접
arquería	양궁
pupilo	동공
pupilo	눈동자
fraudes	사기
fraudes	사기꾼
malignas	악성
negociando	협상
vegetariana	채식주의
vegetariana	채식
vegetariana	채식주의자
coloreado	색칠
coloreado	채색
coloreado	컬러링
coloreado	염색
discutimos	논의
nadando	수영
judicatura	사법제도
judicatura	사법
mías	광산
asimetría	비대칭
gambas	새우
ajos	마늘
interrogatorios	심문
vómito	구토
razonar	추리
razonar	추론
pergaminos	스크롤
catión	양이온
rizo	테리
rizo	왜곡
haitiana	아이티
cansados	피곤한
gimnasios	체육관
incluyan	포함
diálisis	투석
coque	콜라
coque	코카콜라
coque	콜라보
atrapadas	갇혀있는
atrapadas	갇힌
atrapadas	갇혀
juegue	놀기
juegue	재생
juegue	플레이
juegue	연주
resuelva	풀기
resuelva	해결
adaptándose	적응
estratificación	계층
monopolios	독점
coloridos	화려하다
tia	고모
tia	이모
tia	이모가
tia	숙모
radiador	라디에이터
moler	분쇄
hemisferios	반구
mojado	젖은
mojado	젖어
camarógrafo	카메라맨
mapache	라쿤
mapache	너구리
brindis	토스트
vencimiento	성숙
vencimiento	만기
vencimiento	성숙도
vencimiento	만료
desarmado	비무장
alambres	철사
alambres	와이어
mazmorras	던전
vudú	부두
solicitante	지원자
censurar	검열
amapola	양귀비
mermelada	마멀레이드
bitácora	로그
bitácora	블로그
resortes	스프링
resortes	스프링스
clorofila	엽록소
branquias	아가미
sigilo	스텔스기
sigilo	비밀
sigilo	스텔스
homologación	승인
sellada	봉인
malicia	악의
duplicados	중복
pasante	인턴
codos	팔꿈치
vendedora	판매자
inundada	홍수
elija	선택
elija	선택하기
milisegundos	밀리초
unica	독특한
unica	고유
completados	완료
completados	완료되었습니다
tridente	트라이던트
zulú	줄루
zulú	줄루어
grúas	크레인
sucios	더러운
pinza	클램프
tendones	힘줄
adjuntos	첨부
soñando	공상
soñando	꿈꾸고
mascara	마스크
circos	서커스
analizador	분석기
mandados	심부름
endeudamiento	채무
endeudamiento	부채
tableta	태블릿
promociona	홍보하기
promociona	홍보
parlantes	스피커
importadas	가져온
importadas	가져옴
importadas	가져오기
importadas	수입
fiordos	피오르드
coleccionar	수집하기
coleccionar	수집
grulla	두루미
grulla	크레인
huele	냄새
esquilo	아이스킬로스
inalámbrico	무선
catapulta	투석기
cenit	제니스
cenit	천정
paradojas	역설
censores	센서
aclaraciones	해명
transportador	트랜스포터
conserje	수위
tiradas	스핀
búhos	부엉이
búhos	올빼미
plantada	심어
hiedra	아이비
engranaje	톱니바퀴
engranaje	기어
mordida	깨물어
moho	곰팡이
cajeros	atm
acortar	단축
saigón	사이공
equinoccio	분점
confundidos	혼란
posa	포즈
carpetas	디렉터리
carpetas	폴더
adicciones	중독증
adicciones	중독
láseres	레이저
copiando	복사
hechiceros	마법사
etiquetados	태그
agrio	사워
rodeos	로데오
pastilla	알약
envasado	패키지
memorándum	각서
memorándum	메모
relax	휴식
pliegue	접어
yogur	요구르트
morder	깨물어
bastidores	프레임
desestimó	해산
cibernético	사이버
pelado	대머리
albergues	쉼터
identificadores	식별자
identificadores	id
identificadores	신분증
coexisten	공존
abdominales	복부
identificando	식별
estandarizado	표준화
irradiación	방사능
irradiación	방사선
irradiación	방사
irradiación	방사성
vagos	애매하다
afilado	샤프
afilado	예리
recubiertos	코팅
emmet	에밋
pediatra	소아
pediatra	소아과
pediatra	소아청소년과
dudosos	의심스럽다
dudosos	의심
monitorización	모니터링
portafolio	포트폴리오
aburrida	지루한
adictos	중독
vengador	어벤져
indiquen	나타냅니다
arrogancia	오만
bloqueadas	차단
bloqueadas	차단됨
bloqueadas	차단되었습니다
cirene	키레네
insatisfacción	불만
destello	플래시
exploradora	익스플로러
exploradora	탐험
exploradora	탐색기
ciruela	자두
hostigamiento	괴롭힘
traumatismos	부상
traumatismos	외상
traumatismos	트라우마
inundado	홍수
antígona	안티고네
asados	구운
lémur	여우원숭이
islandeses	아이슬란드
islandeses	아이슬란드어
máx	최대
máx	맥스
máx	막스
brillantez	밝기
ignoran	무시해
ignoran	무시
acrílico	아크릴
estimulantes	각성제
estimulantes	자극
insulta	모욕
revocación	취소
revocación	박탈
mangos	핸들
mangos	망고
cerezas	앵두
cerezas	체리
cerezas	벚꽃
acostado	거짓말
inmaduros	미성숙
inmaduros	미숙
invirtiendo	투자
píldora	알약
gasta	지출
meditaciones	명상
politburó	정치국
satisfecha	만족
sobrepasado	초과
atrevida	대담
kilogramo	킬로그램
kilogramo	킬로미터
analíticas	해석학
ahumado	훈제
hirviendo	끓는
descansando	휴식
oleoducto	파이프라인
espiar	스파이
generalizar	단순화
ampliarse	확대
inspirador	영감
filtraciones	누출
maravillosos	멋진
enfermeros	간호
enfermeros	간호사
telaraña	웹툰
ignorada	무시
encuadernación	구속력
encuadernación	바인딩
rectificación	교정
rectificación	보정
orgullosos	자랑
fumador	흡연
fumador	금연
preventivas	예방
concesionarios	딜러
concesionarios	대리점
consulte	상담
orgasmo	오르가슴
interminables	끝없는
encuestados	응답자
encuestados	응답자의
despierto	깨어
reservar	예매
reservar	예약
cirugías	수술과
cirugías	수술
cirugías	외과
analíticos	해석학
sonríe	미소
sonríe	스마일
sonríe	웃어
sofisticadas	정교
sofisticadas	정교한
huelguistas	스트라이커
limones	레몬
rigurosos	엄격한
peritos	전문가
peritos	전문가들
escáner	스캐너
escáner	스캔
organizacion	조직
organizacion	기구
organizacion	단체
atajo	바로가기
atajo	단축키
recupere	복구
recupere	회복
quijada	턱시도
vagabundos	노숙자
ponencias	발표
ponencias	종이
ponencias	페이퍼
ponencias	신문
ponencias	강연
ponencias	강의
ponencias	서류
ponencias	프레젠테이션
inmaduro	미성숙
inmaduro	미숙
saturado	포화
impermeable	방수
respiro	호흡
beneficiario	수신자
desbordamiento	오버플로우
desbordamiento	오버플로
locuras	광기
quirúrgicos	외과
rotar	회전
nepalí	네팔어
nepalí	네팔
jarras	투수
jarras	항아리
condimento	양념
sarcasmo	풍자
picadura	스팅
bocadillo	스낵
bocadillo	간식
bocadillo	샌드위치
merienda	스낵
merienda	간식
marcianos	화성인
heroicos	영웅
puré	으깬
incisión	절개
aspirina	아스피린
difuso	퍼지
difuso	확산
contradictorio	모순
refutar	반박
arruinar	파멸
autómatas	오토마타
cucarachas	바퀴벌레
tetas	가슴
latidos	박동
latidos	비트
orar	기도
siluetas	실루엣
obsequio	선물
estáticos	정적
imperfecta	불완전
imperfecta	불완전한
deliberaciones	논의
deliberaciones	토론
recuperándose	복구
ebrio	취해
blusa	블라우스
pecadores	죄인
úlcera	궤양
úlcera	위궤양
versículo	구절
platónico	플라톤주의
platónico	플라토닉
circulo	서클
etileno	에틸렌
mazmorra	던전
cosaco	카자크
cosaco	코자크
cenas	저녁
cenas	저녁식사
muerde	물린
muerde	깨물어
cócteles	칵테일
jaulas	케이지
jaulas	연습장
jaulas	새장
langostas	바닷가재
langostas	메뚜기
azulejo	파랑새
azulejo	블루버드
azulejo	타일
guiño	윙크
odiado	미움
vales	쿠폰
descuidado	부주의
colmillo	팡팡
alarmas	알람
etíopes	에티오피아
céntrico	중부
céntrico	시내
céntrico	다운타운
céntrico	센트럴
reglamentaria	규제
limosnas	자선
destrezas	솜씨
destrezas	스킬
cautela	주의
cautela	경고
soleado	화창한
soleado	맑음
soleado	써니
moco	점액
borradores	임시
bengasi	벵가지
descapotable	컨버터블
asustada	무서워
pda	pda
irritante	자극적
graco	그라쿠스
saludar	경례
razon	이유
contaminadas	오염
picas	스페이드
reforzamiento	강화
colchón	매트리스
intruso	침입자
plantados	심어
citación	표창
citación	소환
muslos	허벅지
avestruz	타조
analgésicos	진통제
tazón	그릇
tazón	사발
direccional	방향성
suburbana	교외
ovarios	난소
formularios	양식
subrayar	밑줄
becarios	인턴
sistemáticas	체계적
borrachos	취해
bosnios	보스니아어
bosnios	보스니아인
bosnios	보스니아
vatios	왓츠
vatios	와츠
disculparse	사과
bichos	버그
bichos	곤충
bichos	벅스
metalúrgico	금속공학
metalúrgico	금속
siberiano	시베리아
linfático	림프
competitivas	경쟁력
competitivas	경쟁
metanol	메탄올
rodillos	롤러
resueltas	해결되었습니다
demandante	원고
demandante	지원자
manipulaciones	조작
talentosos	재능있는
talentosos	재능
convertidor	컨버터
convertidor	변환기
pronuncian	발음
depresivo	우울
argelinos	알제리
cognición	인식
hundirse	싱크로
hundirse	침몰
jirafa	기린
tutoría	가정교사
tutoría	멘토링
tutoría	튜토리얼
amputación	절단
cremallera	우편번호
emocionado	흥분
alquitrán	타르
replicar	복제
olvidadas	잊혀진
embrague	클러치
jarrones	꽃병
comprometidas	훼손
comprometidas	해킹
rebaja	리베이트
sarampión	홍역
chantaje	협박
agravada	악화
sinergia	시너지
coito	성교
coito	성관계
catálisis	촉매
aeroplano	비행기
legitimación	합법
interactivas	대화식
interactivas	대화형
interactivas	인터랙티브
contrataciones	모집
contrataciones	고용
hidratos	탄수화물
gobernabilidad	거버넌스
importada	가져온
importada	가져옴
importada	가져오기
importada	수입
narcóticos	마약
deseadas	원하는
inacabado	미완성
factibilidad	타당성
penumbra	트와일라잇
penumbra	황혼
cheques	수표
cheques	체크
diodos	다이오드
cucaracha	바퀴벌레
basora	바스라
intermediación	중개
pastelería	페이스트리
pastelería	베이커리
pastelería	빵집
hebras	대화
hebras	스레드
persuasión	설득
sionistas	시온주의
violonchelista	첼리스트
fallecimientos	죽음
panaderías	베이커리
panaderías	빵집
compactas	컴팩트
compactas	콤팩트
rizado	컬리
ángelo	젤로
ángelo	안젤로
correccional	보정
prensas	누르기
prensas	프레스
chimpancés	침팬지
ambulatorio	외래
inválido	오류
menstruación	월경
puñetazo	펀치
báltica	발트
representatividad	대표자
representatividad	대표
energia	에너지
libreta	공책
libreta	노트북
libreta	메모장
campeon	챔피언
campeon	챔피언십
campeon	챔프
cerradura	잠금
cerradura	자물쇠
paletas	패들
sonando	울림
hinchazón	부어
lujos	럭셔리
lujos	명품
esquelético	뼈대
sugerida	추천
defectuoso	불량
humillante	굴욕
girado	회전
disciplinario	징계
moradas	보라색
moradas	자주색
alérgica	알레르기가
alérgica	알레르기
intestinos	창자
intestinos	내장
gozando	즐기기
desván	로프트
desván	다락방
dicotomía	이분법
bendiciones	축복
malinas	메헬렌
generalizadas	일반화
acompañe	동행
pertinencia	관련성
perdonado	용서
bóer	보어인
bóer	보어
cuadrícula	그리드
cuadrícula	격자
cuadrícula	눈금
visite	방문
visite	방문하기
formador	트레이너
lavandería	빨래
lavandería	세탁
lavandería	세탁소
adorable	러블리
adorable	사랑스러운
vulgata	불가타
cualificados	숙련
beba	음료
beba	음료수
simplifica	단순화
simplifica	간소화
inodoro	화장실
inodoro	변기
superventas	베스트셀러
méjico	멕시코
fundir	녹아
fundir	녹음
humos	연기
humos	담배
párpados	눈꺼풀
prospección	탐사
prospección	탐험
congelar	동결
congelar	꼼짝
congelar	냉동
solicite	요청
solicite	요청하기
bañarse	목욕
vórtice	소용돌이
vórtice	볼텍스
sobreviviendo	생존
sobreviviendo	살아남은
bananas	바나나
agria	사워
farol	허세
antimonio	안티모니
polución	오염
galeria	갤러리
galeria	화랑
critico	평론
critico	비평가
critico	크리틱스
mandarina	만다린
mandarina	중국어
kazajstán	카자흐스탄
kazajstán	카자흐어
samarcanda	사마르칸트
paisajismo	조경
caribeños	캐리비안
caribeños	카리브
tenedor	포크
disparidad	차이
dentadura	치아
dentadura	이빨
elevadores	엘리베이터
elevadores	엘레베이터
ofensas	범죄
identificaciones	id
identificaciones	신분증
encefalitis	뇌염
impotente	무기력
melocotón	피치
melocotón	복숭아
concisa	간결
maletas	수하물
maletas	가방
nigeriana	나이지리아
referendo	국민투표
cosmética	성형
cosmética	화장품
polvos	가루
polvos	파우더
exentas	면제
intrusión	침입
gasoducto	파이프라인
desarmados	비무장
labial	립스틱
desesperados	절실한
omnipresente	유비쿼터스
plegado	접힘
culpar	비난
calmado	차분
calmado	차분한
calmado	잔잔한
monitorear	모니터링
monitorear	모니터
confiscadas	몰수
jartum	하르툼
nose	인지
bagre	메기
bagre	메기목
cajero	텔러
bosones	보손
chimpancé	침팬지
tuerca	땅콩
alinear	정렬
cigarros	담배
implementando	구현
proporcionalidad	비례
enfado	분노
apretado	타이트
divertidos	재미
expedida	발급
expedida	발행
ventanilla	창문
rinocerontes	코뿔소
concurrente	병행
tunecino	튀니지
birmano	미얀마
birmano	버마어
birmano	미얀마어
birmano	버마
vegetarianos	채식주의
vegetarianos	채식
vegetarianos	채식주의자
lavanda	라벤더
bateadores	타자
alce	무스
estiércol	비료
cariñoso	배려
mayoria	다수
sardinas	정어리
sombreado	음영
sombreado	셰이딩
abonado	가입자
autógrafos	싸인
colada	빨래
colada	세탁
colada	캐스팅
colada	세탁소
pagadas	유료
capitulo	챕터
coloridas	화려하다
pediátrica	소아
pediátrica	소아과
pediátrica	소아청소년과
jabones	비누
estrellarse	붕괴
imaginado	상상
apostando	도박
apostando	내기
taquillas	사물함
guardiana	수호
guardiana	가디언
guardiana	보호자
jarrón	꽃병
supremos	슈프림
mencione	언급하기
mencione	언급
daca	다카
rebajar	그레이드
milagroso	기적
vitrina	쇼케이스
repositorios	저장소
picantes	매운
ekaterimburgo	예카테린부르크
conjugado	켤레
estupefacientes	마약
exorcista	엑소시스트
majestuosa	마제스틱
sustituta	대리인
ines	아그네스
dispersar	해산
dispersar	분산
champán	샴페인
incógnito	언더커버
atenuación	완화
estrógenos	에스트로겐
excusas	변명
excusas	핑계
pulsera	팔찌
politicas	정치
politicas	정치학
politicas	정책
tutoriales	튜토리얼
disculpen	미안
sobres	봉투
arcoíris	레인보우
arcoíris	무지개
manipulador	핸들러
vesubio	베수비오
pilotaje	파일럿
compensaciones	오프셋
compensaciones	보상
subrayado	스트레스
subrayado	하이라이트
subrayado	밑줄
nublado	구름
nublado	흐림
nublado	흐린
filtra	필터
geodesia	측지학
macroeconomía	거시경제학
impresionados	감동
politico	정치
politico	정치인
politico	정치가
haitianos	아이티
geodésico	측지학
renovaciones	갱신
renovaciones	수리
comunicando	소통
laca	헤어스프레이
pulga	플리즈
pulga	벼룩
tabloide	타블로이드
abortar	중단
abortar	중지
aterrizajes	착륙
microorganismo	미생물
coordinadas	좌표
coordinadas	좌표계
liras	리라
funcionaria	공식
insegura	불안해
insegura	불안
opaca	불투명한
opaca	불투명
neoliberalismo	신자유주의
influenciar	영향력
agotar	배기가스
virtualización	가상화
paseando	걷고
paseando	걷기
paseando	걷는다
paseando	워킹
píldoras	알약
aciertos	조회수
aciertos	성공
proteja	보호
proteja	보호하기
prometer	약속
brazaletes	팔찌
rombo	마름모
poses	포즈
afeitar	면도
afirmativa	긍정
desesperadas	절실한
condicionamiento	조건화
sabueso	하운드
resaltado	강조
resaltado	하이라이트
resaltado	강조하기
sonrisas	미소
sonrisas	스마일
pañuelos	손수건
pañuelos	스카프
cortafuegos	방화벽
patrocinados	스폰서
patrocinados	후원
categorias	분류
categorias	범주
categorias	카테고리
categorias	카테고리가
descifrado	복호화
destructivos	파괴
preste	빌려
caníbales	카니발
solidarios	연대
exclamó	울었다
escuchas	청취
escuchas	듣기
despejado	지우기
despejado	맑음
despejado	지우
harén	하렘
coacción	충동
coacción	속박
coacción	강제
envejecido	노화
envejecido	숙성
adorar	예배
adorar	경배
adorar	숭배
rangún	양곤
suela	발바닥
bosquejo	스케치
corregidos	교정
malayos	말레이어
malayos	말레이인
malayos	말레이시아어
senegalés	세네갈
míos	광산
termómetro	온도계
criadas	하녀들
criadas	하녀
robe	훔쳐
sajalín	사할린
respira	호흡
porro	관절
obsesionada	집착
equivocación	실수
contenta	행복하다
contenta	해피
contenta	행복
contenta	행복해
contenta	행복한
hervir	끓는
hervir	종기
pacifico	태평양
pacifico	퍼시픽
druida	드루이드
erosionado	침식
ahogamiento	익사
tobillos	발목
inconscientemente	무의식
destinatarios	수신자
acampada	캠핑
educacion	교육
educacion	학력
educacion	교육학
aceleradores	가속기
vanadio	바나듐
olvidando	망각
obeso	비만
desearía	소원
tónico	토닉
contradictoria	모순
emuladores	에뮬레이터
bromista	트릭스터
pajaritos	새들
pasatiempos	취미
parrillas	그릴
concurrentes	병행
deportaciones	추방
neonatal	신생아
brechas	틈새
brechas	간격
patrocina	스폰서
patrocina	후원
estofado	스튜
gorilas	고릴라
sistemáticos	체계적
lamentos	후회
absorbente	흡수
irreal	언리얼
basuras	쓰레기
aseguradora	보험
martirizado	순교
galio	갈륨
sicario	히트맨
rapsodia	랩소디
dermatología	피부과
rectángulos	직사각형
contrabandistas	밀수
espárragos	아스파라거스
revocar	취소
revocar	박탈
recepcionista	안내원
calcetines	양말
mortífero	치명적이다
mortífero	치명적
rhin	라인
revocada	취소됨
sospechosas	용의자
normalizado	표준화
malibú	말리부
paralizada	마비
rubias	금발이
rubias	금발
reanuda	이력서
desmantelar	해체
desdén	경멸
casetes	카세트
tostada	토스트
desbloqueado	해제한
legítimas	합법적인
antílope	영양
fumadores	흡연
fumadores	금연
chelines	실링
telepatía	텔레파시
goliat	골리앗
sustentabilidad	지속가능성
callado	조용히
callado	조용한
husein	후세인
golosinas	취급
golosinas	대접
golosinas	사탕
descubra	찾기
descubra	찾아보기
descubra	발견
flotar	호버
veintiuno	블랙잭
veintiuno	스물
veintiuno	스무
arriendo	임대
empaque	포장
vulnerabilidades	취약점
actualizando	업데이트
actualizando	업그레이드
configurando	구성
mogadiscio	모가디슈
amenazante	위협
amenazante	협박
micénica	미케네
salpicado	점선
paludismo	말라리아
aperitivos	스낵
aperitivos	전채
aperitivos	간식
comprobada	입증
comprobada	확인됨
camboyano	캄보디아
almejas	조개
roturas	파손
contractuales	계약서
contractuales	계약
automatizada	자동
automatizada	자동화
valida	유효한
valida	유효합니다
valida	유효
azafata	승무원
azafata	스튜어디스
estampilla	스탬프
estampilla	우표
filete	스테이크
alergias	알레르기가
alergias	알레르기
decidan	결정
decidan	결정하기
simio	유인원
calibración	교정
calibración	보정
peldaños	스텝
peldaños	걸음
peldaños	단계
intersticial	삽입
bendecido	축복
bendecido	축복받은
mayorista	도매
chicle	풍선껌
chicle	잇몸
impaciente	열망
adivina	추측
sodoma	소돔
buzo	다이버
inalámbricos	무선
relámpagos	번개
relámpagos	라이트닝
arcoiris	레인보우
arcoiris	무지개
unificadas	통합
patron	패턴
almohada	베개
ardiendo	불타는
legislar	입법
sonriente	스마일리
sonriente	미소
sonriente	웃어
lineas	라인
pulseras	팔찌
restar	빼기
restar	빼빼로
lombrices	지렁이
lombrices	보름스
lombrices	보름
historico	역사
historico	사적
domicilios	주소
objetivas	목표
objetivas	목적
afilada	샤프
afilada	예리
verrugas	사마귀
trenzas	땋은
orleáns	올리언스
insultado	모욕
eyaculación	사정
aguijón	스팅
aguijón	스팅어
tungsteno	텅스텐
comprimir	압축
penetrando	관통
bombilla	전구
rezos	기도
mitigación	완화
forastero	이방인
racionamiento	배급
aseguradoras	보험
anunciantes	광고주
defectuosa	불량
póker	포커
atenciones	대접
deprimida	우울
macabeos	마카베오기
gramo	그램
gramo	그람
confidencialidad	프라이버시
excluidas	제외됨
excluidas	제외
galope	질주
tifoidea	장티푸스
asalariados	직원들
asalariados	직원
refutación	반박
concienciación	인식
concienciación	인지도
remordimiento	후회
navega	탐색
navega	찾아보기
navega	둘러보기
envolver	포장
experimentada	경험
panorámico	파노라마
hormonales	호르몬
disgustado	혐오
disgustado	화나
plenario	본회의
alcoba	침실
refrescante	상쾌한
castores	비버
maravillosas	경이
maravillosas	멋진
expositores	디스플레이
expositores	출품
atadas	묶여
ultrasonido	초음파
canastas	바구니
arquetipos	원형
desaparezca	사라져
vendas	붕대
elitista	엘리트
barbacoas	바베큐
barbacoas	바비큐
agricola	농업
agricola	농지
boliche	볼링
asociativa	연관
bálsamo	연고
defunciones	죽음
internautas	네티즌
revestimientos	코팅
ovinos	양양
certificadas	자격증
centavo	센트
centavo	페니
mutuas	상호
meñique	핑키
empaquetado	포장
empaquetado	패키지
inyecciones	주사
posar	포즈
finalidades	목표
finalidades	목적
contratando	고용
desafortunada	불행한
eternas	영원
eternas	영원한
girasoles	해바라기
faringe	인두
ignorados	무시
rompehielos	쇄빙선
competidora	경쟁자
competidora	경쟁사
monedero	지갑
gorriones	참새
dudosas	의심스럽다
dudosas	의심
elipsoide	타원체
perrito	강아지
discriminar	차별
adinerado	부자
saltamontes	메뚜기
embriaguez	음주
hipopótamo	하마
purificar	정화
ecografía	초음파
burócrata	관료
inanición	굶주림
inanición	기아
anticipo	미리
detectadas	감지
detectadas	발견됨
profesionalidad	전문가
profesionalidad	프로
profesionalidad	전문
profesionalidad	프로페셔널
índigo	남색
índigo	인디고
manguera	호스
medusas	해파리
deuterio	중수소
guisantes	완두콩
clavícula	쇄골
circunnavegación	세계일주
sábana	시트
engañando	부정행위
vegetariano	채식주의
vegetariano	채식
vegetariano	채식주의자
agrandar	확대
desfase	불일치
hipotensión	저혈압
pupilas	동공
pupilas	눈동자
polimorfismo	다형성
vajilla	차이나
vajilla	중국
vajilla	중국인
relojería	시계
interes	이자
interes	흥미
interes	관심사
interes	관심
adaptable	적응
desarmar	분해
estabilizado	안정화
transfusión	수혈
braza	평영
manchada	스테인드
adicta	중독
adicta	중독자
apretar	짜장면
aerosol	스프레이
limusina	리무진
limusina	리모
remolques	트레일러
diapositivas	슬라이드
chalets	빌라
familiarizados	익숙한
prófugo	도망자
parachoques	범퍼
proporcionales	비례
superávit	잉여
grosero	무례한
grosero	무례하게
caníbal	카니발
transformadores	트랜스포머
transformadores	변압기
transformadores	컨버터
transformadores	변환기
cualificación	자격증
cualificación	자격
arrebatar	날치기
desglose	분석
barret	배럿
enajenación	소외
enajenación	기질
deliciosa	맛있는
sheik	셰이크
corrupta	부패
dany	대니
interrogantes	질문
soplo	잡음
estonios	에스토니아인
estonios	에스토니아
estonios	에스토니아어
mechas	퓨즈
dividendos	배당
acné	여드름
camerunés	카메룬
estandar	표준
estandar	스탠더드
encantados	매혹
saltador	점퍼
principiante	초보자
principiante	초보
enojada	화가
enojada	화난
enojada	화나
enojada	앵그리
confirmo	확인하기
confirmo	확인
toalla	수건
toalla	타월
inventiva	발명
fricciones	마찰력
fricciones	마찰
valorización	복구
valorización	회복
ración	배급
apuñalado	아찔한
suprarrenal	부신
empeoramiento	악화
paladín	팔라딘
optimizado	최적화
optimizado	최적화된
problemáticos	골치
aleros	처마
hermosura	미모
hermosura	아름다움
hermosura	미녀
hermosura	미용
hermosura	미인
dictámenes	의견
tez	피부색
alistamiento	입대
nicotina	니코틴
letargo	무기력
sándwiches	샌드위치
consideremos	고려해
consideremos	고려
posicion	포지션
posicion	위치
posicion	직위
canas	회색
canas	그레이
inundados	홍수
inversionista	투자자
inversionista	투자가
escalando	등반
escalando	등산
invalidez	장애
invalidez	장애인
desactivada	비활성화
sincronizar	동기화
superestrella	슈퍼스타
borrosa	흐리게
pasajera	여객
pasajera	승객
poliéster	폴리에스테르
traumas	외상
traumas	트라우마
disturbio	소란
windsurf	서프
windsurf	서핑
estrógeno	에스트로겐
homicida	살인자
homicida	살인범
ciruelas	자두
cefalea	두통
autógrafo	싸인
pronunciados	발음
equivalencias	동등성
deteniendo	멈추기
honradez	정직
honradez	성실
completadas	완료
completadas	완료되었습니다
onza	온스
desactivación	비활성화
óptimos	최적
débito	직불카드
deseables	바람직
deseables	바람직한
deseables	바람직해
dietética	다이어트
dietética	식이
encajes	레이스
estimulado	자극
basilisco	바실리스크
basilisco	바질리스크
