در	門
ناحق	極端
باتوم	底
باتوم	底下
باتوم	底部
باتوم	下方
رویاها	夢
رویاها	夢境
رویاها	夢想
اولتیماتوم	最後通牒
قلوه	腎臟
قلوه	腎
اشتباهاتی	錯誤
اشتباهاتی	失誤
کارآموز	徒弟
کارآموز	見習
کارآموز	學徒
کارآموز	實習
کراش	暗戀
کراش	崩潰
کراش	撞車
کراش	墜毀
اسفناج	菠菜
فریز	冷凍庫
اسپانسر	贊助
کارفرمایان	雇主
تقوا	虔誠
پلاکت	血小板
سیخ	僵硬
سیخ	僵
قطارها	列車
قطارها	火車
کالن	庫倫
محبوبی	看中
بالش	枕
بالش	枕頭
دقتی	精確度
دقتی	精度
دقتی	精准
دقتی	精確
دقتی	精密
رجعت	還原
رجعت	遊覽
خلقی	暴躁
هلاکت	毀壞
هلاکت	破壞
هلاکت	銷毀
هلاکت	毀滅
اسفنج	海綿
انگشتر	響鈴
انگشتر	環
انگشتر	戒指
خریدن	買
خریدن	購買
لیکوی	鶥
ژیان	健
چوپانی	牧羊人
چسبنده	粘
چسبنده	粘性
چسبنده	黏黏
چسبنده	黏
باسن	臀
باسن	屁股
باسن	髖
باسن	臀部
دنگی	登革熱
زنبورها	蜜蜂
ماساژ	按摩
بروشور	小冊子
ویلایی	別墅
نابینایی	失明
کاندوم	保險套
نبض	脈衝
نبض	脈搏
سینک	水槽
موصوف	名詞
محاوره	對話
پرفروشترین	暢銷書
حساسی	敏感性
حساسی	敏感度
حساسی	敏感
آکنه	粉刺
زیورآلات	珠寶
زیورآلات	首飾
آبرو	名譽
آبرو	名聲
آبرو	聲譽
آبرو	信譽
آبرو	聲望
ریورساید	河濱
وعظ	佈道
آفاق	地平線
طبیعتا	自然
سنتینل	哨兵
شورانگیز	聳人聽聞
پانوراما	全景
میکروفون	麥克風
سیرت	行為
سفتی	僵硬
سفتی	僵
متاهل	已婚
بیکران	無盡
بیکران	遼闊
بیکران	無窮
بیکران	無限
بتون	混凝土
بتون	具體
بتون	水泥
رسولان	使徒
راهبه	尼姑
تتا	th
کدبندی	編碼
نابالغ	未成年
کاربید	碳化
کاربید	碳化物
عقیم	貧瘠
کیوشو	九州
کافئین	咖啡因
داروساز	藥劑師
استایلز	風格
استایلز	樣式
شناوری	浮力
شخم	犁
کائو	曹
قبائل	部族
قبائل	氏族
تکزاس	德州
تکزاس	德克薩斯州
نظاره	尋找
نظاره	觀看
نانا	奶媽
مایکروویو	微波
مایکروویو	微波爐
بایستد	錨
تکنسین	技工
تکنسین	技師
میلیاردر	億萬富翁
میلیاردر	富豪
سپیدار	白楊
رکیک	粗俗
رکیک	低俗
رکیک	庸俗
گس	氣體
گس	汽油
گس	天然氣
گس	氣
طویله	穀倉
پدال	踏板
پدال	腳踏板
درماتیت	皮炎
شترمرغ	鴕鳥
باکتریهای	細菌
مهارتی	技能
مهارتی	技巧
مهارتی	技藝
چهارپایان	牛
تائوئیسم	道教
لکنت	口吃
درنا	吊車
درنا	起重機
درنا	鶴
لابراتوار	化驗室
لابراتوار	實驗室
پیتون	蟒
پیتون	巨蟒
پیتون	蟒蛇
تایتان	泰坦
تایتان	收緊
اسپریت	精神
اشتها	胃口
اشتها	食慾
خیابانها	街道
دایه	保姆
دایه	奶媽
نقیضه	模仿
نقیضه	嘲諷
ببرها	老虎
اوکایاما	岡山
غریزه	本能
سلوی	甘露
حاجت	邀約
حاجت	招標
نادانی	無知
شکلهای	表格
شکلهای	數字
لطافت	優雅
لطافت	高雅
یل	耶魯
کراون	冠
کراون	皇冠
کراون	王冠
دادخواست	抗辯
دادخواست	答辯
دادخواست	請願
دادخواست	請願書
دادخواست	上訪
آبدار	多汁
مخلوقات	生物
چشمانی	眼
چشمانی	眼睛
چشمانی	雙眼
چشمانی	眼神
مُهر	密封
مُهر	海豹
مُهر	封
مُهر	印章
گوانگشی	廣西
دگردیسی	蛻變
هادس	冥府
هادس	冥王
ایشیکاوا	石川
باغها	果園
باغها	花園
آنتلوپ	羚羊
بوسیدن	接吻
جنگلها	森林
بخشها	師團
واگرا	分歧
رنچ	牧場
کاتن	棉花
کاتن	棉
کاتن	棉質
براند	品牌
توتو	多多
شمای	綱要
خودارضایی	手淫
خودارضایی	自慰
مسری	傳染性
راسوی	鼬鼠
راسوی	黃鼠狼
راسوی	鼬
برافراشته	樹冠
بمان	留下來
بمان	留
بمان	留下
تسبیح	聖歌
فندقی	堅果
پرورشگاه	孤兒院
توافقات	協定
ببرهای	老虎
هامر	荷馬
هامر	悍馬
سلمانی	理髮師
سلمانی	理髮
ساس	臭蟲
شبان	牧羊人
سبکهای	風格
سبکهای	樣式
شاکر	感恩
دباغی	日光浴
گروهک	閹黨
مرخص	退伍
مرخص	出院
ووهان	武漢
خوردنی	食用
پپتید	肽
قار	白鷺
پماد	油膏
پماد	藥膏
منفعل	消極
منفعل	被動
مرمری	花紋
دوراهی	叉
دوراهی	叉子
نیترو	硝基
نوازش	愛撫
نوازش	中風
نوازش	腿
دئوکسی	脫氧
سیگنالهای	訊號
پیشرفتی	進度
پیشرفتی	進步
وودلند	林地
جاودانی	永恆
ناشنوا	聾
ناشنوا	聾人
ناشنوا	耳聾
میمی	咪咪
آموزنده	教育
پرتابی	彈道
اعتبارسنجی	審定
اعتبارسنجی	驗證
مراعات	尊敬
مراعات	尊重
اسبان	充電器
اسبان	馬匹
اسبان	馬
استهلاک	折舊
استهلاک	攤還
استهلاک	貶值
مبتدی	初學者
مبتدی	新手
منبسط	擴張
منبسط	擴大
تعارف	稱贊
بدبین	憤世嫉俗
بدبین	玩世不恭
معصومیت	純真
چایی	茶葉
چایی	茶
فرز	敏捷
اقا	先生
همدوس	連貫
سربار	重擔
سربار	負擔
سربار	擔子
هالو	空洞
هالو	空心
پیچش	扭曲
پیچش	扭
تنگنا	瓶頸
ناهماهنگی	不平衡
تشی	豪豬
اسلیم	瘦
اسلیم	苗條
رنیوم	錸
ستونها	欄
ناعادلانه	不公
آهنربا	磁鐵
کبوتری	鴿
کبوتری	鴿子
نیکان	公義
نیکان	正義
ناشایست	無恥
تاول	水泡
امپراطور	天皇
امپراطور	皇帝
خلسه	恍惚
خلسه	銷魂
خلسه	狂喜
جالبه	有趣
جالبه	好吃
جالبه	美味
سناریوی	情景
سناریوی	設想
بخشنده	寬容
خرطوم	喀土穆
ایتریم	釔
بکس	拳擊
چجیانگ	浙江
پراید	自尊
پراید	驕傲
پراید	自豪
گوام	關島
هکرها	駭客
آشناست	熟悉
بریزد	成熟
تاکشی	武
تاکشی	阿武
انبه	芒果
کودکستان	幼兒園
کودکستان	幼稚園
صاحبش	所有者
صاحبش	業主
سودا	汽水
سودا	蘇打
صندل	涼鞋
طنابی	繩索
طنابی	繩子
طنابی	繩
بمانم	留下來
بمانم	留
بمانم	留下
میلیاردها	億萬
بافتن	編織
بافتن	辮子
بامبو	竹
بامبو	竹子
مافیای	黑手黨
تالیوم	鉈
گلوتن	麵筋
تحدید	威脅
رشادت	勇氣
خُرد	破碎
استخری	撞球
استخری	池
استخری	游泳池
استخری	泳池
هدایایی	禮物
هدایایی	送禮
هدایایی	禮品
راهروی	走道
سلرز	賣方
لوپوس	狼瘡
همر	錘子
همر	槌
همر	錘
گوئیژو	貴州
خجالتی	害羞
دکو	裝飾
ارگاسم	高潮
مخمر	酵母
مخمر	酵母菌
مجذور	平方
هشیار	銳利
هشیار	尖銳
هشیار	清醒
هشیار	鋒利
مهلک	致命
کمد	服飾
کمد	衣櫥
کمد	壁櫥
کمد	衣櫃
ادامز	亞當斯
کاهشی	遞減
کورد	和弦
کورد	臍帶
کورد	弦
کورد	脊髓
لنس	長矛
آرتروز	關節炎
شویی	洗錢
سیانید	氰化物
لیدر	領導人
لیدر	領導者
لیدر	領袖
تونگ	董
تونگ	棠
نیات	意向
نیات	意圖
مصروف	繁忙
مصروف	忙
مصروف	忙著
مصروف	忙碌
لایم	石灰
سایمن	西門
سایمن	西蒙
بولت	螺栓
پپر	胡椒
پپر	辣椒
دلسوزی	同情心
دلسوزی	慈悲
دلسوزی	同情
سارق	強盜
سارق	土匪
لوهان	羅漢
دلهره	恐怖
دلهره	恐
تسلیمی	提交
تناقضات	矛盾
یائو	瑤
یائو	姚
دمش	尾巴
دمش	尾
کسینوس	餘弦
کسینوس	余弦
ملو	柔和
واتس	瓦特
منصف	公平
انیدرید	酸酐
کارتن	紙板
کارتن	硬紙板
گیربکس	齒輪箱
گیربکس	變速箱
عیان	揭示
عیان	揭露
خمپاره	迫擊炮
اکسپو	博覽會
اکسپو	博覽
مستمری	津貼
گورکن	獾
سرابی	幻象
سرابی	幻影
رنجش	怨恨
رنجش	煩人
استثمار	剝削
احمقانه	傻
احمقانه	笨
احمقانه	笨蛋
احمقانه	愚蠢
احمقانه	蠢
قرقره	滑輪
هالوژن	鹵素
هالوژن	鹵
ماکارونی	通心粉
چراگاه	牧草
چراگاه	牧場
حرص	貪婪
حرص	貪
سربلند	驕傲
سربلند	自豪
کانجی	漢字
آکروباتیک	雜技
لمون	檸檬
بارانداز	碼頭
بارانداز	海濱
ویوودشیپ	省
آنژین	心絞痛
نقاشیهای	油畫
نقاشیهای	繪畫
خودکارسازی	自動化
علفزار	草地
امورات	干涉
امورات	介入
امورات	干預
قاصدک	蒲公英
بکارت	童貞
خبیث	妖
شفقت	同情心
شفقت	慈悲
شفقت	同情
محدودیتهای	限制
نوبتی	輪班
مخمل	天鵝絨
پسوندهای	延期
ماره	蛇
فصاحت	口才
فصاحت	雄辯
هاینان	海南
گرید	電網
مسولیت	責任
سوکت	插座
دندانهای	牙
دندانهای	牙齒
پوچی	空虛
تنهای	孤單
تنهای	孤獨
تنهای	寂寞
دستشویی	洗手間
دستشویی	廁所
دستشویی	浴室
مجرا	運河
مجرا	頻道
مجرا	船隻
مجرا	海峽
مجرا	通道
شمعی	柔和
سمپوزیوم	座談會
کابوی	牛仔
اتاقها	客房
اتاقها	房間
بیزاری	豁免
بیزاری	豁免權
بیزاری	免疫
پرچین	籬笆
پرچین	柵欄
پرچین	圍牆
دیش	小菜
دیش	菜
گلیکوژن	糖原
گیوتین	斷頭台
پاریسی	巴黎
جلاد	劊子手
اکیداً	嚴格
سالمون	鮭魚
سرنگ	針筒
سرنگ	注射器
سرنگ	針
برازنده	西裝
برازنده	優雅
برازنده	高雅
فیت	適合
گانگستری	黑幫
گانگستری	黑社會
پراکسید	過氧化物
امتیازهای	分數
گانگستر	黑幫
گانگستر	黑社會
گلیکول	二醇
حریر	絲綢
حریر	蠶絲
حریر	絲
شیلینگ	先令
یونش	電離
ابرقدرت	超級大國
توما	托馬斯
آنوریسم	動脈瘤
مالش	摩擦
علاج	治癒
قاطر	騾
قاطر	騾子
ماگما	岩漿
سپاسگزاری	感恩
درندگان	獵物
ارتجاع	韌性
ارتجاع	復原力
سنجاقک	蜻蜓
سیچوان	四川
نعوظ	勃起
نطفه	精子
ساوانا	草原
رقصیدن	舞
رقصیدن	舞動
رقصیدن	舞蹈
رقصیدن	跳舞
هوبئی	湖北
پرگار	梁
پرگار	指南針
پرگار	羅盤
پرگار	束
پرگار	光束
زنجبیل	姜
بلندگو	議長
بلندگو	揚聲器
پانسمان	繃帶
پانسمان	紗布
ساکر	吸盤
آویشن	胸腺
طراوت	清新
بامزه	可愛
شیفتگی	痴情
لغزنده	光滑
لغزنده	滑坡
لغزنده	滑
لغزنده	滑桿
یکطرفه	單方
یکطرفه	單邊
یکطرفه	單方面
جینگ	晶
جینگ	靖
جینگ	靜
فروتنی	謙遜
فروتنی	謙卑
فروتنی	謙恭
دمیدن	爆炸
دمیدن	爆
حلیم	粥
چندوجهی	多面體
بازدارندگی	抑制
چکمه	靴
چکمه	靴子
لعن	詛咒
لعن	咒
گرانروی	黏度
تختخواب	床
تختخواب	床上
زرنگ	聰明
بغض	仇視
بغض	爆裂
بغض	仇恨
منطقۀ	區域
کاستل	城堡
کاستل	城
پایمال	暗戀
لت	跳動
لت	毆打
میانبر	捷徑
بیگناه	無辜
خصیصه	屬性
بندگی	奴役
پوشالی	稻草
پوشالی	吸管
توهمات	錯覺
فانگ	方
فانگ	芳
شکلاتی	巧克力
دیزاین	設計
اجر	獎賞
اجر	獎勵
اجر	工資
اجر	賞金
اجر	賞
بدنسازی	健美
داستانها	故事
داستانها	動態
میلگرد	鋼筋
سرنخ	線索
ثروتمندی	富有
ثروتمندی	富裕
بادکنک	氣球
ردگیری	追蹤
ردگیری	跟蹤
نوزیستی	新生代
انقیاد	頹廢
انجمنهای	社團
پاتون	巴頓
زبور	詩篇
حسابهای	決算
فروکتوز	果糖
سبکتر	打火機
سبکتر	輕
کائنات	宇宙
فریادکش	麂
هنان	河南
حضانت	保管
حضانت	監護
حضانت	羈押
نقرس	痛風
جنایتکاران	罪犯
گائو	高
واکنشگر	試劑
ارعاب	恐嚇
ارعاب	欺負
ارعاب	欺凌
ارعاب	恫嚇
چسبناک	粘
چسبناک	粘性
چسبناک	黏黏
چسبناک	黏
تف	口水
تف	吐
تف	唾液
کنسرو	罐裝
دارما	誓約
دارما	佛法
دارما	達摩
اتمهای	原子
خوشمزه	好吃
خوشمزه	美味
تازیانه	禍害
تازیانه	睫毛
تازیانه	鞭子
تازیانه	皮鞭
ایواته	岩手
بگیره	漁獲量
گیبون	長臂猿
لواط	雞姦
یائسگی	更年期
جاهل	無知
تنک	坦克
خوانایی	可讀性
ریان	人造絲
آجودان	助手
انحرافات	偏差
انحرافات	偏離
یئون	妍
بوقلمون	土耳其
آزادیخواه	自由主義
کیونگ	慶
جلودار	邊疆
رزمنده	拳手
رزمنده	鬥士
رادیان	弧度
بازپخش	傳遞
بازپخش	繼電器
بازپخش	接力
بازپخش	中繼
خوشگل	美女
خوشگل	美
خوشگل	漂亮
خوشگل	美麗
شمشیرهای	劍
گرگینه	狼人
شهریه	費用
شهریه	手續費
شهریه	補習
شهریه	收費
شهریه	學費
اِما	艾瑪
پاستا	麵食
هونان	湖南
تیغی	刮刀
تیغی	剃刀
حصیری	柳條
واشنگتون	華盛頓
انحنا	曲率
تاوان	支付
تاوان	付款
تاوان	付費
خواربار	雜貨
ماهیگیر	漁民
ماهیگیر	漁夫
وسواسی	迷戀
پوسیده	爛
سخنوری	口才
سخنوری	雄辯
پلاتینی	鉑
پلاتینی	白金
نزده	惡霸
نرده	籬笆
نرده	柵欄
نرده	圍牆
خارپشت	豪豬
سرافراز	驕傲
سرافراز	自豪
لیس	舔
فلوئور	氟
نیکوتین	尼古丁
سرخک	麻疹
کنجی	健二
خوئی	喜怒無常
سوءتغذیه	營養不良
دیکته	聽寫
دیکته	口述
امبر	安培
امبر	琥珀
بدبو	時髦
خی	志
بیکینی	比基尼
قنداق	包裝
دندانپزشک	牙醫
ملین	瀉藥
بفروش	賣
بفروش	出售
ترمیمی	復蘇
ترمیمی	復原
ترمیمی	回收
ترمیمی	恢復
ترمیمی	康復
گروگانگیری	人質
شیان	仙
کابینت	內閣
کابینت	衣櫥
کابینت	壁櫥
کابینت	衣櫃
عمره	終生
عمره	終身
عمره	一生
سفارتخانه	使館
سفارتخانه	大使館
هموفیلی	血友病
سهامدار	股東
تخیلات	想象
تخیلات	想像
تخیلات	想像力
تخیلات	想象力
کاملیا	山茶
ائرو	航空
پلنت	植物
پلنت	工廠
پلنت	廠
معاوضه	交換
معاوضه	交流
معاوضه	互換
معاوضه	兌換
معاوضه	交易所
شرابی	葡萄酒
شرابی	酒
امتحانی	測驗
اکولوژیکی	生態
کزاز	破傷風
آساهی	朝日
آساهی	旭
تهدیدها	威脅
کلش	碰撞
کلش	衝突
زودگذر	短暫
استعلام	查詢
گریسون	駐軍
اندو	遠藤
حراجی	拇指
حراجی	拍賣
حراجی	大拇指
موانعی	障礙
فیله	象
فیله	大象
گاوها	奶牛
دیفتری	白喉
لیسی	花邊
حوله	浴巾
حوله	毛巾
نوستالژی	懷舊
فناوریهای	技術
کتون	酮
بزه	羊
بزه	山羊
اسیری	犯人
اسیری	囚犯
اسیری	囚徒
پروژکتور	投影機
ترحم	可惜
جناس	雙關語
آبستن	懷孕
آبستن	孕婦
خماری	解酒
خماری	宿醉
پیشکار	代理人
پیشکار	代理
آزاری	損傷
داکار	達喀爾
سرمقاله	社論
وقار	尊嚴
گدا	乞丐
بقاء	求生
بقاء	生存
بقاء	存活
فرقان	標準
اوتر	水獺
خاویار	魚子醬
انجل	天使
جوک	笑話
خوشبو	芳香
خوشبو	香水
خوشبو	芬芳
خوشبو	香味
خوشبو	香氣
خوشبو	芳香族
دستبند	手銬
دستبند	手鐲
بردباری	容忍
بردباری	寬容
بادبزن	風扇
بادبزن	樊
بادبزن	粉絲
بادبزن	範
شرارت	邪惡
شرارت	惡
هار	狂犬病
ترال	拖網
موزاییک	馬賽克
فیوز	保險絲
لول	三級
لول	層次
لول	關卡
لول	級別
لول	等級
لیائو	廖
لیائو	遼
فرن	蕨類
تنزیل	折扣
تنزیل	貼現
مخمصه	困境
تکاور	突擊隊
تکاور	遊俠
دماسنج	溫度計
شته	蚜
بازتر	廣義
بازتر	更寬
بادمجان	茄子
بادمجان	茄
هوازدگی	風化
فشن	時裝
فشن	時尚
جیره	配給
جیره	口糧
پارو	槳
اموزش	訓練
اموزش	培訓
بازنشست	退役
بازنشست	退休
ناد	河畔
بادبادک	風箏
لالایی	搖籃曲
ژائو	趙
دهدهی	十進位
دهدهی	十進位制
موتو	摩托
صدقه	捐款
صدقه	施捨
صدقه	慈善
صدقه	捐贈
صدقه	捐獻
صدقه	捐
کانا	假名
کانا	奏
هشیاری	知覺
هشیاری	意識
هوادارن	粉絲
خونسرد	酷
کاهگل	茅草
نوکر	傭人
جولیت	朱麗葉
بلید	刀片
بلید	刀鋒
الکترواستاتیک	靜電
داروسازان	藥劑師
مهمانخانه	招待所
مهمانخانه	賓館
مهمانخانه	客棧
دومینو	骨牌
سکتور	部門
البیت	誘餌
البیت	魚餌
البیت	餌
گشتاپو	蓋世太保
خاکریز	堤岸
سررسید	到期
گوت	羊
گوت	山羊
جذبه	魅力
دستگاهها	裝置
دستگاهها	機器
کفاره	贖罪
لیموزین	轎車
چمنزار	草地
محصل	學生
سزیم	銫
گیرندگان	收件人
پادزهر	解毒劑
پادزهر	解藥
منفصل	離線
منفصل	下線
گارانتی	擔保
گارانتی	保固
دستهای	手
دستهای	雙手
شفای	康復
شفای	醫治
شفای	治癒
شفای	療傷
پساب	廢水
نیترید	氮化
مرزبانی	邊境
مرزبانی	邊界
مرزبانی	邊框
مبل	傢具
مبل	家俱
مبل	傢俱
مبل	沙發
خونگرم	關愛
خونگرم	關懷
خونگرم	關心
خونگرم	愛心
خرسند	內容
لنگرگاه	船塢
لنگرگاه	碼頭
تورمالین	電氣石
خروش	爆
خروش	爆炸
خروش	吼吼
خروش	咆哮
سینوزیت	鼻竇炎
افرای	槭
کالبدشکافی	解剖
کالبدشکافی	驗屍
هانگژو	杭州
گمنامی	匿名
کمبودهای	缺陷
گاتو	神像
تشک	墊子
تشک	床墊
یوشیدا	吉田
پاسخهای	答復
پاسخهای	回覆
لشگر	集團軍
لشگر	軍隊
لشگر	軍
لشگر	陸軍
سالخوردگی	老化
سالخوردگی	衰老
خمره	瓦罐
خمره	增值稅
ماک	麥
خودخواه	自私
نازیها	納粹
نازیها	納粹黨
اریب	扭曲
زیپ	拉鏈
زیپ	拉鍊
نادان	無知
بوتیک	精品
هذیان	妄想
هذیان	錯覺
هذیان	譫妄
کلاچ	離合器
فلینت	火石
شوهری	丈夫
نراد	冷杉
مصب	河口
جیانگشی	江西
تماشایی	壯觀
ساتوشی	聰
فیلمهایی	影片
فیلمهایی	電影
زنجره	蟬
رنا	玲奈
سودآور	盈利
سودآور	有利可圖
بالاتنه	胸圍
داربست	斷頭台
خواهری	妹妹
خواهری	姊妹
خواهری	姊姊
خواهری	姐姐
خواهری	姐妹
خلل	瑕疵
خلل	缺陷
گرداندن	處理
مولان	木蘭
میخانه	酒館
میخانه	酒吧
میخانه	客棧
کافور	樟
کافور	樟腦
پرولتاریا	無產階級
مکیدن	吸
خفقان	潮濕
غریزی	本能
چیپس	薯條
چیپس	籌碼
عقیق	瑪瑙
ریلاینس	依賴
ماهون	紅木
حرمسرا	後宮
آسودگی	安慰
آسودگی	撫慰
آسودگی	舒適
آبکاری	電鍍
چکشی	錘子
چکشی	槌
چکشی	錘
پرند	珍珠
گانسو	甘肅
سایبان	黯然失色
گیجی	迷惘
گیجی	混亂
گیجی	眩暈
گیجی	困惑
گیجی	混淆
قرارداده	合同
قرارداده	合約
قوزک	腳踝
توکای	鶇
چانگچون	長春
بزرگواری	尊嚴
پرشی	跳躍
پرشی	跳
بیلیارد	撞球
بیلیارد	池
بیلیارد	游泳池
بیلیارد	泳池
اصلن	正宗
هروقت	每當
پارچ	投手
محیطهای	環境
چندهمسری	一夫多妻
بریدگی	削減
پرتقالی	葡萄牙
پرتقالی	葡萄牙語
ویترین	展示
حواله	草稿
پاپوش	骨架
گلودرد	心絞痛
ریبوز	核糖
سلنیوم	硒
قبرها	墓穴
قبرها	墳墓
نویسند	寫信
نویسند	撰寫
نویسند	寫作
نویسند	寫入
نویسند	寫
واشینگتون	華盛頓
اوئنو	上野
سرگردانی	漫步
سرگردانی	盲目
ماشه	扳機
ماشه	觸發
میگوی	蝦
آبگینه	水晶
آبگینه	晶體
نعنا	薄荷
بمبگذاری	轟炸
بصیر	開明
فرزندانی	後代
فلاور	花
فلاور	花朵
فلاور	花兒
تیزر	預告片
تیزر	預告
پالپ	紙漿
باکرگی	處女
باکرگی	童貞
ظالمانه	殘酷
ظالمانه	殘忍
مشرکان	異教徒
خودبخود	自發
برندی	白蘭地
سردرگم	混淆
سردرگم	困惑
کورال	珊瑚
آزمونهای	測驗
آزمونهای	審判
آزمونهای	測試
ایگلز	鷹
ایگلز	老鷹
سرخوش	同性戀
قاصد	信使
قاصد	快遞
قبض	帳單
قبض	賬單
قبض	法案
مردد	猶豫
مردد	遲疑
قیف	漏斗
قیف	錐
خودمانی	親密
قنادی	麵包店
سریم	鈰
همدوسی	連貫性
همدوسی	一致性
گیاهخوار	吃素
گیاهخوار	素食
پناهجویان	難民
ایتربیم	鐿
قبایلی	部族
قبایلی	部落
گوسفندی	羊
گوسفندی	綿羊
گریوز	墓穴
گریوز	墳墓
لرزان	悸動
لرزان	顫抖
شاخک	觸角
شاخک	觸手
کارما	因果報應
کارما	報應
فرینج	邊緣
موشها	鼠
برکات	祝福
برندسازی	烙印
برندسازی	品牌
ریورز	河流
رستورانی	餐館
رستورانی	餐廳
رستورانی	飯店
قارچها	真菌
قارچها	香菇
قارچها	蘑菇
ژاکت	毛衣
ژاکت	夾克
ژاکت	外套
پکیج	基本
بلیس	恩澤
چگالش	凝結
مربا	果醬
وایرلس	無線
مریخی	火星
گوست	鬼魂
گوست	幽靈
گوست	鬼
خفت	降解
خفت	退化
سرمی	血清
دینگ	叮
دینگ	丁
استایرن	苯乙烯
ایریدیم	銥
فنری	充氣
اورورا	極光
سودجو	奸商
مثلی	範例
هوان	煥
هوان	桓
ساتن	緞
نادره	稀有
نادره	罕見
نادره	難得
زورو	浪子
فرورفته	沈沒
مقوا	紙板
مقوا	硬紙板
کارابین	卡賓槍
چاو	鄒
چاو	周
وطنی	自制
اعتدالی	適度
موگادیشو	摩加迪沙
پون	蓬
پون	雙關語
اویی	輝
رگهای	血管
رگهای	靜脈
پاش	腿
فطری	先天
طاقچه	架子
طاقچه	書架
طاقچه	貨架
زنجیرهای	鏈條
زنجیرهای	鏈
زنجیرهای	連鎖
خودآگاه	知覺
خودآگاه	意識
آلدهید	醛
سرسری	休閒
حاضرین	參加
حاضرین	出席
حاضرین	主治醫生
مائوئیسم	毛澤東思想
آفساید	越位
ریزپردازنده	微處理器
بافتها	紋理
ساک	吸
ساک	包包
ساک	袋子
ساک	包
ساک	袋
توپر	大膽
توپر	固體
توپر	實心
توپر	扎實
توپر	堅固
توپر	固態
ماهها	月份
ماهها	月
ماهها	衛星
لافت	閣樓
قالبهای	格式
ریون	烏鴉
قلاده	項圈
قلاده	領
سایتو	齋藤
نک	脖子
نک	頸
نک	頸部
عطسه	打噴嚏
عطسه	噴嚏
کستل	城堡
کستل	城
کریپتون	氪
بادنجان	茄子
بادنجان	茄
لایولی	熱鬧
لایولی	活潑
معدی	胃
پلا	解放軍
عینکی	眼鏡
رختخواب	床
رختخواب	床上
یتیمان	孤兒
توبیخ	斥責
توبیخ	譴責
احشایی	內臟
سندز	金沙
سندز	金砂
یانگون	仰光
فارم	農場
ستمگر	暴君
رادیوم	鐳
گردابی	漩渦
غزلی	抒情
بازخرید	兌換
تینگ	汀
تینگ	婷
خوبان	無記名
لاکتوز	乳糖
بمانی	留下來
بمانی	留
بمانی	留下
حریص	貪錢
حریص	貪婪
حریص	貪心
حریص	貪
حماقت	傻
حماقت	笨
حماقت	笨蛋
حماقت	愚蠢
حماقت	蠢
اسلش	斜線
هایتس	高地
کسالت	懶
کسالت	懶惰
ذکور	男性
گرس	大麻
گرس	雜草
آلایش	興奮劑
آلایش	摻雜
احتیاطی	防範
ناشناسی	匿名
تراموا	電車
آلبومهای	專輯
آلبومهای	相簿
ژرمانیم	鍺
کاهی	裁減
کاهی	減少
تگرگ	冰雹
نفسی	呼氣
نفسی	靈魂
راهزنی	強盜
راهزنی	土匪
مادربورد	主機板
ببوس	吻
ببوس	親
ببوس	親親
ببوس	親吻
چاپگرهای	印表機
فقیری	窮
توریم	釷
زنها	婦女
زنها	女性
پهلوها	側翼
پهلوها	側面
گلاس	玻璃
پسورد	密碼
آکاردئون	手風琴
زنگوله	鐘聲
تورها	漁網
تورها	蚊帳
تورها	巡演
تورها	籃網
کشسان	彈性
کشسان	鬆緊
داسی	鐮刀
فرسکو	壁畫
دینامیت	炸藥
باجه	攤位
باجه	亭
اربیم	鉺
لرز	發冷
لرز	顫抖
لرز	寒戰
ایچی	癢
عبادتگاه	寺
عبادتگاه	寺廟
عبادتگاه	神廟
عبادتگاه	廟
عبادتگاه	聖殿
عبادتگاه	神社
دایهاتسو	大發
سولومون	所羅門
ژله	果凍
جنگلداری	林業
بازوها	軍火
آمبر	安培
آمبر	琥珀
جدیدا	最近
کرفس	芹菜
مضطرب	緊張
خرسی	熊
گنجشکی	麻雀
موکل	客戶
چرخیدن	紡
چرخیدن	旋轉
پلیمراز	聚合酶
گدایی	乞求
گدایی	乞討
دندانها	牙
دندانها	牙齒
سینای	西奈
زوزه	嚎叫
اخلاص	真誠
بیسکویت	餅乾
قیمتها	價格
قیمتها	物價
پروتئینها	蛋白質
پروتئینها	蛋白
تائویوان	桃源
تائویوان	桃園
لاغری	瘦
لاغری	薄
سروی	調查
سروی	問卷調查
سخره	崖
سخره	懸崖
نیوبیم	鈮
خوشگله	華麗
خوشگله	漂亮
نذری	誓詞
نذری	誓言
نذری	誓
بیگانگی	疏遠
بیگانگی	讓渡
بیگانگی	疏離
جناغ	胸骨
خورنده	腐蝕
خورنده	腐蝕性
غش	暈倒
غش	暈
غش	微弱
غش	昏倒
مخلص	真誠
گاهنامه	期刊
گاهنامه	定期
آرورا	極光
فوکوئی	福井
مثالهای	舉例
مثالهای	範例
مثالهای	例子
رنجی	逆境
رنجی	辛勞
ساردین	沙丁魚
مکانها	地方
مکانها	地點
کتل	壺
کتل	水壺
اکید	嚴格
اکید	嚴謹
هزل	淡褐色
هواکش	噴口
هواکش	通風口
شاآنشی	陝西
اسکاد	飛毛腿
چنل	頻道
چنل	通道
چنل	海峽
متجاوزان	侵略者
رینو	犀牛
رینو	雷諾
مداحی	悼詞
نویسندۀ	作者
فتو	像片
فتو	照片
بلعیدن	吞食
زخمهای	潰瘍
زخمهای	疤痕
ترازوی	尺度
ترازوی	秤
ترازوی	天平
رودیم	銠
خرافه	迷信
