年	año
不孕	esterilidad
藐視	menosprecio
藐視	desprecio
藐視	desdén
藐視	desacato
藐視	desafío
抽樣	muestra
抽樣	muestras
抽樣	ejemplo
抽樣	muestreo
綠寶石	esmeraldas
煉金術	alquimia
悲觀	pesimismo
悲觀	pesimista
悲觀	pesimistas
郵箱	buzón
女主人	señora
女主人	ama
養分	nutrientes
原產地	origen
原產地	procedencia
雇傭	contratación
雇傭	contrataciones
雇傭	contratar
雇傭	contratando
余弦	coseno
狒狒	babuino
狒狒	babuinos
圓周	circunferencia
鉭	tántalo
弊病	males
弊病	malestar
同質	homogéneo
同質	homogéneos
同質	homogéneas
同質	homogénea
同質	homogeneidad
包袱	equipaje
傷亡人數	víctimas
傷亡人數	bajas
破獲	reventado
排演	ensayar
排演	ensayo
排演	ensayos
問卷調查	encuesta
獠牙	colmillos
手工藝	artesanías
手工藝	artesanía
手工藝	manualidades
抱抱	abrazo
抱抱	abrazos
殖民主義	colonialismo
殖民主義	colonialista
僵化	rígida
僵化	rígidas
僵化	rígido
僵化	rigidez
僵化	rígidos
論據	argumentación
論據	argumento
荒涼	sombrío
荒涼	desolación
荒涼	desolado
荒涼	desolada
摘錄	extraer
摘錄	extracto
摘錄	extrae
摘錄	fragmento
摘錄	extractos
禮遇	cortesía
捲軸	rollos
捲軸	desplazarse
捲軸	carrete
捲軸	desplazar
捲軸	pergaminos
捲軸	bobina
捲軸	pergamino
求偶	noviazgo
求偶	cortejo
經常性	recurrente
經常性	recurrentes
手帕	pañuelos
手帕	pañuelo
欠款	atrasos
省省	provincia
省省	gobernación
侍者	mesero
侍者	mozo
侍者	camarero
分貝	decibelios
跋涉	senderismo
道義	moralidad
道義	morales
道義	moraleja
道義	moral
聚酯	poliéster
卡路里	calorías
卡路里	calórico
存貨	acciones
存貨	inventarios
存貨	existencias
存貨	caldo
存貨	inventario
鄙視	desdén
鄙視	despreciar
鄙視	desprecio
刻字	grabado
刻字	grabados
刻字	grabada
喉舌	boquilla
傢俱	mobiliario
傢俱	mueble
傢俱	muebles
鹽度	salinidad
轉發	reenvío
乳頭	pezones
乳頭	pezón
蕨類	helechos
風鈴	campanas
獴	mangosta
指針	puntero
因果關係	causalidad
因果關係	causal
樣板	plantilla
樣板	plantillas
委屈	agravio
委屈	agravios
委屈	agraviado
滾輪	rodillos
滾輪	rodillo
勤勞	laborioso
流動性	liquidez
流動性	movilidad
單調	monótono
攪拌	revuelo
公正性	justicia
公正性	equidad
公正性	imparcialidad
草草	apresuradamente
拖鞋	zapatilla
拖鞋	pantuflas
拖鞋	zapatillas
實心	sólida
實心	sólido
實心	sólidos
實心	macizo
卑微	humilde
卑微	humildes
無恥	descarado
無恥	sinvergüenza
飲水	agua
垂死	morir
垂死	muriendo
垂死	moribundo
抽搐	convulsiones
抽搐	idiotas
集郵	filatélicos
法警	alguacil
法警	intendente
難民營	campamento
難民營	campamentos
難民營	campo
電離層	ionosfera
優先權	prioritario
優先權	prioritaria
優先權	prioridad
優先權	prelación
視網膜	retina
精煉	perfeccionamiento
精煉	refinado
精煉	refinada
精煉	refino
精煉	refinados
精煉	refinar
精煉	refinamiento
精煉	perfeccionar
債權人	acreedor
債權人	acreedores
腸胃	gastrointestinales
異教徒	pagano
異教徒	pagana
異教徒	paganos
頁岩	esquisto
盜用	malversación
俏皮	descarado
摻雜	drogado
摻雜	dopaje
虛幻	irreal
倉儲	almacen
倉儲	almacén
倉儲	almacenaje
舵手	timonel
贖回	redención
欠債	endeudamiento
殉難	martirio
蒼白	pálida
蒼白	pálido
愧疚	culpa
愧疚	culpable
愧疚	culpas
愧疚	culpabilidad
低能	idiota
低能	imbécil
低能	tarado
暗礁	arrecife
暗礁	arrecifes
奴隸制	esclavitud
羞愧	verguenza
羞愧	vergüenza
外孫女	nieta
童貞	virginidad
驗屍	autopsia
驗屍	autopsias
頌歌	villancicos
緞	raso
緞	satén
奇觀	espectáculo
奇觀	maravillas
黃銅	latón
黃銅	bronce
報銷	reembolso
愚者	tontos
愚者	necios
自負	engreído
白楊	álamo
白楊	álamos
創造力	creatividad
介詞	preposición
葉綠素	clorofila
鐵皮	estaño
鐵皮	hojalata
巷子	callejón
詞源	etimológico
獨特性	singularidad
美髮	peluquería
地窖	sótano
地窖	bodega
同情心	compasión
剔	quisquilloso
剔	exigente
雲彩	nubes
告解	confesión
告解	confesiones
發芽	germinación
終端機	terminales
酸度	acidez
印表機	impresora
印表機	impresoras
淡紫色	lavanda
淡紫色	lilas
淡紫色	lila
量刑	sentencias
量刑	sentencia
炮艇	cañonero
輕聲	susurro
輕聲	suavemente
輕聲	susurros
無神論	ateísmo
無神論	ateos
無神論	ateo
對齊	alinear
對齊	alinearse
對齊	alineación
對齊	alineamiento
計時器	temporizador
計時器	cronómetro
酵母菌	levadura
酵母菌	levaduras
渴求	antojos
渴求	ansia
渴求	ansias
渴求	antojo
燉	estofado
燉	guiso
地牢	mazmorra
地牢	calabozos
地牢	mazmorras
地牢	calabozo
檢疫	cuarentena
母牛	vaca
地衣	liquen
減壓	descompresión
離線	desconectada
離線	desconectado
離線	desconectados
密使	emisario
焓	entalpía
議定	convenido
議定	acordado
議定	acordadas
木棍	bastones
木棍	palos
木棍	palitos
果園	huerto
果園	huerta
果園	huertos
髒	sucios
髒	sucia
髒	sucias
髒	sucio
小兒科	pediatría
卵泡	folículos
串通	complicidad
串通	colusión
串通	connivencia
潛意識	subconsciente
潛意識	inconsciente
潛意識	inconscientes
指法	digitación
割禮	escisión
割禮	circuncisión
釔	itrio
失語症	afasia
從業人員	practicantes
從業人員	practicante
片語	frase
片語	frases
耐性	paciencia
展期	vuelco
採石場	cantera
浴缸	bañera
差額	diferencias
差額	diferencia
輕輕	suavemente
輕輕	gentilmente
軟化	ablandamiento
軟化	suavizado
軟化	suavizar
外科手術	cirugías
外科手術	cirugía
嘟嘟	bip
嘟嘟	pitido
皮草	piel
皮草	pieles
皮草	pelaje
皮草	peletería
八哥	miná
馬桶	baño
馬桶	tocador
馬桶	aseo
馬桶	inodoro
馬桶	aseos
男中音	barítono
女權	feminista
女權	feminismo
女權	feministas
機遇	oportunidad
機遇	oportunidades
衰敗	decadencia
衰敗	desintegración
衰敗	descomposición
不人道	inhumanas
不人道	inhumanos
不人道	inhumano
不人道	inhumana
夢魘	pesadilla
夢魘	pesadillas
大力士	hércules
可悲	patética
可悲	patético
可悲	patéticos
抱負	ambiciones
抱負	ambición
大便	caca
鎵	galio
尼古丁	nicotina
噴氣	chorro
易碎	fragilidad
易碎	frágil
易碎	frágiles
西服	traje
群集	agrupación
群集	agrupamiento
焚化爐	incineración
劣等	inferiores
不明飛行物	ovnis
不明飛行物	ovni
結核	nódulos
測光	fotométricas
洞察	perspicacia
歇斯底里	histérico
歇斯底里	histérica
歇斯底里	histeria
氮氣	nitro
氮氣	nitroso
前瞻	prospectiva
前瞻	previsión
排骨	costillas
排骨	costilla
卷曲	rizos
鑭	lantano
腐蝕性	corrosivo
黃瓜	pepino
黃瓜	pepinos
瀟灑	gallardo
搶掠	saqueo
搶掠	saqueos
搶掠	pillaje
鹵素	halógenos
大廚	cocinero
佈雷	minadas
佈雷	minado
音波	sónico
民粹主義	populista
民粹主義	populistas
長褲	pantalones
長褲	pantalón
氣象學家	meteorólogos
芥末	mostaza
鄉紳	escudero
雄心勃勃	ambicioso
雄心勃勃	ambiciosa
雄心勃勃	ambiciosos
絕對值	absoluto
絕對值	absolutas
絕對值	absoluta
絕對值	absolutos
營養不良	desnutrición
營養不良	malnutrición
復員	desmovilización
孵化器	incubadoras
孵化器	viveros
孵化器	incubadora
堅果	tuercas
堅果	nuez
堅果	nueces
堅果	tuerca
草藥	hierbas
根除	erradicación
根除	erradicar
芥菜	mostaza
胸圍	busto
胸圍	sujetadores
胸圍	sostenes
胸圍	sostén
胸圍	sujetador
貧民窟	barrios
貧民窟	tugurios
貧民窟	gueto
壕溝	trinchera
壕溝	fosa
壕溝	zanjas
壕溝	zanja
壕溝	trincheras
油氣	hidrocarburos
腎上腺素	adrenalina
腎上腺素	epinefrina
火葬場	crematorio
火葬場	crematorios
手工業	artesanías
手工業	artesanía
手工業	manualidades
母后	madre
鉈	talio
下馬	desmontar
花兒	flores
花兒	flor
圈地	rodeos
強健	robustos
強健	robusto
強健	robusta
老外	extranjeros
老外	extranjera
老外	extranjero
適中	moderada
適中	moderado
適中	moderadas
適中	moderar
適中	moderados
緊迫	presionando
緊迫	prensado
緊迫	pulsando
緊迫	apremiantes
雜技	malabares
雜技	acrobático
雜技	acrobacias
記憶力	recuerdo
記憶力	memoria
記憶力	recuerdos
扁桃	almendra
扁桃	almendras
補助金	subsidios
補助金	becas
補助金	subvenciones
蹂躪	estragos
海象	morsa
背誦	recitando
背誦	recita
背誦	recitar
背誦	recitación
幼苗	plántulas
幼苗	plantones
主席台	podio
解聘	despido
解聘	destitución
解聘	desestimación
僵	fiambre
僵	rígido
巡邏隊	patrulla
巡邏隊	patrullas
巡邏隊	patrullar
巡邏隊	patrullaje
病理學	patológico
病理學	patológica
病理學	patología
病理學	patologías
遊牧民族	nómada
遊牧民族	nómadas
種植園	plantación
種植園	plantaciones
鹽類	sales
郵寄	correspondencia
郵寄	correo
起重機	grúa
起重機	grúas
起重機	grulla
回響	ecos
青銅器	bronces
枕頭	almohada
枕頭	cojines
枕頭	cojín
枕頭	almohadas
晷	gnomónica
療傷	sanación
療傷	curación
訊問	cuestionamiento
訊問	interrogatorios
訊問	interrogación
訊問	interrogatorio
權杖	varitas
權杖	cetro
量詞	cuantificador
閥門	válvulas
閥門	válvula
壞蛋	rudo
地堡	búnker
洞察力	perspicacia
魯莽	temeraria
魯莽	temerario
魯莽	imprudencia
魯莽	imprudente
沸騰	hervir
沸騰	ebullición
沸騰	hirviendo
方框	recuadro
方框	casillas
方框	casilla
方框	cajas
方框	caja
墨鏡	sombras
墨鏡	gafas
墨鏡	tonos
比例尺	escala
比例尺	baremo
比例尺	balanza
比例尺	escalar
書架	estanterías
書架	repisa
書架	estantes
書架	estante
書架	estantería
拋物線	parabólica
血友病	hemofilia
陽極	ánodo
苯乙烯	estireno
圍巾	bufanda
圍巾	pañuelo
橋牌	puente
勸導	persuasión
禿頭	calvo
禿頭	calva
禿頭	pelado
禿頭	calvos
陰極	cátodo
豪豬	puercoespín
鐘擺	péndulo
麥芽	malta
插頭	enchufe
插頭	tapón
批評家	crítico
批評家	críticos
批評家	críticas
批評家	crítica
批評家	critico
雜草	marihuana
雜草	maleza
雜草	hierba
雜草	yerba
拘留所	detención
野火	incendios
水桶	balde
水桶	cubos
水桶	cubo
水桶	cubeta
共謀	complicidad
共謀	conspiración
靜音	silenciar
靜音	muda
靜音	mudo
靜音	mudos
燃燒彈	incendiario
寢室	dormitorio
藥理學	farmacología
抑鬱症	depresión
草圖	bosquejo
草圖	bocetos
草圖	esbozo
草圖	boceto
受益人	beneficiario
受益人	beneficiaria
受益人	beneficiarios
受益人	beneficiarias
蛆	gusano
蛆	larva
蛆	gusanos
心包	pericardio
水泡	ampollas
水泡	ampolla
渦輪機	turbina
渦輪機	turbinas
靈活性	flexibles
靈活性	flexibilidad
沙丁魚	sardinas
沙丁魚	sardina
靈媒	psíquica
靈媒	psíquicos
靈媒	médium
靈媒	vidente
靈媒	psíquico
雀斑	pecas
輪盤	ruleta
孕期	embarazo
領帶	ate
領帶	empate
領帶	corbata
泡泡糖	chicle
馬甲	chaleco
鋒利	agudo
鋒利	afilado
鋒利	afilada
聲學	acústicos
聲學	acústico
聲學	acústica
避難所	albergue
避難所	santuario
避難所	refugios
避難所	refugio
雄偉	majestuosa
雄偉	majestuoso
剝離	desmonte
鞭炮	petardo
鞭炮	petardos
疲憊	agotamiento
疲憊	cansancio
抗辯	suplica
抗辯	súplica
抗辯	ruego
抗辯	motivo
抗辯	defensas
鮑魚	abulón
哀愁	tristezas
哀愁	tristeza
堤道	calzada
佃農	aparceros
茶壺	tetera
疤	cicatriz
傳染性	infecciosa
傳染性	infecciosas
傳染性	contagiosa
傳染性	transmisibles
傳染性	contagioso
雛菊	margaritas
白蘭地	coñac
白蘭地	aguardiente
軼事	anécdotas
亞麻	lino
適應性	adaptable
適應性	adaptabilidad
適應性	adaptables
適應性	adaptación
棍子	bastones
棍子	palos
棍子	palo
棍子	palitos
撞車	accidente
撞車	choque
撞車	caída
撞車	caídas
救星	salvador
責難	reproche
耳環	aretes
耳環	aros
耳環	pendiente
耳環	pendientes
洗滌	lavar
洗滌	lavado
洗滌	lavando
變節	deserción
殘缺	mutilados
殘缺	mutilado
難產	parto
難產	partos
細則	normas
細則	reglas
細則	regla
細則	reglamento
無花果	higos
純淨	pureza
櫃台	mostrador
櫃台	contadores
櫃台	contra
櫃台	contador
櫃台	contrarrestar
裝飾品	adorno
裝飾品	adornos
當鋪	empeños
勘測	topografía
地籍	catastral
地籍	catastro
買主	comprador
失禁	incontinencia
極權主義	totalitarios
極權主義	totalitarismo
極權主義	totalitario
多邊	multilaterales
匯款	remesa
匯款	remesas
窘迫	vergüenza
巫婆	brujo
巫婆	bruja
隱身	invisibilidad
隱身	sigilo
隱身	invisibles
隱身	furtivo
極權	totalitarios
極權	totalitarismo
極權	totalitario
扁豆	lentejas
湯匙	cuchara
肩胛骨	escápula
育兒	paternidad
育兒	crianza
常備	parados
機油	óleo
機油	petróleo
機油	petroleo
機油	aceite
藥草	hierba
藥草	hierbas
訂正	revisiones
澆	verter
孔隙	poro
孔隙	poros
旁觀者	espectadores
旁觀者	espectador
移民局	inmigración
喪葬	funeraria
喪葬	entierro
喪葬	sepultura
喪葬	funerales
護身符	amuletos
護身符	amuleto
陪審員	jurado
陪審員	jurados
味覺	gustos
味覺	gusto
味覺	sabor
味覺	paladar
味覺	degustar
浩瀚	inmensidad
瑪瑙	ágata
紅木	caoba
沖積	aluvial
懶惰	perezoso
懶惰	flojo
懶惰	pereza
懶惰	holgazán
懶惰	vago
懶惰	perezosa
氫化	hidruro
穩步	constante
火種	chispa
穀倉	establo
穀倉	granero
興奮劑	estimulantes
興奮劑	dopaje
興奮劑	estimulante
才幹	talento
才幹	talentos
散熱器	radiadores
散熱器	radiador
堤壩	presas
堤壩	embalses
堤壩	diques
堤壩	represas
褻瀆	profanación
褻瀆	blasfemia
稅金	impuestos
稅金	fiscalidad
稅金	impuesto
稅金	tributación
老了	viejo
老了	vieja
老了	antigua
老了	viejos
老了	antiguo
保證金	deposito
保證金	lazo
保證金	depósito
保證金	deposite
保證金	lazos
保證金	depositar
保證金	depósitos
保證金	vínculo
保證金	bonos
切口	incisión
單軌鐵路	monorriel
癢	picazón
癢	pique
癢	picor
癢	pica
硝石	salitre
奎寧	quinina
尿布	pañal
尿布	pañales
曝露	exposición
藍莓	arándano
藍莓	arándanos
截獲	intercepción
截獲	interceptado
截獲	interceptar
截獲	interceptación
鰻魚	anguila
鰻魚	anguilas
選任	electiva
狹隘	estrecha
狹隘	angosto
狹隘	estrechos
狹隘	estrecho
狹隘	estrechas
限額	contingente
限額	limite
限額	limites
限額	cupo
限額	cuota
限額	limitar
限額	límites
限額	cuotas
限額	límite
溫和派	moderados
扼殺	estrangulamiento
扼殺	estrangulador
扼殺	estrangular
甜瓜	melones
產生器	generador
產生器	generadores
火爐	caldera
火爐	estufa
火爐	chimenea
火爐	horno
措辭	fraseo
鐵匠	herrero
公雞	gallo
公雞	verga
公雞	gallito
公雞	vergas
公雞	polla
請願書	petición
請願書	peticiones
請願書	peticion
噴灑	rociado
噴灑	fumigación
噴灑	rociar
噴灑	pulverización
傭人	sirviente
傭人	doncella
傭人	criada
傭人	mucama
傭人	criado
傭人	siervo
傭人	sirvienta
理髮師	barbero
理髮師	peluquera
理髮師	peluquero
理髮師	peluquería
理髮師	estilista
樹懶	perezoso
樹懶	pereza
崖壁	acantilados
肚皮	vientre
肚皮	tripa
肚皮	barriga
肚皮	panza
安樂死	eutanasia
失竊	hurto
失竊	robo
跳動	golpiza
跳動	latiendo
跳動	paliza
留聲機	gramófono
留聲機	fonógrafo
亂倫	incesto
方位角	acimut
公事包	portafolios
公事包	portafolio
公事包	maletín
毛毯	mantas
毛毯	cobija
毛毯	manta
上癮	adicta
上癮	adicto
上癮	adictivo
上癮	adicción
上癮	adictos
上癮	adicciones
瓦礫	escombros
無機	inorgánico
無機	inorgánicos
痛風	gota
床單	sábanas
床單	sabanas
床單	hojas
床單	chapas
牡蠣	ostra
牡蠣	ostras
噩夢	pesadilla
細胞質	citoplasma
牧草	pasto
牧草	pastos
伯爾尼	berna
拼湊	mosaico
農舍	cortijo
農舍	granja
手提箱	maleta
手提箱	valija
手提箱	maletín
污辱	insultar
污辱	insulto
污辱	insultos
膠質	gelatina
氣象學	meteorología
半圓	semicírculo
篡奪	usurpación
拳手	peleador
拳手	luchadora
拳手	combatiente
拳手	boxeador
拳手	luchador
瘋了	loco
瘋了	locura
瘋了	locos
瘋了	loca
純純	puro
純純	puros
純純	puras
純純	pura
刺繡	bordados
刺繡	bordado
退款	reembolso
退款	devoluciones
退款	rebaja
退款	restitución
退款	devolución
外傷	traumatismos
外傷	traumas
外傷	traumatismo
排卵	ovulación
剽竊	plagio
力爭	esforzarse
力爭	esforzándose
藥水	poción
獨眼龍	cíclope
外行	profano
外行	laico
藥劑師	farmacéuticos
藥劑師	farmacéutico
藥劑師	farmacéutica
權威性	autoritario
俠義	caballerosidad
否決權	vetar
接住	capturas
接住	captura
接住	atrapar
鏽	óxido
墓誌銘	epitafio
仇視	odios
仇視	odio
溫度計	termómetro
溫度計	termómetros
蜂鳥	colibrí
釤	samario
胳膊	brazo
爆米花	palomitas
壯舉	hazaña
壯舉	proeza
嚴酷	áspero
送貨	entrega
送貨	parto
送貨	partos
送貨	entregas
船主	armadores
番紅花	azafrán
辮子	trenzas
辮子	trenzado
辮子	trenza
吐司	brindis
吐司	tostada
吐司	tostadas
內疚	culpa
內疚	culpable
內疚	culpas
內疚	culpabilidad
膠帶	cinta
手肘	codo
手肘	codos
民團	justiciero
滑輪	polea
洗衣機	lavadora
陰離子	anión
排泄物	excrementos
排泄物	heces
果凍	gelatina
果凍	jalea
鞭笞	flagelación
鞭笞	azotes
自助餐	bufé
聯通	conectividad
泥潭	atolladero
面談	entrevista
面談	entrevistas
油門	acelerador
鄰里	vecindario
鄰里	barrio
鄰里	vecindad
袖子	mangas
袖子	manga
無神論者	ateos
無神論者	ateo
酒保	barman
酒保	cantinero
酒保	camarero
銪	europio
地心引力	gravedad
鯢	salamandra
沖洗	enjuagar
沖洗	enjuague
沖洗	aclarado
主力艦	acorazados
胸骨	esternón
織物	tejidos
織物	tela
織物	tejido
織物	telas
附表	programación
附表	calendario
附表	horarios
附表	programar
附表	horario
無名氏	anónimo
無名氏	anonimato
無名氏	anónima
魔羯座	capricornio
罪孽	pecados
罪孽	pecado
雜耍	malabares
拐杖	bastón
拐杖	caña
拐杖	muleta
拐杖	muletas
書籤	marcadores
書籤	marcador
轉盤	tocadiscos
口紅	labial
各層	capas
性腺	gónadas
摩加迪沙	mogadiscio
拖拉機	tractores
腳跟	talón
腳跟	tacos
腳跟	tacones
腳跟	tacón
腳跟	talones
海產	marisco
海產	mariscos
彎刀	cimitarra
鼬鼠	comadreja
沼澤地	pantano
沼澤地	ciénaga
夾克	chaquetas
夾克	saco
夾克	chaqueta
近視	miopía
降職	degradados
降職	degradado
證言	testimonio
證言	testimonios
押金	deposito
押金	depósito
押金	deposite
押金	depósitos
押金	depositar
押金	yacimientos
阿婆	abuelita
阿婆	abuela
繃帶	vendas
繃帶	venda
繃帶	vendaje
繃帶	vendajes
人猿	simios
人猿	simio
誘騙	atrapamiento
誘騙	atraídos
誘騙	atraído
鑽探	perforaciones
鑽探	perforación
裝束	atuendo
隔間	compartimento
隔間	compartimiento
焦油	brea
焦油	alquitrán
腫脹	inflamación
腫脹	hinchados
腫脹	hinchazón
腫脹	hinchada
腫脹	hinchado
昏庸	fatuo
旗子	bandera
旗子	pabellones
旗子	banderas
電子計算機	computadoras
電子計算機	computadores
電子計算機	ordenadores
電子計算機	informática
沈默	silencio
沈默	silenciosa
沈默	silenciar
沈默	silenciosas
沈默	silencioso
空閒	ociosos
清道夫	carroñero
掩體	búnker
䲗	callionymidae
腎上腺	suprarrenal
輕浮	frívolo
輕浮	frívola
無止境	interminables
無止境	infinitas
無止境	interminable
貯存	almacén
貯存	almacenamiento
貯存	almacenaje
蓄水池	cisterna
比目魚	lenguado
講課	ponencias
講課	conferencia
講課	charlas
講課	conferencias
講課	cátedra
房地	locales
房地	premisas
包租	fletado
包租	chárter
包租	carta
辯證	dialéctica
釘子	clavo
釘子	uña
釘子	clavos
釘子	uñas
手續費	tarifas
手續費	honorarios
手續費	cuota
手續費	tasa
手續費	tasas
乳製品	lácteo
乳製品	lácteos
乳製品	lecheras
洋娃娃	muñecos
洋娃娃	muñeca
洋娃娃	muñecas
洋娃娃	muñeco
劉海	flequillo
欽佩	admiración
互助會	fraternidad
遊民	vagabundo
睡蓮	lirios
紅利	bono
紅利	extra
紅利	dividendo
紅利	primas
紅利	bonificaciones
紅利	dividendos
紅利	bonos
紅利	bonificación
電導	conductividad
枕木	durmientes
時髦	descarada
時髦	atrevida
時髦	descarado
離合器	embrague
鍀	tecnecio
敵手	adversario
指尖	yemas
籃子	cestas
籃子	canastas
籃子	cesto
籃子	cesta
籃子	carrito
籃子	canasta
雙唇	labios
仇敵	enemigos
仇敵	detractores
髂	ilíaca
溶化	derretir
溶化	fundido
溶化	fundir
銻	antimonio
迷你裙	minifalda
馴鹿	renos
馴鹿	reno
馴鹿	caribú
親屬關係	parentesco
創造性	creativo
創造性	creatividad
創造性	creativa
創造性	creativos
三輪車	triciclos
三輪車	triciclo
親和	afinidad
鹽酸	clorhidrato
斷線	desconectada
斷線	desconectado
斷線	desconectados
海狸	castores
微量元素	micronutrientes
皮包	bolsa
皮包	cartera
皮包	monedero
皮包	bolso
偽科學	pseudociencia
臥室	habitaciones
臥室	recámara
臥室	alcoba
臥室	dormitorios
臥室	dormitorio
親密關係	intimidad
親密關係	proximidad
親密關係	cercanía
不健康	insalubres
謙卑	humillado
謙卑	humilde
謙卑	humildad
謙卑	humildes
耳塞	tapones
叛國罪	traición
皮帶	cinto
皮帶	cinturón
皮帶	correa
點綴	embellecido
點綴	adornado
小指	meñique
謙虛	modesto
謙虛	humilde
謙虛	pudor
謙虛	humildes
謙虛	modesta
謙虛	modestos
謙虛	modestia
信譽	reputación
信譽	credibilidad
信譽	renombre
信譽	fama
強項	fortalezas
纖維素	celulosa
集權	centralización
廚具	utensilios
弔唁	condolencias
弔唁	condolencia
煎餅	panqueques
煎餅	panqueque
煎餅	tortitas
遊蕩	vagancia
遊蕩	vagar
遊蕩	errantes
遊蕩	vagando
遊蕩	errante
餵養	alimentación
餵養	alimentarse
餵養	alimentando
磧	morrena
台階	paso
台階	escalón
嘶	silbido
菠菜	espinacas
菠菜	espinaca
悄悄地	silenciosamente
悄悄地	tranquilamente
煮沸	hervir
煮沸	ebullición
煮沸	hirviendo
煮沸	hierve
豆類	judías
豆類	frijoles
豆類	frijol
豆類	granos
豆類	habichuelas
毒癮	adicción
毒癮	adicciones
結腸	colón
千里眼	clarividente
鞋底	suelas
印染	tintes
印染	tinte
印染	tintura
印染	teñido
囊腫	quiste
雷管	detonador
雷管	detonadores
薯條	papas
薯條	patatas
薯條	fichas
臭鼬	mofeta
漿果	moras
漿果	baya
漿果	bayas
糖原	glucógeno
手淫	masturbación
手淫	masturbarse
睪丸	testículos
睪丸	testículo
解藥	antídoto
碳氫化合物	hidrocarburos
囤積	acaparamiento
申請書	solicitud
申請書	aplicacion
申請書	solicitudes
申請書	aplicaciones
申請書	aplicación
蒙蔽	cegado
殺菌	bactericida
逝者	fallecidos
逝者	fallecido
逝者	fallecida
逝者	difuntos
潛水員	buzo
潛水員	buzos
累贅	onerosos
內分泌	endocrinos
隱約	vagamente
隱約	indistintamente
聚苯乙烯	poliestireno
公平性	justicia
公平性	equidad
公平性	imparcialidad
宣洩	catarsis
禁閉	encierro
禁閉	confinamiento
禁閉	reclusión
救生員	salvavidas
框框	marco
框框	bastidor
荒淫	lujurioso
荒淫	libertinaje
楊柳	sauces
顫動	fibrilación
累了	cansados
累了	cansado
累了	cansada
累了	cansancio
責怪	culpa
責怪	culpar
責怪	culpas
手藝	artesanía
手藝	embarcaciones
最壞	peor
最壞	peores
閹黨	camarilla
歌妓	cortesana
兒科	pediátrico
兒科	pediatra
兒科	pediatría
兒科	pediátrica
兒科	pediátricos
呱	curandero
保費	prima
保費	primas
髮夾	horquilla
粗魯	groseros
粗魯	grosera
粗魯	maleducado
粗魯	descortés
粗魯	grosero
嘟	bip
嘟	pitido
切線	tangente
牽引力	tracción
聖詩	salmo
聖詩	salmos
純化	purificar
純化	purifica
純化	purificado
純化	purificación
純化	purificada
耗散	disipación
面紗	velos
面紗	velo
跛	cojera
跛	cojo
便秘	estreñimiento
撫慰	confort
撫慰	relajante
撫慰	calmante
撫慰	consuelo
撫慰	comodidad
自給	subsistencia
自給	dietas
厭氧	anaeróbica
誓詞	juramentos
誓詞	votos
誓詞	juramento
木筏	balsa
木筏	balsas
胸膛	tórax
胸膛	cofre
胸膛	pecho
小菜	platillo
小菜	plato
彎彎	curva
彎彎	doblar
枷鎖	grilletes
枷鎖	yugo
合意	consentido
合意	consensuado
潤滑劑	lubricantes
潤滑劑	lubricante
潤滑油	lubricantes
潤滑油	lubricante
收據	recibos
收據	recepción
收據	recibo
收據	ingresos
腓骨	peroné
釙	polonio
域外	extraterritoriales
域外	extraterritorialidad
謎語	acertijo
謎語	adivinanzas
謎語	acertijos
詩意	poético
詩意	poética
碳化物	carburo
產婦	materno
產婦	maternidad
產婦	materna
逗號	comas
逗號	coma
解凍	deshielo
簧片	caña
沈沒	hundido
沈沒	sumergido
沈沒	hundimiento
沈沒	hundiendo
沈沒	hundirse
沈沒	hundidos
流離失所	desplazada
流離失所	desplazados
流離失所	desplazamiento
流離失所	desplazamientos
流離失所	desplazado
流離失所	desplazadas
挑逗	burlas
挑逗	provocadora
算盤	ábaco
疏漏	omisión
判斷力	juicio
判斷力	discernimiento
判斷力	sentencia
鼓聲	bidones
鼓聲	batería
鼓聲	tambores
偏執	paranoica
偏執	paranoicos
偏執	paranoico
偏執	paranoia
黃麻	yute
猿猴	simios
百靈	alondra
藥理	farmacología
藥理	farmacológica
塌方	deslizamientos
塌方	aplastante
塌方	desprendimiento
勺子	cuchara
胡蘿蔔	zanahorias
胡蘿蔔	zanahoria
蛤蜊	almeja
蛤蜊	almejas
打賭	apostar
打賭	apuesta
打賭	apuesto
電解質	electrolitos
電解質	electrolito
營房	cuartel
營房	barracones
營房	barraca
營房	cuarteles
營房	barracas
營房	barracón
痴迷	obsesionados
痴迷	obsesionada
痴迷	obsesionado
痴迷	obsesión
週數	semanas
朱麗葉	julieta
腳印	huellas
腳印	huella
腳印	pisadas
喜鵲	urraca
草叢	césped
草叢	hierba
草叢	pasto
掃描器	escáner
掃描器	escáneres
瀰漫	difuso
瀰漫	difusa
鑽孔	perforaciones
鑽孔	perforación
鑽孔	taladro
陰險	insidiosa
頭皮	cabellera
船艙	cabina
船艙	camarote
船艙	cabaña
標定	demarcadas
獎杯	trofeos
獎杯	trofeo
神職	sacerdocio
哈密瓜	melón
樹冠	dosel
哎呀	ups
哎呀	uy
論斷	afirmación
蔑視	menosprecio
蔑視	desacato
蔑視	desdén
蔑視	desprecio
露水	rocío
露水	rocio
增值稅	iva
披肩	chal
壓縮機	compresor
壓縮機	compresores
酒鬼	borracho
聚合酶	polimerasa
惡臭	hedor
警徽	insignia
警徽	placa
污點	manchas
污點	contaminada
污點	contaminado
污點	mancha
手風琴	acordeón
押韻	rima
押韻	rimas
尺碼	tallas
