ve	et
mukoza	muqueuse
mukoza	muqueuses
rolün	rôle
gülümse	sourire
gülümse	souriez
gecikmeler	retards
gecikmeler	retard
gecikmeler	délais
oksidatif	oxydatif
duy	entendre
duy	entendez
karintiya	carinthie
doğurganlık	fécondité
doğurganlık	fertilité
karavan	caravane
karavan	caravanes
karavan	remorque
karavan	roulotte
karavan	remorques
dalın	plongeon
dalın	branche
dalın	embranchement
dalın	succursale
dalın	plonger
dalın	plongées
dalın	plongée
dalın	plonge
diyarlar	royaumes
bibliyografik	bibliographique
bibliyografik	bibliographiques
iklimler	climats
yusufçuk	libellule
peroksit	peroxydes
peroksit	peroxyde
sığırlar	bovins
sığırlar	bétail
zirveler	sommets
kırıntı	miettes
kırıntı	miette
pıhtılaşma	caillots
pıhtılaşma	coagulation
anketleri	sondages
anketleri	enquêtes
yatırımcıların	investisseurs
fişekler	cartouche
fişekler	fusées
fişekler	cartouches
fişekler	douilles
antimadde	antimatière
kron	couronnes
aviyonik	avionique
genomik	génomique
galon	gallons
siroz	cirrhose
kızıllar	rousses
tutkuyla	passionnément
trafo	transformateurs
trafo	transformateur
lavanta	lavande
likör	liqueurs
takva	piété
revizyonist	révisionniste
sinematik	cinématographique
sinematik	cinématique
madenciler	mineurs
yatır	caution
yatır	dépôt
yatır	acompte
yatır	déposer
vezüv	vésuve
seçili	sélectionnés
seçili	sélectionnée
seçili	sélectionnées
seçili	sélectionné
gercekten	réellement
gercekten	vraiment
kolit	colite
leğen	bassine
leğen	bassin
sinirlerin	nerfs
fenerler	lanternes
buzdolabı	réfrigérateurs
buzdolabı	réfrigérateur
buzdolabı	frigidaire
buzdolabı	frigo
dayandı	enduré
spartalılar	spartiates
yayınla	publie
yayınla	publiez
yayınla	publier
konforlu	cosy
konforlu	confortables
konforlu	douillet
konforlu	confortable
giyinik	habillées
giyinik	habillés
giyinik	vêtu
giyinik	vêtue
giyinik	habillée
giyinik	habillé
giyinik	vêtus
tatlandırıcı	édulcorant
tatlandırıcı	édulcorants
konfor	commodités
konfor	confort
konfor	réconfort
amatörce	amateurs
havariler	apôtres
kdv	tva
kdv	cuve
psikotik	psychotiques
psikotik	psychotique
karışımları	mélanges
kafeler	cafés
menfaat	opportunisme
lastikleri	pneumatiques
lastikleri	pneus
biyologlar	biologistes
aydınlatmak	éclairer
aydınlatmak	illuminer
saygi	respecter
saygi	respecte
hakarete	insultée
hakarete	insulté
dikenler	épines
çıplaklık	nudité
trakyalı	thrace
donar	gèle
venöz	veineux
venöz	veineuse
budaklı	noueux
katlanmış	pliée
katlanmış	plié
katlanmış	pliés
çoraplar	chaussettes
çoraplar	bas
çoraplar	chaussette
izliyorum	regardant
izliyorum	regarder
planla	horaire
planla	horaires
planla	planifier
planla	calendrier
hızlandırıcılar	accélérateurs
pusuda	rôdent
haki	kaki
plajlar	plage
plajlar	plages
tercihli	préférentielle
tercihli	préférentiels
tercihli	préférentiel
tamirat	réparations
tamirat	réparation
zihniyet	mentalité
kaldırın	ascenseur
kaldırın	supprimez
kaldırın	enlèvent
kaldırın	supprimer
kaldırın	soulever
kaldırın	retirer
kaldırın	élévateur
kaldırın	enlever
kasık	aine
kasık	entrejambe
caydırıcı	dissuasif
caydırıcı	dissuasion
sandalyeler	chaises
sandalyeler	fauteuils
monoksit	monoxyde
sensörleri	sondes
sensörleri	capteurs
sensörleri	détecteurs
sensörleri	capteur
hijyenik	hygiéniques
hijyenik	sanitaires
hijyenik	hygiénique
hijyenik	sanitaire
bitümlü	bitumineux
sağol	merci
sağol	remerciements
sağol	cordialement
sağol	remerciement
radyolojik	radiologique
radyolojik	radiologiques
mürebbiye	gouvernante
zoolojik	zoologie
zoolojik	zoologique
afrikalılar	africains
melodiler	sonneries
sok	chocs
sok	choquer
sok	choc
sufizm	soufisme
silis	silice
akıntılar	courants
kayakçı	skieur
başlıyorum	démarrage
başlıyorum	démarrer
yorgan	couettes
yorgan	couette
isınma	réchauffement
isınma	chauffage
tonlar	tons
tonlar	tonalités
payda	dénominateur
izotropik	isotrope
sarsıldı	ébranlé
sarsıldı	secoué
sarsıldı	ébranlée
sarsıldı	secouée
pasifist	pacifiste
pasifist	pacifistes
modernite	modernité
sihizm	sikhisme
taşlaşmış	pétrifié
konumlar	localisations
konumlar	lieux
smokin	smoking
bomboş	vide
bomboş	vides
bomboş	vider
kınayan	condamnant
tonaj	tonnages
akor	accord
akor	corde
kurtulanlar	rescapés
kurtulanlar	survivant
kurtulanlar	survivants
başsız	décapité
endişeli	inquiet
endişeli	inquiète
endişeli	inquiété
endişeli	angoissé
endişeli	anxieuse
endişeli	anxieux
endişeli	inquiets
endişeli	concernés
endişeli	préoccupé
endişeli	concerné
endişeli	préoccupée
elmaslar	carreau
elmaslar	diamant
elmaslar	diamants
başladık	commencée
başladık	démarré
başladık	commencé
sihirbazı	assistant
sihirbazı	sorcier
sihirbazı	magicien
kulluk	adoration
kulluk	culte
maket	maquette
bloglar	blogue
coğrafyacılar	géographes
bugünde	aujourdhui
bugünde	hui
şaraplar	vins
yavaşlama	ralentissement
ringa	hareng
ringa	harengs
sonik	sonique
kripton	kryptonien
korkuluk	épouvantail
kafalar	tête
kafalar	têtes
malign	malin
malign	maligne
malign	malignes
pikap	ramassage
pikap	cueillette
pikap	pick
cehalet	analphabétisme
cehalet	méconnaissance
cehalet	illettrisme
tezgah	compteur
tezgah	comptoir
çiçekçi	fleuriste
holografik	holographique
budistler	bouddhistes
helikopterle	hélicoptères
helikopterle	hélicoptère
helikopterle	hélico
cinnet	démence
cinnet	folie
cinnet	manie
cinnet	aliénation
ebediyen	éternellement
kaçıyor	échapper
greyfurt	pamplemousse
greyfurt	pamplemousses
yargılamak	juger
yargılamak	jugeant
kazançlar	salaire
kazançlar	bénéfices
kazançlar	gains
düzeltti	corrigé
düzeltti	corrigée
düzeltti	corrigés
düzeltti	rectifié
düzeltti	corrigées
okları	flèches
sigortalı	assurées
sigortalı	assuré
sigortalı	assurée
sigortalı	assurés
merkezci	centriste
hostes	hôtesses
hostes	hôtesse
firavunlar	pharaons
karındeşen	éventreur
peruk	perruques
peruk	postiche
peruk	toupet
peruk	perruque
eğitimciler	éducateurs
istemsiz	involontaire
istemsiz	involontaires
ayrıcalığı	privilèges
ayrıcalığı	privilège
tuvaletler	toilettes
tuvaletler	wc
yaradan	créatrice
yaradan	créateur
şişlik	enflure
şişlik	œdème
şişlik	gonflement
firari	déserteur
firari	fugitifs
firari	fugitif
faydasız	inutiles
faydasız	inutilité
faydasız	inutilisable
faydasız	inutile
iblisler	diables
iblisler	démons
fotokopi	photocopie
fotokopi	photocopies
fotokopi	photocopieuse
iğneler	broches
iğneler	aiguilles
iğneler	épingles
belgelenmiş	documentées
belgelenmiş	documentés
belgelenmiş	documentée
belgelenmiş	documenté
kooperatifler	coopératives
gazabı	courroux
gazabı	colère
tarikatlar	sectes
tarikatlar	cultes
idealleri	idéaux
falcı	astrologue
radyatör	radiateurs
radyatör	radiateur
histeri	hystérie
yorumla	interpréter
sarki	chant
sarki	chanson
hizmetçiler	serviteurs
hizmetçiler	servantes
bolum	épisode
bolum	chapitre
minnet	reconnaissants
minnet	reconnaissante
minnet	reconnaissant
titreşimler	vibrations
titreşimler	ondes
tesbih	glorifier
tesbih	chapelet
tesbih	rosaire
kapali	fermés
kapali	clos
kapali	fermée
kapali	fermé
sosis	saucisse
sosis	saucisson
sosis	saucisses
ölümsüzler	immortels
yagmur	pluies
yagmur	pluie
unutmuş	oubliés
unutmuş	oubli
unutmuş	oubliée
unutmuş	oubliées
unutmuş	oublié
arındırma	décontamination
arındırma	dépollution
indir	télécharge
indir	télécharger
indir	téléchargements
indir	téléchargement
hızlan	accélère
hızlan	accélérer
işlevsellik	fonctionnalité
işlevsellik	fonctionnalités
levrek	basse
levrek	bassiste
levrek	contrebasse
hapı	pilules
hapı	comprimé
hapı	pilule
algıladığı	perçoit
neandertal	neandertal
dağcılar	grimpeurs
alerjisi	allergiques
alerjisi	allergies
alerjisi	allergie
titrek	clignote
titrek	bancal
boğulma	noyade
boğulma	asphyxie
boğulma	étranglement
boğulma	étouffement
boğulma	noyer
halüsinasyon	hallucinations
halüsinasyon	hallucination
açgözlü	gourmande
açgözlü	gourmands
açgözlü	cupide
açgözlü	gourmand
freskleri	fresques
slavonya	slavonie
güve	papillon
fizyoterapi	physiothérapie
kızarıklık	éruption
kızarıklık	érythème
kızarıklık	éruptions
koreografisini	chorégraphié
kabakulak	oreillons
topoğrafik	topographique
büyüyor	croissant
büyüyor	grandit
büyüyor	croît
büyüyor	pousse
büyüyor	grandissant
büyüyor	grandir
büyüyor	croissante
kontrpuan	contrepoint
dizinleri	dossiers
ödendi	rémunéré
ödendi	payés
ödendi	payées
ödendi	payé
ödendi	payée
mühürler	joints
mühürler	sceaux
mühürler	scellés
mühürler	phoque
mühürler	phoques
mozaikler	mosaïques
bükücü	beuverie
indirgenemez	irréductible
ümitsiz	désespérés
ümitsiz	désespérées
ümitsiz	désespérée
ümitsiz	désespéré
cay	thé
cay	thés
özverili	désintéressée
özverili	altruiste
özverili	désintéressé
başrahip	abbé
katalogları	catalogues
raylar	rampes
kirlenmiş	contaminés
kirlenmiş	souillé
kirlenmiş	polluée
kirlenmiş	pollués
kirlenmiş	contaminée
kirlenmiş	contaminé
kirlenmiş	contaminées
kirlenmiş	polluées
kirlenmiş	pollué
odesa	ulysse
gezinirken	flâner
atamak	attribuer
atamak	affecter
atamak	assigner
çentik	entaille
antenleri	antennes
yutar	avale
hesapla	calcule
hesapla	calculer
muhafazakarlar	conservateurs
ağlamak	pleurer
ağlamak	pleurs
ağlamak	pleurant
ağlamak	pleure
alışkanlıklar	habitudes
hendekli	steeple
şekillendirme	façonner
şekillendirme	façonnage
pompalı	fusil
gitaristler	guitaristes
diplomatlar	diplomates
kaşar	salope
kaşar	traînée
itfaiyeci	pompier
gamalı	svastika
astı	pendue
astı	pendu
astı	pendus
nörolog	neurologue
fonlar	fonds
klonlama	cloner
klonlama	clonage
değerleme	évaluation
değerleme	valorisation
gönüller	cœur
gönüller	coeurs
gönüller	cœurs
gönüller	coeur
yatkınlık	prédisposition
sprey	pulvérisation
sprey	aérosol
öpüşme	embrasser
öpüşme	baisers
psikanalist	psychanalyste
milletlerden	nationalités
tavsiyeleri	recommandations
ikizkenar	isocèle
bobini	bobine
pozlama	exposition
sürükledi	trainée
sürükledi	trainé
sürükledi	traîné
iplikler	fibres
kuartet	quatuor
şurup	sirop
düğmeler	boutons
düğmeler	interrupteurs
düğmeler	commutateurs
kreş	pépinière
kreş	maternelles
deterministik	déterministe
kilitler	cadenas
kilitler	serrures
kilitler	écluses
kilitler	serrure
kibarca	aimablement
kibarca	doucement
kibarca	poliment
kibarca	gentiment
kibarca	délicatement
otoyollar	routes
otoyollar	autoroutes
gündemdeki	tendance
gündemdeki	populaires
gündemdeki	populaire
jantlar	jantes
talimatlar	consignes
talimatlar	itinéraire
çikolatalı	chocolats
çikolatalı	chocolat
sürrealizm	surréalisme
fobi	phobie
fobi	phobies
lağım	égout
lağım	cloaque
lağım	égouts
şemaları	schémas
harikulade	magnifique
harikulade	splendide
harikulade	superbe
harikulade	merveilleux
harikulade	sublime
jilet	rasoir
jilet	rasoirs
timsahlar	alligators
basmakalıp	cliché
basmakalıp	stéréotypes
basmakalıp	stéréotype
umutsuzca	désespérément
kardinaller	cardinaux
satıcıları	revendeurs
satıcıları	concessionnaires
satıcıları	vendeurs
satıcıları	fournisseurs
satıcıları	distributeurs
folik	folique
sabırla	patiemment
profesyoneller	professionnels
milisaniye	millisecondes
pratisyen	praticien
eğlendirmek	divertir
karatavuk	merle
kokuyor	sent
kokuyor	odeurs
onsuz	sans
saplantı	obsédée
saplantı	obsédé
saplantı	obsédés
kriminoloji	criminologie
öncüler	pionniers
kırkıncı	quarantième
kurabiye	biscuits
kurabiye	témoins
kurabiye	cookies
kurabiye	biscuit
tavuklar	poules
tavuklar	poulets
havasız	étouffant
mıknatıslar	aimants
sadist	sadiques
sadist	sadique
gradyan	dégradé
gradyan	dégradés
gradyan	pente
izinler	autorisations
izinler	permis
korkuları	peurs
korkuları	craintes
bağla	connecter
bağla	connectez
bağla	connexion
bağla	lier
kabarcıklar	ampoules
döküldü	renversé
turnike	garrot
normatif	normatif
normatif	normatives
uskumru	maquereaux
uskumru	maquereau
dogmatik	dogmatique
sorumsuz	irresponsables
sorumsuz	irresponsable
jainizm	jaïnisme
kültürlerarası	interculturels
kültürlerarası	interculturelles
kültürlerarası	interculturel
kültürlerarası	interculturelle
yenmez	immangeable
seçimli	modéré
seçimli	modérer
seçimli	modérés
masraflar	coûts
masraflar	frais
masraflar	dépense
masraflar	dépenses
pozu	posent
pozu	poses
pozu	poser
lanetler	malédictions
anla	comprendre
anla	comprenez
anla	comprends
esrarlı	énigmatique
organizatör	promoteur
organizatör	organisateur
organizatör	organisatrice
uzama	allongement
kırtasiye	papeterie
bütçeyi	budgétaire
eyvallah	santé
eyvallah	tchin
eyvallah	acclamations
şekerim	sucre
şekerim	sucres
rahatlama	soulagé
rahatlama	détente
rahatlama	reposant
rahatlama	soulagement
rahatlama	secours
rahatlama	relaxant
başlayın	commencez
başlayın	début
başlayın	commencer
başlayın	démarrer
tortu	sédiments
tortu	sédiment
meleğim	ange
meleğim	angélique
meleğim	anges
simbiyotik	symbiose
simbiyotik	symbiotique
tilkiler	renards
kiralanmış	loués
kiralanmış	louée
kiralanmış	loué
yanukoviç	ianoukovitch
tezahürat	encouragements
tezahürat	applaudir
tezahürat	acclamations
başparmak	pouces
başparmak	pouce
ehliyet	licence
ehliyet	licences
ehliyet	permis
kulis	coulisse
kulis	coulisses
kulis	lobby
habis	malin
habis	maligne
habis	malignes
kaldır	ascenseur
kaldır	élever
kaldır	supprimez
kaldır	enlèvent
kaldır	supprimer
kaldır	désinstaller
kaldır	soulever
kaldır	retirer
kaldır	élévateur
kaldır	enlever
merkeziyetçilik	centralisme
dişliler	rouages
traş	rasage
traş	rase
traş	rasée
traş	raser
traş	rasé
presbiteryen	presbytérienne
okutman	conférencier
yaşardı	vécue
yaşardı	vécu
aci	souffrance
aci	douleurs
aci	douleur
aci	peine
israf	gaspillages
israf	gaspillage
israf	gaspiller
israf	déchet
israf	déchets
pastırma	lard
acıdır	amertume
acıdır	amères
acıdır	amer
acıdır	amère
acıdır	amers
eşarp	écharpe
eşarp	foulard
eşarp	écharpes
eşarp	foulards
samimiyet	intimité
samimiyet	sincérité
tabaklar	plaques
tabaklar	plats
tabaklar	vaisselle
tabaklar	assiettes
çürümeye	pourriture
çürümeye	pourrir
apse	abcès
müsamaha	clémence
müsamaha	indulgence
değişmemiş	inchangées
değişmemiş	inchangé
değişmemiş	inchangée
değişmemiş	inchangés
kalkanları	boucliers
kalkanları	bouclier
kaybediyor	perdent
kaybediyor	perd
kaybediyor	perdre
kaybediyor	perdant
üniformalı	uniformes
üniformalı	uniforme
genelev	bordels
belgeleyen	documenter
sıkılmış	ennui
sıkılmış	ennuie
sıkılmış	blasé
sıkılmış	ennuyer
sıkılmış	ennuyé
biçilmiş	tondu
debriyaj	embrayage
jeneratörler	génératrices
jeneratörler	générateurs
talaş	sciure
aparatı	appareillage
aparatı	appareil
dümdüz	aplatissement
dümdüz	aplatir
muhallebi	flan
muhallebi	boudin
gönderi	publications
gönderi	poste
gönderi	postes
gönderi	poteaux
gönderi	publier
gönderi	publication
imzalama	signature
imzalama	signer
imzalama	signant
miligram	milligrammes
miligram	milligramme
fesat	sinistres
fesat	sinistre
fesat	malice
garsonluk	serveur
garsonluk	garçon
garsonluk	serveuse
garsonluk	serveuses
hedefliyor	buts
hedefliyor	finalités
hedefliyor	objectifs
sülük	sangsue
sülük	sangsues
yakala	attrape
yakala	capturer
yakala	captures
yakala	capter
yakala	attraper
boğazlı	roulé
damardan	intraveineuse
matkap	forets
matkap	perçage
matkap	exercices
matkap	foret
matkap	perceuse
matkap	foreuse
avize	lustre
azorlar	açores
şase	châssis
kafiyeli	rimes
kafiyeli	rime
sağırlık	surdité
akrobatik	acrobatique
içgüdü	instinctivement
içgüdü	intuitions
içgüdü	instincts
içgüdü	instinct
satir	satyre
güvenlidir	sûr
güvenlidir	coffre
güvenlidir	sécuritaire
taşması	dépassement
taşması	déborder
taşması	débordement
otokratik	autocratique
ultrasonik	ultrasons
programcılar	programmeurs
zıpkın	harpon
sigortaları	fusibles
amfitiyatro	amphithéâtre
kapana	coincé
kapana	piégée
kapana	piégés
kapana	piégé
kokular	sent
kokular	senteurs
kokular	parfums
kokular	odeurs
eğilmiş	courbé
eğilmiş	plié
kınama	réprimande
kınama	blâme
tanış	rencontre
tanış	rencontrer
tanış	rencontrez
kanıtlıyor	prouve
yükümlülük	passif
yükümlülük	responsabilité
kötüleşen	aggravation
üzdü	bouleversée
üzdü	bouleversé
üzdü	contrarié
üzdü	contrariée
çilingir	serrurier
kısrak	jument
saygısız	irrespectueux
saygısız	irrévérencieux
inhibitörü	inhibiteurs
inhibitörü	inhibiteur
cerrahlar	chirurgiens
ütü	repasser
ütü	fers
ütü	fer
ütü	repassage
korunmasız	vulnérables
korunmasız	vulnérable
kaybolma	disparition
kaybolma	disparaître
kaybolma	disparitions
dostluklar	amitiés
kalkanlar	boucliers
kalkanlar	bouclier
tutumlu	économe
tutumlu	économes
salla	balançoire
salla	serrer
salla	agiter
salla	secouer
gönülsüz	réticent
gönülsüz	réticente
gönülsüz	hésitant
gönülsüz	réticents
martılar	mouettes
kalıyorum	rester
kalemleri	stylos
kalemleri	crayons
sabitleri	constantes
ideolojiler	idéologies
siparişler	commandes
siparişler	ordres
siparişler	ordonnances
resmo	réthymnon
kutsanmış	béni
kutsanmış	bénis
kutsanmış	bénie
kutsanmış	bienheureux
seans	séance
seans	séances
metodist	méthodiste
tetikleme	déclenchement
ligaz	synthétase
puf	pouf
puf	bouffées
muamma	énigme
alaşımlar	alliage
alaşımlar	alliages
sedye	civière
sedye	brancard
fiyatlara	prix
fiyatlara	tarifs
takıntı	obsédée
takıntı	obsédé
takıntı	obsédés
unutuldu	oubliés
unutuldu	oubli
unutuldu	oubliée
unutuldu	oubliées
unutuldu	oublié
şamandıra	bouées
şamandıra	bouée
fraktal	fractale
solistler	solistes
meraklıları	enthousiastes
mobilyalar	meubles
mobilyalar	ameublement
mobilyalar	mobilier
mobilyalar	meuble
rasgele	hasard
rasgele	aléatoires
rasgele	aléatoire
rasgele	aléatoirement
şaşırmış	surpris
şaşırmış	étonné
şaşırmış	étonnée
şaşırmış	surprise
şaşırmış	perplexe
cephanelik	armurerie
normları	normes
frankofon	francophones
meşruiyet	légitimité
kibarlık	bonté
kibarlık	poli
kibarlık	politesse
kibarlık	gentillesse
kibarlık	polis
kibarlık	polie
kibarlık	amabilité
espriler	blagues
espriler	plaisanteries
kolaylaştırıcı	facilitateur
büyümek	croissant
büyümek	croissance
büyümek	grandissant
büyümek	grandir
büyümek	croître
büyümek	croissante
büyümek	pousser
öldürüyor	tue
iltifat	compliments
iltifat	complimenter
dolambaçlı	enroulement
dolambaçlı	détournée
vana	soupapes
vana	vanne
vana	robinet
vana	soupape
çığlıkları	cris
çığlıkları	hurlements
analjezik	analgésiques
analjezik	analgésique
dolapları	placards
dolapları	armoires
kristalize	confits
kristalize	cristallisé
morg	morgue
morg	mortuaire
sürdürülebilirlik	pérennité
sürdürülebilirlik	pérennisation
sürdürülebilirlik	viabilité
sürdürülebilirlik	durabilité
isıtma	chauffage
küllük	cendrier
gururla	fièrement
göğüsleri	seins
göğüsleri	poitrines
göğüsleri	mammaire
aseton	acétone
sahtekar	escroquerie
sahtekar	imposteur
sahtekar	fraude
sahtekar	fraudes
sahtekar	imposture
sahtekar	escroc
vardiya	maj
otuzuncu	trentième
koşum	harnais
astrolog	astrologue
resepsiyon	réception
nesnellik	objectivité
vâris	héritier
vâris	héritière
ertelenmiş	reporté
ertelenmiş	différé
ertelenmiş	reportée
ertelenmiş	différés
ertelenmiş	reportés
yatıştırıcı	calmant
yatıştırıcı	apaisante
yatıştırıcı	apaisant
yatıştırıcı	sédatifs
yatıştırıcı	sédatif
yatıştırıcı	apaisement
dönenler	rapatriés
ilaçlama	exterminateur
gayda	cornemuse
başlat	lancement
başlat	lancez
başlat	début
başlat	lancements
başlat	lancer
başlat	commencer
başlat	démarrer
tutkal	époxy
tutkal	colle
tutkal	adhésive
tutkal	colles
tutkal	adhésif
tutkal	adhésifs
gardiyanlar	gardes
gardiyanlar	gardiens
gardiyanlar	tuteurs
biyopsi	biopsie
metodoloji	méthode
metodoloji	méthodologie
plansız	imprévue
plansız	imprévu
plansız	imprévues
picardie	picardie
antimon	antimoine
halüsinasyonlar	hallucination
keton	cétone
karizma	charisme
karizma	charismatique
görüntüleyici	visionneuse
görüntüleyici	afficheur
görüntüleyici	spectateur
nazikçe	aimablement
nazikçe	gentiment
nazikçe	délicatement
nazikçe	doucement
biçme	tondre
biçme	tondeuse
biçme	tondeuses
biçme	faucheuse
fitil	fusible
fitil	fusibles
fitil	mèche
sallanan	bascule
sallanan	balancer
saplantılı	obsédée
saplantılı	obsédé
saplantılı	obsédés
yadsınamaz	indéniable
omurgasızlar	invertébrés
kırpma	récolte
tedarikçi	fournisseurs
tedarikçi	fournisseur
koruyucular	gardiens
koruyucular	protecteurs
koruyucular	tuteurs
yapışma	adhérence
yapışma	adhésion
şelaleler	chutes
şelaleler	cascades
konvoyu	cortège
biyogaz	biogaz
arızalı	défectueux
arızalı	défectueuses
arızalı	dysfonctionnement
arızalı	défectueuse
yağmalanmış	pillés
yağmalanmış	pillé
hatırlattı	rappelé
incelik	subtilité
bohem	bohème
bohem	bohême
teknisyenler	techniciens
transatlantik	transatlantique
transatlantik	transatlantiques
koçlar	coachs
koçlar	autocars
koçlar	entraîneurs
rejimler	régimes
istemişler	soulèvement
madalyonu	médaillon
gizemleri	mystères
kaçakçısı	trafiquant
batılılar	occidentaux
hidro	hydroélectrique
hidro	hydraulique
hidro	hydroélectricité
genetikçi	généticien
barikatlar	barricade
büyüttü	soulevées
büyüttü	élevé
taranmış	scanné
tembellik	fainéant
tembellik	paresseux
tembellik	feignant
tembellik	paresse
tembellik	paresseuse
bağışla	pardonne
bağışla	pardonner
bağışla	pardonnez
çocuğum	enfant
nekroz	nécrose
kilitleme	verrouillage
kilitleme	confinement
kilitleme	verrou
kilitleme	blocage
kilitleme	écluse
kilitleme	bouclage
kilitleme	verrouiller
kilitleme	serrure
kupon	remises
kupon	coupons
adaletsizlik	injustices
antiseptik	antiseptique
rehineler	otages
fiyasko	échec
fiyasko	débâcle
fiyasko	défaillance
müzayede	adjudications
müzayede	enchère
müzayede	enchères
gurme	gastronomique
gurme	gourmande
gurme	gourmet
gurme	gourmand
iğneleyici	sarcasme
iğneleyici	sarcastique
resesif	récessif
leylak	lilas
pıhtı	caillots
pıhtı	caillot
kubbeler	dômes
devirme	renverser
sarsıcı	traumatisant
sarsıcı	traumatisante
sarsıcı	traumatique
bültenleri	communiqués
bültenleri	rejets
ametist	améthyste
altınlar	or
altınlar	doré
takipçi	harceleur
takipçi	disciple
takipçi	abonnés
takipçi	adepte
takipçi	traqueur
takipçi	adeptes
takipçi	traceur
takipçi	abonné
füniküler	funiculaire
halojen	halogénés
halojen	halogènes
yaran	blessure
yaran	plaie
mitingler	rassemblements
mitingler	rallyes
değiştirici	sélecteur
değiştirici	modificateur
değiştirici	changeur
paranoyak	paranoïaque
paranoyak	paranoïa
paranoyak	parano
zindanlar	donjons
zindanlar	donjon
kâbus	cauchemar
kâbus	cauchemars
küstah	insolente
küstah	impertinent
küstah	arrogants
küstah	effronté
küstah	arrogante
hedefleme	cibler
hedefleme	ciblage
anlami	signifiant
anlami	sens
anlami	signification
boşanmak	divorces
boşanmak	divorcer
suçlamak	blâmer
suçlamak	accusez
suçlamak	accuser
spektrometresi	spectromètre
yaşlanmış	vieilli
gökler	cieux
gökler	ciels
monolitik	monolithique
pompalama	pompage
tramvaylar	tram
tramvaylar	tramways
tramvaylar	tramway
özensiz	négligent
özensiz	bâclé
perestroyka	perestroïka
nevroz	névrose
masalar	comptoirs
masalar	tableaux
aşındırıcı	corrosifs
aşındırıcı	corrosives
aşındırıcı	corrosif
karşılaştırır	compare
fayans	tuile
fayans	carreau
fayans	carrelage
fayans	carreaux
fayans	tuiles
metastaz	métastases
kötülükler	maux
yüzmek	nage
yüzmek	baignade
yüzmek	nager
yüzmek	natation
selenyum	sélénium
dağıtımlar	répartitions
ilanları	circulaires
ilanları	dépliants
melezler	hybrides
melezler	hybride
kizi	fille
zimmetine	détourné
sinsice	sournoisement
sinsice	sournoise
sinsice	sournois
haritacılık	cartographie
çizelgeleri	diagrammes
çizelgeleri	graphiques
bekleyin	attends
bekleyin	attendez
bekleyin	attendre
hamd	éloges
hamd	louange
hamd	louanges
hamd	éloge
egzersizleri	exercices
egzersizleri	entraînements
düzeltiyorum	rectificatif
düzeltiyorum	correcteur
düzeltiyorum	corriger
düzeltiyorum	rectification
shogun	shogunat
mercanlar	coraux
dolandırıcılığı	escroqueries
dolandırıcılığı	escroquerie
dolandırıcılığı	arnaques
ortaklıklar	partenariats
megawatt	mégawatts
termit	termites
pervaneler	hélices
pervaneler	propulseurs
irkçı	raciste
irkçı	racistes
hastahane	hôpitaux
hastahane	hôpital
hastahane	hopital
hastahane	hospitalisation
kabadayılık	intimidation
kabadayılık	brimades
kabadayılık	intimider
kabadayılık	harcèlement
yanıtları	réponses
gidi	chatouille
hemşireler	infirmiers
hemşireler	infirmier
hemşireler	infirmières
tabağı	plateau
tabağı	assiette
şamdan	chandelier
hayalperest	rêveuse
hayalperest	rêveur
epidemiyoloji	épidémiologie
epidemiyoloji	épidémiologique
fırıncı	boulanger
ağrılar	douleurs
fiş	réception
fiş	récépissé
fiş	puces
fiş	jetons
fiş	reçu
öğreniyor	apprentissage
öğreniyor	apprendre
ergonomik	ergonomique
ergonomik	ergonomiques
ergonomik	ergonomie
msk	pec
msk	cce
cinsiyetçi	sexiste
cinsiyetçi	sexistes
benimki	miens
benimki	mien
benimki	mienne
hegemonya	hégémonie
öncelikleri	priorités
fibrozis	fibrose
lokalize	localisés
lokalize	localisée
lokalize	localisé
lokalize	localisées
işaretle	marquer
işaretle	marque
kraterler	cratères
semptomatik	symptomatique
ihtiyatlı	discret
ihtiyatlı	discrètes
ihtiyatlı	prudent
ihtiyatlı	discrète
ihtiyatlı	prudentes
ihtiyatlı	prudente
ihtiyatlı	prudents
ihtiyatlı	discrets
katarakt	cataractes
katarakt	cataracte
aklama	blanchiment
gecikti	retardés
gecikti	retard
gecikti	retardé
gecikti	différé
gecikti	retardée
enstantane	instantanés
enstantane	instantané
kutsaldır	sacrées
kutsaldır	sacrés
kutsaldır	sacré
kutsaldır	sacrée
reklamcı	publiciste
döktü	versé
virtüöz	virtuose
paketlenmiş	enroulé
paketlenmiş	enveloppés
paketlenmiş	emballé
paketlenmiş	emballées
paketlenmiş	enveloppé
paketlenmiş	emballés
ikilem	dilemme
günbatımı	crépuscule
günbatımı	coucher
günbatımı	couchers
kasetleri	bandes
kasetleri	cassettes
kasetleri	rubans
pediatrik	pédiatrique
pediatrik	pédiatrie
gezegenlerarası	interplanétaire
küpeler	boucles
tespitler	déterminations
üniformaları	uniformes
üniformaları	uniforme
izgara	gril
izgara	quadrillage
izgara	grille
izgara	grillés
izgara	grillées
izgara	grillée
izgara	grillé
izgara	grillades
tanımsız	indéfini
tanımsız	indéfinie
kağıtlar	papiers
alçakgönüllü	humblement
alçakgönüllü	humbles
alçakgönüllü	modestement
alçakgönüllü	modeste
alçakgönüllü	modestes
strese	stressé
strese	stressée
metres	maîtresse
metres	maitresse
tozlaşma	pollinisation
sıkıştırmak	compresser
sıkıştırmak	compresse
