que	dat
géiseres	geisers
carritos	karren
carritos	karretjes
periodico	dagblad
periodico	krant
periodico	kranten
proposito	doel
decepciones	ontgoocheling
decepciones	teleurstellingen
decepciones	teleurstelling
confunda	verwar
confunda	verwarren
senor	meneer
trimestrales	kwartaal
trimestrales	driemaandelijks
trimestrales	driemaandelijkse
obesos	obesitas
intimidado	geïntimideerd
intimidado	gepest
bayesiana	bayesiaanse
dogmatismo	dogmatisme
até	gebonden
até	vastgebonden
ruidosas	luidruchtig
reprimenda	berisping
susurro	fluisteren
susurro	gefluisterd
susurro	gefluister
carbonatada	koolzuurhoudende
monocromática	monochromatisch
enjuiciar	vervolgen
tristezas	droefheid
tristezas	verdriet
privatizar	privatiseren
rotario	roterende
alcanzable	bereikbaar
alcanzable	haalbare
alcanzable	haalbaar
quitina	chitine
lignito	bruinkool
marica	flikker
sanguijuelas	bloedzuigers
sanguijuelas	bloedzuiger
cúrcuma	kurkuma
laminados	gerold
laminados	gelaagd
laminados	gelamineerd
laminados	opgerold
laminados	gewalst
laminados	rolde
epidemiológico	epidemiologische
decamerón	decamerone
normalizados	genormaliseerd
pinzones	vinken
cherkesia	tsjerkessië
frenando	remmen
anunciante	adverteerder
uigures	oeigoeren
gastados	uitgegeven
gastados	bestede
gastados	besteed
sementales	hengsten
esquiar	skiën
peróxidos	peroxiden
ambulatorios	ambulante
partera	vroedvrouw
partera	verloskundige
perdon	gratie
perdon	vergeving
perdon	vergiffenis
golpiza	slaan
golpiza	kloppend
viví	leefde
viví	woonde
viví	leefden
infligido	toegebracht
predefinidos	voorgedefinieerde
puerca	zaaien
puerca	zaai
puerca	zeug
deprimidos	neerslachtig
deprimidos	depressief
deprimidos	gedeprimeerd
deprimidos	terneergeslagen
minador	mijnenlegger
fungicidas	fungiciden
perdigones	hagel
cazuelas	potten
cazuelas	pannen
picazón	jeuk
prescrita	voorgeschreven
peque	peuter
peque	piepklein
peque	kleuter
recursivo	recursieve
etnobotánica	etnobotanie
habichuelas	bonen
kantiana	kantiaanse
calígrafo	kalligraaf
vendo	verkopen
vendo	verkoop
suplicó	smeekten
suplicó	gesmeekt
suplicó	pleitten
suplicó	pleitte
suplicó	smeekte
homocisteína	homocysteïne
alcanfor	kamfer
priones	prionen
anabaptistas	anabaptisme
paternalista	paternalistische
incontrolada	ongecontroleerde
incontrolada	ongecontroleerd
lirón	zevenslaper
exponga	ontmaskeren
exponga	blootstellen
exponga	openbaren
sostenga	vasthouden
gonorrea	klap
gonorrea	gonorroe
gonorrea	klappen
raspado	geschraapt
raspado	schrapen
indemne	ongedeerd
asigne	toekennen
asigne	toewijzen
samaritanos	samaritanen
antífona	antifoon
consternado	ontzet
consternado	ontsteld
hipertiroidismo	hyperthyreoïdie
deslocalización	verplaatsing
deslocalización	verhuizing
desenterrado	opgegraven
redistribuir	herverdelen
lucrativas	lucratief
lucrativas	lucratieve
calcáneo	hielbeen
gacelas	gazellen
desequilibrado	onevenwichtig
desequilibrado	onevenwichtige
donuts	donuts
donuts	donut
repisa	schoorsteenmantel
repisa	plank
repisa	schouw
sesostris	senoeseret
coclear	cochleair
rezagados	achterblijvers
encendedor	lichter
encendedor	aansteker
encendedor	lichtere
imparciales	onpartijdig
imparciales	onpartijdige
inimaginable	onvoorstelbare
inimaginable	onvoorstelbaar
rozó	schampte
momificado	gemummificeerd
trombocitopenia	trombocytopenie
quemador	brander
cosmografía	kosmografie
demorado	uitgesteld
demorado	vertraagde
demorado	vertraagd
vente	kom
trisomía	trisomie
amputado	geamputeerd
lisosomas	lysosomen
sembrador	zaaier
hachís	hasj
degenerados	ontaarden
kalmukia	kalmukkië
vocabularios	woordenlijsten
electronegatividad	elektronegativiteit
coreográfica	choreografische
tréboles	klaver
obstaculizada	gehinderd
mechero	lichter
mechero	aansteker
mechero	lichtere
urracas	eksters
irreparables	onherstelbaar
irreparables	onherstelbare
laxantes	laxeermiddelen
arrugada	gerimpelde
almohadas	kussens
represivos	repressieve
represivos	repressief
indización	indexering
indización	indexeren
predefinido	voorgedefinieerde
opresor	onderdrukker
incomprensibles	onbegrijpelijk
incomprensibles	onbegrijpelijke
implícitos	impliciete
implícitos	impliciet
sectaria	sektarische
clarividencia	helderziendheid
enmendada	gewijzigd
creadoras	scheppers
creadoras	makers
apretando	knijpen
apretando	aanscherping
apretando	verscherpen
nutritivos	voedzaam
descarrilamiento	ontsporen
descarrilamiento	ontsporing
santificación	heiliging
campings	kamperen
campings	camping
exportando	exporteren
herméticamente	hermetisch
metatarso	middenvoetsbeentje
carcajadas	gelach
carcajadas	lachen
universalismo	universalisme
degradante	vernederende
degradante	vernederend
criogénico	cryogene
aseguradas	verzekerde
aseguradas	verzekerd
exacerbado	verergerd
distanciados	vervreemde
distanciados	vervreemd
caballerosidad	ridderlijkheid
tuberosas	tubereuze
adoro	aanbidden
númida	numidische
hedonismo	hedonisme
trituración	pletten
trituración	versnipperen
trituración	malen
trituración	verpletterende
trituración	verpletteren
trituración	slijpen
butadieno	butadieen
traduzca	vertalen
traduzca	vertaal
rencores	wrok
inepto	onbekwaam
soleada	zonnige
soleada	zonnig
graduales	geleidelijke
graduales	geleidelijk
monogamia	monogamie
monogamia	monogaam
exagerando	overdrijven
exagerando	overdrijf
anacrónico	anachronistische
refrigeradores	koelkasten
pesadez	zwaarte
banderines	wimpels
excavadora	graafmachine
afligido	rouwende
afligido	rouwen
afligido	getroffen
afligido	getroffenen
comprobados	gecontroleerde
comprobados	gecontroleerd
reveladora	onthullen
reventón	klapband
albinismo	albinisme
ameba	amoebe
castrado	gecastreerd
presten	leen
cualificaciones	kwalificatie
cualificaciones	kwalificaties
azafatas	gastvrouw
prevenido	verhinderd
prevenido	voorkwam
aviario	volière
sangra	bloedt
sangra	bloeding
sangra	bloeden
orbes	bollen
cavando	graven
papás	vaders
brazas	vadem
mishná	misjna
sospechado	verdacht
sospechado	vermoedelijke
sospechado	vermoede
sospechado	vermoedde
arrastrándose	kruipend
arrastrándose	kruipen
tejanos	texanen
caballa	makreel
falsificado	vervalst
falsificado	vervalste
falsificado	vervalsing
falsificado	nagemaakte
falsificado	vals
falsificado	gesmeed
falsificado	namaak
confesionales	biechtstoel
aspirando	stofzuigen
inhumana	onmenselijk
inhumana	onmenselijke
chocado	gecrasht
chocado	neergestort
chocado	crashte
permisible	toelaatbaar
fijador	regelaar
conexas	gerelateerd
conexas	verwante
conexas	verwant
conexas	gerelateerde
guardarropa	kleerkast
guardarropa	garderobe
estereoquímica	stereochemie
brillando	gloeiende
brillando	gloeien
troposfera	troposfeer
alondras	leeuweriken
colecciona	verzamel
colecciona	verzamelt
colecciona	verzamelen
pañal	luier
pedo	scheet
inexorablemente	onverbiddelijk
galerista	galeriehouder
derretido	gesmolten
trb	brt
lejía	bleek
lejía	bleken
lejía	bleekmiddel
lejía	loog
cantinero	barman
cantinero	barkeeper
malhumorado	humeurig
malhumorado	chagrijnig
panecillos	bolletjes
deshabilitar	deactiveren
deshabilitar	uitschakelen
indol	indool
situacion	toestand
situacion	situatie
canicas	knikkers
desinfectante	ontsmettingsmiddel
muñón	stomp
interplanetario	interplanetaire
enseñas	lesgeven
enseñas	onderwijzen
desmontaje	demonteren
desmontaje	ontmanteling
impugnada	betwist
impugnada	aangevochten
impugnada	bestreden
estirada	uitgerekt
estirada	strekte
principesca	prinselijke
trinos	trillers
desvanecerse	vervagen
puritano	puriteinse
mesero	ober
mesero	kelner
extintor	brandblusser
frota	wrijft
frota	wrijven
encarnan	belichamen
retardado	achterlijk
retardado	achterlijke
teje	weeft
desconecta	verbreken
desconecta	loskoppelen
chocho	poesje
caramba	goh
apunten	richten
giroscopio	gyroscoop
cognado	cognaat
silbatos	fluitjes
impugnado	betwist
impugnado	aangevochten
impugnado	bestreden
rebota	stuitert
rebota	stuiteren
servicial	behulpzaam
servicial	meegaand
rasca	kras
rasca	krabben
heptatlón	zevenkamp
tarificación	opladen
nutritiva	voedzaam
estresante	stressvolle
frívolo	frivool
susurra	fluistert
susurra	gefluister
recursivamente	recursief
cualitativas	kwalitatieve
inhabitable	onbewoonbaar
prosodia	prosodie
repudiado	verstoten
glotón	veelvraat
librepensador	vrijdenker
acosando	lastigvallen
scyliorhinidae	kathaai
dinoflagelados	dinoflagellaten
infundada	ongegronde
infundada	ongefundeerde
infundada	ongegrond
joyeros	juweliers
varitas	toverstaf
donskói	donskoj
instintivamente	instinctief
microsegundos	microseconden
vencejos	gierzwaluwen
drogado	gedrogeerd
drogado	bedwelmd
drogado	gestenigd
drogado	verdoofd
pentecostalismo	baptisme
necio	zot
necio	dwaas
masinisa	massinissa
carcel	gevangenis
simpatizó	sympathiseerde
centésima	honderdste
revaluación	herbeoordeling
revaluación	herwaardering
hematita	hematiet
refrigerantes	koelmiddel
politeísmo	polytheïsme
palpitaciones	hartkloppingen
preescolares	kleuterschool
keynesiana	keynesiaanse
interculturales	intercultureel
interculturales	interculturele
trafico	verkeer
jarabes	stropen
jarabes	stroop
tragado	ingeslikt
tragado	doorgeslikt
tragado	opgeslokt
criptozoología	cryptozoölogie
sandías	watermeloen
sandías	watermeloenen
lythraceae	wederik
redondeo	afronding
ahijada	petekind
herraduras	hoefijzers
telefono	telefoon
guasón	grappenmaker
guasón	grapjas
perpetúa	bestendigen
penique	stuiver
perspicacia	inzicht
presentimiento	voorgevoel
promiscua	promiscue
elude	ontgaat
solterona	vrijster
llantos	janken
llantos	huilen
llantos	huilend
convenir	akkoord
exudado	exsudaat
micción	urineren
pelar	schillen
pelar	pellen
pelar	schil
patinando	schaatsen
patinando	skaten
retrocesos	tegenslagen
ininteligible	onbegrijpelijk
palatalización	palatalisatie
arruinados	verpest
arruinados	geruïneerd
legibles	leesbaar
legibles	leesbare
maharajá	maharadja
pateando	schoppen
perdonados	vergeven
ántrax	miltvuur
ántrax	antrax
reenvío	doorsturen
reenvío	verwijzing
niegue	ontkent
niegue	ontkennen
niegue	ontken
jóven	jonge
jóven	jong
acoplamientos	koppelingen
refundición	herschikking
refundición	herschikt
afilar	verscherpen
afilar	scherpen
afilar	aanscherpen
afilar	slijpen
afilar	verscherping
cuatreros	veedieven
pulverización	sproeien
pulverización	spuiten
pulverización	besproeien
desgarrado	gescheurd
desgarrado	verscheurd
institucionalizado	geïnstitutionaliseerde
institucionalizado	geïnstitutionaliseerd
construccion	opbouw
construccion	constructie
construccion	bouw
construccion	bouwnijverheid
construccion	bouwen
condones	condoom
condones	condooms
implacables	meedogenloos
limpiadores	schoonmakers
actínidos	actiniden
arriesgando	riskeren
misántropo	misantroop
regresos	geeft
regresos	retourneren
regresos	retour
prohibe	verbiedt
javanés	javaanse
lantano	lanthaan
eleve	verheffen
lavando	wassen
ugandés	oegandese
mamparos	schotten
forajido	bandiet
forajido	vogelvrij
escorias	slak
escorias	slakken
participativos	participerende
inyectores	injectoren
duelista	duellist
endoscopia	endoscopie
convolución	convolutie
electromecánicos	elektromechanische
zancos	stelten
metonimia	metonymie
mosquetero	musketiers
mosquetero	musketier
liberiano	liberiaanse
pórfido	porfier
involución	involutie
arruga	rimpel
hipertermia	hyperthermie
hipócritas	schijnheilig
hipócritas	hypocriete
hipócritas	hypocriet
tropezar	struikelen
rogar	smeken
rogar	bedelen
glúteos	billen
neurólogos	neurologen
histérica	hysterische
histérica	hysterisch
costras	korsten
librepensadores	vrijdenkers
tiembla	beven
posadero	herbergier
plantando	aanplant
saponinas	saponinen
fortalecida	versterkt
fortalecida	versterkte
branas	branen
acogedora	gezellige
acogedora	verwelkoming
acogedora	verwelkomen
acogedora	gastvrij
acogedora	gezellig
holístico	holistische
ortodoncia	beugels
ortodoncia	beugel
ortodoncia	bretels
pegue	plakken
pegue	plak
papila	papil
calorífico	calorische
travesura	onheil
travesura	grap
travesura	geintje
limpiaparabrisas	ruitenwissers
obturación	sluiter
obturación	sluitertijd
vilayato	vilajet
alófono	allofoon
calvicie	kaalheid
asista	bijwonen
asista	assisteren
sobrepesca	overbevissing
transmisibles	overdraagbaar
transmisibles	overdraagbare
pasamanos	leuningen
fontanero	loodgieter
subestaciones	onderstations
maltratadas	gehavend
maltratadas	mishandelde
maltratadas	mishandeld
amplificado	versterkt
psicosociales	psychosociale
húsar	huzaar
eutrofización	eutrofiëring
inhumanas	onmenselijk
inhumanas	onmenselijke
númidas	numidiërs
ventilado	afgeblazen
fardos	balen
perjurio	meineed
archiduques	aartshertogen
cristalizar	kristalliseren
falsificados	vervalst
falsificados	vervalste
falsificados	vervalsing
falsificados	nagemaakte
falsificados	vals
falsificados	namaak
esporofito	sporofyt
aparcado	geparkeerd
aparcado	geparkeerde
practique	oefenen
electrolítico	elektrolytische
terneros	kalveren
terneros	kalfjes
terneros	kuiten
caroteno	caroteen
diabético	diabetische
diabético	diabetici
testamentario	testamentaire
bendecidos	gezegend
bendecidos	zalig
bendecidos	gezegende
termita	termieten
manasés	manasse
incompetentes	onbekwaam
incompetentes	incompetentie
incompetentes	onbekwaamheid
incompetentes	incompetente
reticentes	terughoudend
reticentes	onwillig
muletas	krukken
quintaesencia	kwintessens
desmayado	flauwgevallen
fotoperiodista	fotojournalist
sobornado	omgekocht
dichosa	zalige
pijamas	pyjama
genserico	geiserik
morfismos	morfismen
recursión	recursie
condensar	condenseren
criptoanálisis	cryptoanalyse
desdichado	wee
unánimes	unaniem
unánimes	unanieme
cucharadas	bolletjes
zafiros	saffieren
dramatizada	gedramatiseerde
asador	gril
asador	grillen
asador	spugen
asador	spuwen
inserte	invoegen
esmalcalda	schmalkaldische
nacionalizar	nationaliseren
séptico	septische
cojera	slap
silenciosas	zwijgen
silenciosas	stil
silenciosas	stille
indecisos	onbeslist
perniciosa	verderfelijke
comprometiendo	compromitterende
reanudado	hervat
fluctuante	fluctuerende
refino	verfijnen
refino	raffinage
paleobotánica	paleobotanie
incoherentes	onsamenhangende
incoherentes	inconsequent
incoherentes	onsamenhangend
solucion	oplossing
interrogada	ondervraagd
interrogada	verhoord
desocupada	onbezet
desocupada	onbewoond
anfetamina	amfetamine
conmocionado	geschrokken
conmocionado	geschokt
rebasado	overschreden
rebasado	overtroffen
rebasado	overschrijding
improvisando	improviseren
complace	tevreden
arpones	harpoenen
pulsante	pulserende
cosquillas	kietelen
contagioso	besmettelijke
contagioso	besmettelijk
multiplicativo	multiplicatieve
adulación	vleierij
tazones	schalen
tazones	kommen
estatinas	statines
engordar	mesten
sofa	bank
inofensivos	ongevaarlijk
inofensivos	onschuldig
inofensivos	onschadelijk
bateria	batterij
bateria	accu
#una	#een
devastados	verwoest
coronaciones	kroningen
isomería	isomerie
cerditos	biggetjes
cerditos	biggen
cóndilo	condylus
demiurgo	demiurg
fumigación	sproeien
fumigación	spuiten
fumigación	besproeien
triplicado	drievoud
triplicado	verdrievoudigd
meditando	mediteren
inaudito	ongehoord
ictiología	ichtyologie
supersimetría	supersymmetrie
afrontando	omgaan
fräulein	fräulein
infelices	ongelukkig
infelices	ontevreden
subvencionada	gesubsidieerd
subvencionada	gesubsidieerde
oportunismo	opportunisme
deslealtad	ontrouw
suelas	zolen
practico	praktische
practico	praktisch
astrológico	astrologische
haluro	halogenide
represado	afgedamd
distonía	dystonie
crucifijos	kruisbeelden
reclamante	eiser
reclamante	aanvrager
tabloides	roddelbladen
disciplinarios	disciplinaire
chuletas	hakt
frenéticamente	verwoed
gatita	katje
gatita	poesje
gatita	poes
algorítmica	algoritmische
histológica	histologische
codificaciones	coderingen
heterocíclicos	heterocyclische
decoloración	bleken
decoloración	verkleuring
desproporcionadamente	onevenredig
humillados	vernederd
humillados	vernederde
psicoactivas	psychoactieve
gluconeogénesis	gluconeogenese
patrística	patristiek
sistólica	systolische
descuida	verwaarloost
estrangular	wurgen
discrimina	discrimineren
parasimpático	parasympathische
aleteo	fladderen
rubor	blozen
rubor	doorspoelen
soldador	lasser
bucanero	zeerover
cuantificadores	kwantoren
esboza	schetst
fotoquímica	fotochemische
estropear	bederven
estropear	bederf
besado	gekust
besado	kuste
tecnócratas	technocraten
chiíta	sjiitische
estropeado	verwend
sirga	jaagpad
demótico	demotisch
obscenas	obsceen
extintores	brandblussers
flotador	zwevend
flotador	zweven
flotador	drijver
flotador	zweef
flotador	drijven
aclaramiento	klaring
alumbre	aluin
asentimiento	instemming
subestimar	onderschat
subestimar	onderschatten
filipenses	filippenzen
cerillas	wedstrijden
cerillas	lucifers
obstetra	verloskundige
parmesano	parmezaanse
mames	grapje
bridas	flenzen
enfáticamente	nadrukkelijk
ópticamente	optisch
iconoclastas	beeldenstormers
permitividad	permittiviteit
mamón	sukkel
certidumbre	zekerheid
chilperico	chilperik
protectorados	protectoraten
conjugaciones	vervoegingen
recordatorios	herinneringen
rastreado	getraceerd
rastreado	bijgehouden
aterrorizados	doodsbang
miré	keek
acechan	loer
acechan	loeren
intensifican	intensiveren
buzones	brievenbussen
antihistamínicos	antihistaminica
tensos	gespannen
ecg	ecg
etano	ethaan
intimidante	intimideren
intimidante	intimiderend
tropiezos	struikelt
empresariado	ondernemerschap
compasiva	barmhartige
atestiguar	getuigen
presupuestado	begroot
electrotécnica	elektrotechnische
tubulina	tubuline
fontanería	sanitair
persianas	luiken
persianas	jaloezieën
barriendo	vegen
practicas	oefening
practicas	praktijken
practicas	oefenen
practicas	praktijk
practicas	stage
practicas	beoefenen
talvez	misschien
interparlamentaria	interparlementaire
galvánica	galvanische
previsibles	voorspelbare
previsibles	voorspelbaar
presentamos	presenteren
presentamos	introduceren
hambrienta	uitgehongerd
hambrienta	hongerige
hambrienta	hongerig
hambrienta	honger
hambrienta	verhongeren
anacronismos	anachronismen
inodoros	toiletten
defendible	verdedigbaar
politeísta	polytheïstische
invulnerabilidad	onkwetsbaarheid
sórdido	louche
ingenuos	naïef
ingenuos	naïeve
lija	schuurpapier
partenogénesis	parthenogenese
cardinalidad	kardinaliteit
prestador	geldschieter
salmanasar	salmanasser
desmoronarse	afbrokkelen
evalúe	evalueren
triatleta	triatleet
antipartícula	antideeltje
subestimado	ondergewaardeerd
subestimado	onderschat
subestimado	onderschatte
discrecional	discretie
discrecional	discretionaire
admiro	bewonder
admiro	bewonderen
desobedeció	ongehoorzaam
caminado	liep
caminado	gelopen
halajá	halacha
kinesiología	kinesiologie
conflagración	vuurzee
cañon	kanon
cañon	kloof
cañon	kanonnen
cañon	ravijn
neurótica	neurotische
yemeníes	jemenitische
teísmo	theïsme
asamés	assamees
taburete	stoelgang
taburete	kruk
taburete	ontlasting
recalentamiento	oververhitting
desbordamientos	overstroomt
condescendiente	betutteling
condescendiente	neerbuigend
chacales	jakhalzen
panteísmo	pantheïsme
marmotas	marmotten
derretir	smelt
derretir	smelten
reduccionismo	reductionisme
insalubres	ongezond
insalubres	ongezonde
supersticioso	bijgelovig
supersticioso	bijgeloof
supersticioso	bijgelovige
emocionados	enthousiast
emocionados	spannend
emocionados	opgewonden
freudiano	freudiaanse
reprendido	berispt
aventurado	waagde
ostrero	scholekster
hologramas	hologrammen
sirmia	syrmië
audiolibros	audioboeken
evocador	suggestief
arseniato	arsenaat
áfidos	bladluizen
elegí	koos
elegí	kozen
delineado	afgebakend
vacilación	aarzeling
subcontratación	uitbesteden
psilocibina	psilocybine
salvajismo	wreedheid
konstantínovich	konstantinovitsj
hidruros	hydriden
mentirosos	leugenaars
disfrazar	vermommen
disfrazar	vermommingen
disfrazar	vermomming
linaza	lijnzaad
exitos	succes
exitos	successen
orfandad	wees
orfandad	wezen
escandalosas	schandalig
escandalosas	schandalige
digresiones	uitweidingen
economico	economische
economico	economisch
taxonómicamente	taxonomisch
reaccionado	reageerde
orgasmos	orgasme
compensados	gecompenseerd
venid	kom
colabore	meewerken
colabore	samenwerken
cpe	eps
borrón	vervagen
borrón	waas
telegrafista	telegrafist
équidos	paardachtigen
herpetología	herpetologie
uniformado	geüniformeerde
imprevistas	onvoorziene
imprevistas	ongeplande
arenques	haring
cianosis	cyanose
cylons	cylons
bidones	drumstel
bidones	vaten
bidones	trom
bidones	trommels
ferrita	ferriet
humillantes	vernederen
humillantes	vernederende
humillantes	vernederend
cromátidas	chromatiden
exotérmica	exotherme
cirujana	chirurg
resfriados	verkouden
resfriados	verkoudheid
surfear	surfen
brillaba	scheen
centralizadas	gecentraliseerd
centralizadas	gecentraliseerde
absentismo	absenteïsme
absentismo	ziekteverzuim
absentismo	verzuim
simplificaciones	vereenvoudigingen
podridos	rotte
podridos	rot
podridos	verrot
anfípodos	vlokreeften
mordió	beetje
traigan	brengen
traigan	breng
herética	ketterse
lavada	gewassen
narcisos	narcissen
fagocitos	fagocyten
famila	familie
famila	gezin
excavadoras	graafmachines
apriete	strakker
apriete	knijpen
desnudarse	uitkleden
trombina	trombine
potasa	potas
cogeneración	wkk
ahorradores	spaarders
acería	staalfabrieken
megatones	megaton
policarbonato	polycarbonaat
retornados	geretourneerd
retornados	teruggegeven
retornados	teruggestuurd
retornados	teruggekeerd
desliz	glippen
irritar	irriteren
joder	neuken
termostato	thermostaat
manatíes	lamantijnen
trillizos	drieling
panqueques	pannenkoeken
panqueques	pannenkoek
holográfica	holografische
salicílico	salicylzuur
replanteamiento	heroverwegen
replanteamiento	heroverweging
glorificar	verheerlijken
adictivo	verslavend
irrigar	irrigeren
antinatural	onnatuurlijke
antinatural	onnatuurlijk
releer	herlezen
adopciones	adoptie
hipnotizado	gehypnotiseerd
fructíferas	vruchtbare
fructíferas	vruchtbaar
fugacidad	vergankelijkheid
disfruten	genieten
disfruten	geniet
entomológica	entomologische
admirando	bewonderen
sucedáneos	substituten
sucedáneos	plaatsvervangers
sucedáneos	vervangers
rebajas	verkopen
rebajas	uitverkoop
rebajas	kortingen
rebajas	verkoop
alegación	beschuldiging
alegación	bewering
abrahámicas	abrahamitische
distópica	dystopische
mimada	verwend
sobreproducción	overproductie
traicionero	verraderlijke
traicionero	verraderlijk
afrodisíaco	afrodisiacum
purasangre	volbloed
efedrina	efedrine
castigan	bestraffen
castigan	straffen
sinestesia	synesthesie
opcion	optie
recomendamos	aanbevelen
recomendamos	aanraden
epiléptico	epileptische
hexágonos	zeshoeken
pretencioso	pretentieus
peluquera	kapster
peluquera	kappers
peluquera	kapper
peluquera	kapsalon
envasados	verpakte
envasados	verpakt
falsificador	vervalser
mamita	mammie
mamita	mama
mamita	mamma
alarmantes	alarmerend
terrores	verschrikkingen
cancerígenos	kankerverwekkend
cancerígenos	kankerverwekkende
cancerígenos	carcinogene
cancerígenos	carcinogeen
intensificando	intensiveren
anticiparse	anticiperen
inminentes	dreigend
ulcerosa	ulcerosa
receptiva	ontvankelijk
arvejas	erwten
duatlón	duatlon
insectívoro	insectivoor
rines	velgen
acordeones	accordeons
bolígrafos	pennen
bolígrafos	hokken
morfismo	morfisme
disparen	schiet
disparen	schieten
alérgicos	allergie
alérgicos	allergische
alérgicos	allergisch
hérulos	herulen
mieloma	myeloom
irrespetuoso	respectloos
irrespetuoso	oneerbiedig
isquion	zitbeen
cancelaciones	annulering
escuchen	luister
escuchen	luisteren
conejito	konijntje
herpetólogo	herpetoloog
aproveche	grijpen
aproveche	pluk
confiese	beken
confiese	bekennen
confiese	biecht
hegeliana	hegeliaanse
condicionamientos	restricties
condicionamientos	beperkingen
perforó	doorboord
corporativista	corporatistische
voluble	wispelturig
voluble	grillig
transgresiones	overtredingen
ungüento	zalf
casilleros	kastjes
casilleros	kluisjes
estrangulador	wurgen
probabilística	probabilistische
analice	analyseren
analice	analyseert
desprevenido	nietsvermoedende
calvos	kale
calvos	kaal
incompletitud	onvolledigheid
primitivismo	primitivisme
ortigas	brandnetels
emplumados	gevederde
embalsamado	gebalsemd
pulverizado	verpulverd
correctivas	corrigerende
etérea	etherische
prohíba	verbieden
axiomático	axiomatische
extrapolar	extrapoleren
torturadas	gefolterd
torturadas	gemarteld
asistan	bijwonen
instale	installeren
instale	installeer
odioso	hatelijk
odioso	onaangenaam
odioso	hatelijke
escapadas	pauzes
escapadas	ontsnapt
escapadas	breekt
embistió	geramd
embistió	ramde
protestado	geprotesteerd
protestado	protesteerde
infringido	geschonden
distraída	afgeleid
movilizando	mobiliseren
flete	goederenvervoer
flete	vracht
flete	vrachtvervoer
contratante	aannemer
esquila	afknippen
añicos	verbrijzelen
caleidoscopio	caleidoscoop
sumideros	zinkt
biotina	biotine
retribuciones	beloning
retribuciones	bezoldiging
retribuciones	vergoeding
levitas	levieten
esperen	wacht
esperen	wachten
donut	donut
ingravidez	gewichtloosheid
respirando	ademen
respirando	ademhalen
respirando	ademhaling
hioides	tongbeen
pesimistas	pessimistische
pesimistas	pessimistisch
#de	#van
impregnados	geïmpregneerd
gravar	belasten
andrógino	androgyne
dignatario	hoogwaardigheidsbekleder
pericardio	hartzakje
micronaciones	micronaties
hurrita	hurritische
inutilizable	onbruikbaar
provocadora	provocerend
provocadora	provocerende
provocadora	uitdagend
provocadora	plagen
desenfrenado	ongebreidelde
mascarilla	maskers
mascarilla	masker
regalando	geven
tostados	geroosterd
exógenos	exogene
desequilibrada	onevenwichtig
desequilibrada	onevenwichtige
observen	observeren
inoportuna	voortijdig
contemple	overwegen
gatitos	katjes
pedigrí	stamboom
pedigrí	stamboek
pedigrí	afstamming
mordiendo	bijten
aplaudir	juich
aplaudir	klap
aplaudir	applaudisseren
aplaudir	klappen
sesos	hersenen
sesos	hersens
sesos	brein
autocar	koets
autocar	coachen
autocar	trainer
traicionaron	bedrogen
traicionaron	verraden
optimiza	optimaliseren
encomiable	prijzenswaardig
encomiable	verdienstelijk
encomiable	lovenswaardig
insípida	smakeloze
eufemismos	eufemismen
soplete	fakkel
soplete	brander
soplete	zaklamp
soplete	toorts
urinarios	urinoir
rema	roei
rema	roeien
rema	rij
traficar	mensenhandel
obscena	obsceen
glutámico	glutaminezuur
melanocitos	melanocyten
cajera	caissière
cajera	kassier
abucheos	boegeroep
matriarcal	matriarchale
canjear	verzilveren
canjear	verlossen
canjear	inwisselen
audífonos	hoofdtelefoon
audífonos	koptelefoon
serialismo	serialisme
donas	donuts
donas	donut
irresponsables	onverantwoordelijk
irresponsables	onverantwoordelijke
irresponsables	onverantwoord
metformina	metformine
luminiscencia	luminescentie
florista	bloemist
sobrecargado	overbelasting
sobrecargado	overladen
sobrecargado	overbelast
encantadores	charmant
encantadores	charmante
macacos	makaken
fertilizados	bevrucht
electroimán	elektromagneet
despiadados	genadeloos
despiadados	meedogenloos
despiadados	genadeloze
aullador	brulaap
contraejemplo	tegenvoorbeeld
okey	oke
okey	oké
póntico	pontische
limpió	schoongemaakt
limpió	gereinigd
hiperactivo	hyperactief
telepática	telepathische
telepática	telepathisch
gamuza	suède
frotar	wrijven
normalizadas	genormaliseerd
sofocante	verstikkende
sofocante	verstikken
flexibilización	versoepeling
agobiante	verstikkende
agobiante	verlammende
agobiante	verstikken
amígdalas	amandelen
verruga	wrat
devoluciones	geeft
devoluciones	restitutie
devoluciones	retourneren
devoluciones	retour
exagera	overdrijven
exagera	overdrijf
invocados	ingeroepen
invocados	aangeroepen
cuantificador	kwantor
aglutinación	agglutinatie
socrático	socratische
arañazos	schrammen
arañazos	krassen
amorcito	liefje
sheshonq	sjosjenq
kilometros	kilometer
neopreno	neopreen
arabescos	arabesken
agravados	verergerd
agravados	verergerde
restrictivos	beperkend
restrictivos	restrictieve
restrictivos	restrictief
restrictivos	beperkende
digitalizar	digitaliseren
injerencias	inmenging
injerencias	storing
injerencias	interferentie
criminólogo	criminoloog
flan	vla
adjuntar	bijvoegen
malévola	boosaardig
resentimientos	wrok
resentimientos	rancune
seleccione	selecteer
seleccione	selecteren
seleccione	kies
seleccione	kiezen
cientifico	wetenschapper
trufas	truffels
trufas	truffel
llaga	pijnlijk
diminutivos	verkleinwoorden
objetores	opposanten
facilitados	vergemakkelijkt
brocado	brokaat
kutúzov	koetoezov
deportar	deporteren
impotentes	machteloos
