மற்றும்	ve
விருப்பமில்லை	tersine
உயிர்க்கோளம்	biyosfer
நெகிழ்வான	esnek
பேசுவதை	konuşmak
பேசுவதை	konuşmaya
பேசுவதை	konuşuyor
பேசுவதை	konuşan
ஒழுங்கமைவு	arabulucu
ஒழுங்கமைவு	aracılık
ஒழுங்கமைவு	arabuluculuk
அகரவரிசைப்படி	alfabetik
டஜன்	düzine
டஜன்	düzinelerce
டஜன்	onlarca
லக்கி	şanslı
லக்கி	şans
மனநிலையை	ruh
அடித்தளங்கள்	temelleri
தோள்பட்டை	omuza
தோள்பட்டை	omuz
பேஷன்	moda
துரதிர்ஷ்டவசமாக	maalesef
வகுப்பறைகள்	sınıfları
வகுப்பறைகள்	sınıflar
டூயட்	düet
தோரணம்	şablon
தோரணம்	desen
சாண்டி	kumlu
பாடத்தை	ders
அலட்சியம்	kayıtsızlık
அலட்சியம்	ihmal
சுப்பர்	süper
பார்பர்	berber
கானும்	han
ஆவலுடன்	hevesle
வந்தடைந்தனர்	varıyor
அணுகக்கூடிய	erişilebilir
அணுகக்கூடிய	ulaşılabilir
லான்	ian
எழுதுகோல்	kalem
சுலபமான	sade
சுலபமான	basit
மலட்டுத்தன்மை	kısırlık
ஷாட்	vuruldu
ஷாட்	atış
ஷாட்	vurdu
காப்போம்	gizlilik
தலசீமியா	talasemi
இடைவேளை	mola
இடைவேளை	kır
இடைவேளை	kırma
ஜக்	sürahi
ஜக்	jaguar
அகராதியை	sözlük
அகராதியை	sözlüğü
கண்ணாடியை	bardak
கண்ணாடியை	bardaklar
கண்ணாடியை	gözlükler
கண்ணாடியை	gözlüklü
கண்ணாடியை	gözlük
தவிக்கும்	kurtarır
மியான்	miyan
நாள்காட்டி	takvimi
நாள்காட்டி	takvim
தோல்விக்கு	mağlup
தோல்விக்கு	yenilgi
தணிக்கையாளர்	müfettiş
மேல்புறம்	üst
தேறி	geliştirme
தேறி	iyileştirilmesi
துணைவர்	eşini
துணைவர்	eşi
துணைவர்	ortak
துணைவர்	eş
லஞ்சம்	rüşvet
ரஷியன்	rus
ரஷியன்	rusça
நுரை	köpüklü
நுரை	köpük
குமிழிகள்	lastik
குமிழிகள்	kauçuk
குமிழிகள்	kabarcık
குமிழிகள்	baloncuk
முயல்கள்	tavşanlar
கத்தரி	patlıcan
சுவாரஸ்யமான	enteresan
சுவாரஸ்யமான	ilginç
பீதி	panik
பீதி	paniğe
டாண்ட்டலம்	tantal
சோப்	sabunu
சோப்	sabun
பூச்சியியல்	entomoloji
மன்னித்து	affedin
மன்னித்து	affet
மன்னித்து	bağışla
மன்னித்து	affetmek
அஞ்சல்கள்	mesajları
அஞ்சல்கள்	mesaj
அஞ்சல்கள்	mesajlar
டிஸ்கோ	disko
கோணல்	ibne
ஏர்லைன்	havayolları
ஏர்லைன்	havayolu
பணியிடத்தில்	işyeri
கடற்பறவை	martı
போசான்	bozonu
தரகு	komisyon
பகிர்ந்த	paylaştı
பகிர்ந்த	paylaşıldı
பகிர்ந்த	paylaşılan
பகிர்ந்த	paylaştım
நலமாக	iyi
முப்தி	müftü
அடமானங்கள்	ipotek
அடமானங்கள்	mortgage
உருவாக்குநர்	geliştirici
திருமணமாகாத	evlenmemiş
டெவலப்பர்	geliştirici
ஹஸன்	hasan
உணர்ந்தேன்	hissettim
தும்பி	yusufçuk
வெகுமதி	ödülü
வெகுமதி	ödül
வடிகட்டிகள்	filtre
வடிகட்டிகள்	filtreler
வசனத்தை	ayet
வசனத்தை	dize
வெட்கம்	yazik
வெட்கம்	yazık
வெட்கம்	utanç
வெட்கம்	çekingen
வெட்கம்	utangaç
வெட்கம்	ayıp
விளம்பரதாரர்கள்	sponsor
விளம்பரதாரர்கள்	sponsorlu
ஆளாகின்றனர்	bunalım
ஆளாகின்றனர்	depresyon
வாசி	okuma
வாசி	okuyun
வாசி	okumak
வாசி	oku
யுக்தி	fikri
யுக்தி	fikir
கொள்ளையர்கள்	korsan
கொள்ளையர்கள்	yağmacılar
கொள்ளையர்கள்	korsanlar
நிர்வாணம்	çıplaklık
அலைகளில்	gelgit
உச்சரிப்பில்	aksanı
உச்சரிப்பில்	aksan
நினைத்ததை	düşünce
பீக்கிங்	pekin
பிரிகேட்	tugay
வறண்டு	kuru
மாட்டிறைச்சி	et
மாட்டிறைச்சி	biftek
வெறுப்பை	nefret
வெறுப்பை	kin
கேரட்	havuç
லோகோ	logosu
அங்கீகரிப்பு	onaylama
அங்கீகரிப்பு	onay
ஸ்கோலியோசிஸ்	skolyoz
நட்புடன்	dostu
நட்புடன்	dostça
நட்புடன்	dost
சாஸ்	soslu
சாஸ்	sos
சாஸ்	sosu
ராட்டர்டாம்	hollanda
சொல்லு	söyle
சொல்லு	anlat
காணொளிகள்	videolar
காணொளிகள்	videoları
காணொளிகள்	video
அறிவிக்கிறது	duyurdu
ஊதி	darbe
முயற்சிக்க	deneyin
முயற்சிக்க	dene
கண்கவர்	etkileyici
கண்கவர்	büyüleyici
நிதானமாக	ayık
ஜவுளி	tekstil
குர்ட்	kürt
ட்ரில்லியன்	trilyon
பயோ	biyografi
பயோ	biyo
குருத்தெலும்பு	kıkırdak
தச்சர்	marangoz
கொல்லர்	demirci
குளிரில்	soğuk
குளிரில்	soguk
மஹ்மூத்	mahmut
வரப்போகும்	yaklaşan
வரப்போகும்	yaklaşmakta
வரப்போகும்	yaklaşıyor
ஆசைகள்	dilek
ஆசைகள்	dilekler
பாவாடை	etek
சோஃபியா	sofya
தன்னலமற்ற	özverili
புளுட்டோனியம்	plütonyum
சிண்டிகேட்	sendika
தற்செயல்	rastlantı
தற்செயல்	tesadüf
குளோரேட்டு	klorat
இறந்தார்கள்	öldü
இறந்தார்கள்	öldüm
வெளிப்படுத்துதல்	ifşa
விருப்பத்தேர்வுகள்	seçenekler
விருப்பத்தேர்வுகள்	tercihler
விருப்பத்தேர்வுகள்	seçenek
விருப்பத்தேர்வுகள்	tercihleri
விருப்பத்தேர்வுகள்	seçenekleri
காகங்கள்	karga
காகங்கள்	kargalar
தேடலை	arayın
தேடலை	ara
தேடலை	arama
லாஜிக்	mantıksal
லாஜிக்	mantık
தன்னியக்கமாக	otomatik
சத்துணவு	besin
சத்துணவு	beslenme
அதிசயமான	mucizevi
நதிநீர்	nehri
நதிநீர்	irmak
நதிநீர்	nehir
பாபிலோன்	babil
பூசணி	balkabağı
பூசணி	kabak
பிரிவினையை	ayırma
பிரிவினையை	ayrılık
பிரிவினையை	ayrılma
புவியியலாளர்	jeolog
தொடரவும்	devam
வாக்கியத்தை	hüküm
வாக்கியத்தை	cümle
வாக்கியத்தை	ceza
நரம்பணுவியல்	nörobilim
ஓட்டுநர்கள்	sürücüler
ஓட்டுநர்கள்	sürücüleri
கொழுப்பை	yağ
கொழுப்பை	şişko
கொழுப்பை	şişman
தவழும்	ürkütücü
தவழும்	ürpertici
சோசலிசம்	sosyalizm
#முதல்	#ilk
எகிப்தியர்	mısırlılar
ரஸ்ஸல்	russel
எதில்	etil
சட்டபூர்வமாக	kanunen
விமர்சிக்கும்	eleştirmek
அரசியல்வாதிகளின்	politikacı
அரசியல்வாதிகளின்	siyasiler
அரசியல்வாதிகளின்	politikacılar
தந்திரங்கள்	numaralar
தந்திரங்கள்	hile
தந்திரங்கள்	hileler
வெப்பமடைதல்	isınma
ஒசாமா	usame
தேவையானவை	zorunlu
தேவையானவை	gerekli
தேவையானவை	gerekiyor
தேவையானவை	gereklidir
பீனைல்	fenil
பிளான்	plân
பிளான்	planı
பிளான்	planla
தசைகளை	kaslar
தசைகளை	kaslı
தசைகளை	kasları
ஆன்ட்டி	teyzem
ஆன்ட்டி	teyze
மனதிற்கு	akıl
மனதிற்கு	zihin
பொறுப்புள்ள	sorumlu
பொறுப்புள்ள	sorumlusu
சீரகம்	kimyon
கிரிஸ்டல்	kristal
நரிகள்	tilkiler
வேலிகள்	çitler
வேலிகள்	çit
ரன்னர்	koşucu
ரன்னர்	kaçak
கண்ணிவெடி	mayın
கண்ணிவெடி	maden
எவருமே	zampara
குடிப்பது	içmek
குடிப்பது	içme
குடிப்பது	içiyor
குடிப்பது	içki
சிரமங்களை	zorluklar
சிரமங்களை	zorluk
இடுகை	gönderi
வெள்ளையர்கள்	beyazları
வெள்ளையர்கள்	beyazlar
பலவற்றிற்கு	daha
பலவற்றிற்கு	devamı
மஜ்னு	mecnun
பிரம்பு	baston
அசீம்	haşim
காரணமானவர்	sırbistan
குழப்பத்தில்	karışık
குழப்பத்தில்	karıştı
குழப்பத்தில்	şaşkın
அளவுருக்கள்	parametreleri
லேசாக	işık
லேசாக	aydınlık
லேசாக	hafif
லேசாக	nur
புதைகுழி	obruk
யாரென்று	kim
யாரென்று	kimler
கலிடோனியா	kaledonya
கற்பழிப்பு	tecavüz
நத்தைகள்	salyangoz
மணற்கல்	kumtaşı
நிரலாளர்	programcı
கோளங்கள்	küre
நேர்மையாக	dürüstçe
கொறிணி	kemirgen
அமர்வுகள்	seans
கோமாளிகள்	palyaçolar
பாட்டியின்	büyükanne
பாட்டியின்	babaanne
பாட்டியின்	anneanne
அணைக்க	kapatma
அணைக்க	kapama
தொல்லுயிரியல்	paleontoloji
மூட்டை	paketle
ஜோக்கர்	şakacı
ஒயின்	şarap
மேரேஜ்	evlilik
வற்புறுத்தி	kuvvet
வற்புறுத்தி	zorla
வற்புறுத்தி	güç
பசங்க	millet
பசங்க	beyler
பசங்க	çocuklar
பசங்க	erkekler
ஷாப்	dükkan
ஷாப்	alışveriş
ஷாப்	mağaza
ஷூ	ayakkabı
வெற்றியாகும்	zafer
நிரூபித்தது	kanıtladı
நிரூபித்தது	kanıtlandı
கோப்பர்னிக்கஸ்	kopernik
கச்சிதமான	kusursuz
கச்சிதமான	mukemmel
கச்சிதமான	mükemmel
அட்சரேகை	enlem
சிரிக்க	gülün
சிரிக்க	gül
சிரிக்க	gülmek
சிரிக்க	gülme
சிரிக்க	kahkaha
லாம்ப்	kuzum
லாம்ப்	kuzu
சங்கிலியால்	zincirli
சட்டையை	tişört
சட்டையை	gömlek
ஜார்	kavanoz
லேப்ஸ்	laboratuvarları
லேப்ஸ்	laboratuvar
நீளவாக்கில்	portre
நீளவாக்கில்	dikey
எலியாஸ்	ilyas
காக்கி	haki
முள்ளும்	diken
உணர்கிறார்	hissetmek
உணர்கிறார்	duygular
உணர்கிறார்	duygularını
உணர்கிறார்	his
உணர்கிறார்	hissediyorum
உணர்கிறார்	hisler
உணர்கிறார்	duygu
உணர்கிறார்	hissediyor
நற்பண்புகள்	erdem
சல்	şal
எங்களின்	bizim
மான்ஸ்டர்	canavar
பின்புறமாக	tersten
பின்புறமாக	geri
பின்புறமாக	geriye
உதித்த	uyan
சோமாலிய	somalili
பொலிவிய	bolivya
கண்டிப்பு	katı
துப்பறிவாளர்	araştırmacı
ஹெலிகாப்டர்	helikopterle
ஹெலிகாப்டர்	helikopter
கூரியர்	kurye
உத்வேகம்	ilham
சிம்மாசனம்	taht
கொடுங்கோல்	zorba
கொடுங்கோல்	zalim
கொடுங்கோல்	tiran
சுரா	sure
சொந்தக்காரர்	sahibinden
சொந்தக்காரர்	sahibi
மனதளவில்	zihinsel
எரிச்சலூட்டும்	gıcık
சேர்க்கப்பட்டனர்	ekledi
சேர்க்கப்பட்டனர்	eklenmiş
சேர்க்கப்பட்டனர்	eklendi
சேர்க்கப்பட்டனர்	eklenen
சேவ்	dik
ஒத்திசை	senkronize
திரட்டுதல்	kümeleme
உறுதிப்படுத்தல்	onaylama
உறுதிப்படுத்தல்	doğrulama
உறுதிப்படுத்தல்	onay
டெக்டோனிக்	tektonik
சிட்டுக்குருவி	serçeler
ஏஜென்சி	ajans
ஏஜென்சி	teşkilat
ஏஜென்சி	ajansı
அநீதி	adaletsizlik
அநீதி	zulüm
அநீதி	haksızlık
தட்டம்மை	kızamık
ஐகான்	simgesi
ஐகான்	simge
வாங்குபவர்கள்	alıcılar
வாங்குபவர்கள்	alıcı
சித்தப்பா	dayı
சித்தப்பா	amca
லூப்	döngü
லூப்	döngüsü
அழும்	ağlıyorum
அழும்	ağlayan
அழும்	ağlamak
அழும்	ağlıyor
அழும்	ağlar
அழும்	ağlama
படகோட்டி	kürekçi
படித்தேன்	okudu
நியாசின்	niasin
சலனம்	günaha
மெகாபிக்சல்	megapiksel
பருகும்	sığır
பருகும்	sığırlar
ஞானஸ்நானம்	vaftiz
விடுவித்தார்	kölelik
ஆழமாகப்	firma
அண்ணி	yenge
உடுத்தும்	giy
ஜிப்ரால்டர்	cebelitarık
சிக்	şık
பீம்	işın
கிறிஸ்துவை	isa
கதீஜா	hatice
ஆப்பிள்கள்	elmalar
ஆப்பிள்கள்	elma
ஆதரிக்கப்படும்	desteklenen
ஆதரிக்கப்படும்	destekli
கெமிக்கல்	kimya
கெமிக்கல்	kimyasal
காக்கேசிய	kafkas
காக்கேசிய	beyaz
கர்வம்	gururu
கர்வம்	gurur
மசாஜ்	masaj
நிச்சயதார்த்தம்	etkileşim
நிச்சயதார்த்தம்	nişan
வீல்	teker
வீல்	çark
வீல்	tekerlek
இனவாத	irkçılık
இனவாத	irkçı
வெப்பவியக்கவியல்	termodinamik
மதிப்பிற்குரிய	saygın
பூட்டுகள்	kilitler
பூட்டுகள்	kilit
பூட்டுகள்	kilitleri
பொருந்தவில்லை	uyumsuzluğu
வெண்டி	bamya
பேப்	bebek
பேப்	bebeğim
ராவுல்	raoul
பெர்மாங்கனேட்டு	permanganat
ஊனுண்ணி	etobur
உருவரை	düzeni
உருவரை	düzen
உருவரை	yerleşim
சேமிக்கிறது	kaydetme
சேமிக்கிறது	tasarruf
சேமிக்கிறது	kurtarmak
டீல்	anlaşma
டீல்	anlaştık
தடுப்பூசிகள்	aşı
பாதங்களை	ayakları
பாதங்களை	ayak
பாதங்களை	ayaklar
பொறுமையாக	sabırla
புக்கரெஸ்ட்	bükreş
ஜெல்லி	reçel
சிரம்	secde
தெளிவுத்திறன்	çözünürlük
தெளிவுத்திறன்	çözüm
தெளிவுத்திறன்	kararlar
தெளிவுத்திறன்	kararları
ஆத்திரம்	öfke
சேனல்கள்	kanallar
சேனல்கள்	kanal
சேனல்கள்	kanalları
ஏற்கிறேன்	kabul
ஏற்கிறேன்	katılıyorum
பார்த்ததில்	görmek
ஜேட்	yeşim
ஆரம்பித்தான்	kil
ஆரம்பித்தான்	çamur
பில்டர்	inşaatçı
எழுந்தருளும்	yüksel
எழுந்தருளும்	kalk
மியாவ்	miyav
ஆந்த்ராக்ஸ்	şarbon
கடையை	dükkan
கடையை	alışveriş
கடையை	mağaza
ஏற்றப்படுகிறது	yükleniyor
ஏற்றப்படுகிறது	yükleme
அனத்தோலியா	anadolu
இண்டஸ்ட்ரீஸ்	sanayi
இண்டஸ்ட்ரீஸ்	endüstri
அளவில்லாத	sınırsız
முடிவில்லாத	sonsuz
குக்கீ	çerez
குக்கீ	kurabiye
மோசுல்	musul
லான்ஸ்	mızrak
கானர்	conner
பிம்பங்கள்	görseller
பிம்பங்கள்	resimler
பிம்பங்கள்	görüntüler
நிறுத்துகிறது	durdurmak
நிறுத்துகிறது	durmak
புல்லை	çimen
புல்லை	ot
புல்லை	çim
பிரிட்	ingiliz
லயன்ஸ்	aslanları
லயன்ஸ்	aslanlar
ஹெர்குலஸ்	herkül
விண்ணப்பித்த	uygulamalı
பண்ண	çiftlik
விரி	genişlet
விரி	genişletmek
திருத்துதல்	montaj
திருத்துதல்	düzenleme
திருத்துதல்	kurgu
சீரமைக்கப்பட்டது	yenilenmiş
சாபவிமோசனம்	kurtuluşu
சாபவிமோசனம்	kurtuluş
விரும்பினேன்	sevilen
விரும்பினேன்	sevdiğini
பதற்றம்	kaygı
பதற்றம்	gerilim
பதற்றம்	tansiyon
பதற்றம்	endişe
பதற்றம்	gerginlik
தண்டிக்க	cezalandırmak
தண்டிக்க	cezalandırma
தண்டிக்க	azap
தாதியர்	parçalanmış
தாதியர்	ezilmiş
துரத்தும்	kovalamak
தைரியம்	cesaret
காதுகளில்	kulakların
காதுகளில்	kulakları
காதுகளில்	kulaklar
விற்பவர்	satıcı
விற்பவர்	sağlayıcı
உத்திரவாதம்	garantili
உத்திரவாதம்	garantisi
உத்திரவாதம்	garanti
மூதாதை	atam
தூரிகை	fırça
ஐதராக்சைல்	hidroksil
வாக்குறுதியை	mutabakat
சந்திப்பை	karşılaşma
உற்சாகத்துடன்	heves
உற்சாகத்துடன்	coşku
ஆஹா	yaşasın
ஆஹா	oley
ஆஹா	vay
நினைவுகளை	hatıralar
நினைவுகளை	anılar
ஹங்கேரியன்	macar
ஹங்கேரியன்	macaristan
லிபர்டி	özgürlük
லிபர்டி	hürriyet
திரவியங்கள்	parfüm
கொலைகாரன்	tetikçi
கொலைகாரன்	katil
அம்புக்குறி	ok
விஷ	zehirli
கொரியர்கள்	koreliler
ஹோமி	kanka
யதார்த்தமான	gerçekçi
வேணும்	istiyorum
நகர்த்தப்பட்டது	taşınan
நகர்த்தப்பட்டது	taşınmış
நகர்த்தப்பட்டது	taşındı
உமய்யா	emevi
பொத்தான்கள்	düğmeler
பொத்தான்கள்	düğmeleri
பொத்தான்கள்	düğme
எல்லாமும்	herşey
எல்லாமும்	hersey
எல்லாமும்	herşeyi
நையோபியம்	niyobyum
பழையது	eski
பழையது	yaşlı
பழையது	ihtiyar
அனுபவமிக்க	tecrübeli
அனுபவமிக்க	deneyimli
குறியியல்	göstergebilim
உஸ்தாத்	üstad
கொடூரமாக	acımasızca
கொடூரமாக	vahşice
லெஸ்பியன்	lezbiyen
பெருந்தமனி	aort
சிலிண்டர்	silindir
இலவசம்	ücretsiz
இலவசம்	özgür
இலவசம்	serbest
இலவசம்	bedava
பங்குண்டு	mahrum
வைட்டமின்கள்	vitamin
சிசிலியன்	sicilyalı
சிசிலியன்	sicilya
அமை	tuzak
அமை	kurulumu
அமை	seti
அமை	ayarlama
அமை	kurulum
அலெப்போ	halep
தைத்து	dikiş
முன்னுரிமைகள்	tercihler
முன்னுரிமைகள்	tercihleri
லோசான்	lozan
ஹோல்டிங்ஸ்	holding
சிரங்கு	egzama
சிரங்கு	uyuz
பிரசங்கம்	vaaz
கிண்ணக்குழி	krater
கேளிர்	akraba
கேளிர்	akrabalık
கேளிர்	ilişki
அசைவூட்டம்	animasyonlar
வேர்க்கடலை	fıstık
சுடரொளி	sim
வலுப்படுத்தும்	güçlendirme
பதிவுசெய்யப்பட்டது	kaydedildi
பதிவுசெய்யப்பட்டது	kaydedilmiş
பதிவுசெய்யப்பட்டது	kaydedilen
அரைக்கும்	taşlama
தாவல்	sekme
கழுவும்	yıkama
குக்கீகள்	çerez
குக்கீகள்	kurabiye
மக்தூம்	maktum
மக்தூம்	mahdum
சிறைச்சாலைகள்	hapishane
நீளுருண்டை	küremsi
டிச	aralık
தாமதமான	gecikmiş
உலாவல்	seyir
உலாவல்	tarama
உலாவல்	navigasyon
உலாவல்	gezinti
கேடி	sahtekar
கேடி	sahtekâr
கேடி	dolandırıcı
ஐடியா	fikri
ஐடியா	fikir
புத்துணர்ச்சி	ferahlatıcı
புத்துணர்ச்சி	canlandırıcı
அந்தரங்கம்	samimiyet
அந்தரங்கம்	mahremiyet
அந்தரங்கம்	yakınlık
அந்தரங்கம்	gizlilik
குற்றங்களில்	suçları
குற்றங்களில்	suçlar
#காதல்	#aşk
மோஸ்	yosun
கூடாரங்கள்	çadır
ரபேல்	rafael
கோப்ரா	kobra
பேணுவதில்	istinat
பன்னி	tavşan
பன்னி	tavşancık
பன்னி	domuz
சம்பாதித்த	kazanılan
சம்பாதித்த	kazanılmış
பலாத்காரம்	tecavüz
பலாத்காரம்	tecavüze
பெயரிடப்படாத	adsız
பெயரிடப்படாத	isimsiz
பெயரிடப்படாத	soyadı
பெயரிடப்படாத	soyadın
கென்ய	kenya
தொழில்முனைவோர்	girişimciler
கிராபிக்	grafik
விளக்கில்	aydınlatma
விளக்கில்	işık
விளக்கில்	işıklandırma
லாக்டிக்	laktik
எடிட்டர்	düzenleyici
எடிட்டர்	editör
விரிப்புகள்	halılar
விரக்தி	umutsuzluk
விரக்தி	çaresizlik
ப்ளஸ்	artı
துரோகி	hain
அந்நியன்	yabancı
ரசாயனம்	kimya
ரசாயனம்	kimyasal
விசுவாசமாக	sadık
விசுவாசமாக	vefalı
வீட்டுவசதி	konut
வீட்டுவசதி	barınma
இரக்கமற்ற	insafsız
இரக்கமற்ற	acımasız
இரக்கமற்ற	merhametsiz
எரிகிறது	yanar
எரிகிறது	yanıklar
எரிகிறது	yanık
பூட்ஸ்	bot
பூட்ஸ்	çizmeler
பூட்ஸ்	botlar
பூட்ஸ்	botları
பூட்ஸ்	çizme
ஆபாசம்	pornografi
வெள்ளிக்கிழமைகளில்	cuma
கோடரி	balta
அறக்கட்டளைகள்	güveniyor
மழுங்கிய	küt
தேர்ந்தெடுக்கவும்	seç
தேர்ந்தெடுக்கவும்	seçiniz
தேர்ந்தெடுக்கவும்	seçin
பர்கர்	hamburger
பில்டிங்	inşaat
பில்டிங்	inşa
பில்டிங்	bina
சுறாக்கள்	köpekbalığı
சுறாக்கள்	köpekbalıkları
நசீம்	nazım
அளவிடல்	ölçekleme
மாதுளை	nar
தீட்டு	boya
தீட்டு	boyama
நுழை	girin
நுழை	ekle
நுழை	gir
சமாரியா	samarya
யாக்	öküz
ப்ரோக்கோலி	brokoli
மரியாதைக்குரிய	saygın
மரியாதைக்குரிய	saygıdeğer
பாயசம்	lapa
பகைவர்கள்	düşman
பகைவர்கள்	düşmanlar
கனிந்த	olgun
வயதானவர்கள்	eski
வயதானவர்கள்	eskiler
வயதானவர்கள்	yaşlılar
உறுதிப்படுத்தவும்	doğrula
உறுதிப்படுத்தவும்	onayla
சியாமிய	siyam
கணிமி	plazmid
சிந்தும்	değer
இட்டைட்டு	hitit
புரிதலும்	idrak
புரிதலும்	fark
எடுக்கிறார்	alıyor
கிண்ணங்கள்	kase
கிண்ணங்கள்	kâse
ஜோதிட	astrolojik
கெட்டது	negatif
கெட்டது	olumsuz
நிமோனியா	zatürre
பியூட்டேன்	bütan
நிரப்பிய	doldurulmuş
நிரப்பிய	dolu
நிரப்பிய	dolmuş
நிரப்பிய	doldu
அபிப்பிராயம்	gösterim
அபிப்பிராயம்	izlenim
ஆன்மாக்கள்	ruhları
ஆன்மாக்கள்	ruhlar
வாழ்த்துக்களும்	selamlar
ஆபரேட்டர்	operatör
ஆபரேட்டர்	operatörü
ஆபரேட்டர்	santral
பறக்காத	uçamayan
வேகவைத்த	kaynamış
வேகவைத்த	haşlanmış
ஷெரீஃப்	şerif
மறித்து	engelleme
விஷத்தை	zehir
டிசைனர்	tasarımcı
டிசைனர்	tasarım
டிசைனர்	tasarımcısı
பாராட்ட	takdir
பாராட்ட	kıymet
ஊடுகதிரியல்	radyoloji
மன்னிக்க	affedin
மன்னிக்க	affet
மன்னிக்க	bağışla
மன்னிக்க	affetmek
ஆசிப்	asıf
பிடித்திருக்கிறது	gibi
பிடித்திருக்கிறது	beğen
அரசியல்வாதிகளும்	politikacı
அரசியல்வாதிகளும்	siyasiler
அரசியல்வாதிகளும்	politikacılar
இனிவரும்	yaklaşan
இனிவரும்	yaklaşmakta
இனிவரும்	yaklaşıyor
கொத்தமல்லி	salatalık
வெறுக்கத்தக்க	alçak
வெறுக்கத்தக்க	aşağılık
உருமறைப்பு	kamuflaj
உருமறைப்பு	kamufle
ஈரப்பதத்தை	nem
ஈரப்பதத்தை	nemi
இடைநிறுத்தப்பட்டது	durduruldu
ஊனமுற்ற	özürlü
ஊனமுற்ற	engelli
பேரின்பம்	saadet
தனிப்பயன்	özel
சிற்றின்ப	erotik
நோட்டம்	ekran
நோட்டம்	monitör
சீரியல்	seri
கருப்பன்	çekirdek
கருப்பன்	çekirdeği
பாவத்தை	günah
ட்ரான்ஸ்	iha
கவனியுங்கள்	dikkat
கவனித்தல்	dinliyor
கவனித்தல்	dinlemek
கவனித்தல்	dinleme
கவனித்தல்	dinliyorum
ஸ்காட்ச்	iskoç
ஸ்காட்ச்	viski
பீன்ஸ்	fasulye
காட்டுக	gösterin
காட்டுக	gösteri
காட்டுக	göster
காட்டுக	şov
கருத்தியம்	idealizm
நிரப்புதல்	doldurma
நிரப்புதல்	dolgu
நிரப்புதல்	dolum
ஈவ்	havva
ஜிப்சம்	alçı
ஜிப்சம்	alçıtaşı
கேலரி	galeri
கேலரி	galerisi
வெதுவெதுப்பான	sıcacık
வெதுவெதுப்பான	ilık
வெதுவெதுப்பான	sıcak
புகாரை	anlaşmazlığı
புகாரை	tartışma
புகாரை	anlaşmazlık
புகாரை	itiraz
கோரப்பட்டது	istenen
கோரப்பட்டது	istendi
கோரப்பட்டது	talep
சந்தேகத்திற்குரிய	şüpheli
சந்தேகத்திற்குரிய	şüphe
சந்தேகத்திற்குரிய	şüpheci
சந்தேகத்திற்குரிய	kuşkulu
தேர்ந்தெடுக்கிறது	seçme
தேர்ந்தெடுக்கிறது	seçmek
சீசனுக்கு	bahisler
சீசனுக்கு	bahis
சீசனுக்கு	bahisleri
கார்டுகள்	kartlar
கார்டுகள்	kart
கார்டுகள்	kartları
அலசல்	teşhis
ஜாமீன்	kefaleti
ஜாமீன்	kefaletle
ஜாமீன்	kefalet
அரவணைப்பில்	sarıl
அரவணைப்பில்	sarılmak
ஜாவி	cavi
அரிமானம்	korozyon
உறுதிசெய்யப்பட்டது	onaylandı
உறுதிசெய்யப்பட்டது	doğrulandı
உறுதிசெய்யப்பட்டது	doğruladı
உறுதிசெய்யப்பட்டது	onaylanmış
பலகோணம்	çokgen
கதவுகளை	kapılar
கதவுகளை	kapı
கதவுகளை	kapıları
அர்த்தமற்ற	mantıksız
கிவ்	kiev
பைபிளில்	incili
பைபிளில்	incil
நம்பமுடியாத	inanılmaz
உதைத்து	tekme
துருவி	kaşif
தத்தெடுத்து	evlatlık
சுரைக்காய்	kabak
தோகை	tüy
பார்ப்பதை	görmek
வெள்ளரி	hıyar
வெள்ளரி	salatalık
சுத்தியல்	çekici
சுத்தியல்	çekiç
அவிழ்த்து	çöz
முயற்சிக்கிறேன்	denemek
தீவனம்	yem
மெட்ரோனிடசோல்	metronidazol
உடைத்த	kırıldı
உடைத்த	meteliksiz
உடைத்த	kırdı
பாசிட்ரான்	pozitron
கேட்கப்பட்டது	istedi
கேட்கப்பட்டது	sormuş
கேட்கப்பட்டது	sordu
கேட்கப்பட்டது	soran
கேட்கப்பட்டது	sordum
விழுவது	düşüyor
விழுவது	düşen
விழுவது	düşmek
ஜெபம்	namaz
ஜெபம்	dua
ஜெபம்	dualar
பெயிண்ட்	boya
பெயிண்ட்	boyama
துணிச்சல்	cüret
துணிச்சல்	cesaret
தோற்றமுரண்	paradoks
தோற்றமுரண்	çelişki
கையுறை	eldiven
கையுறை	eldivenler
தூண்டுவது	uyarıcı
கோபமாக	sinirli
கோபமாக	öfkeli
கோபமாக	kızgın
லாரல்	defne
பொறுப்பற்ற	sorumsuzluk
பொறுப்பற்ற	sorumsuz
எதுவாயினும்	herneyse
பிரகாசமாக	parlak
பிரகாசமாக	aydınlık
மகனுடன்	oğul
மகனுடன்	oğlum
மகனுடன்	evlat
தண்ணீரைக்	su
சாப்பிட்ட	yemiş
சாப்பிட்ட	yedi
சாப்பிட்ட	yedim
சாப்பிட்ட	yenmiş
டிராய்	truva
மலர்களால்	çiçek
மலர்களால்	çiçeği
மலர்களால்	çiçeğim
இலந்தனைடு	lantanit
சுருக்கெழுத்து	steno
சிம்மம்	aslan
விக்கிமேற்கோள்	vikisöz
இணையதளத்தை	site
புருவம்	kaş
மென்மையானது	kaygan
மென்மையானது	kurnaz
சிட்டிசன்	yurttaş
சிட்டிசன்	vatandaş
ஆஸ்திரலேசியா	avustralasya
சுருக்கு	çöküş
