से	از
टोटेनहम	هاتسپر
लिनस	لینس
बुशहर	بوشهر
काफ्का	کافکا
फ्रिंज	فرینج
यर्कीज़	یرکیز
धुँधली	تاره
मिंक	مینک
जोए	جو
लिफाफा	پاکت
फाइजर	فایزر
नेल्स	میخ
नेल्स	ناخن
टिल्डेन	تیلدن
बेचारा	فقیر
बेचारा	بیچاره
बेचारा	فقیران
बेचारा	فقیری
फरो	فارو
पिंडर	پیندر
समारा	سامارا
लिपजिग	لایپزیگ
बलात्कारी	متجاوز
खोईसान	خویسان
बुज़ुर्गों	بزرگان
क्वांटीकरण	کوانتیزه
नोवाया	نوایا
अपघर्षण	سایش
हार्टले	هارتلی
लेनिनग्राड	لنینگراد
आकाशगंगाएँ	کهکشانها
नैया	فمورال
अज्ञेयवादी	خداباوری
किरिबाती	کیریباتی
शेवरलेट	شورلت
शेवरलेट	شورولت
अत्तिला	آتیلا
अरूबा	آروبا
बेहिश्त	رسان
मैराकाना	ماراکانا
कैरो	قاهره
कैरो	کایرو
पैराग्लाइडिंग	پاراگلایدر
बुकमार्क	نشانک
ब्राज़ीलियाई	برزیلی
ब्राज़ीलियाई	برزیل
लोवेल	لاول
लोवेल	لوول
लोवेल	لول
ब्लाउज	پیراهن
ब्लाउज	بلوز
लडका	پسر
फैंसी	پندار
फैंसी	گمان
फैंसी	محبوبی
टक	تاک
टक	توک
हुनान	هونان
छक्का	شیش
छक्का	سیکس
छक्का	شش
डाइव	غواصی
डाइव	شیرجه
स्ट्रेचर	برانکار
मार्टिनेज	مارتینز
एंज़ो	انزو
ह्वीटस्टोन	ویتستون
घुंघराले	فرفری
विल्ला	ویلا
गुलदाउदी	داودی
लूटना	سرقت
रेंजरों	تکاور
आईरिस	آیریس
आईरिस	زنبق
आईरिस	آیرس
तीव्रग्राहिता	آنافیلاکسی
स्क्रैप	قراضه
इम्तिहान	وسوسه
श्रोडिंगर	شرودینگر
नामीब	نامیب
पहचानो	شناختن
पहचानो	شناسایی
प्लाज्मिड	پلاسمید
बदबूदार	تعفن
बदबूदार	بدبو
पारसैक	پارسک
फोनोग्राफ	گرامافون
ड्रायर	درایر
खौलते	جوش
हिदेकी	هیدکی
निगर	نیجر
कार्यनीति	استراتژی
कार्यनीति	راهبرد
दिरहम	درهم
जेनिस	جنیس
महापुरूष	افسانه
माइक्रोकंट्रोलर	میکروکنترلر
सातो	ساتو
मोहलत	مهلت
हास्टिंग्स	هیستینگز
हास्टिंग्स	هستینگز
शेरिल	شریل
ताइक्वांडो	تکواندو
चेवी	چوی
एयरपोर्ट्स	فرودگاههای
एयरपोर्ट्स	فرودگاهها
रोहे	تراخم
टिड्डे	ملخ
वाल्डो	والدو
जैकबसन	جاکوبسون
खटमल	ساس
टट्टी	مستراح
कॅलिक्स्टस	کالیکتوس
ताबीज	طلسم
जिआंगशी	جیانگشی
गलफड़ों	آبشش
बीज़ान्टिन	بیزانس
ब्रीफिंग	توجیهی
प्रेमालाप	معاشقه
डेंट	دنت
डेंट	فرورفتگی
अल्वारेज़	آلوارز
शीले	شیله
लोएब	لوب
वाइरल	ویروسی
मिच	میچ
फार्मासिस्ट	داروساز
हंसना	بخند
हंसना	خنده
हंसना	خندیدن
हंसना	خندیدم
प्रोजेस्टेरोन	پروژسترون
यूगोस्लाव	یوگوسلاوی
बर्नले	برنلی
टेलीग्राम	تلگرام
अबरार	ابرار
अबरार	نیکان
कॉस्टेलो	کاستلو
देमेनतीवा	دیمنتیوا
अनभिज्ञता	جهل
अनभिज्ञता	نادانی
अनभिज्ञता	جهالت
बूस्ट	ارتقا
बूस्ट	بوست
वान्केल	وانکل
नाज	ناز
लारेंज़	لورنتز
लानी	لانی
टिटहरी	آبچلیک
सर्ज	سرژ
वार्तालापों	مکالمات
कूलम्ब	کولن
माँगना	التماس
माँगना	گدایی
मेरिनो	مرینو
इप्सविच	ایپسویچ
पार्श्ववर्ती	کناری
पार्श्ववर्ती	جانبی
बिंगो	بینگو
कंकर	سنگریزه
काहिल	کیهیل
बेन्थम	بنتام
बगदादी	بغدادی
स्ट्रोन्शियम	استرانسیم
वेस्टा	وستا
मस्ज़िद	مساجد
लिम्फाडेनोपैथी	لنفادنوپاتی
महसूद	محسود
पिकेट	پیکت
विव	ویو
तौलिया	حوله
इमानदार	صادقانه
इमानदार	صادقی
इमानदार	امین
इमानदार	صادق
इमानदार	راستگو
खगोलमिति	اخترسنجی
स्वेटर	ژاکت
स्वेटर	گرمکن
नोआम	نوآم
फिक	فیک
पिंटर	پینتر
कार्मेन	کارمن
रैमी	ریمی
जैगर	جگر
जैगर	ایگر
होलसेल	عمده
चेनी	چنی
मुर्गीपालन	ماکیان
टपकती	نشت
एन्ट्रॉपी	آنتروپی
टेलस्टार	تلستار
डिअर	جانم
डिअर	عزیزم
डिअर	عزیز
डॉयचे	دویچه
काफिला	کاروان
कोडक	کداک
नेवा	نوا
स्वतंत्रतावाद	لیبرترینیسم
विन्निपेग	وینیپگ
एन्ड्रेस	آندرس
तापयुग्म	ترموکوپل
थंडरबर्ड	تاندربیرد
धोखेबाज	متقلب
कुमारस्वामी	کومرسوامی
दिनार	دینار
ठगी	متقلب
ठगी	کلاهبردار
ठगी	کلاهبرداری
ठगी	تقلب
रेडियोसक्रिय	رادیواکتیو
रेडियोसक्रिय	رادیواکتیوی
फिंक	فینک
सटन	ساتن
पार्किन्सन	پارکینسون
विलन	شرور
हनिंगन	هانیگان
मट	مات
जियान	جیان
बीकर	لیتری
बीकर	پیاله
कम्पार्टमेंट	کوپه
पाइरॉक्सीन	پیروکسن
डफ़	داف
बिल्ले	مارکی
बिल्ले	مارکیز
एलियास	الیاس
जाँचें	بررسی
इस्कैरियट	اسخریوطی
रोड्रिगेज	رودریگز
बायोडीजल	بیودیزل
एपर्चर	روزنه
ख़ोव्द	خاود
मोजो	موجو
एड्रियाना	آدریانا
एड्रियाना	آدریانو
न्यूज़वीक	نیوزویک
त्रिंकोमाली	ترینکومالی
अज़ोरेस	آزور
अहार	اهر
स्ट्रीटकार	اتوبوسی
स्ट्रीटकार	تراموا
मोहसिन	محسن
पत्तो	برگها
पत्तो	برگ
फेकने	سرنگون
खनिक	معدنچی
खनिक	مینر
मैचिंग	تطابق
गर्ड	گرد
स्टेंसिल	شابلون
नायोबियम	نیوبیم
हदरामौत	هدهرامات
फ़ुलहम	فولام
पर्लमैन	پرلمن
इनसाइडर	نفوذی
लिम	لیم
लुकअप	مراجعه
सेलिब्रेशन	جشن
सेलिब्रेशन	تجلیل
पुनर्विन्यास	بازآرایی
फिच	فیچ
अग्रभूमि	پیشزمینه
सफ़ी	صفی
सफ़ी	صافی
पाल्मे	پالمه
नितम्ब	کپل
एजोला	آزیریان
सेमा	سما
शूमेकर	کفاش
किता	کیتا
ओरो	اورو
अज़ारेन्का	آزارنکا
ग्वांगझोउ	گوانگژو
बोथा	بوتا
अन्दाज़	پیمانه
तुवालू	تووالو
फ़ूज्यान	فوجیان
फुरसत	فراغت
नाकेबंदी	محاصره
शादियां	عروسی
नेस्तर	نستور
हिक्सोस	هیکسوس
चिड़ी	خاج
पाल्ट्रो	پالترو
जिरी	جیری
टूथब्रश	مسواک
अकल	حکمتی
अकल	حکمت
रसीले	شاداب
बहुलवाद	تکثرگرایی
हेला	هلا
लॉट	لوط
बाईकार्बोनेट	بیکربنات
दोहूक	دهوک
इल्ली	کاترپیلار
इल्ली	کرم
इल्ली	کرمی
स्पैमिंग	اسپم
हांगझोऊ	هانگژو
न्यूट्रोपेनिया	نوتروپنی
रुकावटें	موانعی
रुकावटें	موانع
एल्कीन	آلکن
तोहोकू	توهوکو
बेरिंट	بارنتس
गुआ	گوا
खेतो	مزارع
किरायेदारों	مستاجر
क्रिस्टोफ	کریستوف
क्रिस्टोफ	کریستف
भृंग	سوسک
रूहानी	روحانی
कोलबर्ट	کولبر
फेल्प्स	فلپس
सजाये	تزئین
नियॉन	نئون
सासन	ساسان
हेनी	هینی
मैथ	ریاضی
मैथ	ریاضیات
कालिमा	تیرگی
कालिमा	تاریکی
कालिमा	ظلمت
डनलप	دانلپ
जानकारीपूर्ण	آموزنده
अपनापन	پیوستگی
शिरीन	شیرین
मैरून	مارون
पीबॉडी	پیبادی
पाइपिंग	لوله
इनलेट	اینلت
जूडिथ	جودیت
गैरिंचा	گارینشا
नाइल्स	نیلز
नेपालमे	نپال
पर्च	پرچ
पर्च	لوتی
गाला	گالا
आईडिया	ایده
सुझाएँ	پیشنهاد
सुझाएँ	توصیه
एरागोन	اراگون
कीलिंग	کیلینگ
क्यूरेटर	کتابدار
क्यूरेटर	متصدی
क्लिफर्ड	لوسین
क्लिफर्ड	کلیفورد
कोमी	کومی
ओडोमीटर	کیلومترشمار
टुकड़ो	قطعه
कफ़न	کفن
जिग्मे	جیگمه
याचक	دادخواست
चनाब	چناب
दुराग्रह	لجبازی
परियां	فرشتگان
ट्रेडमिल	تردمیل
अल्जीयर्स	الجزیره
सेंटो	سانتو
यमनी	ریال
यूफोरिया	سرخوشی
टीप	یادداشتهای
टीप	نوت
टीप	یادداشتها
मिक्सर	مخلوط
मिक्सर	میکس
मिक्सर	اختلاط
परहेज़गारी	تقوا
परहेज़गारी	پرهیزکاری
परहेज़गारी	پرهیزگاری
परहेज़गारी	پرهیزگار
परहेज़गारी	تقوای
म्यान	پوش
मारिनो	مارینو
पटाया	پاتایا
कनेक्टेड	متصل
ऊफ़ा	اوفا
पाखण्ड	نفاق
पाखण्ड	ریاکاری
गंडिका	گانگلیون
पृष्ठ}}	صفحه}}
पाइक	پایک
अतिवाद	افراط
फार्मेट	قالب
फार्मेट	قالبی
स्कली	اسکالی
स्कली	اسکولی
छोरा	پسر
वॉलोन्गॉन्ग	ولونگونگ
ज़हरा	زهرا
फिरकी	گیگ
गेलर	گلر
एंगेल	انگل
साइटोसिन	سیتوزین
मूरत	مراد
मूरत	مورات
वित्रुवियस	ویترویوس
अंतोनियो	آنتونیو
कोनर	کانر
सामर्रा	سامرا
ग्रोसो	گروسو
एमिलिया	امیلیا
चमचा	قاشق
रूखी	ناهموار
रूखी	خروشان
डेडपूल	ددپول
बेशर्म	ناشایست
ट्वानबी	توینبی
ब्रूनर	برونر
सेगन	ساگان
पतझड़ी	برگریز
बंजारे	عشایر
ओटिस	اوتیس
ट्यूनिस	تونس
ज़िद	لجاجت
फेस्ट	فست
ग्राफीन	گرافین
प्रीस्टलि	پریستلی
बंशी	بنشی
एरियाना	آریانا
अभिकण	ذرات
कायला	کایلا
मस्जिदे	مسجد
मस्जिदे	مسجدی
क्लो	کلوئه
क्लो	کلوئی
क्लो	کلویی
क्लो	چول
क्लो	کلو
क्लो	کلاف
तिलचट्टे	سوسک
ट्रेबल	تریبل
पकौड़ी	پیراشکی
आर्मंड	ارمان
आर्मंड	آرمان
हलीम	حلیم
बड्डी	بادی
बड्डी	رفیق
लाफ	بخند
लाफ	خنده
लाफ	خندیدن
लाफ	خندیدم
एल्ब	البه
ऐन्डर्स	آندرس
ऐन्डर्स	اندرس
निंदक	بدبینی
होस्नी	حسنی
चूषक	ساکر
फ़ैक्टरी	کارخانه
संघवाद	فدرالیسم
सदभावना	هارمونی
सदभावना	هماهنگی
बुर्का	برقع
एस्थर	استر
एस्थर	ایستر
टिया	تیا
पिंजरा	موکت
पिंजरा	قالی
पिंजरा	کیج
पिंजरा	قفس
पिंजरा	قالیچه
पिंजरा	فرش
पिंजरा	قفسی
लम्हे	لحظات
लम्हे	لحظاتی
वाइल्डर	وایلدر
मैगनस	ماگنوس
ब्रॉसनन	برازنان
नईम	نعیم
पामुक	پاموک
फैज़	فیض
फैज़	فائزه
डॉल्फ़िन	دلفین
डोनेट्स्क	دونتسک
होस्टल	خوابگاه
होस्टल	خوابگاههای
होस्टल	مسافرخانه
मेयोनेज़	مایونز
एफ्लेक	افلک
अपनेपन	آشنایی
शिराज़ी	شیرازی
डूबना	روشویی
डूबना	سینک
टुर	تور
टुर	تورهای
रादेक	رادک
बैंडिट	راهزن
बैंडिट	سارق
बैंडिट	راهزنی
सशुल्क	ارگانیک
सशुल्क	پرداخت
सशुल्क	آلی
गुनाहगार	مجرم
गुनाहगार	گناهکار
गुनाहगार	گناه
लुइज़	لوئیز
पूर्वजो	نیاکان
पूर्वजो	اجداد
पूर्वजो	پدرانشان
पूर्वजो	پدران
छु	لمس
एलेना	الینا
एलेना	النا
एलेना	آلنا
टली	تالی
तलाल	طلال
एवेरी	آوری
एवेरी	اوری
एवेरी	ایوری
चेरिल	شریل
ओसवाल्ड	اسوالد
ओंग	آونگ
आवर्धित	تکبیر
छुपाएँ	پنهان
शिफ़्ट	شیفت
तापविद्युत	ترموالکتریک
नोहा	نوحه
बेरहम	سنگدل
टका	تاکا
ब्राडली	بردلی
मेलानी	ملانی
जीनो	جینو
विन्नी	وینی
खींचें	دراز
खींचें	ترسیم
खींचें	کشیدن
खींचें	کشش
निप्पन	نیپون
प्रतीक्षारत	منتظریم
प्रतीक्षारत	منتظر
प्रतीक्षारत	انتظار
प्रतीक्षारत	منتظرم
परिवर्द्धन	شکافت
इमोशनल	احساساتی
इमोशनल	هیجانی
इमोशनल	عاطفی
इमोशनल	احساسی
बाँझ	نازا
बाँझ	عقیم
शोक्ली	شاکلی
हैमपडेन	همپدن
फ़रिश्तों	فرشتگان
ओड़िसी	ادیسی
अतिप्रवाह	سرریز
बदचलन	بدکاره
डमी	دامی
डमी	ساختگی
डमी	آدمک
बोनोबो	بونوبو
गिल्ट	گیلت
उँगलियाँ	انگشتان
उँगलियाँ	انگشت
तोजो	توجو
सताए	متضرر
इलेक्ट्रॉनिका	الکترونیکا
चर्मपूरण	تاکسیدرمی
रब्बानी	ربانی
जागे	بیدار
जागे	بیداری
विचारण	دادرسی
विचारण	محاکمه
स्कॉलरशिप	تحقیقی
स्कॉलरशिप	بورسیه
नाज़का	نازکا
पार्थेनन	پارتنون
घोड़ो	اسب
पिछडे	محرومیت
पिछडे	حرمان
शॉवर	رگبار
शॉवर	بارانی
शॉवर	دوش
शादि	عروسی
इलेक्ट्रोमैग्नेटिक	الکترومغناطیسی
इलेक्ट्रोमैग्नेटिक	الکترومغناطیس
नेअमत	نعمتهای
बातकेन	بادکند
चलाएँ	اجرا
अफ़ज़ल	افضل
चैडविक	چادویک
स्ट्रैबो	استرابون
मतभिन्नता	اختلافات
एनॉलॉग	قیاسی
नतालिया	ناتالیا
ऑटोमेटा	اتوماتای
टेपों	نوارها
टेपों	نوارهای
नेताओ	رهبران
चिया	چیا
बामयान	بامیان
गुरिंदर	گاریندر
आंद्रेई	آندری
वाल्ट्ज	والس
ब्लेन	بلین
चबाना	مونک
दिलेर	استالوارت
वॉस्टरशायर	ووسترشر
अनुलंब	عمودی
वख़्श	وخش
साइफर	رمز
साइफर	رمزنگاری
स्टाइलस	استایلوس
सेगोविआ	سگوبیا
अक्ल	حکمتی
अक्ल	حکمت
तेंदू	خرمالو
केटरिंग	تدارکات
हक्कानी	حقانی
ढोरों	چهارپایان
ढोरों	گله
अराफात	عرفات
शेकर	شاکر
गुआरानी	گوارانی
रेडिएटर	رادیاتور
सुक	سوک
मदनी	مدنی
ज्वेल	جواهر
ज्वेल	جواهری
कुलिश	کولیش
टेंडर्स	ناگت
प्रकार्यवाद	کارکردگرایی
मोनोसोडियम	مونوسدیم
पोंग	پونگ
उत्पीड़क	خاست
उत्पीड़क	ستمگر
वेगनर	واگنر
वेगनर	وگنر
जलील	جلیل
दलगत	پارتیزان
थैलेट	فتالات
जगमगाता	درخشنده
जगमगाता	درخشان
जगमगाता	تابان
ग्ली	گلی
एमाइड	آمید
होमवर्क	تکلیف
कोशिकांग	اندامک
बुर्यातिया	بوریاتیا
छली	خائنان
हारबिन	هاربین
रोडियम	رودیم
फ़र्टाडो	فورتادو
खालिदा	خالده
गुलदान	گلدون
गुलदान	گلدان
ताशा	تاشا
विज़िट	ملاقات
विज़िट	بازدید
विज़िट	عیادت
विज़िट	برسد
विज़िट	آباد
टाइट	تنگه
टाइट	سفت
माइक्रोफ़ोन	میکروفن
माइक्रोफ़ोन	میکروفون
टर्बोचार्जर	توربوشارژر
चुआन	چوان
गूगल+	گوگل+
बिल्स	قبض
बिल्स	اسکناس
बिल्स	صورتحساب
कोर्दा	کوردا
अल्पविराम	کاما
होगार्थ	هوگارت
पोलोनियम	پولونیم
लाउड	بلند
ड्रिबल	دریبل
लीडिया	لیدیا
अध्येतावृत्ति	جراحان
ज़िमर	زیمر
हर्षित	شادمان
हर्षित	شادان
हर्षित	مسرور
डेबियन	دبیان
हातोयामा	هاتویاما
फितर	فطر
एश्टन	اشتون
परहेज़गारों	پرهیزگاری
परहेज़गारों	پرهیزگاران
परहेज़गारों	تقوا
पिकरिंग	پیکرینگ
एंबुलेंस	آمبولانس
आईये	بیا
आईये	بیاید
अनुकूलनीय	وفقی
बड़ो	بزرگان
याचिकाकर्ता	سائل
हीथर	هتر
हीथर	هدر
गुंडागर्दी	هولیگانیسم
रुडॉल्फ	رودولف
थेरेमिन	ترمین
तौलिये	حوله
औकात	وضعیت
हमदर्दी	همدردی
हमदर्दी	دلسوزی
एक्सेटर	اکستر
मोमबत्तियाँ	شمع
योरूबा	یوروبایی
चोई	چویی
चोई	چوی
भांजा	برادرزاده
भांजा	خواهرزاده
अलोपेसिया	طاسی
शर्लक	شرلوک
फ्लिकर	فلیکر
सिंक्रोट्रॉन	سنکروترون
शिनकानसेन	شینکانسن
हेक्केल	هکل
खोमैनी	خمینی
अर्विन	آروین
अर्विन	اروین
खरीदें	خریدار
खरीदें	بخرم
खरीदें	خرید
खरीदें	بخرید
खरीदें	خریداری
झेजियांग	چجیانگ
बाह्यदलपुंज	کاسبرگ
सॉक्स	جوراب
जानूस	جانوس
लॉगिंग	ثبت
बार्डर	مرزبانی
बार्डर	مرزی
बार्डर	مرز
बार्डर	لبۀ
बार्डर	لبه
बाउचर	بوشه
रेमो	رمو
यांगून	یانگون
किमुरा	کیمورا
मेयर्स	میرز
मेयर्स	مایرز
बुर्के	برک
खौफनाक	چندش
ज़ैन	زین
हाफिज़	حفیظ
फ्लैग्स	پرچم
फ्लैग्स	پرچمها
फ्लैग्स	پرچمهای
अनिषेकजनन	بکرزایی
इशिकावा	ایشیکاوا
घूसखोरी	رشوه
अंतरालीय	بینابینی
टोंग	تونگ
डायोमीड	دیومد
करज़ई	کرزی
हैनमैन	هنمن
अचलताकारक	اسپوندیلیت
बाईक	موتور
बाईक	دوچرخه
हैकेट	هکت
लवक	دیسه
कष्टदायी	مشقت
रिपर	درنده
दुर्खीम	دورکیم
टट्टू	پونی
टट्टू	کلت
टट्टू	پانی
टट्टू	کولت
बेकी	بکی
इश्तार	ایشتار
अक्रा	آکرا
फ़ज	فاج
रेगी	رگی
माताएं	مادرها
माताएं	مادران
हमसफ़र	اسرار
ज़्यूरिख़	زوریخ
डोमिंगो	دومینگو
टेंडर	دلسوز
अनस	انس
पैने	پانای
वावरिन्का	واورینکا
भाइयो	برادران
भाइयो	برادرهای
भाइयो	برادرها
एस्पेनयॉल	اسپانیول
रसधानी	واکوئل
जिआंगसू	جیانگسو
जायका	طعمی
मरीचिका	میراژ
मरीचिका	سراب
मरीचिका	سرابی
कोआला	کوالا
ओडिन्से	ادنسه
जिओ	جیو
फवाद	فواد
मिडलैंड	میدلند
मोड्यूल	پیمانه
मोड्यूल	ماژول
डेक्सटर	دکستر
अस्करी	عسکری
वाशी	وشی
मल्टीकास्ट	چندپخشی
एथेना	آتنا
ड्	امتداد
घूँट	قورت
ओग़ुज़	اوغوز
एटकिन्सन	اتکینسون
महाथिर	ماهاتیر
शीरा	ملاس
हग	بغل
गधों	خران
गधों	رمیده
गधों	خرها
क़व्वाली	قوالی
डेगनहम	داگنهام
बर्स्ट	شکفتن
बर्स्ट	بغض
रिश्तेदारी	خویشاوندی
किन्नी	کینی
आन्द्रेस	آندرس
आन्द्रेस	اندرس
गनर	گانر
बायोनिक्स	cochlear
रिज़	ریز
बढ़ाएं	افزایش
शैतानों	شیاطین
मोमो	مومو
गगारिन	گاگارین
तुलसा	تالسا
किर्बी	کربی
हेक	هک
इनसाइक्लोपीदी	آنسیکلوپدی
लिंक्डइन	لینکدین
हाइफ़ा	حیفا
स्टोल्टेनबर्ग	استولتنبرگ
रेंडरिंग	پرداخت
एटीट्यूड	گرایش
एटीट्यूड	نگرش
एटीट्यूड	منش
जेनिट	زنیت
पहचानें	شناختن
पहचानें	شناسایی
बर्नियर	برنیه
एलेक्जेंड्रा	الکساندرا
रॉक्सी	راکسی
होलोग्राफिक	هولوگرافیک
शतावर	مارچوبه
अटाकामा	آتاکاما
चुराना	سرقت
पिरिडीन	پیریدین
चपल	چست
हरकिमर	هرکیمر
अर्थमिति	اقتصادسنجی
रोथ्सचाइल्ड	روتشیلد
निगाहों	چشم
निगाहों	چشمها
निगाहों	چشمانی
निगाहों	چشمان
थर्मिस्टर	ترمیستور
ड्यूटीरियम	دوتریوم
ओथेलो	اتلو
पुनर्वसन	توانبخشی
पुनर्वसन	بازپروری
फजी	فازی
फजी	نامشخص
फजी	مبهم
चूड़ियां	النگو
हैचर	هچر
चप्पू	پارو
सत्तार	ستار
अड़चनें	تنگنا
कार्लोविच	کارلوویچ
दियाला	دیاله
नाडार	ندر
वर्डास्को	ورداسکو
मर्दानी	مانلی
लीरा	لیره
शहादा	شهادتین
लतीफ़	لطیف
बालिग	بزرگسالان
बालिग	بزرگسال
बालिग	بالغ
वीयर	ویر
वीयर	سرریز
सबाह	صباح
शेखी	لاف
अलाइड	متفقین
अलाइड	متحد
न्येरेरे	نایرره
लैच	چفت
सस्पेंस	مشیت
सस्पेंस	تعلیق
ड्रैगन्स	اژدهایان
फ़ोकस	تمرکز
फ़ोकस	کانون
शिआंग	شیانگ
सोप्रानो	سوپرانو
ख़ौफ़	خوف
ख़ौफ़	ترس
हनीफ	حنیف
इमाद	عماد
कुंजियाँ	کلیدها
कुंजियाँ	کلید
असावधान	ناآگاه
ऐमलथीया	آمالتئا
शेंग	شنگ
नीलो	نیلو
डॉजर्स	داجرز
ह्यूबर्ट	هوبرت
निकोसिया	نیکوزیا
स्क्रब	برس
एपिस्कोपल	اسقفی
तिजारत	معامله
हीरीरो	هررو
नुएवो	نوئوو
लेगो	لگو
कालेब	کیلب
कालेब	کالب
कालेब	کلب
पिंच	نیشگون
क्वासर	اختروش
चुटकुला	شوخی
चुटकुला	جوک
कंजूस	خسیس
कंजूस	بخل
जूम	زوم
जूम	بزرگنمایی
इरोस	اروس
ब्रेंडा	برندا
आईएसआईएल	داعش
हैंडबॉल	هندبال
डिकोडिंग	رمزگشایی
ओपनर	بازکن
जैस्मिन	یاسمین
परवलयिक	سهموی
मोरो	مورو
मोरो	مرو
बेयोंस	بیانسه
मुन्नी	مونی
रक्तहीन	عاری
विटास	ویتاس
टैटम	تیتوم
ब्रुखिमर	بروکهایمر
सर्वो	سروو
महापाषाण	خرسنگ
पार्थिया	پارت
सेड्रिक	سدریک
धैर्यपूर्वक	صبورانه
कॉलरिज	کالریج
तकियों	متکا
तकियों	بالش
चिनावाट	شیناواترا
क्लिफ्टन	کلیفتون
एलीन	آیلین
बांझ	نازا
बांझ	عقیم
विद्युत्चुम्बकत्व	الکترومغناطیس
सब्रे	سایبر
सब्रे	سیبر
रंज	اندوه
रंज	غمت
रंज	غصه
रंज	غم
एशले	اشلی
बेहाल	خسته
हरकारे	گردآورندگان
सेल्टिक्स	سلتیکس
हुसर्ल	هوسرل
लूज	لوز
बोर्जेस	بورخس
बरगंडी	برگندی
डायने	دایان
हुबेई	هوبئی
विसेंट	ویسنته
स्पिट्जर	اسپیتزر
अर्मावीर	آرماویر
द्विचर	دوتایی
द्विचर	دودویی
खालें	پوست
चूसा	اراجیف
गोमेद	اونیکس
जनप्रतिनिधि	نماینده
ज़मान	زمان
बेबे	ببه
ईवेंट	رخداد
ईवेंट	حوادث
ईवेंट	رویدادها
ईवेंट	اتفاقات
ईवेंट	رویداد
ईवेंट	رویدادهای
ईवेंट	واقعه
निकोलय	نیکلای
निकोलय	نیکولای
प्लाटून	جوخه
टेनीसन	تنیسون
तुंगुस्का	تونگوسکا
मार्सेलो	مارچلو
मार्सेलो	مارسلو
रोजवुड	رزوود
लड़खड़ाते	وحشیگری
वॉकमैन	واکمن
पिरान्हा	پیرانا
माज़ंदरान	مازندران
इफ़तेरा	بندند
केमिस्ट	شیمیدان
शिरो	شیرو
मैग्नेसाइट	منیزیت
उच्चिष्ट	ماکسیما
सूझोऊ	سوژو
मॉडरेटर	نوترون
अरूप	آروپ
पेट्री	پتری
गोवरिकर	گواریکر
नाउरू	نائورو
गारिबाल्दि	گاریبالدی
बस्सी	باسی
ऐन्टिमोनी	آنتیموان
पिनो	پینو
अंधविश्वासी	خرافاتی
पेंक	پنک
सोडरलिंग	سودرلینگ
इंटीग्रल	انتگرال
पैरालिम्पिक्स	پارالمپیک
सेल्युकस	سلوکوس
वॉलफ्रेम	ولفرم
इण्डियम	ایندیم
कावासाकी	کاوازاکی
चिंटू	تاکس
अंतर्विरोधों	تناقضات
अंतर्विरोधों	تناقض
पोल्का	پولکا
बिजनेसमैन	کاسب
बिजनेसमैन	کارآفرین
दन	دن
तकिए	تکیه
फारगो	فارگو
सालमन	سولومون
सालमन	سلیمان
नह	نها
मॉरिटानिया	موریتانی
दाग़िस्तान	داغستان
बर्नार्डो	برناردو
रजाई	لحاف
रोनिन	رونین
फ़ोटोग्राफ़र	عکاس
फ़ोटोग्राफ़र	عکاسان
लुओयांग	لوئویانگ
मेलविल	ملویل
स्लाइडर	لغزان
स्लाइडर	لغزنده
सपीर	ساپیر
हक्स्ले	هاکسلی
अमृतराज	آمریتراج
डबरा	چاله
तिरमिज़	ترمذ
ज़करिया	زکریا
ओल्सन	اولسون
वरबन्स्की	وربینسکی
नीरसता	یکنواختی
फ़िल्टरिंग	پالایش
फ़िल्टरिंग	فیلترینگ
याग्निक	یاگنیک
फ्रे	فری
रन्वार	رنوآر
अल्फ्रेडो	آلفردو
स्ताव्रोपोल	استاوروپول
बयानबाजी	بلاغت
चख	چشیدن
वफ़ा	وفا
लेरॉय	لیروی
ओक्रुग	چوکوتکا
इस्त्री	اتو
बिन्दुपथ	هندسی
आर्वेन	آروین
गलनक्रांतिक	اوتکتیک
विद्युतशीलता	گذردهی
सुंदरियों	خوشگلا
सुंदरियों	زیبایی
फ़ॉर्म	شکل
फ़ॉर्म	فرم
फ़ॉर्म	شکلهای
बर्डिच	بردیچ
बेवन	بوان
केसमुत्ति	کالاما
रोक्को	روکو
गोगुरयेओ	گوگوریو
फरियाद	گریه
पोट्रो	پوترو
स्कैण्डियम	اسکاندیم
हायपर	ابرپیوند
बिटर्न	بوتیمار
आपरेटर	عملگر
आपरेटर	اپراتور
कोर्निश	کورنیش
रिटेलर	فروشندگان
उयुनी	ییونی
अमरबेल	دارواش
विलकॉक्स	ویلکاکس
हस्टन	اوستون
हस्टन	هوستون
फ्रेसनेल	فرنل
एसईओ	سئو
माओवाद	مائوئیسم
पेरा	پارا
लियोनिद	لئونید
मैक्सी	ماکسی
ज़ैद	زید
जॉस	جاس
कर्मिट	کرمیت
मलागा	مالاگا
सम्हाल	دستگیره
सम्हाल	گرداندن
ज़ैतून	زیتونی
ज़ैतून	آلیو
ज़ैतून	زیتون
सुर्खी	بدنامی
इन्जील	انجیل
आक्सिम	اکسیم
अर्जेंटाइन	آرژانتین
अर्जेंटाइन	آرژانتینی
पेत्रोवा	پترووا
भाईयो	برادران
भाईयो	برادرهای
भाईयो	برادرها
हाइलाइट	مشخص
स्ट्रैटफ़ोर्ड	استراتفورد
प्रायर	پریور
सालवीन	سالوین
स्टब्स	استابز
स्कारबोरो	اسکاربورو
स्टेनर	اشتاینر
