から	از
不機嫌	خلقی
ホルト	هولت
ホルト	هالت
セオリー	نظریه
セオリー	فرضیه
セオリー	تئوری
スピリチュアル	معنوی
スピリチュアル	روحانیت
スピリチュアル	معنویت
スピリチュアル	روحانی
ブッチャー	قصابی
ブッチャー	قصاب
ポンティアック	پونتیاک
マチュー	ماتیو
コージー	دنج
おばあさん	مادربزرگ
ビンス	وینس
ラヴェンナ	راونا
免職	برکناری
シナモン	دارچینی
シナモン	دارچین
マンデラ	ماندلا
ビーグル	بیگل
沙弥	شامی
アマル	عمار
アマル	امل
グダニスク	گدانسک
麦芽	مالت
ダガー	خنجری
ダガー	خنجر
ナイチンゲール	بلبل
カボチャ	کدو
バナー	بیرق
バナー	بنر
ドゥカティ	دوکاتی
放蕩	اسراف
放蕩	عیاشی
ムルシア	مورسیا
ソウザ	سوزا
ソウザ	سوسا
僧院	صومعه
スクレ	سوکره
ウォルポール	والپول
主務	توانا
主務	تواناست
荷車	ارابه
荷車	گاری
荷車	چرخ
めまい	گیجی
めまい	سرگیجه
ベケット	بکت
仏陀	بودا
ダンケルク	دونکرک
アーリア	آریا
サルサ	سالسا
ルータ	روترهای
ルータ	رهیاب
アニタ	آنیتا
視床	تالاموس
母性	مادری
アカシア	اقاقیا
ヴィジョン	بصیرت
ヴィジョン	بینایی
ヴィジョン	ویژن
ヴィジョン	دید
ハバード	هابارد
スムース	نرم
スムース	صاف
スムース	هموار
ダッカ	داکا
震え	لرزیدن
震え	لرز
レッチェ	لچه
スコーピオン	عقرب
スコーピオン	کژدم
ランカシャー	لانکاشر
アイク	آیک
神経質	عصبی
神経質	مضطرب
眉毛	ابرو
ローダ	لودر
ジャンニ	جیانی
つづり	هجی
つづり	املایی
ニルス	نیلز
クラスノダール	کراسنودار
見積もり	برآورد
見積もり	تخمین
ヘロドトス	هرودوت
ルシファー	لوسیفر
漆喰	گچ
漆喰	گچی
スール	سور
グレナダ	گرانادا
バティスタ	باتیستا
威厳	وقار
威厳	شأن
威厳	بزرگواری
洗う	شستشو
洗う	واش
洗う	شستن
コヨーテ	کایوتی
ディケンズ	دیکنز
貸す	رض
貸す	اجاره
カウンタ	شمارشگر
ペニシリン	پنیسیلین
ボーデン	بوردن
ムッシュ	موسیو
フェイク	زرشک
フェイク	تقلبی
フェイク	جعلی
フェイク	الکی
フェイク	جعل
マネキン	مانکن
マラヤ	مالایا
ひねり	پیچش
湿気	خفقان
ポインター	اشارهگر
煉獄	برزخ
点滴	چکه
ロハス	روخاس
パガニーニ	پاگانینی
モーリッツ	موریتس
気管	نای
多面体	چندوجهی
ライヒ	رایش
ジェスチャー	ژست
ヒスタミン	هیستامین
カルティエ	کارتیه
イタリック	کج
フィルモア	فیلمور
プルーフ	اثبات
プルーフ	مدرک
プルーフ	برهان
赤み	شفق
給仕	خدمت
レギオン	سپاه
レギオン	لژیون
ヒルダ	هیلدا
誠意	خلوص
誠意	صداقت
充電器	شارژر
マナ	مانا
パーム	خرمایی
パーム	نخل
不可視	نامرئی
不可視	نامریی
マルゲリータ	مارگریتا
アレッポ	حلب
ビーコン	بیکون
南京市	نانجینگ
マリナー	مارینر
アストリア	آستوریا
メレディス	مردیت
ロズウェル	روزول
フォークナー	فاکنر
ダラム	دورهام
ダラム	دورهم
ロージー	رُزی
ロージー	رزی
ロージー	روزی
トレヴィーゾ	ترویزو
ビュート	بیوت
毛布	پتو
毛布	پتوی
毛布	روکش
ダバオ	داوائو
リビングストン	لیوینگستون
補題	لم
ウズラ	بلدرچین
れんが	آجرهای
れんが	آجری
れんが	آجر
れんが	بریک
アイビー	پیچک
アイビー	آیوی
スプートニク	اسپوتنیک
棍棒	چماق
棍棒	باشگاه
棍棒	کلاب
棍棒	کلوپ
棍棒	کلوب
押印	مهر
押印	مُهر
押印	مهری
トランポリン	ترامپولین
断食	روزه
ケイマン	کیمن
混ぜる	مخلوط
混ぜる	میکس
混ぜる	اختلاط
リャザン	ریازان
インベーダー	مهاجمان
ムース	موس
ムース	گوزن
ウェセックス	وسکس
ビック	ویک
セルロース	سلولز
台形	ذوزنقه
ピクトグラム	تصویرنگاشت
霊柩車	نعش
欺瞞	فریبکاری
欺瞞	حیله
欺瞞	فریب
リューベック	لوبک
障子	شوجی
チワワ	چیواوا
マセラティ	مازراتی
贋作	جعل
スクリーム	جیغ
モチベーション	انگیزه
モチベーション	انگیزش
フィーリング	احساسش
フィーリング	حس
フィーリング	احساس
ふくろう	جغد
ふくろう	بوف
ドム	دام
ニコス	نیکوس
キュロス	سایرس
キュロス	سیروس
キュロス	سایروس
キュロス	کوروش
スコピエ	اسکوپیه
アイーダ	آیدا
許可証	اجازه
迷信	خرافات
迷信	خرافه
ガロア	گالوا
ユニセフ	یونیسف
ニードル	سرنگ
ニードル	سوزن
サーシャ	ساشا
バラック	سربازخانه
ピタゴラス	فیثاغورث
ヤニ	یانی
ミンダナオ島	میندانائو
不妊	نازا
不妊	عقیم
濃密	متراکم
ギーセン	گیسن
パトリオット	پاتریوت
プルート	پلوتو
ハレ	هاله
チーター	یوزپلنگ
斥候	پاترول
斥候	گشتی
斥候	گشت
カールソン	کارلسون
磁化	مغناطش
垣根	پرچین
クーロン	کولن
トポロジー	توپولوژی
はちみつ	هانی
はちみつ	عسل
はちみつ	عسلی
はちみつ	عزیزم
シャウト	فریاد
行列式	دترمینان
キュウリ	خیار
ディディエ	دیدیه
コテージ	کلبه
折り紙	اوریگامی
サルヴァトーレ	سالواتوره
マスタング	موستانگ
フェロモン	فرومون
ウォッカ	ودکا
ナスル	نصر
ミニー	مینی
クレイマー	کریمر
クレイマー	کرامر
ヴォーグ	ووگ
ヴォーグ	وگ
ドッジ	دوج
ドッジ	داج
ウィルクス	ویلکس
フレズノ	فرسنو
バートレット	بارتلت
デヴォン	دوون
デヴォン	دوونشایر
線分	قطعه
遠近	منظر
精巣	بیضه
精巣	خایه
ハマース	حماس
ハヤ	هایا
カトリーナ	کاترینا
バヌアツ	وانواتو
ガルベス	گالوز
ローミング	پرسه
アトキンソン	اتکینسون
ヘインズ	هاینز
ヘインズ	هینز
バハ	باخا
ウィラード	ویلارد
ウィニペグ	وینیپگ
ガイアナ	گویان
セロトニン	سروتونین
チェンナイ	چنای
ドルニエ	دورنیه
ブノワ	بنوا
サラエボ	سارایوو
ファレル	فارل
エクスプローラー	اکسپلورر
エクスプローラー	کاوشگر
オーブン	فره
オーブン	فر
オーブン	تنور
オーブン	اجاق
ロマ	روما
炭水化物	کربوهیدرات
炭水化物	کربوهیدراتها
エレーヌ	هلن
囁き	نجوا
囁き	آهسته
囁き	زمزمه
マジェスティック	جلالت
クリミア半島	کریمه
グレイハウンド	گریهوند
ボンベイ	بمبئی
サットン	ساتن
ウルビーノ	اوربینو
シェイ	شی
シェイ	شای
ラーニング	یادگیری
コマンドー	کماندو
コマンドー	تکاور
浮き彫り	امداد
サルト	سالتو
ロッシュ	روش
マドリッド	مادرید
シス	سیفی
シス	سیت
セネカ	سنکا
胎盤	جفت
ベント	خمیده
ベント	بنت
ブランシュ	بلانش
ブエナ	بوئنا
茄子	بادمجان
茄子	بادنجان
インディゴ	نیلی
勾留	بازداشت
すす	دوده
雇う	استخدام
ヒンギス	هینگیس
モルヒネ	مورفین
第四紀	کواترنری
フィール	حس
フィール	احساس
ミア	میا
ゲッツ	گتز
コルカタ	کلکته
コルカタ	جاکارتا
プルマン	پولمن
天蓋	برافراشته
フェアチャイルド	فیرچایلد
エイブラムス	آبرامز
徴候	علائم
チャクラ	چاکرا
チャンプ	قهرمان
ネイピア	نپر
マクデブルク	ماگدبورگ
傾ける	اسلنت
モロゾフ	موروزوف
実り	مثمر
カルカッタ	کلکته
デビー	دبی
フーヴァー	هوور
軟膏	پماد
コンマ	کاما
へそ	ناف
プローブ	کاوشگر
アナン	انان
インポッシブル	غیرممکن
インポッシブル	ناممکن
イコール	برابر
イコール	مساوی
タジク	تاجیک
タジク	تاجیکی
バルバロッサ	بارباروسا
そよ風	نسیم
ヒッピー	هیپی
居所	اقامت
居所	جایگاه
居所	اقامتگاه
石綿	نسوز
冥府	اموات
アストロ	آسترو
ジェイコブス	جیکوبز
万華鏡	زیبابین
ろ過	فیلتراسیون
キャビネット	کابینه
キャビネット	کابینت
ニレ	الم
ニレ	نارون
モレル	مورل
浮腫	ورم
浮腫	خیز
プロパン	پروپان
レタス	کاهو
コルネット	کورنه
トン数	تناژ
ヴァリアント	ولیانت
シリル	سیریل
ロココ	روکوکو
ベイラー	بیلور
護摩	گوما
モアイ	موآی
メリダ	مریدا
コールドウェル	کالدول
ダフ	داف
イオン化	یونش
フォロワー	پیروان
フォロワー	پیرو
スティル	همچنان
スティル	هنوز
スティル	هنوزم
ボゴタ	بوگوتا
チャタム	چتم
日陰	سایه
グリア	گریر
ゲーデル	گودل
ラムセス	رامسس
マージョリー	مارجوری
ラムジー	رمزی
トーキング	حرف
ディメンション	بُعد
ライル	لایل
老子	لائوتسه
ツーソン	توسان
ズールー	زولو
かぼちゃ	کدو
ケンタ	کنتا
プロジェクター	آپارات
プロジェクター	پروژکتور
リスペクト	مراعات
リスペクト	احترام
チェイン	زنجیر
チェイン	زنجیرها
チェイン	زنجیری
チェイン	زنجیرهای
チェイン	زنجیره
コンポジット	کامپوزیت
コンポジット	مرکب
モリーナ	مولینا
スポークスマン	سخنگوی
サラマンカ	سالامانکا
ランドリー	لندری
ランドリー	رختشویی
ランドリー	رخت
ランドリー	لباسشویی
ビートル	سوسک
レジーナ	رجینا
ステイシー	استیسی
ハインド	هیند
チェンバース	چمبرز
閉包	خاتمه
グスマン	گوزمان
エズラ	ازرا
エズラ	عزیر
セーシェル	سیشل
コムギ	گندم
ダレイオス	داریوش
ドリア	دوریا
帰納	القای
帰納	القایی
ホライズン	افق
アルノルト	آرنولد
ガバナンス	حاکمیت
ガバナンス	ملکوت
スクリーニング	اکران
スクリーニング	غربالگری
ダーティ	کثیفی
ダーティ	کثیف
双生児	دوقلو
ヘロイン	هروئین
ヘロイン	هرویین
スピアーズ	اسپیرز
誤謬	مغالطه
バトゥ	باتو
ウルリッヒ	اولریش
イライラ	ناکام
ガリウム	گالیم
謙虚	متواضع
謙虚	حقیر
謙虚	فروتن
ダレル	دارل
マートン	مرتون
ベルベット	مخملی
ベルベット	مخمل
ヘール	هیل
アシュトン	اشتون
クリプトン	کریپتون
メレンゲ	مرنگ
小便	ادرار
小便	شاش
サブシステム	زیرسیستم
モラレス	مورالس
フィデル	فیدل
スターゲイト	استارگیت
コルク	کورک
クスコ	کوزکو
均質	همگن
ミリアム	مریم
ミリアム	میریام
トリート	درمانش
トリート	درمان
人民元	رنمینبی
エホバ	یهوه
エニグマ	انیگما
退廃	منحط
退廃	فاسد
コンシェルジュ	دربان
コンシェルジュ	زندانبان
トリウム	توریم
ピアチェンツァ	پیاچنزا
ハスラー	کلاهبردار
ダディ	بابایی
ジーク	زیک
ダーバン	دوربان
ドクトリン	تعالیم
ドクトリン	دکترین
エンツォ	انزو
メータ	مهتا
ファーゴ	فارگو
グロック	گلاک
嫁さん	عیال
唾液	بزاق
ニルヴァーナ	نیروانا
ワクワク	هیجان
カルタ	کارتا
ジギスムント	زیگیسموند
アスラン	اصلان
リグ	ریگ
バナジウム	وانادیم
キリング	کشتن
ベルヌーイ	برنولی
ノキア	نوکیا
ルンド	لوند
けち	خسیس
けち	بخل
サンレモ	سانرمو
汚名	بدنام
アッティカ	آتیک
フーコー	فوکو
リヴォルノ	لیورنو
ラウダ	لادا
ファハド	فهد
ロダン	رودن
青海省	چینگهای
サイロ	سیلو
ネックレス	گردنبند
ネックレス	گردنبندهای
紀夫	نوریو
パサデナ	پاسادنا
定規	فرمانروایان
定規	حاکم
定規	حاکمان
外套	پالتو
エレガント	برازنده
エレガント	ظریف
そっと	نرمی
抗告	توسل
ドレッサー	گریمور
絞殺	خفگی
ジュリアーノ	جولیانو
不朽	ماندگار
ミリオネア	میلیونر
チョッパー	بالگرد
チョッパー	هلیکوپتر
ヘッドホン	هدفون
アンチモン	آنتیموان
おなじ	همون
スパークス	اسپارکس
マタ	ماتا
ジキル	جکیل
ヴェルヌ	ورن
ノヴォシビルスク	نووسیبیرسک
擾乱	ناآرامی
リル	لیل
セレブリティ	سلبریتی
ロゼッタ	روزتا
触る	لمس
触る	تاچ
アマーリエ	آمالی
エカテリンブルク	یکاترینبورگ
カッツ	کاتز
シュタイン	استین
シュタイン	اشتاین
キナーゼ	کیناز
卜部	اورابه
賛辞	تعارف
賛辞	تعریف
キャスリーン	کاتلین
アンバサダー	سفیران
アンバサダー	کبیری
アンバサダー	سفیر
トレンチ	خندق
美徳	پاکدامنی
美徳	فضیلت
リアム	لیم
リアム	لیام
トレバー	تروور
トレバー	ترور
安山岩	آندزیت
シュヴェリーン	شورین
パリッシュ	پاریش
ヴォルテール	ولتر
ジハード	جهاد
ろうそく	شمع
ろうそく	شمعدان
フィッチ	فیچ
ギャンブラー	قمارباز
グーテンベルク	گوتنبرگ
アキレス	آشیل
クロコダイル	کروکودیل
クロコダイル	تمساح
ティトゥス	تایتوس
三千代	میچیو
ペッパー	پپر
ペッパー	فلفل
パルマス	پالماس
オートマトン	اتوماتای
インターン	انترن
インターン	کارورزی
インターン	کارآموز
インターン	کارآموزی
エルミート	هرمیت
吉祥	فرخنده
吉祥	خجسته
アセトン	استون
元本	مدیر
ブラッディ	خونین
アウレリウス	اورلیوس
インターンシップ	کارورزی
インターンシップ	کارآموزی
インフェルノ	دوزخ
京滋	کیجی
マーロン	مارلون
オパール	اوپال
オルソン	اولسون
ガイダンス	هدایت
ガイダンス	رهنمود
パラス	پالاس
エスコート	همراهی
エスコート	اسکورت
メタデータ	فراداده
コモロ	کومور
アライブ	زنده
水彩	آبرنگ
宛先	مقصد
宛先	گیرندگان
宛先	گیرنده
スホーイ	سوخو
ゴンザーガ	گونزاگا
烙印	داغدار
コペルニクス	کوپرنیک
ノスタルジア	نوستالژی
モラン	موران
モラン	مورن
ボロ	بورو
エンジェルス	فرشتگان
人見知り	خجالتی
ドーパミン	دوپامین
フリック	فریک
無秩序	خودشیفته
無秩序	اختلال
無秩序	اختلالات
エレクトロニカ	الکترونیکا
セットアップ	برپایی
首輪	قلاده
首輪	یقه
フィドル	کمانچه
ハーレー	هارلی
チャタヌーガ	چتنوگا
ザイール	زئیر
抗弁	دفاعی
抗弁	دفاع
フリース	پلار
クレルモン	کلرمون
サンダル	صندل
ブロガー	بلاگر
ブロガー	وبلاگنویسان
ブロガー	وبلاگنویس
チャチャ	چوچو
かばん	ساک
かばん	کیف
かばん	کیسه
ガンダーラ	گنداره
カミングス	کامینگز
ジグザグ	زیگزاگ
読み込む	بارگذاری
読み込む	بار
ディール	معامله
聖徒	مقدسات
パージ	پاکسازی
ロックウェル	راکول
ヘルシー	سالم
ヘルシー	تندرست
バッキー	باکی
あんず	زردآلو
求愛	معاشقه
ダイナモ	دینامو
組版	حروفچینی
ブート	چکمه
洒落	جناس
洒落	پون
洒落	باکلاس
オリヴィア	الیویا
オリヴィア	اولیویا
パラソル	پاراسل
バックル	سگک
害する	تعصب
寒気	لرز
仁田	نیتا
エイダ	ادا
エイダ	آدا
エイダ	ایدا
ボブスレー	بابسلد
グランヴィル	گرنویل
アルメリア	آلمریا
ディクス	دیکس
横向き	عرضی
横向き	منظره
デコード	رمزگشایی
タウ	تاو
スタローン	استالونه
電解質	الکترولیت
プラスティック	پلاستیک
プラスティック	پلاستیکی
花婿	داماد
カービー	کربی
露伴	روهان
ヴィースバーデン	ویسبادن
動脈瘤	آنوریسم
ウルスラ	اورسلا
ヒューバート	هوبرت
ヘッセ	هسه
ヘッセ	هسن
ガイナックス	گایناکس
パンプローナ	پامپلونا
潜る	غواصی
潜る	شیرجه
ヴィンチェンツォ	وینچنزو
デント	دنت
デント	فرورفتگی
表側	جبهه
表側	جلو
不敬	هتاک
ラグーン	مرداب
ラグーン	تالاب
余白	حاشیه
ルーチン	روال
アビゲイル	ابیگیل
カタツムリ	حلزون
ビュイック	بیوک
タワーズ	برج
タワーズ	برجها
タワーズ	برجهای
メトロポリス	کلانشهر
コンプレッサー	کمپرسور
難問	سرگشتگی
トヴェリ	تیور
ブレンダ	برندا
コーパス	پیکره
コーパス	جسم
リッツ	ریتز
ブリーラム	بوریرام
スリープ	خوابم
スリープ	خواب
ケール	کیل
フォーサイス	فورسایت
パトリス	پاتریس
バーブ	بارب
ソーヤー	سایر
ソーヤー	ساویر
パラジウム	پالادیوم
パラジウム	پالادیم
賃貸借	اجاره
インフラストラクチャー	زیرساخت
ムカデ	هزارپا
クリエーター	آفریدگار
クリエーター	آفریننده
クリエーター	سازنده
クリエーター	خالق
アルフレード	آلفردو
フェルガナ	فرغانه
バド	باد
バド	غنچه
ノヴァーラ	نووارا
サマーズ	سومرز
サマーズ	سامرز
エイプリル	آوریل
エイプリル	اپریل
征服者	فاتح
オルセン	اولسون
オルセン	اولسن
略式	غیررسمی
イェンス	ینس
メシエ	مسیه
ヨシュア	جاشوا
ヨシュア	یوشع
ヨシュア	جاشوآ
リーベ	ریبه
コンプトン	کامپتون
シェナンドー	شنندوا
サイリスタ	تریستور
セーター	ژاکت
セーター	گرمکن
テルル	تلوریم
キャスパー	کاسپر
ドップラー	دوپلر
エスファハーン	اصفهان
酪酸	بوتیریک
ペンタゴン	پنتاگون
サルコジ	سارکوزی
フェルマー	فرما
フローニンゲン	گرونینگن
ウィジェット	عناصر
エミレーツ	امارات
レイヴン	کلاغ
レイヴン	ریون
セキュリティー	امنیتی
セキュリティー	حراست
セキュリティー	امنیت
スキーマ	شمای
スキーマ	طرحواره
恍惚	نشئه
漸近	مجانبی
コーラン	قرآن
マープル	مارپل
ジャッカル	شغال
ジェス	جس
床屋	باربر
床屋	سلمانی
床屋	آرایشگر
スティーヴンス	استیونز
スティーヴンス	استیونس
マウリシオ	مائوریسیو
組み立てる	جمع
ムスチスラフ	مستیسلاف
セヴァストポリ	سواستوپول
ディジョン	دیژن
平八	هیهاچی
さまよう	سرگشته
さまよう	پرسه
さまよう	سرگردان
さまよう	سرگردانی
透明度	شفاف
透明度	شفافیت
刺身	ساشیمی
ゴーリキー	گورکی
フォーマル	رسمی
フォーマル	صوری
古生代	پالئوزوئیک
ほうき	جارو
超自然	سوپرنچرال
パットナム	پاتنم
シャシ	شاشی
召使	نوکر
召使	بنده
カルタヘナ	کارتاگنا
ソーマ	سوما
キャメル	شتر
キャメル	اشتر
レナート	رناتو
ライラック	یاسی
ブロードキャスト	مخابره
ブロードキャスト	پخش
ジゼル	ژیزل
ジゼル	جیزل
温州	ونژو
メルケル	مرکل
ダッシュボード	داشبورد
ブリッツ	بلیتز
デリバティブ	مشتق
デリバティブ	مشتقات
キャス	کَس
キャス	کس
メルヴィル	ملویل
マルコフ	مارکوف
ギャロップ	تاخت
ギャロップ	تاز
カラチ	کراچی
ペンキ	نقاشی
パウリ	پاولی
クロール	خزیدن
イプスウィッチ	ایپسویچ
アルフィー	آلفی
アルフィー	الفی
多角形	چندضلعی
サーチライト	نورافکن
サーチライト	سرچلایت
ドノヴァン	داناوان
ブロワ	بلوآ
ニザーム	نظام
マラケシュ	مراکش
デッサウ	دسائو
ルーゴ	لوگو
ボディビル	بدنسازی
アンティグア	آنتیگوا
黒鉛	گرافیت
カルメル	کارمل
にんじん	هویج
ベンチマーク	محک
マーシャ	مارشا
亜硫酸	سولفیت
デュースブルク	دویسبورگ
ソファ	مبل
ソファ	کاناپه
タルサ	تالسا
ヴァーノン	ورنن
ヴァーノン	ورنون
深み	اعماق
ブルーベリー	بلوبری
モンパルナス	مونپارناس
作業場	کارگاه
レーマン	لمان
デレック	درک
邯鄲	هاندان
エスキモー	اسکیمو
ブラジャー	سوتین
ブラジャー	برا
カッシーニ	کاسینی
メイト	ماته
メイト	میت
ポメラニア	پومرانی
インフィニット	نامتناهی
インフィニット	بیکران
インフィニット	بینهایت
インフィニット	نامحدود
ロキシー	راکسی
放物線	سهمی
メドヴェージェフ	مدودف
ルチア	لوسیا
チェゼーナ	چزنا
コンパートメント	کوپه
シェイプ	شکلها
シェイプ	شکل
マリアーノ	ماریانو
カポネ	کاپون
泥炭	تورب
ピノ	پینو
ケーン	کین
スタンディング	قیام
スタンディング	ایستاده
スタンディング	ایستادن
ポピー	کوکنار
ポピー	پاپی
ポピー	خشخاش
鈍い	راکد
フレキシブル	انعطاف
パンプキン	کدو
テオドシウス	تئودوسیوس
ツバル	تووالو
アドリアーノ	آدریانو
ウッチ	لودز
ハノーバー	هانوفر
パパイヤ	پاپایا
トレモロ	ترمولو
除算	تقسیم
除算	تفرقه
トトロ	توتورو
ハタ	هامور
船室	اتاقک
船室	کابین
船室	کلبه
ジェロニモ	جرونیمو
花瓶	گلدون
花瓶	گلدان
スズメバチ	هورنت
無気力	بیحالی
アディダス	آدیداس
スモーク	دودی
スモーク	دوده
スモーク	دود
シンターゼ	سنتاز
馬具	افسار
カガン	خاقان
明け方	طلوع
明け方	سپیده
明け方	سحرگاه
明け方	داون
ミトリダテス	مهرداد
ウッドロウ	وودرو
ホバート	هوبرت
ラマー	لامار
ジャブ	جب
カマキリ	آخوندک
グティエレス	گوتیرز
クリーナー	نظافتچی
ハウエル	هوول
コーチング	مربی
コーチング	مربیگری
コーチング	دلیجان
アセチレン	استیلن
フィリス	فیلیس
アネット	انت
アネット	آنت
スヌーピー	اسنوپی
クーネオ	کونیو
ブッチ	بوچ
アサルト	تجاوز
アサルト	یورش
アサルト	تهاجم
アサルト	حمله
重罪	جرم
フィンチ	فنچ
フィンチ	فینچ
フィンチ	سهره
ハピネス	خوشی
ハピネス	خوشبختی
ハピネス	شادی
竹刀	شینای
カミング	میاد
カミング	آمدن
オッフェンバッハ	افنباخ
縫製	خیاطی
縫製	خیاط
裁断	بریدن
マンフレート	مانفرد
マンフレート	منفرد
ブレスレット	دستبند
ジークムント	زیگموند
ヴィッキー	ویکی
ポップアップ	بالاپر
キキ	کیکی
アスラ	اسوراها
ソドム	سدوم
サイエントロジー	ساینتولوژی
ディアブロ	دیابلو
脳炎	آنسفالیت
バルデス	والدز
エンドウ	نخود
ピラニア	پیرانا
レソト	لسوتو
テキーラ	تکیلا
メルヴィン	ملوین
蝋燭	شمع
パプア	پاپوآ
成都市	چنگدو
プラ	پلا
太もも	ران
ウィーラー	ویلر
マンス	منک
マンス	منس
スパゲッティ	اسپاگتی
ユマ	یوما
ビビ	بیبی
ビビ	ویوی
バギー	درشکه
ミーム	میم
キーロフ	کیروف
チェイニー	چنی
ヴィヴァルディ	ویوالدی
ムラト	مراد
マックスウェル	ماکسول
マックスウェル	مکسول
隠者	زاهد
ストロンチウム	استرانسیم
分母	مخرج
関節炎	آرتروز
関節炎	مفصلی
球根	لامپ
忍耐	صبر
忍耐	شکیبایی
忍耐	صبور
カルフーン	کلهون
フェリーニ	فلینی
リヴ	لیو
リプリー	ریپلی
カンポス	کامپس
カンポス	کامپوس
ルブリン	لوبلین
パディントン	پدینگتون
剥製	پرشده
セウェルス	سوروس
イジー	جیری
ミッテラン	میتران
肝硬変	سیروز
ペニス	آلت
ペック	پک
コンタックス	کانتاکس
ラホール	لاهور
口紅	ماتیک
不均衡	ناهماهنگی
くしゃみ	عطسه
プーケット	پوکت
切り離す	جداسازی
かかし	مترسک
時給	ساعتی
ブラフ	بلوف
華氏	فارنهایت
ボル	بور
ドーラ	دورا
プルースト	پروست
エレバン	ایروان
グリーンバーグ	گرینبرگ
ヒルマン	هیلمن
ショウガ	زنجبیل
オグデン	اوگدن
ゲルニカ	گرنیکا
治る	شفا
治る	التیام
ポーチ	کیسه
アシュレイ	اشلی
アトス	آتوس
陽電子	پوزیترون
パリティ	توازن
聴力	شنوایی
ヴィッラ	ویلایی
ヴィッラ	ویلای
ヴィッラ	ویلا
ヴィッラ	ویا
阿智	اشی
イプシロン	اپسیلون
アントニア	آنتونیا
グリセリン	گلیسرول
リャン	لیانگ
ティエリー	تیری
サーボ	سروو
カレラ	کاررا
忠吉	تادایوشی
ヨード	ید
セルバンテス	سروانتس
ファクシミリ	فکس
ファクシミリ	دورنگار
ピム	پیم
コンブ	جلبک
キューピッド	کوپید
ヴァンス	ونس
イェーナ	ینا
ヨアキム	یواخیم
シムズ	سیمز
ゴールドバーグ	گلدبرگ
瀋陽市	شنیانگ
ディノ	دینو
重水素	دوتریوم
ハルトマン	هارتمن
博信	هیرونوبو
ディケーター	دکاتور
オイスター	صدف
クズネツォフ	کوزنتسوف
梅毒	سیفلیس
梅毒	سفلیس
安静	آرامش
安静	الباقی
安静	استراحت
アバンギャルド	آوانگارد
脳症	انسفالوپاتی
ミハル	میخال
ドローイング	ترسیم
ドローイング	کشیدن
ドローイング	نقاشی
マスカラ	ریمل
ラムゼイ	رمزی
オーエン	آون
オーエン	اوون
マスタード	خردل
マスタード	خردلی
マリファナ	ماریجوانا
ルッツ	لوتس
ダフネ	دافنه
バイス	وایس
バイス	معاون
アイロン	آهن
鼻炎	رینیت
ジェラード	جرارد
バウティスタ	باتیستا
ディスカッション	بحثهای
ディスカッション	بحثش
ディスカッション	بحث
パセリ	جعفری
ヘイゼル	هزل
モーテル	متل
モーテル	مسافرخانه
デコレーション	تزئین
デコレーション	تزئینات
プリシラ	پریسیلا
グリーンズボロ	گرینزبورو
おしゃぶり	پستانک
グリエルモ	گولیلمو
地政学	ژئوپلیتیک
肉腫	سارکوم
ラピュタ	لاپوتا
横断幕	بیرق
横断幕	بنر
査証	ویزا
査証	ویزای
査証	روادید
クレモナ	کرمونا
冒涜	کفر
ラダー	نردبانی
ラダー	نردبان
雑木林	بیشه
ノルテ	نورت
マーストリヒト	ماستریخت
キツツキ	دارکوب
エスプレッソ	اسپرسو
穢れ	ناخالصیهای
穢れ	ناخالصی
セルマ	سلما
かかと	پاشنه
ガルダ	گارودا
ガルダ	گاردا
胡椒	پپر
胡椒	فلفل
ヘラート	هرات
サフラン	زعفران
縫合	بخیه
リズ	لیز
パッシブ	منفعل
パッシブ	غیرفعال
ヴィエンチャン	وینتیان
ガーナー	گارنر
アルメイダ	آلمیدا
スタニスラフ	استانیسلاو
ブレッド	نون
ブレッド	نان
マドラス	مدرس
オルランド	اورلاندو
直腸	مقعد
直腸	افتادگی
スカイラー	اسکایلر
スカイラー	شویلر
クリッパー	کلیپر
リライト	بازنویسی
ウワサ	شایع
ヘリックス	پیچه
ヘリックス	مارپیچ
ギザ	جیزه
ファウラー	فولر
ファウラー	فاولر
イーライ	ایلای
イーライ	الای
シオニズム	صهیونیسم
シャンデリア	لوستر
サンプソン	سمپسون
オルティス	اورتیز
ヤルタ	یالتا
トゥーレ	توره
トゥーレ	ثول
減算	تفریق
サイレンス	سکوت
グリシン	گلیسین
パンチョ	پانچو
デニム	دنیم
プラド	پرادو
アーデン	آردن
ブロッホ	بلوخ
ウォリス	والیس
カサンドラ	کاساندرا
ヴァレーゼ	وارزه
ガチョウ	گوس
ガチョウ	غاز
便秘	یبوست
はぁ	ها
新生代	نوزیستی
キリバス	کیریباتی
ギリアム	گیلیام
ゾーイ	زو
ゾーイ	زویی
ゾーイ	زوئی
前腕	ساعد
スキャナ	اسکنر
ずさん	شلخته
ウーディネ	اودینه
マリック	مالک
デフ	دف
ハマド	حمد
マルティニーク	مارتینیک
ゴミ箱	زباله
モブ	اوباش
アタテュルク	آتاترک
トッピング	بویی
ネーション	ملت
ネーション	ملتی
ベルタ	برتا
スカッシュ	کدو
グレンデール	گلندیل
ヒポクラテス	بقراط
十二指腸	دوازدهه
ペーザロ	پزارو
ティラナ	تیرانا
屠殺	کشتار
屠殺	سلاخی
屠殺	اسلاتر
レオノール	لئونور
布地	پارچه
コンポステーラ	کامپوستلا
エセル	اتل
マカロフ	ماکاروف
スキナー	اسکینر
ジローナ	خرنا
