年	год
簡略	сокращенный
團圓	воссоединение
噸位	тоннажа
團聚	воссоединение
迷霧	туман
迷霧	мисти
嘿	привет
嘿	эй
乙炔	ацетилена
減肥	диеты
減肥	диета
減肥	рацион
麵條	лапша
麵條	лапшу
糞便	навоз
糞便	навоза
冬眠	спячки
格式化	формат
格式化	форматирование
禿鷹	стервятник
象徵性	символическое
象徵性	символически
流產	аборты
流產	аборт
流產	выкидыш
流產	абортов
明示	экспресс
明示	выразить
毅力	упорство
毅力	стойкость
毅力	настойчивость
鏡片	линзы
鏡片	объектив
布爾什維克	большевик
布爾什維克	большевиков
野豬	кабан
芭比	барби
氡	радон
各縣	графства
各縣	графствах
各縣	округа
從屬	нижестоящих
錠	слитки
精准	точности
精准	точность
打包	упаковке
打包	стаи
打包	стая
打包	упаковки
打包	упаковка
變質	испортил
電量	батареи
電量	аккумулятор
電量	батарея
配額	квот
配額	квоты
配額	квота
拖車	прицепов
拖車	трейлер
拖車	прицеп
大壩	плотины
大壩	дам
大壩	гэс
畫師	художник
教書	обучение
教書	преподавания
教書	преподавание
冷藏	охлаждения
冷藏	марихуану
週期性	периодичность
週期性	циклических
廢棄物	отходы
廢棄物	мусора
廢棄物	отходов
廢棄物	обломки
表哥	кузина
表哥	кузен
過剩	излишков
過剩	излишки
過剩	превышение
過剩	избыток
朽木	кучики
巴哈馬	багамских
緩解	смягчение
停機坪	фартук
問責	отчетность
鈷	кобальта
馬蹄	подкова
打獵	охоты
打獵	охота
七七	семь
七七	седьмая
喉嚨	горло
喉嚨	горла
鄰接	прилегающих
鄰接	прилегающие
管子	трубка
管子	трубку
管子	трубы
管子	труба
籌碼	чипсы
籌碼	фишки
籌碼	рычаг
籌碼	рычаги
軍械	снаряды
外籍人士	иностранцев
外籍人士	иностранцы
悔改	покаяния
悔改	покаяние
悔改	раскаяние
雪茄	сигары
收斂	конвергенции
收斂	сближение
力矩	момент
制冷	охлаждения
驅散	разгона
驅散	разойтись
疏遠	отчуждение
號角	рога
號角	хорн
號角	гудок
號角	рог
及早	рано
及早	раннее
及早	ранний
及早	ранняя
解職	увольнение
解職	увольнения
標點符號	пунктуации
瘧疾	малярии
瘧疾	малярия
瘧疾	малярией
重印	переиздана
昏倒	обморок
昏倒	слабый
拷貝	копии
拷貝	копий
拷貝	экземпляры
積累	накопления
積累	накапливаться
積累	накопление
日曆	календарь
日曆	календари
諾言	обещает
諾言	обещания
跳棋	шашки
辱罵	злоупотреблений
探查	зондирование
啞	немой
啞	тупой
啞	отключить
小美	мей
小美	мэй
平局	галстук
平局	ничья
公民權	гражданство
風化	выветривания
加茂	камо
暗影	тени
暗影	тень
特此	настоящим
緊縮	экономии
緊縮	ужесточение
泥炭	торф
真誠	искренние
真誠	искренне
真誠	искреннюю
真誠	искренность
爆炸性	взрывных
爆炸性	взрывчатка
背心	жилет
處方	рецепт
處方	рецепты
信封	конверт
信封	конверты
鼓掌	аплодисменты
課本	учебников
課本	учебник
課本	учебники
編隊	формирования
編隊	формирование
編隊	формирований
繼承權	наследство
繼承權	наследование
繼承權	наследования
鹼性	щелочной
逃犯	беглеца
逃犯	беглецов
逃犯	беглец
箴言	девиз
箴言	притчи
貶值	девальвации
貶值	амортизации
白喉	дифтерии
需求量	потребовать
需求量	спрос
需求量	требование
需求量	спроса
萬花筒	калейдоскоп
並存	сосуществовать
額頭	лоб
關聯性	актуальность
關聯性	значимость
關聯性	корреляции
危險性	опасный
危險性	опасное
危險性	опасные
危險性	опасных
危險性	опасно
危險性	опасности
危險性	опасная
危險性	опасность
問卷	анкета
問卷	анкеты
紋理	текстура
紋理	текстуры
雜交	смешанной
雜交	гибрид
錒	актиний
鬣狗	гиена
獵豹	леопард
獵豹	гепард
黏液	слизи
黏液	ил
棧	стек
穿孔	пирсинг
苦難	страданий
苦難	страдание
苦難	страдания
鉛筆	карандаш
鉛筆	карандаши
繼任者	преемник
繼任者	преемника
暴躁	ворчун
句法	синтаксис
監護	стражей
監護	опеки
潮水	прилив
內向	внутрь
行賄	взятку
行賄	подкупить
行賄	взятки
行賄	подкуп
資產階級	буржуа
資產階級	буржуазия
靈性	духовные
靈性	духовность
靈性	духовного
靈性	духовное
靈性	духовный
提煉	доработка
提煉	переработка
比薩	пицца
比薩	пиццу
霍亂	холеры
蜜月	медовый
核發	выдача
月經	менструации
幀	рамки
幀	кадр
幀	рамку
管轄權	компетенция
管轄權	юрисдикция
最大限度	максимальный
最大限度	максимальное
最大限度	максимум
最大限度	максимальная
節肢動物	членистоногих
蘿蔔	репа
蘿蔔	морковь
幻想曲	фантазии
幻想曲	фантазия
利尿	мочегонное
麥子	пшеницы
盛開	цветет
盛開	блум
綾子	аяко
阿公	гонг
阿公	гон
引號	цитаты
績效	производительность
績效	исполнение
繩索	веревка
繩索	веревку
平庸	посредственный
喝醉	пьяный
喝醉	пьяная
喝醉	пьян
喝醉	пьяные
喝醉	пьяна
小腿	тельца
小腿	икры
溜冰	катание
溜冰	скейт
系數	коэффициентов
系數	коэффициенты
系數	коэффициент
忍耐	терпения
忍耐	терпение
樓下	внизу
衛兵	охрана
衛兵	гвардия
衛兵	охранников
衛兵	стража
衛兵	охранник
衛兵	охранники
辯駁	опровержение
風采	великолепие
姪女	племянница
姪女	племянницы
特遣隊	контингента
特遣隊	контингенты
特遣隊	контингент
擺動	качели
獼猴	макак
羅盤	компас
泡菜	огурец
風箏	змеев
風箏	кайт
交響樂	симфония
木炭	уголь
阿爾及爾	алжире
阿爾及爾	алжир
祭壇	алтарь
生態學	экологии
分水嶺	водораздел
分水嶺	разделить
天安門	тяньаньмэнь
證詞	свидетельство
證詞	показания
清晰度	ясности
清晰度	ясность
藥劑	аптеке
藥劑	аптеки
藥劑	аптека
熟人	знакомых
熟人	знакомый
熟人	знакомство
熟人	знакомые
鐳射	лазер
鐳射	лазеры
頭巾	тюрбан
頭巾	платок
徵用	экспроприации
家教	репетитор
腳趾	палец
腳趾	пальцы
新穎	новизны
新穎	новинка
冰凍	замороженные
冰凍	заморожены
跳蚤	блох
濕潤	влажные
客艙	домик
領航員	навигатор
停職	приостановление
烙印	брендинг
烙印	отпечаток
僵持	тупик
僵持	противостояние
僵持	застой
喀斯特	карст
帳篷	палатки
帳篷	палатку
曬	тан
監護人	хранитель
監護人	опекунов
監護人	стражи
監護人	хранители
監護人	опекун
監護人	страж
賣淫	проституции
賣淫	проституция
皮鞋	туфли
皮鞋	обувь
皮鞋	обуви
皮鞋	ботинки
彈射	выброса
彈射	выброс
軟弱	слабости
軟弱	слабость
軟弱	слабо
軟弱	слабая
軟弱	слабые
軟弱	слабым
軟弱	слабый
衰減	разложение
衰減	ослабления
衰減	распада
衰減	распад
誘發	вызванный
誘發	вызванное
誘發	побудить
誘發	вызванная
賞金	награда
賞金	вознаграждение
橡木	дуба
橡木	дуб
承載	ношение
承載	неся
離異	развелась
離異	развелись
遞減	снижается
遞減	уменьшается
脊柱	позвоночник
脊柱	позвоночника
亞丁	аден
正確性	правильность
正確性	правильности
血脈	родословная
內臟	внутренности
務農	земледелия
心境	настроения
心境	настроение
有福	благословен
船體	корпус
船體	халл
唾液	слюны
唾液	плевать
樹葉	листьев
樹葉	оставляет
樹葉	листья
獎賞	премия
獎賞	награда
獎賞	приз
獎賞	вознаграждение
稻草人	чучело
稻草人	пугало
袖珍	карман
袖珍	кармане
霸道	властная
奢華	роскошный
奢華	роскошь
奢華	люкс
奢華	роскошные
煮熟	готовила
解碼器	декодер
花店	флорист
浮力	плавучесть
比比	биби
脾氣	нрав
貪婪	жадный
貪婪	жадность
猜猜	угадать
猜猜	угадай
猜猜	думаю
樟腦	камфорное
先令	шиллингов
先令	шиллинг
積壓	отставания
積壓	отставание
阿叔	дядя
阿叔	дядюшка
臼齒	молярная
燒傷	ожог
燒傷	ожоги
燒傷	бёрнс
燒傷	бернс
燒傷	гореть
燒傷	сжечь
醜陋	уродливый
果糖	фруктозы
徵兵	призыва
鎢	вольфрам
毒物	яд
邯鄲	ханьдань
相簿	альбомы
相簿	альбом
農耕	земледелия
旅店	общежитие
旅店	хостел
牧羊人	шепард
西奈	синай
困苦	тяготы
懺悔	признание
懺悔	признания
懺悔	исповедь
濕度	влажность
濕度	влажности
濕度	влаги
不可逆	необратимый
不可逆	необратимым
偵訊	допрос
偵訊	допроса
偵訊	допросы
面罩	маски
面罩	маска
面罩	маску
走道	проход
迷戀	одержим
迷戀	одержимый
迷戀	одержима
迷戀	обсессивно
賭城	вегас
賭城	вегасе
宏都拉斯	гондурас
宏都拉斯	гондурасе
宏都拉斯	гондураса
心室	желудочка
准予	предоставлено
准予	предоставлен
問候	приветствия
問候	приветствую
問候	привет
問候	приветствие
油輪	танкер
油輪	танкеров
繩子	веревка
繩子	веревку
山崩	оползней
探視	посещения
探視	посещение
牢房	ячейки
牢房	ячейка
牢房	камере
牢房	клетка
孿生	близнец
自尊	гордость
自尊	гордыня
字彙	словарь
強暴	изнасилование
強暴	изнасилования
適度	скромная
適度	скромный
適度	умеренно
適度	скромные
適度	умеренные
適度	умеренности
適度	умеренных
飾品	аксессуары
飾品	принадлежности
繼父	отчим
平權	позитивных
圓錐	конические
圓錐	конусов
高跟鞋	пятки
咸陽	сяньян
凸起	выпуклость
瘦身	похудения
觸角	щупальца
觸角	антенны
間隙	пробел
間隙	разрыв
克什米爾	кашмире
潔淨	чистоты
潔淨	чистота
喀布爾	кабуле
各部門	департаментов
各部門	департаменты
警棍	дубинки
警棍	батон
唆使	подстрекательство
盛宴	пир
盛宴	праздник
長輩	старший
長輩	старейшины
長輩	старшая
長輩	старейшин
異國	экзотических
每季	ежеквартально
防毒	антивирус
快門	затвора
鍺	германий
觸手	щупальца
神化	апофеоз
普遍性	универсальности
普遍性	универсальность
銥	иридий
投機	спекуляции
梯子	лестницу
梯子	лестницы
梯子	лестнице
梯子	лестница
填滿	заполнения
填滿	заполнить
西洋棋	шахматы
持續性	преемственности
持續性	непрерывность
持續性	преемственность
觸及	трогал
觸及	тронут
觸及	коснулся
觸及	охват
教務長	проректор
升值	признательность
音調	тон
拳頭	кулак
拳頭	кулаки
外衣	пальто
懇求	призывы
香腸	колбаса
香腸	сосиски
學人	ученый
學人	учёный
渴	жажда
渴	жажду
渴	пить
渴	жажды
堤岸	набережная
紡織品	текстиль
紡織品	текстильной
催化劑	катализатора
催化劑	катализаторов
軸心	ось
軸心	осей
軸心	оси
燈泡	лампочка
燈泡	колбы
小巷	переулок
小巷	переулке
豆豆	бобы
豆豆	фасоль
促銷	продвижение
促銷	промо
促銷	повышение
促銷	поощрения
促銷	поощрение
促銷	акции
教唆	подстрекательство
狐猴	лемуров
口罩	маски
口罩	маска
口罩	маску
裝潢	украшать
囚徒	заключённый
囚徒	заключенный
囚徒	заключенных
囚徒	заключенные
空虛	пустота
俗語	сленг
俗語	поговорка
軍裝	униформа
軍裝	форму
軍裝	форма
餓	голодные
餓	голодная
餓	голодный
唷	уф
銣	рубидия
襟翼	закрылки
肉質	сочная
加彭	габон
加彭	габона
原件	оригинал
原件	оригинальная
原件	оригинальные
原件	оригиналы
原件	оригинально
原件	первоначального
原件	оригинальный
恆河	ганг
載體	вектор
載體	носитель
載體	перевозчик
載體	перевозчика
噴霧	спрей
正教	православной
專利權	патенты
專利權	патентов
專利權	патента
專利權	патент
黯淡	мрачной
山雀	синица
力氣	сила
力氣	прочность
變壓器	трансформаторов
變壓器	трансформатор
奈緒	нао
新生兒	новорожденных
笛子	флейта
增量	прироста
增量	прирост
鬧劇	фарс
嚮往	стремимся
嚮往	тоска
蓋亞那	гайана
史無前例	беспрецедентно
史無前例	беспрецедентный
史無前例	беспрецедентное
史無前例	беспрецедентные
甜菜	свекла
甜菜	свеклы
蟋蟀	сверчков
蟋蟀	крикет
表姐	кузина
表姐	кузен
斧頭	топор
撲克牌	покер
暴風雪	снегопад
排練	репетиции
排練	репетировать
排練	репетиция
排練	репетицию
揮發性	нестабильности
揮發性	летучих
揮發性	неустойчивость
賴比瑞亞	либерия
賴比瑞亞	либерии
騙局	мошенничество
騙局	афера
蠟燭	свечу
蠟燭	свеча
蠟燭	свечи
蠟燭	свечей
氣功	цигун
約談	собеседования
約談	интервью
約談	беседы
約談	беседа
約談	собеседование
口吃	заикания
燭	свечу
燭	свеча
蛻變	метаморфозы
蠢	глупая
蠢	дурак
蠢	глупо
蠢	глупый
蠢	дура
茄子	баклажаны
蟎	клещей
肌膚	кожа
肌膚	кожи
銀杏	гинкго
化學品	химическая
化學品	химический
化學品	химического
化學品	химикаты
越獄	побег
越獄	сбежать
荊棘	шипы
荊棘	торн
讓渡	отчуждение
黏膜	слизистой
磷脂	липидов
提款	снятие
贖金	выкуп
硫化物	сульфид
協約	пакта
協約	пакт
協約	конкордата
協約	компакт
充公	конфискации
充公	конфискация
農藥	пестицидов
農藥	пестициды
眼罩	повязку
種姓	каст
種姓	касты
尼龍	нейлон
二重唱	дуэт
月桂	лорел
模擬器	симулятор
玉蘭	магнолия
顏料	краска
顏料	рисовать
顏料	краски
顏料	пигмент
鳴門	наруто
彈射器	катапульта
昏暗	дим
漸進	постепенного
漸進	прогрессивного
漸進	постепенный
漸進	прогрессивное
漸進	постепенное
履歷	возобновить
稻草	соломы
簡歷	возобновить
卑鄙	подло
田納西	теннесси
賽跑	раса
賽跑	гонка
賽跑	гонки
賽跑	расы
類固醇	стероиды
退還	возмещение
退還	возвращено
退還	возврат
退還	возвращены
褲子	штаны
褲子	брюки
槓桿	рычаг
槓桿	рычаги
想像力	воображение
想像力	воображения
受苦	страдают
受苦	страдать
受苦	страдание
受苦	страдания
拍子	темп
裁減	уменьшение
裁減	сокращение
電影劇本	сценарий
電影劇本	сценарист
虛偽	лицемерие
肢解	расчленение
紋身	татуировки
紋身	татуировку
紋身	тату
紋身	татуировка
勤奮	усердие
錢包	бумажник
錢包	кошелек
錢包	кошелёк
油墨	чернил
油墨	чернила
無產階級	пролетариата
無產階級	пролетарий
獨木舟	каноэ
橋頭堡	плацдарм
野兔	заяц
野兔	кролик
拖船	буксир
拖船	таг
充氣	надувной
充氣	надувные
報價	цитаты
報價	цитирую
報價	цитата
微觀	микро
痣	крот
豁免權	иммунитет
豁免權	неприкосновенность
饅頭	бан
饅頭	булочки
稀釋	разрежения
稀釋	разреженных
冥想	медитации
心碎	разбито
毒液	яд
雞肉	куриные
雞肉	курица
絕緣	изоляции
絕緣	изолированы
絕緣	изоляция
水銀	ртути
水銀	меркурий
水銀	ртуть
暴民	мафии
暴民	мафия
暴民	моб
暴民	толпа
艙門	люк
扶養	зависимость
扶養	зависимости
壁虎	гекко
精神分裂症	шизофрения
坦率	откровенный
均等	равенство
均等	паритета
供暖	отопление
隱含	подразумевается
隱含	подразумевает
背書	одобрение
背書	одобрить
背書	одобренные
寬大	помилования
寬大	помилование
證明書	сертификаты
朝覲	хаджа
朝覲	хадж
灌輸	привить
導體	проводники
謎題	головоломка
謎題	головоломки
謎題	загадки
好笑	смешная
好笑	забавно
好笑	смешно
好笑	забавный
好笑	смешной
粿	балык
波紋	рябь
恥辱	стыд
恥辱	позор
恥辱	стыдно
剃刀	бритва
剃刀	бритвы
毛巾	полотенце
隔絕	изоляции
隔絕	изоляция
馬賽克	мозаика
搖籃	колыбели
降落傘	парашют
降落傘	парашюты
紀子	норико
健身房	спортзал
健身房	зал
病菌	микробы
四捨五入	округления
長矛	спирс
長矛	копье
長矛	копья
長矛	лэнс
中央集權	централизованного
中央集權	централизации
中央集權	централизованное
聾人	глухая
聾人	глухой
聾人	глухие
外孫	внука
外孫	внук
棍棒	палочки
棍棒	палки
軍服	униформа
軍服	форму
軍服	форма
結節	лампи
角膜	роговицы
迫擊炮	минометных
總括	сводной
基數	база
基數	основание
妒忌	ревновать
妒忌	ревность
妒忌	ревнует
妒忌	завидую
妒忌	зависть
截肢	ампутации
欺詐	мошенничество
欺詐	мошенничества
互惠	взаимности
互惠	взаимного
互惠	взаимная
互惠	взаимные
鞠躬	лук
鞠躬	поклон
主旋律	лейтмотив
渡島	осима
複雜性	сложности
複雜性	сложность
連續性	преемственности
連續性	непрерывность
連續性	преемственность
外向	исходящие
刀片	клинок
刀片	лезвие
寬恕	прощения
寬恕	прощение
甜食	сладости
仇人	врагов
仇人	враги
仇人	врагам
百萬富翁	миллионеры
百萬富翁	миллионер
對角線	диагональ
絕種	вымирания
毀滅性	разрушительной
毀滅性	разрушительное
毀滅性	разрушительные
小寫	строчные
杯子	чашка
杯子	чашки
杯子	чаша
杯子	кубок
杯子	стаканы
轉賣	перепродажи
謎團	тайна
謎團	загадка
謎團	тайны
瞬時	мгновенная
糕點	выпечка
湧現	возникновение
湧現	появление
喀土穆	хартуме
喀土穆	хартум
好吃	вкусно
麻痹	парализует
麻痹	паралич
哭了	плачет
哭了	плач
哭了	плачу
哭了	плакать
停機	отключение
停機	простоя
斜線	тире
打碎	разбить
礦山	моя
礦山	мой
礦山	мои
礦山	мое
奶牛	корова
奶牛	коров
奶牛	коровы
溺水	тонет
鈽	плутония
束腰	корсет
冰雹	град
觸碰	трогательно
觸碰	прикоснуться
觸碰	прикосновение
觸碰	прикосновения
損耗	истощение
傳喚	повестка
羞	стыд
羞	позор
羞	стыдно
女傭	служанка
女傭	горничная
捆綁	привязана
刀具	ножи
停戰協定	перемирие
停戰協定	перемирия
鴕鳥	страуса
爬蟲類	рептилий
爬蟲類	рептилия
同義詞	синоним
同義詞	синонимами
同義詞	синонимы
不忠	неверие
蝗蟲	саранчи
蝗蟲	саранча
綿羊	овца
綿羊	овцы
綿羊	овец
下線	офлайн
俚語	сленг
復職	восстановление
疹	сыпь
套餐	комбинация
套餐	комбо
灰燼	прах
灰燼	пепел
灰燼	аш
灰燼	эш
乳酪	сыр
蠍子	скорпионы
蠍子	скорпион
識字	грамотность
識字	грамотных
識字	грамотности
燒錄	гореть
燒錄	сжечь
燒錄	ожог
痙攣	спазм
擊穿	распад
擊穿	разбивка
擊穿	срыв
康乃馨	гвоздики
康乃馨	гвоздика
財寶	сокровища
財寶	сокровищ
膽固醇	холестерина
態勢	поза
軸線	ось
軸線	оси
發票	счета
發票	счет
火把	факел
海洛因	героина
海洛因	героин
遙控器	дистанционное
遙控器	дистанционного
遙控器	пульт
興旺	процветает
花束	букет
花束	букеты
紙箱	картон
飢荒	голод
求愛	ухаживания
人道主義	гуманитарной
人道主義	гуманитарная
人道主義	гуманизма
父母親	родители
父母親	родителей
父母親	родителям
掃瞄	сканирование
水電	гидроэнергетики
骨牌	домино
逐字	дословно
聖像	иконки
聖像	значки
紅外	инфракрасного
氰化物	цианид
郊遊	пикник
鈮	ниобий
梯田	террасы
節錄	выдержка
節錄	выдержки
庫倫	каллен
滲入	проникновения
滲入	проникновение
雪人	йети
雪人	снеговик
媒人	сваха
共犯	сообщников
共犯	сообщник
共犯	соучастие
篝火	костер
輪機	турбины
最後通牒	ультиматум
海溝	окопах
海溝	траншеи
廢水	сточных
億萬	миллиарды
億萬	миллиардов
可用性	наличие
可用性	доступность
顯眼	заметным
標點	пунктуации
寂靜	молчать
寂靜	тишину
寂靜	молчание
寂靜	тишина
柔性	гибкие
柔性	гибкий
柔性	гибкость
柔性	гибко
柔性	гибкой
胰腺	поджелудочной
表象	внешность
靴子	сапоги
靴子	ботинки
腳踝	лодыжки
腳踝	лодыжку
最糟糕	худшее
最糟糕	худшая
最糟糕	худший
疤痕	шрам
疤痕	шрамы
疤痕	рубцы
破損	сломан
破損	сломана
族長	патриарх
毒藥	яд
邊際	маргинальных
小夜曲	серенада
銅礦	коп
銅礦	меди
銅礦	медь
說唱	рэп
反動	реакционные
測繪	съемка
維他命	витамин
維他命	витамины
維他命	витамина
拜倫	байрон
錯覺	заблуждение
錯覺	мания
錯覺	иллюзии
錯覺	иллюзия
鋼筋	арматуры
咨詢	консультирование
咨詢	консультация
嘲弄	дразнит
狂犬病	бешенство
盛會	гала
愛國主義	отечественной
愛國主義	патриотизм
術士	колдун
鵜鶘	пеликаны
鵜鶘	пеликан
閃光燈	вспышка
閃光燈	флеш
閃光燈	флэш
蟒蛇	анаконда
痢疾	понос
痢疾	диареи
房租	прокат
房租	аренда
房租	аренду
傷痛	боль
傷痛	боли
傷痛	болью
試劑	реагентов
試劑	реагента
協理	ассоциированных
投影機	проектор
鵲	сорока
戰利品	добыча
戰利品	трофей
戰利品	добычу
石棺	саркофаг
摩擦力	трения
發熱	лихорадка
發熱	жар
菠蘿	ананас
癲癇	захват
癲癇	изъятия
癲癇	припадок
癲癇	эпилепсия
癲癇	ареста
閃電俠	вспышка
閃電俠	флеш
閃電俠	флэш
監視器	монитор
義大利文	итальянский
義大利文	итальянские
義大利文	итальянское
義大利文	итальянцы
義大利文	италии
義大利文	итальянская
光譜儀	спектрометр
匈牙利語	венгерский
匈牙利語	венгрии
鄉間	деревне
納稅人	налогоплательщиков
肺結核	туберкулез
肺結核	туберкулезом
牧人	пастух
牧人	пастухов
牧人	скотоводов
手杖	трость
襯衫	футболки
襯衫	рубашка
襯衫	футболка
襯衫	рубашки
襯衫	рубашку
水獺	оттер
柔情	нежности
柔情	нежность
裁縫	портной
地幔	мантии
冥府	аид
分銷	распространение
分銷	распределения
分銷	распределение
催淚	слезоточивый
便衣	штатском
禁食	поста
海難	кораблекрушения
賭注	ставка
賭注	пари
叛國	измена
叛國	измену
叛國	измене
雜亂	беспорядок
缺額	дефицит
背影	силуэт
阿拉法特	арафата
阿拉法特	арафат
說服力	убеждение
說服力	убеждения
微積分	исчисление
無私	самоотверженность
屈辱	унижения
屈辱	унижение
蕃茄	помидоры
蕃茄	томатный
驅逐出境	высылки
驅逐出境	депортация
驅逐出境	высылка
驅逐出境	изгнание
驅逐出境	депортации
直率	откровенным
碳化	карбид
鋇	бария
彩排	репетиции
彩排	репетиция
彩排	репетицию
女妖	банши
農莊	ферм
農莊	фермы
近戰	рукопашной
減刑	ремиссии
水泵	насосы
水泵	насос
敏感性	чувствительные
敏感性	чувствительный
敏感性	чувствительности
敏感性	чувствительность
敏感性	чувствительных
贈品	розыгрыш
苦行	аскет
正派	достойной
正派	достойная
正派	приличный
正派	достойный
人脈	соединения
龍舌蘭	текила
實用性	полезность
實用性	полезности
火石	флинт
磁帶	лента
磁帶	кассета
磁帶	ленту
刀子	нож
胰島素	инсулин
陶藝	керамика
傾倒	сброс
傾倒	сброса
試試	попробуйте
試試	попробуй
試試	попытка
試試	попробовать
揚聲器	оратор
揚聲器	выступающий
揚聲器	громкоговоритель
揚聲器	спикер
斜體字	курсивом
謀殺罪	убийства
謀殺罪	убийство
嫁妝	приданого
狂歡	рейв
狂歡	оргии
食鹽	соль
食鹽	соли
白蟻	термиты
白蟻	термитов
花邊	шнурки
花邊	лейси
花邊	кружева
豬油	сало
紅心	сердца
定稿	доработка
違約	брешь
違約	умолчанию
違約	нарушение
禁運	эмбарго
禁運	блокада
抽獎	розыгрыш
謠傳	слух
謠傳	слухи
統計數字	статистика
涼亭	беседка
烘	печь
反差	контрастирует
委婉	эвфемизм
海龜	черепаха
海龜	черепахи
海龜	черепах
關節炎	артрит
天數	дней
天數	дни
敏感度	чувствительные
敏感度	чувствительный
敏感度	чувствительности
敏感度	чувствительность
敏感度	чувствительных
猥褻	непристойное
猥褻	непристойности
猥褻	непристойных
規避	обход
嚮導	руководство
嚮導	проводник
嚮導	ведет
嚮導	гид
嚮導	руководства
勞力	труда
勞力	труд
口供	признания
口供	исповедь
磚塊	кирпичи
磚塊	кирпич
磚塊	брик
乞求	умолять
乞求	умоляю
調味料	приправы
快照	снимки
快照	снимок
觀測站	обсерваторий
觀測站	обсерватории
礦物質	минералов
礦物質	минеральных
節拍	бьется
節拍	бит
節拍	бьет
節拍	победить
信條	крид
信條	кредо
松樹	пайн
音律	темперамент
寬敞	просторные
拼字	заклятие
拼字	написание
拼字	заклинание
誘餌	приманку
誘餌	приманка
暈倒	обморок
暈倒	слабый
刈	катта
通姦	прелюбодеяние
通姦	измена
脛骨	голени
前台	секретарша
前台	секретарь
前台	регистратор
模糊不清	размыто
牛仔褲	джинсы
郵差	почтальон
焰火	фейерверки
焰火	салют
焰火	фейерверк
海流	течения
自發性	спонтанное
自發性	спонтанно
屠夫	мясник
遞增	прироста
遞增	прирост
淘氣	озорной
紡織業	текстиль
住址	адреса
住址	адрес
異見	диссидентов
鎖鏈	цепочки
鎖鏈	цепи
離境	отъезда
離境	выезд
離境	отъезд
離境	отход
反復	повторяется
反復	неоднократно
反復	многократно
反復	неоднократные
救生艇	шлюпке
救生艇	шлюпки
絞刑	висит
笑聲	смех
膽小	робкий
雜質	примесей
牛油	масло
打掃	чистка
打掃	очистка
打掃	уборки
打掃	уборка
磨損	носить
磨損	носили
黑板	доска
超額	излишки
超額	превышение
超額	избыток
溝渠	галли
溝渠	канавы
純度	чистоты
純度	чистота
純度	чистоту
嬉皮	хиппи
最優	оптимально
最優	оптимальные
最優	оптимальный
最優	оптимального
最優	оптимальное
股息	дивиденды
頑固	упрямая
頑固	упрямый
拳擊手	боксеры
拳擊手	боксёр
同義	синонимами
指點	указатели
電網	сетки
電網	сетку
電網	сетка
鬼子	дьяволов
鬼子	дьяволы
鬼子	черти
水彩	акварель
綁匪	похититель
異構	изомеров
異構	изомер
荷爾蒙	гормоны
荷爾蒙	гормон
擁有權	владение
擁有權	собственность
家務	горничная
家務	уборка
病原體	патогенов
腱	сухожилие
停車位	парковка
停車位	стоянка
逆境	невзгоды
逃兵	дезертирство
風琴	орган
更近	ближе
更近	поближе
積木	блоки
積木	блоков
數額	суммы
數額	сумма
臉頰	щеке
臉頰	щеки
氯仿	хлороформ
軍國主義	милитаризма
軍國主義	милитаристской
敲打	стук
單邊	односторонне
單邊	односторонний
單邊	односторонние
單邊	одностороннее
單邊	односторонних
主審	председательствующий
主審	председательствует
金絲雀	канарских
金絲雀	канарейки
葡萄園	виноградники
鸛	аист
海膽	ежа
眉毛	брови
眉毛	бровь
眉毛	бровей
塗料	наркотик
塗料	покрытия
塗料	покрытий
羞恥	стыд
羞恥	позор
羞恥	стыдно
熱力	тепло
熱力	тепловой
熱力	тепла
熱力	жара
諺語	поговорка
諺語	притчи
諺語	пословица
侵吞	грабежа
侵吞	хищение
聖餐	причастие
弱者	слабо
弱者	слабая
弱者	слабые
弱者	слабым
弱者	слабый
麵食	пасту
麵食	паста
麵食	макароны
浮點	плавать
酸奶	йогурт
血漿	плазмы
修剪	отделкой
雜貨	продуктовый
雞尾酒	коктейль
雞尾酒	коктейли
花蜜	нектар
倒轉	вспять
倒轉	обратная
倒轉	обратный
倒轉	обратное
殺蟲劑	пестицидов
殺蟲劑	пестициды
柵欄	ограждение
柵欄	забор
肛交	анальный
衷心	искренние
工藝品	артефакты
工藝品	ремесел
河濱	риверсайд
鍶	стронция
抑制劑	ингибитор
激進派	радикалов
情誼	товарищества
乾酪	сыр
水腫	отек
果醬	джем
沙發	диване
沙發	диван
時序	хронологии
方尖碑	обелиск
前臂	предплечье
吊車	кран
吊車	крейн
脫水	обезвоживание
麋鹿	мус
麋鹿	лось
麋鹿	лося
芬芳	ароматные
芬芳	аромат
峽灣	фьорд
養護	сохранение
戰壕	окопах
戰壕	траншеи
遊牧	кочевников
聖誕老人	санта
聖誕老人	санту
禿	лысый
罐子	банки
罐子	банку
隱喻	метафоры
隱喻	метафора
裁軍	разоружение
陽台	балкон
陽台	терраса
要麼	либо
旱災	засухи
旱災	засуха
導管	протоки
口才	красноречие
牛郎	жиголо
漁夫	рыбаков
漁夫	рыбак
豆子	бобы
豆子	фасоль
受賄	взятки
受賄	подкуп
歐姆	ом
敵視	враждебности
敵視	враждебность
敵視	враждебные
敵視	враждебной
敵視	враждебно
敵視	противник
無害	безобидный
襪子	носок
襪子	носки
水槽	раковине
罌粟	мака
罌粟	поппи
罌粟	маки
