மற்றும்	और
முரட்டு	बदमाश
டல்லாஸ்	डलास
சல்லிவன்	सुलीवान
பயணங்களில்	यात्राएं
ரிச்சர்ட்சன்	रिचर्डसन
துளுவ	तुलुव
பாகீரதி	भागीरथी
மேக்னா	मेघना
தோட்டா	गोली
தோட்டா	बुलेट
வழிகாட்டுதல்கள்	दिशानिर्देशों
வழிகாட்டுதல்கள்	दिशानिर्देश
சேவையகங்கள்	सर्वर
சேவையகங்கள்	सर्वर्स
காற்றோட்ட	वेंटिलेशन
செனாப்	चनाब
முள்ளங்கி	मूली
வாகனக்	ऑटोमोबाइल
அணையை	कभी
கிரான்	ग्रान
தச்சு	बढ़ईगीरी
தச்சு	बढ़ई
ஜூட்	जूड
அர்த்தமுள்ள	सार्थक
ஹாதவே	हैथवे
ஓரியண்டல்	प्राच्य
பயன்படுத்தப்படாத	अनुपयुक्त
பயன்படுத்தப்படாத	अप्रयुक्त
தீர்க்கதரிசி	पैगंबर
தீர்க்கதரிசி	नबी
தீர்க்கதரிசி	पैगम्बर
தேஜா	तेजा
சுண்ணக்கல்	चूना
பேட்டரி	बैटरी
ராதை	राधा
குறும்பு	नटखट
குறும்பு	शरारती
பிழைப்பு	अस्तित्व
சோனம்	सोनम
பொன்னான	अनमोल
டால்டன்	डाल्टन
மீனம்	मीन
முன்ஷி	मुंशी
லோக	लोक
பட்நாகர்	भटनागर
பெருங்கடல்கள்	महासागर
பூசிய	गेज
பாப்டிஸ்ட்	बैपटिस्ट
பாப்டிஸ்ட்	बैप्टिस्ट
அகழ்வாராய்ச்சி	खुदाई
அகழ்வாராய்ச்சி	उत्खनन
கர்னாட்	कर्नाड
வழுக்கும்	फिसल
பெக்கான்	बीकन
சைப்ரஸ்	साइप्रस
செல்வமும்	अमीरी
செல்வமும்	माल
செல்வமும்	दौलत
நாயகர்கள்	नायक
நாயகர்கள்	वीरों
ஸ்வீடிஷ்	स्वीडिश
உலகமே	जग
உலகமே	दुनिया
உலகமே	विश्व
உலகமே	संसार
பதட்டம்	चिंता
ராபி	रोबी
ஆரி	अरी
மன்றோ	मुनरो
பிதா	बाप
பிதா	पिता
பிதா	चचा
தடங்களை	ट्रैक्स
தடங்களை	ट्रैक
கிறிஸ்டினா	क्रिस्टीना
சுதர்சன்	सुदर्शन
மேகி	मैगी
ஆன்மாவை	आत्मा
சூரிச்	ज्यूरिख
வெடிகுண்டுகள்	बम
அடியெடுத்து	चरण
அடியெடுத்து	स्टेप
அடியெடுத்து	कदम
தரநிலைகளை	मानकों
பிஹாரி	बिहारी
தத்தல்	टैग
தத்தல்	टैब
பிராட்பேண்ட்	ब्रॉडबैंड
ஆஷ்	ऐश
ஆஷ்	राख
வளர்த்தது	उठी
வளர்த்தது	अर्जित
வளர்த்தது	उठाया
வெட்டிய	कटा
அல்சைமர்	अल्जाइमर
சிக்கன்	मुर्गा
சிக்கன்	चिकन
சிக்கன்	मुर्गी
டெரன்ஸ்	टेरेंस
ஊடாடும்	इंटरेक्टिव
ஊடாடும்	इंटरैक्टिव
ஊடாடும்	इंटरएक्टिव
எஸ்கேப்	एस्केप
வகுப்புத்	सहपाठी
டியாகோ	डिएगो
ஆச்சரியம்	सरप्राइज़
ஆச்சரியம்	आश्चर्य
குஷ்	कुश
ஜெயில்	कारावास
ஜெயில்	जेल
எதிர்பார்ப்புகள்	उम्मीदों
எதிர்பார்ப்புகள்	उम्मीदें
முசாபர்பூர்	मुजफ्फरपुर
முசாபர்பூர்	मुजफ्फर
மரகத	पन्ना
ஈபெல்	एफिल
நாந்தேடு	नांदेड़
கிரிமினல்	अपराधी
கிரிமினல்	आपराधिक
கிரிமினல்	क्रिमिनल
கிரிமினல்	मुजरिम
கிரிமினல்	दण्ड
விரும்பத்தக்கது	अस्तबलों
பஷீர்	बशीर
ஆஸ்திரோனீசிய	ऑस्ट्रोनीशियाई
நைனிடால்	नैनीताल
காட்டேரி	पिशाच
அத்திரி	अत्रि
நெட்வொர்க்கிங்	नेटवर्किंग
நாளமில்லாச்	अंतःस्रावी
பணியிடம்	कार्यक्षेत्र
பணியிடம்	कार्यस्थल
கடகம்	कर्कट
கடகம்	कैंसर
கடகம்	कर्क
எண்ணிலடங்கா	असीमित
எண்ணிலடங்கா	अनलिमिटेड
சிம்பொனி	सिंफनी
நிறுவனர்கள்	संस्थापकों
ஓரங்கள்	सीमायें
ஓரங்கள்	किनारा
ஓரங்கள்	हाशिए
ஓரங்கள்	मार्जिन
ஓரங்கள்	हाशिया
மர்பி	मर्फी
பிரியன்	ब्रायन
பறந்தது	उड़ाया
அகோலா	अकोला
விருப்பமில்லை	नापसंद
விருப்பமில்லை	असंभावित
உயிர்க்கோளம்	जीवमंडल
நெகிழ்வான	लचीले
நெகிழ்வான	लचीला
நெகிழ்வான	लचीली
ஒழுங்கமைவு	मध्यस्थता
பாகல்பூர்	भागलपुर
கீச்சான்	श्राइक
முஜாகிதீன்	मुजाहिदीन
டஜன்	दर्जनों
டஜன்	दर्जन
ஜோய்	जॉय
லக்கி	लकी
லக்கி	भाग्यशाली
நந்திதா	नंदिता
மனநிலையை	मनोदशा
மனநிலையை	मिजाज़
மனநிலையை	मिज़ाज
மனநிலையை	मूड
அடித்தளங்கள்	मूलाधार
தோள்பட்டை	कंधे
தோள்பட்டை	कंधा
பேஷன்	फ़ैशन
பேஷன்	फैशन
ரபி	रबी
ரபி	रफ़ी
ரபி	रफी
வகுப்பறைகள்	कक्षाओं
கோத்ரா	गोधरा
தோரணம்	पैटर्न
தோரணம்	प्रतिकृति
தோரணம்	प्रतिमान
ஷீன்	शीन
சிலிகுரி	सिलीगुड़ी
சாண்டி	सैंडी
சனம்	सनम
ஸ்கார்லெட்	स्कारलेट
வினோபா	विनोबा
ஜெசிகா	जेसिका
டோரா	डोरा
பாடத்தை	सबक
அலட்சியம்	वरीयताएँ
அலட்சியம்	उदासीनता
அலட்சியம்	लापरवाही
சுப்பர்	सूपर
சுப்பர்	सुपर
பார்பர்	नाई
ஜயசூரிய	जयसूर्या
ஷோபா	शोभा
வால்டன்	वाल्टन
கானும்	खां
கானும்	ख़ान
கானும்	खान
வர்ம	वर्मा
வர்ம	वर्ण
ரன்பீர்	रणबीर
வந்தடைந்தனர்	आगमन
சாள்ஸ்	चार्ल्स
இஞ்சின்	एंडगेम
எழுதுகோல்	लेखनी
எழுதுகோல்	पेन
எழுதுகோல்	कलम
மிர்சாபூர்	मिर्जापुर
மிர்சாபூர்	मिर्ज़ापुर
மிர்சாபூர்	मिर्ज़ा
இட்டெர்பியம்	इटरबियम
அட்லாண்டிஸ்	अटलांटिस
சுலபமான	सिंपल
சுலபமான	साधारण
சுலபமான	सरल
குஸ்டாவ்	गुस्ताव
மலட்டுத்தன்மை	बांझपन
இலட்சத்தீவுகள்	लक्षद्वीप
ஷாட்	गोली
ஷாட்	शॉट
பீஷ்ம	भीष्म
ஜெகன்	जगन
காப்போம்	गोपनीयता
இடைவேளை	ब्रेक
நூருல்	नुरुल
ஜக்	जग
ஜக்	जुग
ரீமிக்ஸ்	रिमिक्स
ரீமிக்ஸ்	रीमिक्स
அகராதியை	शब्दकोश
அகராதியை	शब्दकोष
கண்ணாடியை	चश्मा
கண்ணாடியை	ऐनक
கண்ணாடியை	चश्मे
மேன்சன்	मैनसन
தவிக்கும்	छुटकारा
மியான்	मियाँ
மியான்	मियां
சிட்	चिट
அருண்டேல்	अरुंडेल
பிஜேபி	बीजेपी
பிஜேபி	भाजपा
நாள்காட்டி	पंचांग
நாள்காட்டி	कैलेंडर
தோல்விக்கு	शिकस्त
தோல்விக்கு	हार
தணிக்கையாளர்	महालेखापरीक्षक
மேல்புறம்	अपर
மேல்புறம்	ऊपरी
துணைவர்	पार्टनर
துணைவர்	साझेदार
துணைவர்	संगी
துணைவர்	साथी
துணைவர்	जीवनसाथी
லஞ்சம்	घूस
லஞ்சம்	घूसखोरी
ரஷியன்	रूसी
நுரை	फोम
நுரை	झाग
குமிழிகள்	रबर
குமிழிகள்	रबड़
குமிழிகள்	बुलबुले
நடால்	नडाल
முயல்கள்	खरगोश
கத்தரி	बैंगन
கத்தரி	बैंगनी
சுவாரஸ்யமான	दिलचस्प
சுவாரஸ்யமான	रोचक
கரையாது	अघुलनशील
பீதி	दहशत
அனந்தநாக்	अनंतनाग
டாண்ட்டலம்	टैंटेलम
போதிக்கும்	बोधि
சோப்	सोप
சோப்	साबुन
பூச்சியியல்	कीटविज्ञान
சோசா	सूजा
சோசா	सोसा
பாரூக்	फारूक
பாரூக்	फारूख
அஞ்சல்கள்	संदेश
டிஸ்கோ	डिस्को
சோமாலி	सोमाली
ராஜி	राजी
ஏர்லைன்	एयरलाइन
பணியிடத்தில்	कार्यक्षेत्र
பணியிடத்தில்	कार्यस्थल
அமர்த்தியா	अमर्त्य
சாம்ராட்	सम्राट
போசான்	बोसॉन
வீலர்	व्हीलर
மாக்சிமிலியன்	मैक्सीमिलियन
அரோரா	अरोड़ा
அரோரா	अरोरा
பகிர்ந்த	साझा
பகிர்ந்த	साझेदारी
மகாராணா	महाराणा
அனிருத்	अनिरुद्ध
சாகீர்	ज़हीर
டஃப்	डफ़
நலமாக	ठीक
நலமாக	जुर्माना
முப்தி	मुफ़्ती
பதேபூர்	फतेहपुर
உருவாக்குநர்	डेवलपर
உருவாக்குநர்	विकासकर्ता
அலெக்சி	एलेक्सी
திருமணமாகாத	अविवाहित
பெக்கெரல்	बैकेरल
கத்ரீனா	कैटरीना
டெவலப்பர்	डेवलपर
டெவலப்பர்	विकासकर्ता
ஷெல்டன்	शेल्डन
ஷெல்டன்	शेल्टन
ஏரிஸ்	एरीस
புலே	फुले
ஹஸன்	हसन
உணர்ந்தேன்	लगा
தறி	करघा
குறிச்சொற்கள்	कीवर्ड
மாதவ்	माधव
செங்கிஸ்	चंगेज़
பூநாரை	राजहंस
சுத்திகரிக்கப்பட்ட	परिष्कृत
சிங்கார	सिंह
வெகுமதி	सवाब
வெகுமதி	बदला
வெகுமதி	पुरस्कार
வடிகட்டிகள்	फ़िल्टर
வசனத்தை	आयत
வசனத்தை	श्लोक
சோனா	सोना
சோனா	शोना
வெட்கம்	शर्मीले
வெட்கம்	शर्म
வெட்கம்	लज्जा
வெட்கம்	शर्मीली
விளம்பரதாரர்கள்	प्रायोजित
விளம்பரதாரர்கள்	विज्ञापनदाताओं
விளம்பரதாரர்கள்	विज्ञापनदाता
ஆளாகின்றனர்	अवसाद
ஆளாகின்றனர்	डिप्रेशन
டாமி	टॉमी
வாசி	पढ़ा
வாசி	पढ़े
வாசி	पढ़ें
யுக்தி	विचार
யுக்தி	आईडिया
எலோ	इल
நிர்வாணம்	नग्नता
மேகன்	मगन
ஸ்டார்டஸ்ட்	स्टारडस्ट
உச்சரிப்பில்	लहजे
உச்சரிப்பில்	एक्सेंट
உச்சரிப்பில்	लहजा
நினைத்ததை	विचार
நினைத்ததை	सोचा
கிப்ஸ்	गिब्स
ஆட்டோடெஸ்க்	ऑटोडेस्क
பிளேஸ்டேசன்	प्लेस्टेशन
பிரிகேட்	ब्रिगेड
வறண்டு	सूख
வறண்டு	शुष्क
வறண்டு	सूखी
வறண்டு	सूखा
மாட்டிறைச்சி	बीफ
மாட்டிறைச்சி	गोमांस
வெறுப்பை	घृणा
வெறுப்பை	द्वेष
கேரட்	गाजर
வர்டி	वर्डे
லோகோ	लोगो
அங்கீகரிப்பு	स्वीकृति
அங்கீகரிப்பு	अनुमोदन
நட்புடன்	दोस्ताना
சாஸ்	सॉस
சொல்லு	बताना
சொல்லு	बताओ
காளிகாட்	कालीघाट
காணொளிகள்	वीडियोज़
காணொளிகள்	वीडियो
அன்னே	ऐनी
ஊதி	उड़ा
முயற்சிக்க	कोशिश
சாந்தினி	चांदनी
சாந்தினி	चाँदनी
நிதானமாக	शांत
குவாங்	क्वांग
நாகசாகி	नागासाकी
ஜவுளி	वस्त्र
ஜவுளி	कपड़ा
செய்வான்	करेंगे
செய்வான்	करेगा
செய்வான்	होगी
செய்வான்	करेगी
செய்வான்	होगा
குர்ட்	कर्ट
தீபக்	दीपक
ஆல்டோ	आल्टो
மாக்சிம்	कहावत
ட்ரில்லியன்	खरब
அசிமோவ்	असिमोव
குருத்தெலும்பு	उपास्थि
தச்சர்	बढ़ई
கெயில்	गेल
சனா	साना
அசுட்டட்டைன்	ऐस्टाटीन
கொல்லர்	लोहार
குளிரில்	कोल्ड
குளிரில்	सर्दी
குளிரில்	ठंड
குளிரில்	ठंडा
மஹ்மூத்	महमूद
வரப்போகும்	आगामी
ஆசைகள்	बधाइयां
பாவாடை	पेटीकोट
பாவாடை	स्कर्ट
விட்னி	व्हिटनी
சோஃபியா	सोफिया
தன்னலமற்ற	निस्वार्थ
கில்லி	गिली
ப்ரியா	प्रिया
புளுட்டோனியம்	प्लूटोनियम
பெலோ	बेलो
பாவே	भावे
துர்க்	दुर्ग
அச்சுத	अच्युत
இல்லினாய்ஸ்	इलिनोइस
பெனிட்டோ	बेनिटो
காம்ப்டன்	कॉम्पटन
பூர்ணியா	पूर्णिया
தேம்ஸ்	टेम्स
சிண்டிகேட்	सिंडिकेट
ஜேனட்	जेनेट
தற்செயல்	संयोग
குளோரேட்டு	क्लोरेट
வைஷ்ணவி	वैष्णवी
வங்கதேச	बांग्लादेशी
வெளிப்படுத்துதல்	प्रकटीकरण
விருப்பத்தேர்வுகள்	फंक्शन्स
விருப்பத்தேர்வுகள்	प्राथमिकताएँ
விருப்பத்தேர்வுகள்	वरीयताओं
விருப்பத்தேர்வுகள்	विकल्प
விருப்பத்தேர்வுகள்	वरीयताएँ
விருப்பத்தேர்வுகள்	प्राथमिकताएं
பியர்சன்	पियर्सन
மனே	मानेट
ஹூப்ளி	हुबली
தேடலை	खोज
தேடலை	ढूंढें
தேடலை	खोजें
லாஜிக்	तर्क
லாஜிக்	लॉजिक
தன்னியக்கமாக	स्वचलित
தன்னியக்கமாக	स्वचालित
சத்துணவு	पोषण
அதிசயமான	चमत्कारी
நதிநீர்	नदी
பாபிலோன்	बाबुल
பூசணி	कद्दू
பூசணி	पम्पकिन
பிரிவினையை	जुदाई
பிரிவினையை	विरह
புவியியலாளர்	भूवैज्ञानिक
வாக்கியத்தை	सजा
வாக்கியத்தை	वाक्य
சாஃகா	साहा
ஜியோ	जियो
ஜியோ	जिओ
தூம்	धूम
நாடார்கள்	नाडार
கிரேசி	ग्रेसी
நெப்ராஸ்கா	नेब्रास्का
இர்பான்	इरफ़ान
இர்பான்	इरफान
பிழைத்து	बच
ஓட்டுநர்கள்	चालक
ஓட்டுநர்கள்	ड्राइवर
கொழுப்பை	वसा
கொழுப்பை	मोटा
கொழுப்பை	मोटी
கொழுப்பை	मोटे
கொழுப்பை	स्थूल
தவழும்	खौफनाक
எட்னா	एडना
புஷ்கர்	पुष्कर
சோசலிசம்	समाजवादी
சோசலிசம்	समाजवाद
சைதன்ய	चैतन्य
எகிப்தியர்	उन्होंने
ரஸ்ஸல்	रसेल
அபி	अभि
அபி	अबी
காரகோரம்	काराकोरम
அரசியல்வாதிகளின்	राजनेता
தந்திரங்கள்	गुर
தந்திரங்கள்	तरकीब
நியுவே	नियू
யோங்	योंग
கிங்ஸ்டன்	किंग्स्टन
தெலுகு	तेलुगु
தெலுகு	तेलुगू
ஊக்லி	हुगली
வெப்பமடைதல்	वार्मिंग
ஒசாமா	ओसामा
தேவையானவை	आवश्यक
தேவையானவை	जरूरी
டெட்ராய்ட்	डेट्रॉयट
பிளான்	प्लान
பிளான்	योजना
தசைகளை	मांसपेशियों
தசைகளை	मांसपेशियां
ஆன்ட்டி	काकी
ஆன்ட்டி	बुआ
எல்பா	एल्बा
மனதிற்கு	मन
மனதிற்கு	दिमाग
பவநகர்	भावनगर
பொறுப்புள்ள	उत्तरदायी
பொறுப்புள்ள	ज़िम्मेदार
பொறுப்புள்ள	जिम्मेदार
தடுப்பி	प्रतिरोधक
பங்கஜ்	पंकज
சீரகம்	जीरा
கிரிஸ்டல்	क्रिस्टल
அல்மோரா	अल्मोड़ा
விஜயதசமி	विजयदशमी
விஜயதசமி	दशहरा
ரன்னர்	धावक
ரன்னர்	रनर
கண்ணிவெடி	खानों
டிரெவர்	ट्रेवर
குடிப்பது	पीना
குடிப்பது	पीने
அஞ்சும்	अंजुम
சிரமங்களை	कठिनाइयों
அடால்ப்	एडोल्फ
இடுகை	पोस्ट
பலவற்றிற்கு	ज्यादा
பலவற்றிற்கு	आदि
பலவற்றிற்கு	अधिक
பூஷண்	भूषण
அசீம்	हाशिम
ஹெய்ன்ஸ்	हायनेस
காரணமானவர்	सर्बिया
குழப்பத்தில்	उलझन
குழப்பத்தில்	भ्रमित
அளவுருக்கள்	पैरामीटर
அளவுருக்கள்	परिमाण
அளவுருக்கள்	पैरामीटर्स
முசோரி	मसूरी
லேசாக	हल्का
லேசாக	प्रकाश
லேசாக	लाइट
லேசாக	रोशनी
யாரென்று	जो
யாரென்று	जिसने
யாரென்று	कौन
கலிடோனியா	कैलेडोनिया
கற்பழிப்பு	बलात्कार
நத்தைகள்	घोंघे
பூமா	प्यूमा
ஹவானா	हवाना
நிரலாளர்	प्रोग्रामर
கோளங்கள்	गोला
விவரக்குறிப்புகள்	विशिष्टताएँ
கொறிணி	कृंतक
நேர்க்கோட்டில்	एकरेखीय
ஹட்டன்	हटन
அமர்வுகள்	सत्र
அமர்வுகள்	एक्सटेंशन्स
எராகன்	एरागोन
பிரஜாபதி	प्रजापति
பாட்டியின்	दादी
திரிபாதி	त्रिपाठी
தொல்லுயிரியல்	जीवाश्मविज्ञान
மூட்டை	पैक
தாஹிர்	ताहिर
பிரிகேடியர்	ब्रिगेडियर
ஜோக்கர்	जोकर
ஒயின்	शराब
ஒயின்	वाइन
மேரேஜ்	शादी
மேரேஜ்	मैरिज
மேரேஜ்	विवाह
வற்புறுத்தி	बल
வற்புறுத்தி	फ़ोर्स
ரோஜர்ஸ்	रोजर्स
பாதாளத்தில்	उभरा
அசோகா	अशोक
ரைனா	रैना
பசங்க	यारों
பசங்க	दोस्तों
ஷாப்	दुकान
ஷாப்	दूकान
ஷாப்	शॉप
ஷூ	जूता
கோப்பர்னிக்கஸ்	कोपरनिकस
கச்சிதமான	सही
கச்சிதமான	परिपूर्ण
கச்சிதமான	पूर्ण
கச்சிதமான	परफेक्ट
அட்சரேகை	शर
அட்சரேகை	अक्षांश
கனா	काना
சிரிக்க	लाफ
சிரிக்க	हँसो
சிரிக்க	हंसना
லாம்ப்	मेमने
லாம்ப்	मेमना
சந்தீப்	संदीप
பொனொபோ	बोनोबो
சட்டையை	शर्ट
சட்டையை	कमीज़
சட்டையை	कमीज
கைத்தல்	कैथल
பெரிபெரி	बेरीबेरी
ஜார்	जार
லேப்ஸ்	लैब्स
நீளவாக்கில்	पोर्ट्रेट
கிசன்கஞ்சு	किशनगंज
டயான்	डायने
எலியாஸ்	एलियास
காக்கி	खाकी
வில்கின்சன்	विल्किनसन
ரத்னகிரி	रत्नागिरी
உணர்கிறார்	जज्बात
உணர்கிறார்	अनुभूति
உணர்கிறார்	भावनाएं
உணர்கிறார்	अहसास
உணர்கிறார்	भावनाएँ
உணர்கிறார்	भावना
பிரணாப்	प्रणब
சல்	सल
சல்	चल
எங்களின்	हमारे
எங்களின்	हमारा
எங்களின்	हमारी
மான்ஸ்டர்	राक्षस
மான்ஸ்டர்	दैत्य
மான்ஸ்டர்	दानव
பின்புறமாக	पीछे
உதித்த	जगाने
சோமாலிய	सोमालियाई
பேஷ்வா	पेशवा
பேஷ்வா	पेशवाओं
அம்ரோகா	अमरोहा
கண்டிப்பு	स्क्रिप्ट्स
கண்டிப்பு	सख्त
துப்பறிவாளர்	अन्वेषक
விஸ்கான்சின்	विस्कॉन्सिन
நிர்மல்	निर्मल
ஹெலிகாப்டர்	हैलीकॉप्टर
ஹெலிகாப்டர்	हेलीकाप्टर
ஹெலிகாப்டர்	हेलीकॉप्टर
நிமிர்ந்த	वीर्यपात
நிமிர்ந்த	फक़त
கூரியர்	कूरियर
உத்வேகம்	प्रेरणा
சிம்மாசனம்	अर्श
சிம்மாசனம்	सिंहासन
சுழல்கள்	चक्र
சுரா	सूरा
சொந்தக்காரர்	मालिक
சொந்தக்காரர்	स्वामी
மனதளவில்	मानसिक
ரித்திக்	ऋतिक
நெஸ்லே	नेस्ले
பாதல்	बादल
அபாபா	अबाबा
ரானா	राणा
ஒத்திசை	सिंक
ஆதிலாபாத்	आदिलाबाद
கேடா	खेड़ा
திரட்டுதல்	एकत्रीकरण
திரட்டுதல்	सुझाव
உறுதிப்படுத்தல்	पुष्टिकरण
உறுதிப்படுத்தல்	पुष्टि
தாட்சர்	थैचर
கிளின்ட்	क्लिंट
கான்கோர்டு	कॉनकॉर्ड
சரோவர்	सरोवर
அவகாதரோ	अवोगाद्रो
வாக்னர்	वेगनर
ஏஜென்சி	एजेंसी
அநீதி	ख़ुदकुशी
அநீதி	अन्याय
மைக்கோபாக்டீரியம்	माइकोबैक्टीरियम
ஐகான்	प्रतीक
ஐகான்	आइकन
ஐகான்	चिह्न
நூயி	नुई
வாங்குபவர்கள்	खरीदार
சித்தப்பா	चाचा
சித்தப்பா	अंकल
சித்தப்பா	ताऊ
சித்தப்பா	मामा
லூப்	पाश
லூப்	लूप
இஸ்லாத்தை	इस्लाम
ஹபீப்	हबीब
அழும்	रो
அழும்	रोना
மர்டாக்	मर्डोक
படித்தேன்	पढ़ाई
ஹமீத்	हमीद
செர்மன்	शरमन
டாக்கீஸ்	टॉकीज़
ரஞ்சி	रणजी
டப்	डब
சலனம்	प्रलोभन
பருகும்	ढोरों
பருகும்	ढोर
பருகும்	चौपायों
ஞானஸ்நானம்	बपतिस्मा
சோய்	चोई
ஆழமாகப்	कड़
ஆழமாகப்	फर्म
அண்ணி	भाभी
உடுத்தும்	पहनें
இர்விங்	इरविंग
ஜிப்ரால்டர்	जिब्राल्टर
சிக்	चिक
பீம்	बीम
பீம்	भीम
கிறிஸ்துவை	मसीह
கிறிஸ்துவை	क्राइस्ट
கஜபதி	गजपति
பாரஸ்ட்	फॉरेस्ट
பிரகதாரண்யக	बृहदारण्यक
துன்பத்தை	तकलीफ
ஆதரிக்கப்படும்	समर्थित
கெமிக்கல்	रासायनिक
கெமிக்கல்	केमिकल
கெமிக்கல்	रसायन
கர்வம்	गौरव
கர்வம்	अभिमान
டெரா	टेरा
சீராக்கி	कंडीशनर
மசாஜ்	मालिश
மசாஜ்	मसाज
நிச்சயதார்த்தம்	सगाई
நிச்சயதார்த்தம்	सहभागिता
அஸ்வினி	अश्विनी
வீல்	पहिया
வீல்	चक्र
வீல்	व्हील
ஹூம்	हम
சுமன்	सुमन
ஆஷ்லே	एशले
இனவாத	जातिवाद
சாஞ்சி	सांची
கோவளம்	कोवलम
வெப்பவியக்கவியல்	ऊष्मागतिकी
மதிப்பிற்குரிய	आदरणीय
கிடப்பது	चमन
யுனிகோடு	यूनिकोड
யுனிகோடு	युनिकोड
யொகான்	योहान
பூட்டுகள்	ताले
மசூத்	मसूद
கசாப்	कसाब
பொருந்தவில்லை	बेमेल
வெண்டி	भिंडी
வெண்டி	वेन्डी
வெண்டி	वेंडी
பேப்	बेब
பேப்	बेबे
லேவி	लेवी
ஹேஸ்டிங்ஸ்	हास्टिंग्स
பெர்மாங்கனேட்டு	परमैंगनेट
சந்திரகாந்த்	चन्द्रकान्त
உருவரை	ख़ाका
உருவரை	लेआउट
உருவரை	खाका
உருவரை	अभिन्यास
சேமிக்கிறது	छायांकन
டீல்	डील
டீல்	सौदा
டீல்	सौदे
தகுதியற்ற	अयोग्य
தடுப்பூசிகள்	टीके
யாசிர்	यासिर
பாதங்களை	पैर
பாதங்களை	पांव
பாதங்களை	फ़ुट
பாதங்களை	पाँव
பாதங்களை	फीट
பாதங்களை	पैरों
பொறுமையாக	धैर्यपूर्वक
புக்கரெஸ்ட்	बुखारेस्ट
ஜெல்லி	जेली
பனாரஸ்	बनारस
தெளிவுத்திறன்	रिज़ॉल्यूशन
தெளிவுத்திறன்	रेज़ोल्यूशन
தெளிவுத்திறன்	विभेदन
தெளிவுத்திறன்	समाधान
தெளிவுத்திறன்	संकल्प
ஆத்திரம்	रेज
ஆத்திரம்	क्रोध
சேனல்கள்	चैनलों
சேனல்கள்	चैनल
சேனல்கள்	चैनल्स
ஏற்கிறேன்	सहमत
ஹூஸ்டன்	ह्यूस्टन
பார்த்ததில்	देखकर
சவுக்	चौक
ஜேட்	जेड
ஜாகிர்	ज़ाकिर
நெசவாளர்கள்	बया
ஆரம்பித்தான்	मिट्टी
தேசி	देसी
யோம்	योम
வேப்ப	नीम
கணக்கிடுகிறது	गणक
கணக்கிடுகிறது	परिपथ
பில்டர்	बिल्डर
டெஸ்லா	टेस्ला
எழுந்தருளும்	उठता
புருஷ	पुरुष
ஆந்த்ராக்ஸ்	एंथ्रेक्स
கடையை	दुकान
கடையை	दूकान
கடையை	शॉप
நீலான்	नीली
நீலான்	नीलगाय
நீலான்	नीले
மாளவியா	मालवीय
ஏற்றப்படுகிறது	लोडिंग
ஏற்றப்படுகிறது	लदान
அனத்தோலியா	आनातोलिया
இண்டஸ்ட்ரீஸ்	उद्योग
இண்டஸ்ட்ரீஸ்	उद्योगों
அளவில்லாத	असीमित
அளவில்லாத	अनलिमिटेड
பெர்ட்ரண்டு	बर्ट्रेंड
முடிவில்லாத	असीमित
முடிவில்லாத	अनगिनत
முடிவில்லாத	अनंत
முடிவில்லாத	अनन्त
அதிர்ந்து	हैरान
அதிர்ந்து	अचंभित
அசாத்	असद
அவதார்	अवतार
செஸ்டர்	चेस्टर
குக்கீ	कुकी
மோசுல்	मोसुल
லான்ஸ்	तलवार
லான்ஸ்	लांस
மிராண்டா	मिरांडा
பிம்பங்கள்	छवि
பிம்பங்கள்	छवियां
பிம்பங்கள்	बिंब
பிம்பங்கள்	छवियाँ
பிம்பங்கள்	चित्र
தார்வாட்	धारवाड़
புல்லை	घास
புல்லை	ग्रास
பிரிட்	ब्रिट
லயன்ஸ்	शेर
விண்ணப்பித்த	लागू
ஜோஹர்	जोहार
பண்ண	खेत
பண்ண	फ़ार्म
பண்ண	फार्म
விரி	विस्तार
திருத்துதல்	सम्पादन
திருத்துதல்	संपादन
கைலாஷ்	कैलाश
ஓக்லஹோமா	ओक्लाहोमा
ஆரியர்களின்	सातारा
பென்சன்	बेंसन
கெரார்டு	गेरहार्ड
சுக்லா	शुक्ल
சுக்லா	शुक्ला
போலா	पोला
கிங்ஸ்லி	किंग्सले
சாபவிமோசனம்	मोक्ष
சாபவிமோசனம்	मुक्ति
அரிசாஞ்ச்	होरिज़ोंटे
பாகுபலி	बाहुबली
அகர்தலா	अगरतला
கோரா	कोरा
கோரா	गोरा
பதற்றம்	टेंशन
பதற்றம்	चिंता
பெர்சிவல்	पर्सिवल
காஃப்கா	काफ्का
தண்டிக்க	सजा
ஓரிகன்	ऑरेगॉन
பாடவும்	गाओ
பாடவும்	गा
தைரியம்	हिम्मत
தைரியம்	साहस
காதுகளில்	कान
காதுகளில்	कानों
பெயரீடு	नामकरण
விற்பவர்	विक्रेता
உத்திரவாதம்	वारंटी
லெவின்	लेविन
மூதாதை	पूर्वज
தூரிகை	ब्रुश
தூரிகை	ब्रश
வாக்குறுதியை	वचन
சந்திப்பை	मुठभेड़
சந்திப்பை	एनकाउंटर
அரபாத்	अराफात
கர்மா	कर्मा
கர்மா	कर्म
ஆஹா	अहा
ஆஹா	वाह
நினைவுகளை	यादें
விசுவேசுவரய்யா	विश्वेश्वरैया
ஹங்கேரியன்	हंगेरियाई
ஹங்கேரியன்	हंगरी
லிபர்டி	लिबर्टी
லிபர்டி	स्वाधीनता
லிபர்டி	स्वतंत्रता
திரவியங்கள்	इत्र
