から	من
チェーホフ	تشيخوف
ロマンチック	رومنسي
ロマンチック	رومانسية
ロマンチック	رومانسي
パウルス	بولص
サムナー	سومنر
きのう	البارحة
きのう	الامس
きのう	البارحه
きのう	امس
ヴィヴィアン	فيفيان
トゥデイ	اليوم
モカ	موكا
鼓舞	الهم
ナチズム	النازية
巻物	تمرير
ベッカム	بيكهام
ガーラ	غالا
分娩	العمالة
分娩	ولادة
分娩	الولادة
分娩	المخاض
分娩	عمالة
食道	المري
ヴィットリオ	فيتوريو
メーデー	استغاثة
無礼	فظ
無礼	وقح
無礼	وقاحة
風化	التجوية
土産物	تذكار
納屋	بارن
納屋	حظيرة
納屋	الحظيرة
拘禁	الاحتجاز
拘禁	احتجاز
拘禁	الاعتقال
リンツ	لينز
イーサン	ايثان
カブレラ	كابريرا
エヴァンズ	ايفانز
バニー	باني
バニー	الارنب
トト	توتو
リファレンス	مرجع
リファレンス	المراجع
リファレンス	مراجع
リファレンス	المرجع
スワップ	التبديل
スワップ	تبديل
スワップ	مقايضة
スワップ	مبادلة
スワップ	تبادل
バークリー	بيركيلي
バークリー	بيركلي
バイヤー	مشتري
バイヤー	المشتري
バイヤー	المشترين
アレクシス	الكسيس
バカンス	الاجازات
バカンス	اجازة
バカンス	الاجازة
バカンス	عطلة
バカンス	اجازه
バカンス	اجازات
バカンス	العطلة
バカンス	العطلات
地峡	البرزخ
無関心	اللامبالاة
壊死	نخر
ヘルニア	الفتق
ヘルニア	فتق
段ボール	كرتون
ブルッヘ	بروج
ヴォルフスブルク	فولفسبورغ
アセンブリ	الجمعية
アセンブリ	جمعية
ローズマリー	روزماري
ベレッタ	بيريتا
プロメテウス	بروميثيوس
モーゼス	موسى
暴君	الطاغية
カースト	الطائفة
ロブソン	روبسون
縮合	تكثف
縮合	تكثيف
縮合	التكثيف
ソール	سول
ハッサン	الحسن
ハッサン	حسان
錠剤	الحبوب
錠剤	حبوب
錠剤	اقراص
錠剤	حبة
錠剤	الحبة
ブラム	برام
マローン	مالون
マンゴー	المانجو
冬眠	السبات
尿素	اليوريا
コンバータ	محول
コンバータ	المحولات
守衛	البواب
守衛	بواب
ホーマー	هومر
ウィルミントン	ويلمينغتون
失業者	العاطلين
失業者	عاطل
格付	تقييم
格付	تصنيف
格付	التقييم
格付	التصنيف
プロテクト	حماية
ゴージャス	رائعة
ゴージャス	رائع
ゴージャス	فاتنة
オセチア	اوسيتيا
クリシュナ	كريشنا
金物	اجهزة
金物	العتاد
金物	الاجهزة
金物	معدات
リンデン	ليندن
マグネット	مغناطيس
マグネット	المغناطيس
マンボ	المامبو
ラゴス	لاغوس
マニュエル	مانويل
象牙	العاجي
象牙	العاجية
象牙	عاجي
象牙	العاج
寛大	الكرم
バベル	بابل
カリーナ	كارينا
アレス	اريس
カナン	كنعان
ブローニュ	بولوني
ガーフィールド	غارفيلد
ガーフィールド	جارفيلد
ブランカ	بلانكا
ハラスメント	تحرش
ハラスメント	المضايقات
ハラスメント	مضايقة
ハラスメント	التحرش
ハラスメント	المضايقة
タフト	تافت
ダスティン	داستن
ブロディ	برودي
盲人	العمياء
盲人	اعمى
盲人	عمياء
縦長	بورتريه
アブハジア	ابخازيا
膵臓	البنكرياس
恥辱	خزي
マーリー	مارلي
試す	جرب
試す	حاول
試す	محاولة
ダッジ	دودج
ヒースロー	هيثرو
ボルタ	فولتا
プラウ	المحراث
シェール	شير
レジー	ريجي
副業	هامش
パラメーター	البارامترات
ゲシュタポ	الجستابو
キセノン	زينون
キセノン	الزينون
カトマンズ	كاتماندو
十一月	نوفمبر
下書き	مسودة
下書き	المسودة
掘る	الحفر
掘る	حفر
オマール	عمر
スライス	الشريحة
スライス	شريحة
スライス	شرائح
スライス	الشرائح
モンスターズ	وحوش
モンスターズ	الوحوش
アンクル	عمو
アンクル	العم
アンクル	عم
アンクル	عمي
グーフィー	جوفي
錯覚	وهم
錯覚	الوهم
マクレラン	ماكليلان
マラン	مارين
ゲルマニウム	الجرمانيوم
パルサー	نباض
急ぐ	عجل
スリナム	سورينام
カフェイン	الكافيين
カフェイン	كافيين
ファンシー	الهوى
エナメル	المينا
ダレン	دارين
くちばし	منقار
仏教徒	البوذية
仏教徒	البوذيين
ブランデー	براندي
尼僧	راهبة
尼僧	الراهبة
ゴン	غون
嘲笑	سخر
アストラ	استرا
ウォルトン	والتون
トレヴァー	تريفور
空腹	جوع
空腹	جائع
空腹	الجوع
治す	شفاء
ビアンカ	بيانكا
ダール	دال
メテオ	النيزك
メテオ	نيزك
ビサウ	بيساو
ジュラ	جورا
トーゴ	توغو
バルバドス	بربادوس
不公平	ظالم
同義語	مرادف
同義語	مرادفات
ホイッスル	صافرة
ホイッスル	صفارة
会衆	الجماعة
会衆	التجمع
キャデラック	كاديلاك
沼地	المستنقعات
沼地	المستنقع
沼地	مستنقع
コラーゲン	الكولاجين
つまらない	ممل
つまらない	مملة
つまらない	ملل
めがね	النظارات
めがね	النظارة
めがね	نظارة
めがね	نظارات
ボリバル	بوليفار
唯物論	مادية
唯物論	المادية
テスラ	تيسلا
テスラ	تسلا
メタノール	الميثانول
ブレダ	بريدا
ローション	غسول
ローション	مرطب
月経	الحيض
フレーザー	فريزر
バーニング	تحترق
バーニング	حرق
バーニング	الحرق
バーニング	احتراق
バーニング	يحترق
ダブ	داب
瓦礫	حطام
瓦礫	الانقاض
瓦礫	الحطام
チアリーダー	التشجيع
チアリーダー	المشجعة
チアリーダー	المشجعين
傷跡	الندبة
傷跡	ندبة
傷跡	سكار
コネクト	للتواصل
コネクト	التواصل
コネクト	تواصل
コネクト	ربط
ハーディング	هاردينغ
ハーディング	هاردنج
調合	تحضير
調合	اعداد
調合	الاعداد
調合	التحضير
ヤナギ	يلو
ヤナギ	ويلو
ヤナギ	الصفصاف
タルボット	تالبوت
アントニウス	انطونيوس
異教徒	باغان
異教徒	الوثنية
疼痛	الم
疼痛	الالم
カーニー	كيرني
テンダー	العطاء
テンダー	عطاء
ルーニー	روني
後ろ向き	الوراء
クラッカー	المفرقعات
ダリオ	داريو
水平線	الافق
ポンペイ	بومبي
合成樹脂	البلاستيك
抱擁	اعتناق
抱擁	الحضن
コッポラ	كوبولا
エレノア	اليانور
アルキメデス	ارخميدس
モノローグ	مونولوج
モノローグ	المونولوج
摩耗	ارتداء
摩耗	البس
摩耗	ارتدي
摩耗	لبس
日焼け	الدباغة
パピルス	البردي
シシ	شيش
品物	البنود
品物	بنود
品物	بند
品物	عنصر
品物	العناصر
品物	العنصر
品物	الاصناف
品物	عناصر
品物	البند
オーガスタス	اغسطس
請負人	المتعهد
請負人	متعاقد
請負人	مقاول
請負人	المقاول
コモンウェルス	كومنولث
コモンウェルス	الكومنولث
ブローカー	سمسار
ブローカー	الوسيط
ブローカー	وسيط
セリーヌ	سيلين
福利	المنافع
福利	فوائد
福利	الاستحقاقات
福利	الفوائد
福利	استحقاقات
レノックス	لينوكس
オクターヴ	اوكتاف
いす	كرسي
いす	الكرسي
アーミー	الجيش
アーミー	جيش
スプリット	تقسيم
スプリット	انقسام
スプリット	التقسيم
ウォーターズ	ووترز
シェーファー	شيفر
リヒター	ريختر
テイト	تايت
テイト	تيت
ロッキング	هزاز
ロッキング	تهز
無音	صامت
無音	الصامت
無音	صمت
無音	صامتة
無音	السكوت
無音	الصمت
無音	ساكت
ジャンゴ	جانغو
バンダ	باندا
バケツ	الدلاء
バケツ	الدلو
バケツ	دلو
シヴァ	شيفا
フール	خدا
修辞	بلاغي
バケット	دلو
バケット	الدلو
ジブリ	جيبلي
アデン	عدن
おかあさん	ام
おかあさん	الام
トレントン	ترينتون
リヤド	رياض
リヤド	الرياض
栄養素	المغذيات
おじいさん	الجد
バケーション	الاجازات
バケーション	اجازة
バケーション	الاجازة
バケーション	عطلة
バケーション	اجازه
バケーション	اجازات
バケーション	العطلة
バケーション	العطلات
サウナ	ساونا
ジャスパー	جاسبر
盗作	انتحال
ベリリウム	البريليوم
サージ	اندفاع
屋良	يارا
創造性	ابداع
創造性	الابداع
海馬	الحصين
絞首刑	شنق
絞首刑	الشنق
エディー	ايدى
エディー	ايدي
ペンス	بنسات
ペンス	بنس
ロルフ	رولف
ラージャ	راجا
引っ張る	اسحب
オシャレ	عصري
マッシモ	ماسيمو
令状	تفويض
過密	الاكتظاظ
アンドリュース	اندروز
精液	المني
ビーゴ	فيغو
対角線	مائل
対角線	القطر
対角線	قطري
トナカイ	الرنة
トナカイ	الوعل
ヴィンス	فينس
検死	التشريح
マッケイ	مكاي
マッケイ	مكي
醜い	قبيح
醜い	القبيح
醜い	بشع
醜い	قبيحة
温かい	دافئ
温かい	دافئة
償却	استهلاك
償却	الاستهلاك
イスマーイール	اسماعيل
ロドリゴ	رودريغو
ロドリゴ	رودريجو
モリブデン	الموليبدينوم
トレ	تراي
旅券	جواز
旅券	الجواز
甘え	الاعتماد
甘え	التبعية
バイオレット	فيوليت
少林寺	شاولين
フィックス	اصلح
フィックス	اصلاح
リンジー	لينزي
リンジー	ليندساي
時制	متوترة
時制	توتر
ジャコウ	المسك
ジャコウ	ماسك
ジャコウ	مسك
ミミズ	ديدان
ミミズ	الديدان
ブルンジ	بوروندي
エキサイティング	مثيرة
エキサイティング	مثير
テクスチャ	قوام
テクスチャ	النسيج
テクスチャ	نسيج
テクスチャ	القوام
調製	تحضير
調製	اعداد
調製	الاعداد
調製	التحضير
フェチ	ولع
フェチ	صنم
マクレーン	ماكلين
角膜	القرنية
カエデ	القيقب
ローチ	روش
ホーキンス	هوكنز
クレヨン	الطباشير
ヘスス	خيسوس
ディロン	ديلون
賢い	ذكاء
賢い	ذكي
賢い	ذكية
賢い	سمارت
背広	بذلة
背広	حلة
背広	البدلة
背広	بدلة
イザヤ	اشعياء
デュラント	ديورانت
フィッツジェラルド	فيتزجيرالد
検問	الفحص
検問	تفتيش
検問	التفتيش
空欄	بياض
空欄	فارغ
空欄	فارغة
ドメニコ	دومينيكو
ヘモグロビン	الهيموجلوبين
ウェス	ويس
ウェス	يس
アロイス	الويس
ローグ	روج
ローグ	المارقة
酸味	الحموضة
ベナン	بنين
ダベンポート	دافنبورت
裁決	عزم
裁決	العزيمة
ローゼン	روزين
ローゼン	روزن
ディベート	المناظرة
ディベート	نقاش
ディベート	النقاش
ディベート	المناقشة
ディベート	مناقشة
合憲	دستورية
感嘆	الاعجاب
苦い	مرارة
苦い	المريرة
ウェッブ	ويب
ロゴス	شعارات
メサ	ميسا
マンスール	منصور
ラジエーター	المبرد
ラジエーター	مبرد
爽やか	منعش
スカーフ	الوشاح
スカーフ	وشاح
ハンドリング	مناولة
ハンドリング	التعامل
ホッジ	هودج
乗算	الضرب
乗算	تكاثر
ファティマ	فاطمة
トライアンフ	انتصار
マクシム	مكسيم
庭師	البستاني
庭師	بستاني
ユニゾン	انسجام
インタプリタ	مترجم
インタプリタ	المترجم
ブレンダン	برندان
ブレンダン	بريندان
ムーディ	مودي
デンプン	نشا
近況	حالة
近況	الحالة
近況	الوضع
近況	الحالات
近況	حالات
パンサーズ	الفهود
マウロ	ماورو
溶ける	تذوب
マロリー	مالوري
教本	محاضرة
教本	المحاضرة
プライア	برايا
クルミ	جوز
クルミ	الجوز
スカルノ	سوكارنو
ハリエット	هارييت
ハリエット	هاريت
エンペラー	الامبراطور
エンペラー	امبراطور
浮力	الطفو
帳簿	الكتب
帳簿	كتب
ティア	تيا
ダナ	دانا
ミディアム	المتوسط
ミディアム	متوسطة
ミディアム	متوسط
リヴィウ	لفيف
レクチャー	محاضرات
レクチャー	المحاضرات
ジェニングス	جينينغز
クラスタ	العنقودية
ビング	بنج
ビング	بينج
ビング	بينغ
睡眠薬	منوم
睡眠薬	التنويم
ハービー	هيربي
ハービー	هارفي
パメラ	باميلا
日課	الروتينية
日課	روتيني
日課	الروتين
日課	روتينية
日課	روتين
アサド	الاسد
ファウンデーション	المؤسسة
ファウンデーション	الاساس
ファウンデーション	مؤسسة
不老不死	الخلود
逆境	الشدائد
逆境	المحن
オモチャ	العاب
コーディング	تشفير
コーディング	ترميز
コーディング	الترميز
バルガス	فارغاس
成層圏	الستراتوسفير
インスパイア	الالهام
インスパイア	الهم
インスパイア	الهام
取り消す	الغي
取り消す	الغاء
寂しい	وحيدا
寂しい	وحيدة
寂しい	وحيد
傍聴	ملاحظة
傍聴	الملاحظة
傍聴	الحضور
学寮	مهجع
クライミング	التسلق
アラ	علاء
アラ	علا
お腹	المعدة
お腹	معدة
品格	كرامة
品格	الكرامة
グー	غو
ファイサル	فيصل
ヒーリング	الشفاء
ヒーリング	شفاء
股関節	ورك
股関節	الورك
股関節	هيب
鎖骨	الترقوة
ディナール	دينار
旱魃	الجفاف
旱魃	جفاف
アロエ	الصبار
灯油	الكيروسين
マーキング	الوسم
ヘイデン	هايدن
流罪	النفي
流罪	المنفى
カチン	كاشين
血栓	جلطة
血栓	الجلطة
ポートレート	بورتريه
ナウル	ناورو
サヴォワ	سافوا
サヴォワ	سافوي
ヴェロニカ	فيرونيكا
ホルト	هولت
セオリー	النظرية
セオリー	نظرية
スピリチュアル	روحية
スピリチュアル	الروحانية
スピリチュアル	الروحية
スピリチュアル	روحاني
スピリチュアル	روحانية
ブッチャー	جزار
ブッチャー	الجزار
ポンティアック	بونتياك
マチュー	ماتيو
コージー	مريح
ダイオキシン	الديوكسين
梱包	التعبئة
アロウズ	سهام
アロウズ	السهام
アロウズ	اسهم
おばあさん	جدة
ビンス	فينس
ラヴェンナ	رافينا
シナモン	القرفة
マンデラ	مانديلا
ビーグル	بيغل
沙弥	شامي
アマル	عمار
アマル	امال
レインズ	رينز
ダガー	الخنجر
ダガー	خنجر
ナイチンゲール	العندليب
カボチャ	القرع
カボチャ	اليقطين
カボチャ	القرعة
バナー	الرايات
バナー	رايات
バナー	راية
バナー	لافتة
バナー	شعارات
バナー	شارات
バナー	لافتات
バナー	الراية
放蕩	الضال
放蕩	الفجور
ムルシア	مورسيا
グローバリゼーション	العولمة
グローバリゼーション	عولمة
ソウザ	سوزا
僧院	دير
僧院	الدير
僧院	الاديرة
スクレ	سوكري
主務	مختصة
主務	المختصة
荷車	عربة
荷車	العربة
めまい	دوار
めまい	الدوار
ミルコ	ميركو
ベケット	بيكيت
仏陀	بوذا
見どころ	ابرز
ダンケルク	دونكيرك
ルータ	الموجهات
ルータ	راوتر
視床	المهاد
母性	الامومة
アカシア	السنط
ヴィジョン	رؤيا
ヴィジョン	رؤية
ヴィジョン	الرؤية
スムース	ناعمة
スムース	سلسة
スムース	السلس
スムース	سلس
スムース	ناعم
ダッカ	دكا
震え	يهتز
スコーピオン	سكوربيون
スコーピオン	العقرب
神経質	متوتر
神経質	العصبي
神経質	متوترة
神経質	عصبية
神経質	عصبي
ベーブ	حبيبتي
眉毛	الحاجب
眉毛	الحواجب
ローダ	محمل
ローダ	رودا
臭素	البروم
ジャンニ	جياني
つづり	التهجئة
クラスノダール	كراسنودار
見積もり	التقدير
見積もり	تقدير
見積もり	تقديرات
見積もり	التقديرات
ルシファー	لوسيفر
漆喰	الجص
セキレイ	ذعرة
大麦	الشعير
スール	سور
グレナダ	غرينادا
バティスタ	باتيستا
可愛らしい	محبوب
威厳	كرامة
威厳	الكرامة
洗う	اغسل
洗う	غسل
洗う	واش
カウンタ	مضاد
カウンタ	العداد
ペニシリン	البنسلين
ボーデン	بوردن
フェイク	زائف
フェイク	مزيف
フェイク	مزيفة
フェイク	وهمية
ひねり	الوي
ひねり	تويست
ポインター	المؤشر
ポインター	مؤشر
煉獄	المطهر
ロハス	روخاس
ライヒ	الرايخ
ジェスチャー	بادرة
ジェスチャー	لفتة
ヒスタミン	الهستامين
フィルモア	فيلمور
プルーフ	اثبات
プルーフ	دليل
プルーフ	البرهان
プルーフ	برهان
給仕	تخدم
レギオン	فيلق
レギオン	الفيلق
赤痢	الزحار
ヒルダ	هيلدا
スザンナ	سوزانا
充電器	شاحن
充電器	الشاحن
マナ	مانا
パーム	الكف
パーム	النخيل
不可視	خفي
不可視	خفية
不可視	الخفي
不可視	مخفي
アレッポ	حلب
ビーコン	المنارة
ビーコン	مشعل
ビーコン	منارة
ビーコン	بيكون
マリナー	مارينر
メレディス	ميريديث
メレディス	ميريدث
ロズウェル	روزويل
ダラム	دورهام
ロージー	روزي
毛布	البطانية
毛布	بطانية
ゴブリン	العفريت
ゴブリン	عفريت
ゴブリン	جوبلن
ゴブリン	العفاريت
リビングストン	ليفينغستون
ウズラ	السمان
れんが	بريك
れんが	الطوب
れんが	طوب
スプートニク	سبوتنيك
棍棒	ناد
棍棒	النادي
棍棒	نادي
棍棒	كلوب
棍棒	نادى
押印	فقمة
押印	ختم
押印	الختم
スパーリング	السجال
断食	الصيام
ケイマン	كايمان
混ぜる	مزيج
混ぜる	ميكس
混ぜる	المزيج
ムース	موس
ビック	فيك
セルロース	السيليلوز
欺瞞	خداع
欺瞞	الخداع
欺瞞	خادعة
欺瞞	مكر
ジョギング	الركض
ジョギング	يدير
チワワ	شيواوا
ドニー	دوني
マセラティ	مازيراتي
贋作	التزوير
スクリーム	صرخة
モチベーション	دافع
モチベーション	الحافز
モチベーション	حافز
モチベーション	التحفيز
モチベーション	الدافع
フィーリング	شعور
フィーリング	الاحساس
フィーリング	احساس
フィーリング	اشعر
フィーリング	الشعور
ふくろう	البومة
ふくろう	بومة
ドム	دوم
キュロス	سايرس
キュロス	سايروس
アイーダ	عايدة
許可証	اسمح
迷信	الخرافات
ガロア	غالوا
ユニセフ	اليونيسيف
ニードル	ابرة
ニードル	الابرة
サーシャ	ساشا
バラック	ثكنات
バラック	الثكنات
ピタゴラス	فيثاغورس
ミンダナオ島	مينداناو
潜望鏡	الناظور
不妊	القاحلة
濃密	كثيف
濃密	كثيفة
パトリオット	الوطني
パトリオット	وطني
プルート	بلوتو
斥候	دوريات
斥候	دورية
斥候	الدوريات
斥候	الدورية
カールソン	كارلسون
縁日	المعارض
縁日	معارض
ヤモリ	جيكو
文房具	القرطاسية
はちみつ	عسل
はちみつ	العسل
シャウト	صيحة
ゴモラ	عمورة
キュウリ	خيار
キュウリ	الخيار
短所	عيوب
ディディエ	ديدييه
コテージ	الكوخ
サルヴァトーレ	سالفاتور
ウォッカ	فودكا
ウォッカ	الفودكا
ナスル	نصر
ミニー	ميني
クレイマー	كرامر
ヴォーグ	فوج
ドッジ	دودج
バートレット	بارتليت
デヴォン	ديفون
線分	الشريحة
線分	الجزء
線分	شريحة
線分	القطعة
遠近	منظور
遠近	المنظور
アスタリスク	النجمة
精巣	خصية
ハマース	حماس
カトリーナ	كاترينا
バヌアツ	فانواتو
ガルベス	غالفيز
ローミング	التجوال
バハ	باخا
バハ	باها
ウィラード	ويلارد
ガイアナ	غيانا
セロトニン	السيروتونين
チェンナイ	تشيناي
ブノワ	بنوا
ブノワ	بينوا
サラエボ	سراييفو
サプライヤー	المورد
オーブン	فرن
オーブン	الفرن
ロマ	روما
エレーヌ	هيلين
囁き	يهمس
囁き	همس
足音	خطوات
足音	خطى
花梨	سفرجل
マジェスティック	مهيب
クリミア半島	القرم
グレイハウンド	السلوقي
盆栽	بونساي
盆栽	البونساي
ボンベイ	بومباي
シェイ	الشيا
ラーニング	التعلم
ラーニング	تعلم
コマンドー	كوماندو
浮き彫り	اغاثة
浮き彫り	الاغاثة
マドリッド	مدريد
セネカ	سينيكا
胎盤	المشيمة
ベント	عازمة
ブランシュ	بلانش
ブエナ	بوينا
茄子	باذنجان
茄子	الباذنجان
インディゴ	النيلي
勾留	الاحتجاز
勾留	احتجاز
勾留	الاعتقال
すす	السخام
モルヒネ	المورفين
フィール	تشعر
フィール	يشعر
フィール	اشعر
フィール	تحس
ミア	ميا
コルカタ	كالكوتا
コルカタ	كلكتا
プルマン	بولمان
徴候	الاعراض
徴候	اعراض
チャクラ	شاكرا
チャクラ	شقرا
アストラル	النجمي
チャンプ	بطل
チャンプ	البطل
チャンプ	تشامب
ネイピア	نابير
実り	مثمرة
実り	مثمر
ブラッシュ	بلاش
カルカッタ	كالكوتا
カルカッタ	كلكتا
デビー	ديبي
フーヴァー	هوفر
軟膏	مرهم
軟膏	المرهم
ラッカー	المطلي
コンマ	فاصلة
コンマ	فواصل
へそ	السرة
プローブ	مسبار
インポッシブル	المستحيل
インポッシブル	مستحيل
イコール	متساوية
イコール	متساو
イコール	تساوي
イコール	مساو
タジク	الطاجيكية
そよ風	النسيم
そよ風	نسيم
溶剤	المذيبات
居所	اقامة
居所	الاقامة
グリース	الشحوم
グリース	دهن
チェーンソー	المنشار
チェーンソー	منشار
キャビネット	الوزارة
ニレ	الدردار
ヘルタ	هيرتا
浮腫	استسقاء
プロパン	البروبان
レタス	خس
レタス	الخس
コルネット	كورنيت
ヴァリアント	الباسل
シリル	سيريل
価額	القيمة
価額	قيمة
護摩	غوما
メリダ	ميريدا
コールドウェル	كالدويل
ダフ	دف
フォロワー	اتباع
フォロワー	المتابعين
フォロワー	متابعين
フォロワー	متابع
スティル	لسه
ボゴタ	بوغوتا
日陰	الظل
グリア	جرير
マージョリー	مارجوري
ディメンション	البعد
ライル	لايل
ツーソン	توسون
ズールー	زولو
ロースト	مشوي
ロースト	المشوي
かぼちゃ	القرع
かぼちゃ	اليقطين
かぼちゃ	القرعة
リスペクト	احترم
リスペクト	الاحترام
リスペクト	احترام
リスペクト	ترا
チェイン	السلاسل
チェイン	سلسلة
チェイン	السلسلة
チェイン	سلاسل
コンポジット	مركبة
コンポジット	مركب
モリーナ	مولينا
ランドリー	غسيل
ランドリー	الغسيل
ランドリー	مغسلة
ビートル	الخنفساء
地元民	المحليون
レジーナ	ريجينا
ステイシー	ستايسي
ハインド	هند
チェンバース	الدوائر
チェンバース	الغرف
閉包	خاتمة
閉包	اغلاق
閉包	الاغلاق
エズラ	عزرا
セーシェル	سيشيل
コムギ	القمح
ダレイオス	داريوس
帰納	الحث
帰納	التعريفي
ホライズン	الافق
アルノルト	ارنولد
双眼鏡	منظار
遊び場	ملعب
ガバナンス	الحكم
ガバナンス	الحوكمة
ダーティ	قذرة
ダーティ	القذرة
双生児	توام
ヘロイン	الهروين
ヘロイン	الهيروين
スピアーズ	الرماح
誤謬	مغالطة
バトゥ	باتو
ガリウム	الغاليوم
謙虚	المتواضع
謙虚	متواضع
マートン	ميرتون
マートン	مارتون
ヘール	هيل
クリプトン	الكريبتون
クリプトン	كريبتون
小便	تبول
モラレス	موراليس
あの世	الاخرة
フィデル	فيدل
コルク	كورك
均質	متجانسة
ミリアム	ميريام
トリート	تعامل
コンシェルジュ	بواب
トリウム	الثوريوم
トリウム	ثوريوم
ダーバン	ديربان
ダーバン	دربان
埋め込む	تضمين
ドクトリン	العقيدة
ドクトリン	المذهب
ドクトリン	المبدا
ドクトリン	المذاهب
ドクトリン	الفقه
ドクトリン	مذهب
エンツォ	انزو
ファーゴ	فارجو
グロック	جلوك
唾液	اللعاب
唾液	لعاب
ワクワク	متحمس
ワクワク	متحمسة
ワクワク	متحمسين
アスラン	اصلان
バナジウム	الفاناديوم
ノキア	نوكيا
ルンド	لوند
フーコー	فوكو
浚渫	التجريف
ファハド	فهد
出費	الانفاق
出費	انفاق
サイロ	صومعة
サイロ	سيلو
アルトゥーロ	ارتورو
ネックレス	قلادة
ネックレス	العقد
ネックレス	عقد
ネックレス	القلادة
パサデナ	باسادينا
定規	حكام
定規	حاكم
定規	الحكام
掩蔽	احتجاب
ボーフォート	بيوفورت
ボーフォート	بوفورت
抗告	الاستئناف
抗告	الطعن
抗告	استئناف
抗告	النداء
抗告	نداء
実生	الشتلات
ドレッサー	الخزانة
ドレッサー	خزانة
ドレッサー	دولاب
絞殺	الخنق
ジュリアーノ	جوليانو
ミリオネア	المليونير
ミリオネア	مليونير
ヘッドホン	سماعة
ヘッドホン	السماعات
ヘッドホン	سماعات
おなじ	نفس
おなじ	نفسه
スパークス	سباركس
スパークス	شرارات
マタ	ماتا
ノヴォシビルスク	نوفوسيبيرسك
リル	ليل
キップ	كيب
セレブリティ	المشاهير
ロゼッタ	روزيتا
触る	لمس
触る	تلمس
触る	المس
触る	لمسة
触る	اللمس
シュタイン	شتاين
シュタイン	ستاين
賛辞	مجاملة
キャスリーン	كاثلين
アンバサダー	سفير
アンバサダー	سفراء
アンバサダー	السفيرة
アンバサダー	السفير
アンバサダー	السفراء
愛国心	وطنية
トレンチ	خندق
トレンチ	الخندق
トレンチ	الخنادق
美徳	الفضيلة
美徳	فضيلة
リアム	ليام
トレバー	تريفور
パペット	الدمية
パリッシュ	باريش
ヴォルテール	فولتير
ジハード	الجهاد
ジハード	جهاد
ろうそく	شمعة
ろうそく	الشمعدان
ろうそく	الشمعة
ろうそく	الشموع
ろうそく	شموع
バイコヌール	بايكونور
クロコダイル	التمساح
クロコダイル	تمساح
ティトゥス	تايتوس
ペッパー	الفلفل
ペッパー	فلفل
ペッパー	بيبر
インターン	متدربة
インターン	متدرب
インターン	المتدرب
吉祥	الميمون
ブラッディ	الدامي
ブラッディ	الدموية
ブラッディ	دموي
ブラッディ	دموية
ブラッディ	الدموي
マーロン	مارلون
オルソン	اولسن
マウイ	ماوي
ガイダンス	توجيه
ガイダンス	التوجيه
ガイダンス	الارشادات
ガイダンス	هدى
ガイダンス	ارشاد
ガイダンス	ارشادات
エスコート	المرافقة
エスコート	مرافقة
エスコート	مرافق
フォークリフト	شوكية
フォークリフト	رافعة
アライブ	حيا
アライブ	احياء
アライブ	حية
アライブ	حي
宛先	المقصد
宛先	الاتجاه
宛先	الوجهة
宛先	المتلقي
宛先	المستفيدون
宛先	المستفيدين
宛先	وجهة
スホーイ	سوخوي
ブーケ	باقة
ノスタルジア	الحنين
ノスタルジア	حنين
モラン	موران
エンジェルス	الملائكة
エンジェルス	ملائكة
人見知り	خجولة
人見知り	خجول
人見知り	خجل
ドーパミン	الدوبامين
フリック	فريك
無秩序	اضطراب
無秩序	الاضطراب
セットアップ	تنصيب
セットアップ	اعداد
セットアップ	الاعداد
首輪	الطوق
首輪	طوق
ハーレー	هيرلي
ハーレー	هارلي
ザイール	زائير
抗弁	دفاع
抗弁	الدفاع
フリース	الصوف
サンダル	الصنادل
サンダル	صندل
カヤック	التجديف
ブロガー	المدونين
ブロガー	مدون
ブロガー	المدونة
ブロガー	المدون
かばん	الكيس
かばん	حقيبة
かばん	شنطة
かばん	الحقيبة
かばん	كيس
カミングス	كامينغز
ジグザグ	متعرج
読み込む	حمولة
読み込む	حمل
読み込む	تحميل
読み込む	التحميل
ディール	الاتفاق
ディール	صفقة
ディール	اتفاق
ディール	الصفقة
ディール	التعامل
聖徒	القديسين
パージ	تطهير
パージ	التطهير
ロックウェル	روكويل
ヘルシー	صحه
ヘルシー	صحية
ヘルシー	صحي
バッキー	بكي
バッキー	بوكي
卵黄	الصفار
あんず	مشمش
求愛	التودد
求愛	المغازلة
ダイナモ	دينامو
洒落	راقي
洒落	التورية
洒落	راقية
オリヴィア	اوليفيا
害する	التحيز
害する	المساس
寒気	تشيل
寒気	البرد
寒気	قشعريرة
仁田	نيتا
マエストロ	مايسترو
エイダ	ادا
アルメリア	المرية
タウ	تاو
スタローン	ستالون
電解質	الشوارد
句読点	ترقيم
ティエン	تيان
プラスティック	بلاستيك
プラスティック	البلاستيكية
プラスティック	البلاستيك
花婿	عريس
花婿	العريس
カービー	كيربي
露伴	روهان
ヒューバート	هوبير
ヒューバート	هوبرت
ヒューバート	هيبرت
インライン	المضمنة
ヘッセ	هيس
パンプローナ	بامبلونا
潜る	الغوص
デント	دنت
デント	دينت
表側	واجهة
表側	جبهة
表側	الجبهة
ラグーン	البحيرة
余白	هامش
余白	الهامش
ルーチン	الروتينية
ルーチン	روتيني
ルーチン	الروتين
ルーチン	روتينية
ルーチン	روتين
カタツムリ	الحلزون
ビュイック	بويك
タワーズ	الابراج
タワーズ	ابراج
