ve	そして
lösemi	白血病
broşür	チラシ
broşür	パンフレット
broşür	小冊子
borular	パイプ
borular	パイプス
planör	グライダー
kapan	トラップ
entellektüel	知識人
âdet	月経
kibirli	傲慢
etiketleme	ラベル付け
etiketleme	レッテル
merdivenler	ハシゴ
merdivenler	階段
tolerans	寛容
tolerans	許容
kalküta	カルカッタ
kalküta	コルカタ
karides	シュリンプ
karides	エビ
karides	海老
bebekler	赤ちゃん
bebekler	人形
çökme	崩壊
çökme	たたむ
çökme	クラッシュ
algılayıcı	センサ
algılayıcı	センサー
bankaların	バンクス
yazıcılar	プリンタ
havale	転送
havale	乗り換え
havale	送金
havale	移転
havale	譲渡
dansçılar	踊り子
dansçılar	ダンサー
duşanbe	ドゥシャンベ
sabırlı	患者
kampanyaları	キャンペーン
tecrübesiz	未経験
unvanlar	タイトル
unvanlar	役職
unvanlar	称号
dekore	デコレーション
departman	学科
departman	部署
departman	部門
maymunları	サル
fantazi	ファンタジー
burger	ハンバーガー
saçılma	散乱
teröristler	テロリスト
sıva	漆喰
sıkışmış	固定された
soguk	コールド
soguk	寒い
soguk	風邪
soguk	冷たい
ritüel	儀式
dolandırıcı	詐欺
kruger	クリューガー
balad	バラード
balad	バラッド
koridoru	回廊
koridoru	廊下
güzelim	美しい
güzelim	ビューティフル
düdük	ホイッスル
anahtarları	スイッチ
anahtarları	キー
lokum	マシュマロ
yahni	シチュー
parmaklıklar	バー
boşaltma	退院
boşaltma	アンロード
boşaltma	分泌物
boşaltma	除隊
boşaltma	避難
tükürük	唾液
çiftçilerin	農家
yığını	ヒープ
bağışlar	寄付
bağışlar	募金
marakeş	マラケシュ
ahtapot	タコ
ahtapot	オクトパス
yararları	福利
hipokrat	ヒポクラテス
kaotik	混沌
elmacık	頬骨
prenslik	公国
dibe	ボトム
siyam	シャム
avlonya	ヴロラ
komaya	昏睡
arsenik	ヒ素
hırka	カーディガン
fuhuş	売春
sağlayıcıları	プロバイダ
sosyete	社会
mandalina	ミカン
deste	甲板
deste	デッキ
deste	バンドル
lipaz	リパーゼ
doktorları	医師
doktorları	医者
gölgeli	シェーディング
saygıdeğer	尊者
geçmişleri	生い立ち
geçmişleri	背景
muhterem	尊者
inananlar	信者
artçı	余震
tipler	種類
tik	ダニ
hartum	ハルツーム
karıştırma	シャッフル
karıştırma	ミキシング
dun	きのう
dun	昨日
otopsi	検死
müteahhit	請負人
tekno	テクノ
defin	埋葬
havaalanları	空港
kir	ダート
asırlar	世紀
balonu	風船
balonu	気球
birikmiş	蓄積
alevler	炎上
ozel	スペシャル
öpücük	キス
öpücük	接吻
çalıyor	耳鳴り
yanıyor	バーニング
yanıyor	燃える
arttırma	増分
arttırma	インクリメント
davetiye	招聘
davetiye	招待
ambargo	禁輸
hormonlar	ホルモン
umutlar	期待
umutlar	希望
çalmış	ストール
seçmenlerin	有権者
kaydetme	保存
animatör	アニメーター
sözlükler	辞典
sözlükler	辞書
sali	火曜日
derleyici	コンパイラ
akreditasyon	認定
ihtiyacım	ニーズ
russel	ラッセル
bariyer	障壁
bariyer	バリア
dina	ディナ
arayış	検索
arayış	クエスト
eşitsizlik	不平等
eşitsizlik	不等式
inanın	信じる
inanın	信ずる
etleri	食肉
artıkları	残り物
böler	分ける
yetkililere	当局
kolye	ペンダント
kolye	ネックレス
sevecen	愛着
katran	タール
emniyeti	安全
emniyeti	セーフティ
eğil	カモ
eğil	ダック
eğil	アヒル
üstad	マスター
üstad	マエストロ
dolaşımı	循環
mahşer	アルマゲドン
mahşer	黙示録
hızlanma	加速
hızlanma	加速度
etil	エチル
nişanlı	婚約
nişanlı	フィアンセ
logaritma	対数
daktilo	タイプライター
daktilo	タイピング
seller	洪水
zatürre	肺炎
arıyor	コーリング
adaptasyon	適応
kıkırdak	軟骨
karamsar	ムーディ
pazarlar	日曜
pazarlar	マーケット
pazarlar	日曜日
boyalar	絵の具
boyalar	塗料
geliyorum	来る
geliyorum	カミング
fagot	ファゴット
mus	ムース
baca	煙突
flamenko	フラメンコ
avokado	アボカド
köleleri	奴隷
karo	タイル
karo	ダイヤモンド
programcı	プログラマー
programcı	プログラマ
yakınlarda	最近
silahsızlanma	軍縮
satılık	セール
vinil	ビニール
sarımsaklı	ガーリック
sarımsaklı	にんにく
sarımsaklı	ニンニク
enteresan	興味深い
enteresan	面白い
enteresan	おもしろい
vejetaryen	ヴィーガニズム
vejetaryen	ベジタリアン
peptit	ペプチド
içerde	インサイド
mucizevi	奇跡
dezavantajları	短所
dezavantajları	欠点
tekneler	ボート
koltuklar	ソファ
koltuklar	椅子
koltuklar	座席
koltuklar	アームチェア
şişme	腫れ
esirler	囚人
kiracı	テナント
tercihler	選択肢
tercihler	設定
atla	ジャンプ
atla	ホップ
atla	スキップ
burjuvazi	ブルジョア
depolar	倉庫
muhasebeci	会計士
rezervuar	貯水池
varyasyonları	バリエーション
varyasyonları	変奏曲
hayaller	幻想
maskot	マスコット
simülasyonu	シミュレーション
müfreze	小隊
komorlar	コモロ
alıcılar	センサ
alıcılar	センサー
alıcılar	バイヤー
alıcılar	宛先
uzaklara	アウェイ
atalet	慣性
piller	電池
levazım	供給
levazım	サプライ
artrit	関節炎
dadı	ナニー
karizmatik	カリスマ
fotograf	写真
fotograf	フォト
cezalandırma	処罰
çip	チップ
çip	チップス
selüloz	セルロース
ayarlandı	編曲
eğrileri	曲線
eğrileri	カーブ
vazo	花瓶
dakikalar	モーメント
devamlılık	連続
rezil	恥辱
karıştırıcı	ミキサー
maceralar	冒険
nedensel	因果
harcamalar	出費
harcamalar	支出
harcamalar	費用
harcamalar	経費
marul	レタス
medeniyetler	文明
nafile	無益
açılar	アングル
boşalma	射精
paraşütü	パラシュート
yanıtlar	返信
yanıtlar	回答
yanıtlar	レスポンス
hack	ハッキング
uçurtma	カイト
nakavt	ノックアウト
ansızın	突然
ayakkabılar	履物
briç	ブリッジ
alimler	学者
öde	支払う
öde	支払い
ahiret	あの世
ahiret	来世
tacik	タジク
yunuslar	イルカ
yakıtlar	燃料
kuklalar	パペット
keşişler	隠者
keşişler	僧侶
kaçırmak	誘拐
kaçırmak	拉致
yardim	ヘルプ
tayfa	クルー
dinlenmek	安静
dinlenmek	休む
suluboya	水彩画
suluboya	水彩
şempanze	チンパンジー
derinliklerinde	深み
topuk	かかと
topuk	ヒール
dalma	ダイビング
cezalandırmak	処罰
gülün	笑う
gülün	笑い
kaburga	リブ
kaburga	肋骨
çekingen	シャイ
çekingen	人見知り
kekik	オレガノ
söylenti	伝聞
kanguru	カンガルー
atasözü	ことわざ
paketleme	包装
paketleme	荷造り
paketleme	パッケージング
paketleme	梱包
yazışmaları	対応
yazışmaları	通信
beceriksiz	無能
kumral	ブラウン
kumral	ブルネット
kumral	褐色
kumral	茶色
anlayışlı	理解
kumtaşı	砂岩
labirent	ラビリンス
labirent	迷路
labirent	迷宮
düzensizlik	無秩序
paten	スケート
paten	ローラー
pırasa	ネギ
sohbetler	スレッド
sohbetler	会話
yakıcı	バーナー
düğmesi	ボタン
alkış	拍手
geçenlerde	最近
mikronezya	ミクロネシア
temeşvar	ティミショアラ
sınırlamalar	制限
konsolları	コンソール
çaylaklar	新人
omurgalı	脊椎動物
kayış	ベルト
süzme	コテージ
tapınakları	寺院
sarhoşluk	酔っぱらい
paraşütle	パラシュート
manganez	マンガン
reçel	ジャム
reçel	マーマレード
reçel	ゼリー
papirüs	パピルス
sertifikalı	認定
soba	ストーブ
soba	コンロ
bahşiş	チップ
bahşiş	ヒント
boşalt	アンロード
okuyor	読み込み
bozulmamış	無傷
mükemmellik	完璧
güncellemeleri	更新
güncellemeleri	アップデート
polinomları	多項式
yaşıyorum	リビング
gerici	反動
eklentileri	拡張
şeffaflık	透明
şeffaflık	透明度
fermantasyon	発酵
akabe	アカバ
hijyen	衛生
ruble	ルーブル
mamut	マンモス
sümbül	ヒヤシンス
nostaljik	ノスタルジック
rozet	バナー
rozet	バッジ
eskimiş	時代遅れ
aslanlar	ライオンズ
aslanlar	ライオン
izolasyon	孤立
izolasyon	隔離
kehaneti	預言
kehaneti	予言
ritmi	リズム
dümen	ヘルム
mızıka	ハーモニカ
fevkalade	著しい
fevkalade	マーベラス
tarçın	シナモン
migren	偏頭痛
etiketler	スタンプ
etiketler	タグ
etiketler	ステッカー
etiketler	ラベル
mütevazi	謙虚
tüketiciler	消費者
paylaşma	掲示
paylaşma	共有
paylaşma	シェア
paylaşma	投稿
maskeleri	マスク
sağanak	豪雨
sağanak	にわか
sağanak	シャワー
dakka	ダッカ
bisküvi	ビスケット
markalı	烙印
lobi	ロビー
salak	馬鹿
salak	バカ
kayık	ボート
muson	モンスーン
koğuş	ウォード
parmağını	フィンガー
semineri	セミナー
sildim	削除
havuzları	プール
seç	ピック
seç	選択
sütunları	カラム
kalemler	ペン
kalemler	鉛筆
tweet	つぶやき
tweet	ツイート
cezaya	拘禁
cezaya	留置
cezaya	収容
cezaya	勾留
kuyumcu	ジュエリー
kuyumcu	宝石商
kuyumcu	宝石
barmen	バーテンダー
sezgi	直観
anahtarlar	スイッチ
anahtarlar	キー
davetli	招聘
davetli	招待
reenkarnasyon	転生
modülleri	モジュール
kazanlar	ボイラー
zincirleri	チェイン
asıldı	絞首刑
karlar	スノー
biletleri	チケット
biletleri	切符
alışkanlıkları	習慣
güncellemeler	更新
güncellemeler	アップデート
cinsiyeti	性別
cinsiyeti	ジェンダー
reformların	改革
zevkli	味覚
rezerve	リザーブ
koruyor	保護
görülmedi	未読
derileri	スキン
başla	スタート
başla	始める
başla	開始
amigo	チアリーダー
asbest	石綿
gelenektir	伝統
ödem	浮腫
biyografileri	伝記
şantaj	脅迫
şantaj	恐喝
tedaviler	トリートメント
anons	お知らせ
anons	アナウンス
anons	公表
anons	告知
anons	発表
snowboard	スノーボード
sözcü	スポークスマン
memurların	役員
emniyetli	安全
emniyetli	セーフ
emniyetli	金庫
fizyolojisi	生理学
merakla	好奇心
merakla	興味津々
kapıcı	コンシェルジュ
kapıcı	ポーター
kapıcı	守衛
endişeleri	懸念
floresan	蛍光
teleskoplar	望遠鏡
karantina	検疫
güveç	シチュー
güveç	キャセロール
ahenk	ハーモニー
ahenk	調和
hanya	ハニア
keyifli	楽しい
komplikasyonlar	合併症
çakışma	重複
sıkışık	窮屈
bilezik	ブレスレット
derman	治癒
aldatma	欺瞞
aldatma	浮気
aldatma	カンニング
koçluk	コーチング
huzursuz	そわそわ
huzursuz	不安
çuval	サックス
kırbaç	まつげ
gönderim	配送
mikroorganizmalar	微生物
klüp	クラブ
klüp	棍棒
şeytanlar	悪霊
zambak	ユリ
zambak	リリー
sarsıntı	脳震盪
hoşçakal	バイ
hoşçakal	さようなら
lekeleri	しみ
gözaltı	拘禁
gözaltı	留置
gözaltı	収容
gözaltı	勾留
konfüçyüsçülük	儒教
düşünenler	思想家
yaptırımlar	制裁
cinler	ゴブリン
cinler	エルフ
lambalar	街灯
tılsım	チャーム
tılsım	魅力
tılsım	お守り
haritalama	マッピング
haritalama	写像
tavırlar	態度
yönergesi	ディレクティブ
standardizasyon	標準化
zincirler	チェイン
kadin	女性
döndürme	回転
döndürme	ローテーション
döndürme	紡績
döndürme	スピン
devriyeler	斥候
devriyeler	パトロール
yuvaları	スロット
urumçi	ウルムチ
azim	裁決
babalık	ポップス
besleyici	フィーダー
besleyici	栄養素
tarayıcılar	ブラウザー
tarayıcılar	スキャナ
zenginleştirilmiş	濃縮
sucuk	ソーセージ
yozlaşmış	退廃
seçin	選択
gazlı	ガーゼ
etler	食肉
obezite	肥満
kartallar	イーグルス
semptomları	症状
semptomları	徴候
ampul	球根
tüneller	トンネル
ritimleri	リズム
maskotu	マスコット
birader	ブラザー
birader	兄弟
piramitler	ピラミッド
stk	ngo
animizm	アニミズム
devekuşu	ダチョウ
nabız	パルス
nabız	脈拍
senet	結合
senet	ボンド
sahibinden	オーナー
sahibinden	所有者
denek	件名
denek	主体
itiş	推力
kaydırma	スクロール
kaydırma	巻物
mangal	グリル
mangal	焼肉
mangal	バーベキュー
aksam	夕方
sırtüstü	背泳ぎ
nazizm	ナチズム
nöronlar	ニューロン
bahse	ベット
bahse	賭ける
bahse	賭け
alaşım	合金
tırpan	大鎌
sür	ドライブ
sür	乗る
sür	配車
klavyeci	キーボーディスト
takla	反転
takla	フリップ
sağlıksız	不健康
danışmanları	アドバイザー
danışmanları	コンサルタント
indirim	割引き
indirim	割引
indirim	ディスカウント
morfoloji	形態
heyecanla	ワクワク
heyecanla	興奮
heyecanla	わくわく
nitel	定性的
sensörler	センサ
sensörler	センサー
kaydet	セーブ
kaydet	保存
irkçılık	アパルトヘイト
silin	削除
akü	バッテリー
akü	電池
akü	バッテリ
beyit	カプレット
transseksüel	トランスジェンダー
tenli	顔色
fincan	コップ
fincan	カップ
kitapçığı	冊子
bildirimi	通知
bildirimi	お知らせ
bildirimi	届出
uzaylılar	エイリアン
makroskopik	微視的
bavul	荷物
bavul	スーツケース
uzatmak	延長
asimptotik	漸近
restoranlar	レストラン
hızlandırılmış	加速度
uçuk	ヘルペス
retrospektif	回顧
gözdağı	脅迫
akıllıca	スマート
akıllıca	英明
akıllıca	賢い
yakılmış	火葬
kameraman	カメラマン
külkedisi	シンデレラ
rengarenk	カラフル
raporlama	レポート
raporlama	報告
sıklık	頻度
sıklık	周波数
hazineleri	宝物
kinşasa	キンシャサ
simit	ベーグル
simit	プレッツェル
ciğer	肝臓
ciğer	レバー
dublör	スタント
tepegöz	キュクロープス
avukatlar	弁護士
mesai	残業
radyoaktivite	放射能
ülser	潰瘍
konsolos	執政官
konsolos	領事
inat	頑固
şehirli	アーバン
dinleyiciler	リスナー
sırtlan	ハイエナ
münazara	ディベート
unutmak	忘却
yavrum	ベイビー
yavrum	赤ちゃん
küpe	イヤリング
koğuşu	ウォード
lisansları	ライセンス
itaatsizlik	軽蔑
dilsiz	ミュート
gazetecilerin	ジャーナリスト
bıldırcın	ウズラ
zona	帯状疱疹
konvoy	船団
açıl	オープン
açıl	開館
açıl	開く
jokey	ジョッキー
jokey	騎手
fırsatlar	好機
fırsatlar	機会
fırsatlar	クーポン
duble	ダブル
duble	二重
sargı	包帯
skeç	スケッチ
yansımalar	反射
büyükbaba	おじいさん
büyükbaba	おじいちゃん
büyükbaba	お爺さん
büyükbaba	祖父
saflık	純度
dunya	ワールド
dunya	世界
ilahiler	聖歌
sansasyonel	センセーショナル
plütonyum	プルトニウム
bildirimleri	通知
bildirimleri	お知らせ
tertemiz	きれい
tertemiz	クリーン
profilleri	プロフィール
profilleri	プロファイル
çubuklar	バー
çubuklar	スティック
talimatları	指示
talimatları	手順
dogal	自然
dogal	ナチュラル
zekice	賢い
aksan	アクセント
filim	映画
filim	ゾウ
filim	フィルム
salonlar	サロン
sınavlar	試験
titreme	寒気
titreme	悪寒
titreme	震え
kucak	ハグ
kobalt	コバルト
bakımlı	身だしなみ
sektörleri	セクター
islak	濡れ
kontroller	コントロール
öğün	食事
özelliklede	特に
makinalar	機械
zenginler	金持ち
zenginler	リッチ
göçmenlik	移民
göçmenlik	入国
kafein	カフェイン
akrilik	アクリル
etkileşimde	婚約
striptiz	ストリップ
kombinasyon	コンビネーション
kombinasyon	組み合わせ
tasvirleri	描写
illüzyon	幻想
illüzyon	錯覚
illüzyon	イリュージョン
ödemeler	決済
ödemeler	支払い
günahkar	罪人
akademide	アカデミー
dokunun	蛇口
dokunun	タップ
katalizör	触媒
kabuslar	悪夢
ajansları	代理店
büyükanne	おばあさん
büyükanne	祖母
barlar	バー
barlar	パブ
pasaportlar	パスポート
ücretler	賃金
ücretler	手数料
karşılaştırmak	比較
kokpit	コックピット
botları	ブーツ
hurda	スクラップ
hurda	ジャンク
çatlaklar	骨折
çatlaklar	ひび割れ
deger	価額
deger	バリュー
hediyeleri	プレゼント
dedikodular	ゴシップ
klas	クラス
klas	洒落
klas	階級
rahatlık	リラクゼーション
rahatlık	慰め
rahatlık	レリーフ
rahatlık	緩和
rahatlık	浮き彫り
rahatlık	くつろぎ
ayılar	クマ
kapasitör	コンデンサ
kaktüs	サボテン
rampa	ランプ
çeteler	ギャング
kilometrelerce	マイル
karıncayiyen	アリクイ
beyazımsı	白っぽい
memnuniyet	満足
memnuniyet	喜び
memnuniyet	快楽
memnuniyet	快感
manşet	キャプション
manşet	見出し
hipotezler	仮説
çık	出口
çık	終了
bibliyografya	参考文献
tomografi	トモグラフィー
anketi	調査
anketi	アンケート
mucizeler	奇跡
mucizeler	驚異
solgun	ペール
solgun	青白い
kutular	ボックス
narkotik	麻薬
taburcu	退院
taburcu	除隊
taburcu	分泌物
öcü	ブギーマン
secde	礼拝
secde	サジダ
damarı	静脈
şort	ショーツ
güzeller	美女
güzeller	美人
dolgun	フラー
aldırma	無視
kokteyl	カクテル
soytarı	道化師
ağla	泣く
ağla	泣き
ağla	クライ
çözünmüş	解散
nemi	水分
yedekleme	バックアップ
donuk	鈍い
donuk	フローズン
donuk	不透明
arşivleme	アーカイブ
kaçınma	否認
ipler	スレッド
ipler	ロープ
okuyorum	読書
aramalar	通話
sepeti	バスケット
sepeti	かご
hoparlör	議長
hoparlör	話し手
hoparlör	スピーカー
iyonlaşma	イオン化
ayarladı	編曲
sandviç	サンドウィッチ
sandviç	サンドイッチ
fakirlik	貧困
zayıflığı	衰弱
seçmenler	有権者
intihal	盗作
krema	アイシング
krema	カスタード
krema	クリーム
mutabakat	覚書
özgüven	信頼
özgüven	自信
ayrılıyor	去る
ayrılıyor	出発
terminatör	ターミネーター
çelişkiler	矛盾
gizlidir	機密
gizlidir	内密
mösyö	ムッシュ
onaylamak	承認
uzamış	延長
uzamış	拡張
medyum	ミディアム
medyum	メディア
bütünleşme	統合
bütünleşme	インテグレーション
vasat	凡庸
metamorfik	変成岩
dedem	おじいちゃん
kaftan	ローブ
başıboş	迷子
başıboş	フットルース
ahlaksız	不道徳
teslimat	配達
teslimat	配送
teslimat	デリバリー
teslimat	配信
nasihat	助言
nasihat	アドバイス
emilim	吸収
yetişkinlere	大人
görün	見る
ayışığı	ムーンライト
saldırganlık	侵略
santim	インチ
illüstrasyon	イラスト
düklük	公国
atalarımız	先祖
kazanıyor	優勝
kazanıyor	勝利
radyum	ラジウム
jimnastikçi	体操
talih	フォーチュン
ankete	調査
ankete	アンケート
tükenmez	ボールペン
tükenmez	無尽蔵
çılgınlığı	マニア
çılgınlığı	フレンジー
maskeler	マスク
adsız	無名
adsız	無題
aşağılama	劣化
aşağılama	屈辱
aşağılama	侮辱
aşağılama	軽蔑
aşağılama	侮蔑
küçücük	ちび
küçücük	ちっちゃい
küçücük	小さい
küçücük	タイニー
balım	はちみつ
balım	蜂蜜
balım	ハニー
kabarık	ふわふわ
kabarık	パフィー
kabarık	フワフワ
düşünceli	物思い
çıkışlar	出力
kağıtları	書類
penisilin	ペニシリン
arkadaslar	友だち
arkadaslar	友達
tazı	猟犬
tazı	グレイハウンド
tazı	ハウンド
banknotlar	紙幣
korusun	ブレス
manastırlar	修道院
manastırlar	僧院
pireneler	ピレネー
iştah	食欲
reddetmek	却下
reddetmek	辞退
reddetmek	拒否
zorluklara	苦難
fersah	リーグ
ikiside	両方
koşmak	ランニング
koşmak	走る
mogadişu	モガディシュ
kumu	砂塵
bebeğim	ベイビー
bebeğim	ベイブ
bebeğim	赤ちゃん
bebeğim	ベーブ
pırlanta	ダイアモンド
pırlanta	ダイヤモンド
tersten	後ろ向き
döküntü	発疹
döküntü	ジャンク
katoliklik	カトリシズム
yahuda	ユダ
donatım	機材
donatım	道具
donatım	機器
donatım	装備
dinamit	ダイナマイト
ihtiras	情熱
ihtiras	受難
ihtiras	パッション
sızıntı	漏れ
sızıntı	リーク
sızıntı	剥落
sızıntı	こぼす
sızıntı	漏洩
monitör	モニタ
monitör	モニター
intiharı	自殺
belalı	ワル
kütüphaneci	司書
okuryazarlık	識字
envanter	在庫
envanter	棚卸
parmaklar	爪先
parmaklar	つま先
parmaklar	親指
katmandu	カトマンズ
sarkaç	振り子
koleksiyoncu	コレクター
tutam	ピンチ
çöller	砂漠
kumaşlar	生地
şekerleme	昼寝
şekerleme	菓子
tespih	ロザリオ
gırtlaksı	声門
simyacı	錬金術
malakka	マラッカ
kepçe	スクープ
kepçe	柄杓
elektrotlar	電極
hediyelik	土産物
hediyelik	土産
kamuflaj	カモフラージュ
eksantrik	エキセントリック
onaylama	検証
onaylama	承認
onaylama	確認
dondurucu	凍結
dondurucu	冷凍庫
dondurucu	フリーザ
hayaletler	ゴースト
gecelik	ランジェリー
gecelik	ガウン
olasılıklar	確率
olasılıklar	可能性
çığlığı	絶叫
çığlığı	スクリーム
çığlığı	叫び
çığlığı	叫び声
çubukları	スティック
tavsiyeler	助言
tavsiyeler	ヒント
tavsiyeler	アドバイス
tavsiyeler	おすすめ
erkeksi	男らしい
erkeksi	ブッチ
sekizi	エイト
hristos	クリストス
tişört	シャツ
anomali	アノマリー
pahalıdır	高額
pahalıdır	高い
batar	シンク
batar	沈む
batar	流し
hizalama	アライメント
hizalama	配置
otlaklar	牧草
sarılık	黄疸
allahım	ゴッド
yükseliyor	ライジング
uçmak	ハエ
uçmak	飛ぶ
uçmak	フライング
uçmak	フライ
batmış	埋没
alerji	アレルギー
körlük	失明
modülasyonu	変調
dürüstlük	正直
dürüstlük	整合性
kabloları	ケーブル
imkanlar	設備
imkanlar	施設
kopyalar	部数
kopyalar	コピー
develer	ラクダ
çekmece	引き出し
kefalet	保釈
heybetli	マジェスティック
kumarhane	カジノ
kolaj	コラージュ
zorbalık	いじめ
psikoz	精神病
açelya	ツツジ
sahipsiz	無人
yükümlülükleri	債務
yükümlülükleri	義務
garaj	車庫
garaj	ガレージ
gazap	フューリー
gazap	激怒
tümülüs	古墳
şalgam	カブ
casuslar	スパイ
istiridye	オイスター
istiridye	ハマグリ
istiridye	アサリ
istiridye	カキ
istiridye	牡蠣
yamuk	台形
meyveli	フルーティー
kanayan	出血
kefaret	償還
kirlenme	汚染
tef	タンブリン
eyer	サドル
suikastçi	暗殺
yasaklama	禁酒
yasaklama	禁酒令
yasaklama	禁止
buluşmak	会議
buluşmak	ミーティング
morfin	モルヒネ
çoğulcu	多元的
kamufle	カモフラージュ
okulumuz	スクール
okulumuz	学校
bülten	公報
bülten	掲示
bülten	会報
bülten	ニュースレター
karıştırmak	ミキシング
savas	戦い
savas	戦闘
savas	戦争
savas	バトル
baygın	無意識
burulma	ねじれ
oluştur	生成
oluştur	作成
halılar	絨毯
halılar	ラグ
halılar	カーペット
duş	にわか
duş	シャワー
masaj	マッサージ
vikiversite	ウィキバーシティ
klorofil	クロロフィル
lokantası	レストラン
lokantası	飲食店
hırsızlar	盗賊
sik	ディック
sik	コック
akort	チューニング
imdat	ヘルプ
puro	シガー
toksin	毒素
otoban	ハイウェイ
otoban	公道
tamirci	メカニック
saglik	健康
dezavantaj	不利益
kaslı	マッスル
kaslı	筋肉
saakaşvili	サアカシュヴィリ
katlanır	折りたたみ
dalak	脾臓
binlik	グランド
doğrulaması	検証
doğrulaması	認証
dayanılmaz	耐え難い
kayıkçı	船頭
kaçının	避ける
fıçı	バレル
istikamet	見出し
istikamet	方向
istikamet	行き先
istikamet	目的地
istikamet	宛先
tanımla	定義
tanımla	識別
formatları	書式
formatları	フォーマット
bilmece	エニグマ
bilmece	パズル
bilmece	なぞなぞ
sunumlar	プレゼンテーション
sunumlar	プレゼン
gözardı	無視
kulaklık	ヘッドホン
aciz	無力
erir	溶ける
istirahat	安静
istirahat	休む
yenge	叔母
yenge	おば
pazarları	日曜
pazarları	マーケット
pazarları	日曜日
albatros	アルバトロス
sincaplar	リス
çak	高い
çak	ハイ
barkod	バーコード
deterjan	洗剤
topçular	ボーラー
topçular	砲手
yarışçı	レーサー
kaygan	スリック
sek	ストレート
sek	きちんと
bugun	トゥデイ
bugun	今日
toryum	トリウム
bahçıvan	庭師
makamlar	当局
keder	悲しみ
başkomiser	警視
üzümler	ブドウ
üzümler	ぶどう
anüs	肛門
ayinler	祭事
sahipler	オーナー
sahipler	所有者
sefalet	貧困
görünmezlik	クローク
çerez	cookie
çerez	クッキー
çerez	スナック
kızamık	麻疹
kaçırılmış	誘拐
kaçırılmış	拉致
bağışta	寄付
bağışta	募金
sofistike	洗練された
sofistike	洗練
kızgınlık	怒り
muhakeme	判決
muhakeme	推論
muhakeme	判断
tersinir	可逆
kelepçe	袖口
kelepçe	手錠
somon	サケ
somon	サーモン
mecaz	比喩
titanlar	タイタンズ
melodileri	メロディ
profesyonellik	プロフェッショナル
yakınsama	収束
masonluk	フリーメイソン
kullanılabilirlik	ユーザビリティ
peso	ペソ
fedai	用心棒
macun	パテ
filoları	艦隊
olgunlaşmamış	未熟
kurdele	リボン
facia	災害
yanıklar	バーンズ
yanıklar	やけど
psikopat	サイコパス
psikopat	サイコ
sömürü	搾取
koleksiyonlar	グッズ
koleksiyonlar	コレクション
krediler	クレジット
krediler	ローン
krediler	謝辞
krediler	融資
cadılık	ウィッチクラフト
muafiyet	免除
kosinüs	コサイン
conner	コナー
suikastçı	暗殺
sadaka	チャリティー
sadaka	チャリティ
bulundurma	占有
bulundurma	所持
vanilya	バニラ
kurtar	セーブ
kurtar	保存
makinist	エンジニア
yumru	こぶ
yumru	しこり
müfredat	カリキュラム
göktaşı	小惑星
göktaşı	流星群
göktaşı	メテオ
göktaşı	隕石
susuzluk	渇き
susuzluk	脱水
eskilerden	オールディーズ
koşarken	ランニング
koşarken	走る
kainat	コスモス
kainat	宇宙
macunu	歯磨き
macunu	歯磨き粉
günaha	誘惑
dalgalanma	サージ
dalgalanma	リップル
reddetme	拒絶
reddetme	却下
reddetme	辞退
reddetme	拒否
logolar	ロゴス
logolar	ロゴ
atışlar	ショット
parşömen	スクロール
parşömen	巻物
parşömen	羊皮紙
çerçeveleri	フレーム
lezzeti	フレーバー
sloganlar	スローガン
aksesuarları	アクセサリー
aksesuarları	アクセサリ
tarife	関税
bölünmez	不可分
detektif	刑事
penguenler	ペンギン
ekosistem	生態系
kahpe	ビッチ
dolaşmak	散歩
hawai	ハワイ
pipo	パイプ
paranoya	妄想
adacık	島嶼
testis	睾丸
testis	精巣
çizmiş	ドリュー
iddianame	公訴
teyp	テープ
teyp	カセット
animasyonlar	アニメーション
getto	ゲットー
varoş	ゲットー
baryum	バリウム
öldür	キル
kiş	キッシュ
cüzdanı	ウォレット
cüzdanı	財布
panelleri	パネル
portatif	ポータブル
damıtma	蒸留
tekerlekler	ホイール
tekerlekler	車輪
tekerlekler	タイヤ
teslimiyet	提出
kredileri	クレジット
kredileri	謝辞
gecikmiş	遅延
muhafazası	ストレージ
kiz	女の子
kiz	少女
kiz	ガール
oynatma	再生
kompresör	コンプレッサー
asalak	寄生
asalak	寄生虫
spekülasyon	投機
bip	ビープ
asetat	酢酸
tiren	ティレニア
aerobik	エアロビクス
turp	大根
pelerin	ケープ
salıncak	スイング
salıncak	スウィング
rıhtım	ドック
rıhtım	ドッキング
molibden	モリブデン
oğlanlar	男の子
uykusuzluk	不眠症
bakıcısı	ベビーシッター
asalet	尊厳
asalet	品格
asalet	威厳
asalet	貴族
veritabanları	データベース
musluk	蛇口
musluk	タップ
putperest	異教徒
gülme	笑う
gülme	笑い
tesisat	配管
kafeterya	カフェテリア
kafeterya	カフェ
kostümleri	コスチューム
kostümleri	衣装
kostümleri	装束
şurubu	シロップ
tabela	サイン
tabela	署名
tabela	記号
kask	ヘルメット
aşçılık	料理
aşçılık	クッキング
aşçılık	調理
avlanmak	狩り
avlanmak	ハント
avlanmak	ハンティング
avlanmak	狩猟
merinos	メリノ
kitapçı	書店
kitapçı	本屋
manyak	マニアック
manyak	クレイジー
manyak	サイコ
manyak	狂気
manyak	気狂い
kinaz	キナーゼ
evlenmemiş	未婚
saçmalık	ごみ
