और	y
अटारी	desván
टचस्क्रीन	táctil
अंडरवर्ल्ड	inframundo
न्यूरोपैथी	neuropatía
कल्पनाओं	fantasías
फूले	prosperó
फूले	prosperado
ऑफलाइन	desconectada
ऑफलाइन	desconectado
ऑफलाइन	desconectados
सुखों	placeres
मांगे	demandas
मांगे	exigió
मांगे	exigencias
मांगे	exigido
टेम्पलेट	plantilla
टेम्पलेट	plantillas
लूटने	saqueo
लूटने	saqueos
लूटने	pillaje
आलसी	perezoso
आलसी	flojo
आलसी	holgazán
आलसी	vago
आलसी	perezosa
रूकावट	obstrucción
उमंग	fervor
उमंग	celo
रिम	llanta
यूरिक	úrico
जेनरेशन	generación
डायनेमो	dinamo
पतित	degenerado
लूसिया	lucía
मेथोडिस्ट	metodista
प्याला	cáliz
चकमा	esquivar
एम्स	ame
सुगठित	viables
छक्के	seises
जीवनसाथी	cónyuge
फ़्रैंक	franco
फ़्रैंक	francos
सुपीरियर	superiores
प्रिज़्म	prisma
पण	sartén
पण	cacerola
स्पष्टतया	evidentemente
हख़ामनी	aqueménida
आबंटित	asignado
आबंटित	asignadas
आबंटित	asignados
आबंटित	asignada
स्कॉट्स	escocés
स्कॉट्स	escoceses
स्कॉट्स	escocesa
प्रत्यायन	acreditación
बूढ़ा	viejo
बूढ़ा	vieja
बूढ़ा	antigua
बूढ़ा	viejos
बूढ़ा	antiguo
निमाड़	deteniendo
पराश्रव्य	piezoeléctricos
नर्क	infierno
मॉनीटर	monitorear
मॉनीटर	monitores
मॉनीटर	supervisar
स्थगन	aplazamiento
बीमारियाँ	enfermedades
आशावादी	optimista
आशावादी	optimistas
नफ़रत	odiar
नफ़रत	odio
संकलक	compilador
हाइट्स	alturas
सेगमेंट	segmentar
सेगमेंट	segmentos
सेगमेंट	segmento
पालना	cuna
पालना	cunas
गिरगिट	camaleón
अनुपूरक	suplementos
अनुपूरक	complementario
अनुपूरक	complemento
अनुपूरक	suplementario
अनुपूरक	suplemento
कोरियोग्राफर	coreógrafo
थूथन	hocico
द्वारपाल	conserje
द्वारपाल	portero
इंडियानापोलिस	indianápolis
सिया	aie
बैज	insignia
बैज	distintivos
बैज	placas
बैज	placa
बैज	insignias
कमोडिटी	mercancía
मुर्गा	gallo
मुर्गा	pollo
मुर्गा	polla
मुर्गा	verga
मुर्गा	gallito
मुर्गा	vergas
मुर्गा	pollito
मुर्गा	pollos
मुर्गा	gallina
नौकरानी	sirvienta
नौकरानी	mucama
नौकरानी	doncella
नौकरानी	criada
निकाह	casar
निकाह	casarse
निकाह	casarme
जूलियट	julieta
हैंड्स	manos
रीयल	reales
रीयल	verdadero
अलोन	solo
अलोन	solos
अलोन	sola
पियर	muelles
पियर	muelle
पियर	embarcadero
हैंडल	manija
हैंडल	asa
हैंडल	manejar
अनुभवहीन	inexperto
तौबा	arrepentimiento
होनहार	prometiendo
होनहार	prometedora
होनहार	prometedores
होनहार	prometedor
बेनिन	benín
निषेचित	fertilizados
रिलीफ	socorro
रिलीफ	relieve
रिलीफ	relevo
रिलीफ	alivio
सीढ़ियाँ	escalones
सीढ़ियाँ	escaleras
सीढ़ियाँ	escalera
आवाजें	suena
आवाजें	sonidos
कमज़ोरी	debilidades
कमज़ोरी	debilidad
धुआं	fumar
धुआं	humo
धुआं	humos
पूर्ववर्तियों	predecesores
पूर्ववर्तियों	antecesores
बंधकों	rehenes
लाइम	cal
लाइम	lima
सेमीकंडक्टर	semiconductores
राष्ट्रवादियों	nacionalistas
लांस	lanza
पहनावा	vestimenta
पहनावा	indumentaria
पहनावा	ropa
पहनावा	traje
पहनावा	atuendo
गौड़ीय	vaisnavismo
एपीसोड	episodios
एपीसोड	episodio
खिलाया	alimentado
सादर	respetuosa
सादर	respetuoso
सादर	respetuosos
ट्यूनीशिया	túnez
फोटोग्राफ	fotografía
फोटोग्राफ	fotografia
ऑफसेट	compensar
ऑफसेट	compensación
ऑफसेट	compensado
लक	suerte
लाइट्स	luces
क्षुद्र	mezquino
क्षुद्र	mezquina
क्षुद्र	triviales
औलाद	descendientes
औलाद	descendencia
प्रवर्धित	amplificado
ऐना	ana
एकजुटता	solidario
एकजुटता	solidaridad
एकजुटता	solidarios
एकजुटता	solidaria
मोहब्बत	amar
मोहब्बत	amor
मोहब्बत	cariñosa
मोहब्बत	amorosa
मोहब्बत	amores
मोहब्बत	blogspot
मोहब्बत	amando
मोहब्बत	amoroso
रॉब	robar
ब्रांडी	coñac
ब्रांडी	aguardiente
बीजक	factura
मैन्युअल	manuales
युद्धविराम	tregua
पर्सेपोलिस	persépolis
लाइकोपेन	licopeno
मुआवजे	indemnizaciones
मुआवजे	compensación
मुआवजे	indemnización
मुआवजे	compensaciones
सन्निकटन	aproximación
अनुकृति	duplicado
अनुकृति	duplicar
लटके	alegación
दफ़न	sepultado
दफ़न	sepultura
दफ़न	entierro
दफ़न	enterrados
दफ़न	enterrado
दफ़न	enterrada
दफ़न	enterrar
हाइपर	hiper
हैकिंग	hackear
हैकिंग	piratería
पैंट	pantalones
पैंट	pantalón
अरबपति	millonario
अरबपति	multimillonario
चिपकने	adhesivo
चिपकने	adhesivos
अनुपयोगी	inutilizable
चिकनाई	lubricación
भारित	ponderado
भारित	ponderados
भारित	ponderada
दरबारियों	cortesanos
हानिरहित	inocuo
हानिरहित	inofensivo
हानिरहित	inofensiva
हानिरहित	inofensivos
नीयत	esforzarse
लेसर	láser
लेसर	láseres
श्वान	perro
श्वान	perrita
श्वान	perros
जेमी	jaime
एंजेला	ángela
हिजाज़	hiyaz
लेयर	capa
लेयर	capas
चारणों	bardos
ट्रिक	truco
जोआन	juan
जोआन	juana
सन्स	soles
डॉल्फिन	delfines
मनाता	celebra
सहसंबंध	correlación
लडकी	muchacha
लडकी	niña
लडकी	chica
हाउसिंग	viviendas
हाउसिंग	carcasa
हाउसिंग	vivienda
ड्रिल	taladro
ब्रुक	arroyo
प्रतिपक्ष	contraparte
प्रतिपक्ष	contrapartida
तीखा	tarta
थाल	calderos
बोरॉन	boro
अंगूठा	pulgar
झोपड़ी	choza
झोपड़ी	cabaña
झोपड़ी	barraca
घटाना	resta
घटाना	restar
घटाना	sustracción
मांद	cómplices
मांद	cómplice
मौरिस	mauricio
कंडीशनिंग	condicionamiento
कंडीशनिंग	acondicionamiento
कंडीशनिंग	acondicionador
कंडीशनिंग	acondicionado
कड़वा	amargos
कड़वा	amargada
कड़वा	amarga
कड़वा	amargado
कड़वा	amargo
मीनारें	torres
मीनारें	minarete
मीनारें	pilares
लेप्टॉन	leptón
दुष्कर	onerosas
दुष्कर	onerosa
दुष्कर	oneroso
गलतफहमी	malentendido
गलतफहमी	incomprensión
गलतफहमी	malentendidos
रियाद	riad
रोगजनक	patógeno
रोगजनक	patógenos
फ़िनलैंड	finlandia
ट्रे	bandeja
बमों	bomba
बमों	bombardear
अपराजित	invicto
नाइट्रो	nitroglicerina
कीड़ा	bicho
कीड़ा	insecto
ठग	contras
ठग	matones
ठग	convictos
ठग	estafas
समीक्षाएँ	reseña
समीक्षाएँ	reseñas
समीक्षाएँ	opiniones
समीक्षाएँ	críticas
मोन	lun
प्राथमिकताओं	prioritarios
प्राथमिकताओं	prioritarias
प्राथमिकताओं	prioridades
काँग	confucio
अभिनंदन	recepción
अभिनंदन	recibimiento
अभिनंदन	acogida
अभिनंदन	ovación
ठहरे	permanecieron
ठहरे	permanecido
जन्नत	paraíso
जन्नत	paraiso
आत्मज्ञान	ilustración
सदमे	choque
सदमे	conmoción
शेरिफ	alguacil
शेरिफ	comisario
मतली	nauseas
मतली	náuseas
जीवविज्ञानी	biólogo
अनाथालय	orfanato
बार्नी	pablo
स्थलाकृतिक	topográficos
उपदेशक	pastor
उपदेशक	predicador
पैनी	centavo
पैनी	céntimo
पैनी	penique
करोड़पति	millonarios
करोड़पति	millonario
अधि	agudos
अधि	aguda
अधि	agudas
अधि	agudo
संरेखण	alineamiento
संरेखण	alineación
उत्तरजीवी	sobreviviente
उत्तरजीवी	superviviente
उत्तरजीवी	sobrevivientes
यकीनन	claro
यकीनन	seguro
शुगर	azucar
शुगर	azúcar
स्टोर्स	almacenes
स्टोर्स	tiendas
स्टोर्स	comercios
गैंगस्टर	gángster
गैंगस्टर	gánster
गैंगस्टर	mafioso
राष्ट्रपतियों	presidentes
एकतरफा	correspondido
रोटेशन	rotación
शरीक	asociadas
शरीक	colaboradores
शरीक	socios
शरीक	asociados
शरीक	compañeros
कोज्या	coseno
गुरुत्वाकर्षक	gravitacional
अधिशोषण	adsorción
रील	atletismo
रील	carrete
रील	pista
रील	bobina
रील	vía
मीत	cariñosa
मीत	amorosa
मीत	blogspot
मीत	amando
मीत	amoroso
एस्ट्रोजन	estrógenos
एस्ट्रोजन	estrógeno
बरामदे	porche
बरामदे	pórtico
लोच	elasticidad
मालागासी	malgache
मालागासी	malgaches
बंगले	bungalows
लीची	lichi
स्टाफ़	personal
मिल्की	lechoso
गेंदें	pelotas
गेंदें	balones
गेंदें	cojones
गेंदें	bolas
बुलन्द	exaltado
अभिकर्मक	reactivo
स्कोरर	goleador
गैलिक	gaélico
भत्ता	subsidio
बुख़ारा	bujará
नकाब	máscaras
नकाब	mascarilla
नकाब	mascara
नकाब	máscara
असंतुलित	desequilibrada
असंतुलित	desequilibrado
कम्पोस्ट	abono
अग्निशमन	bombero
अग्निशमन	bomberos
फातिमा	fátima
इलस्ट्रेटर	ilustrador
अलसी	linaza
लापरवाह	imprudente
लापरवाह	complaciente
लापरवाह	descuidado
लापरवाह	descuidada
लापरवाह	temeraria
लापरवाह	temerario
जोड	adición
दिशानिर्देशों	orientaciones
दिशानिर्देशों	directrices
दिशानिर्देशों	pautas
पूर्वनिर्धारित	predefinido
पूर्वनिर्धारित	predefinidos
ईंटें	ladrillo
ईंटें	ladrillos
तिल्ली	bazo
पहनाया	coronado
पहनाया	coronada
वैभवशाली	grandiosas
वैभवशाली	aristocrática
वैभवशाली	aristócratas
वैभवशाली	grandioso
प्रक्षेप्य	proyectiles
प्रक्षेप्य	proyectil
रेंजर्स	guardabosques
अंगरक्षक	guardaespaldas
सांत्वना	consuelo
सांत्वना	consolación
सुपरसोनिक	supersónico
आंकडे	estadística
आंकडे	estadísticas
फोरमैन	capataz
जलसेतु	acueducto
पडोसी	vecinas
पडोसी	vecinos
फर्डिनेंड	fernando
दूरियाँ	distancias
गोलाबारी	bombardeos
गोलाबारी	bombardeo
तारपीन	aguarrás
छुट्टियां	fiestas
छुट्टियां	feriados
छुट्टियां	vacaciones
छुट्टियां	festivos
बकरियों	cabras
बकरियों	caprino
बकरियों	caprinos
पलकों	latigazos
पलकों	pestañas
पलकों	azotes
कटर	cortador
सायंकाल	tardes
सायंकाल	velada
सायंकाल	tarde
सायंकाल	noche
विंटेज	cosecha
विंटेज	vendimia
परभक्षी	depredadores
परभक्षी	depredador
परभक्षी	predadores
कनेक्टिविटी	conectividad
इको	eco
इकाईयाँ	pintas
इकाईयाँ	unidades
नौकरियां	empleos
नौकरियां	trabajos
नौकरियां	empleo
निराधार	infundado
निराधार	infundadas
निराधार	infundada
अंतरतारकीय	interestelar
अर्थुरियन	artúrica
सीखे	aprendido
सीखे	aprendí
सीखे	aprendió
ज़ोरदार	extenuante
बरबाद	desechos
बरबाद	desecho
बरबाद	desperdicio
बरबाद	residuo
बरबाद	residuos
खिलते	floración
खिलते	florecer
खोना	pierden
खोना	pierdo
खोना	pierde
खोना	perder
खोना	pierda
आउटलेट	salidas
आउटलेट	salida
उपशीर्षक	subtítulo
उपशीर्षक	subtítulos
उपशीर्षक	subtitulos
डंपिंग	vertimiento
डंपिंग	vertidos
डंपिंग	vertido
लोकोमोटिव	locomotoras
लोकोमोटिव	locomotora
कार्रवाइयों	acciones
कायिक	somáticas
द्विध्रुव	dipolo
लिस्टिंग	listado
बैलिस्टिक	balísticos
बैलिस्टिक	balística
मैपिंग	mapeo
मैपिंग	cartografía
जिप्सी	gitana
जिप्सी	gitano
जिप्सी	gitanos
पील	pelar
मॉडेम	módem
छंटाई	clasificación
छंटाई	ordenamiento
बेलग्रेड	belgrado
एनिमल	animales
अक्रिय	desactivar
अक्रिय	desactivado
अक्रिय	desactivada
पुरातत्त्व	arqueológica
पुरातत्त्व	arqueológicos
पुरातत्त्व	arqueológico
स्टिल	todavia
स्टिल	aún
स्टिल	todavía
जेडी	jedis
ट्रस्टी	fiduciario
गौदी	gaudí
टहनियों	ramas
लीजेंड	leyenda
एंट्री	entrada
अंगूरों	vides
अंगूरों	viñas
माँगी	preguntado
माँगी	pregunté
माँगी	preguntó
कटोरी	tazón
कटोरी	bol
कटोरी	cuenco
छाता	paraguas
छाता	sombrilla
टीकाकारों	comentaristas
नॉक	toc
असामयिक	prematuro
असामयिक	prematura
असामयिक	prematuros
माइल	milla
माइल	kilómetro
रोल्स	rollos
रोल्स	bobinas
विच्छेदन	disección
लॉकर	taquilla
लॉकर	casillero
रहस्योद्घाटन	apocalipsis
रहस्योद्घाटन	revelación
जुदाई	separación
फ्रेश	frescos
फ्रेश	frescas
फ्रेश	fresca
फ्रेश	fresco
गुनाहों	defectos
गुनाहों	faltas
गुनाहों	fallos
गुनाहों	fallas
भैंसों	búfalos
भ्रांति	delirio
वृषभ	tauro
अपव्यय	despilfarro
सुचना	informaciones
सुचना	informacion
सुचना	información
रेमन	ramón
गुरूजी	cuerdo
ईट	ladrillo
ईट	ladrillos
बायोगैस	biogás
बाक्स	casillas
बाक्स	cajas
हथियारबंद	armada
हथियारबंद	armadas
हथियारबंद	armados
हथियारबंद	armado
निडर	temerario
निडर	valiente
निडर	intrépido
प्रतिरक्षण	inmunidad
पत्नियाँ	esposas
गजट	gaceta
भोजनालय	restaurante
भोजनालय	restaurantes
हमास	hamás
साहूकार	empeño
साहूकार	peón
अभद्र	indecente
सर्बियाई	serbios
सर्बियाई	serbio
अकेलापन	soledad
फटे	desgarrado
सहिष्णु	tolerante
सहिष्णु	tolerantes
हिमस्खलन	avalancha
हस्तचालित	manualmente
हस्तचालित	manuales
सेनापतियों	generales
चालें	movimientos
चालें	mudanzas
ध्रुवीकरण	polarización
वॉलीबॉल	voleibol
प्रश्नोत्तर	cuestionario
अकुशल	ineficaces
अकुशल	ineficacia
अकुशल	ineficaz
अकुशल	ineficiente
अकुशल	ineficientes
अकुशल	ineficiencia
छाले	úlcera
छाले	úlceras
लैगून	laguna
अंतरराज्यीय	interestatal
अंतरराज्यीय	interestatales
घबरा	nerviosa
घबरा	nerviosos
घबरा	nervioso
अपशब्द	mugre
अपशब्द	suciedad
अफसोस	arrepentimiento
अफसोस	lamentar
अफसोस	pesar
अफसोस	lamentamos
आर्किटेक्ट	arquitecto
आर्किटेक्ट	arquitectos
लिपटे	rodado
लिपटे	rodó
लिपटे	laminado
लिपटे	laminados
लिपटे	enrollado
गिरफ़्तारी	detenciones
गिरफ़्तारी	arresto
गिरफ़्तारी	detención
चिट्ठाकारों	blogosfera
एंटीना	antenas
एंटीना	antena
भागा	corrió
ड्राईवर	chofer
ड्राईवर	controlador
ड्राईवर	chófer
ड्राईवर	conductor
एडिलेड	adelaida
लगाम	rienda
क़ुरआन	corán
देवत्व	divinidad
एपिक	épico
एपिक	épica
हत्यारों	asesinos
मस्सा	verruga
मांगलिक	propicio
मांगलिक	propicios
मरुस्थलीकरण	desertización
मरुस्थलीकरण	desertificación
शादीशुदा	casada
शादीशुदा	casados
शादीशुदा	casadas
शादीशुदा	casado
लब्धि	cociente
प्रेरणादायक	inspirador
प्रेरणादायक	inspiradora
हस्तियाँ	famosos
हस्तियाँ	celebridades
अनपेक्षित	inesperado
अनपेक्षित	inesperadas
अनपेक्षित	inesperados
अनपेक्षित	inesperada
अदम्य	indomable
काइटिन	quitina
उलझे	enredada
उलझे	enredado
मर्चेंट	mercader
मर्चेंट	comerciante
मर्चेंट	mercante
स्प्रेड	propagación
स्प्रेड	difundir
तकिया	almohada
तकिया	cojín
इज्जत	respetar
इज्जत	respeto
इज्जत	respeten
इज्जत	respeta
जैवप्रौद्योगिकी	biotecnología
नंगा	desnudo
नंगा	desnuda
नंगा	nudista
नंगा	desnudos
नंगा	desnudas
यूटोपिया	utopía
जख्म	herida
बैर	antagonismo
बॉटम	inferior
सीखें	aprendan
सीखें	aprenda
सीखें	aprender
सीखें	aprende
रेलरोड	ferrocarril
क्विक	rápido
क्विक	colas
क्विक	rapidez
क्विक	rapido
क्विक	rápida
लुभाने	cebo
लुभाने	señuelo
लुभाने	atraer
रूख	actitud
सरणी	matriz
गरज	trueno
गरज	truenos
सांड	toro
बारहमासी	perennes
बारहमासी	perenne
आसमानी	cielo
सीडीसी	cce
ईधन	leña
चाइनीज	chino
चाइनीज	chinos
मरना	morir
मरना	muriendo
मरना	moribundo
टेढ़ा	inclinado
टेढ़ा	cursiva
सूचीपत्र	catalogo
सूचीपत्र	catálogos
सूचीपत्र	catálogo
व्याध	libélulas
बेरोजगार	parados
बेरोजगार	desempleada
बेरोजगार	desempleados
बेरोजगार	desempleado
हाइड्रोलिक	hidráulicas
हाइड्रोलिक	hidráulica
हाइड्रोलिक	hidráulicos
हाइड्रोलिक	hidráulico
तम्बू	carpa
तम्बू	tienda
जेकब	jacobo
सागौन	teca
रब्बी	rabino
पाँचवा	quinto
पाँचवा	quinta
पापा	papito
पापा	papá
पापा	papi
जल्दबाजी	prisa
हिस्टीरिया	histeria
क्रमचय	permutación
कोशिकाद्रव्य	citoplasma
हीनता	inferioridad
स्लावी	eslava
स्लावी	eslavos
उद्यमिता	empresariado
उद्यमिता	emprendimiento
अजमोद	perejil
नूडल	fideos
हजारो	miles
हजारो	millares
नास्तिकता	ateísmo
फील्ड्स	campos
अथाह	incomprensible
अथाह	insondable
अथाह	inconmensurable
निशानेबाज	tiradores
कैटलॉग	catalogo
कैटलॉग	catálogos
कैटलॉग	catálogo
बाउंस	rebota
बाउंस	rebotar
बाउंस	rebote
सियार	chacales
फिक्सिंग	arreglando
फिक्सिंग	fijando
फिक्सिंग	fijación
पार्ट्स	repuestos
पार्ट्स	piezas
पार्ट्स	partes
पार्ट्स	picos
राल	resina
तत्वमीमांसा	metafísica
बंडल	bulto
बंडल	fajo
बंडल	paquete
सनक	caprichos
सनक	capricho
हैलोजन	halógenos
मुद्रक	impresora
मुद्रक	impresoras
ठेकेदारों	contratistas
ठेकेदारों	contratantes
स्तिथ	ubicado
स्तिथ	situado
स्तिथ	localizada
स्तिथ	localizado
क्वार्ट्ज	cuarzo
बालकनी	balcón
पट्टियां	rayas
पट्टियां	franjas
पट्टियां	galones
आलिंगन	abrazo
आलिंगन	abrazos
बसरा	basora
शोहरत	fama
तख्ते	cunas
फेरे	turno
फेरे	girar
फैंटम	fantasma
प्रतिवाद	antítesis
किराना	comestibles
ग़म	pena
ग़म	tristeza
पोर	nudillos
कैनरी	canario
कैनरी	canaria
कैनरी	canarias
ओपनिंग	abriendo
ओपनिंग	abrir
ओपनिंग	inauguración
ओपनिंग	abertura
ओपनिंग	apertura
चिपके	pegado
चिपके	pegada
चिपके	pegados
ख़्याल	noción
गोलकीपर	arquero
गोलकीपर	portero
डाइविंग	submarinismo
डाइविंग	buceo
डाइविंग	bucear
रियायत	concesión
रियायत	subvención
रियायत	subsidio
रियायत	concesiones
फर्न	helechos
लाभार्थी	beneficiario
लाभार्थी	beneficiaria
लाभार्थी	beneficiarios
हारून	aarón
लौकी	calabaza
पर्दाफाश	expuestos
पर्दाफाश	expuesta
पर्दाफाश	expuesto
अनुनय	persuasión
केशिका	capilar
केशिका	capilares
जीवद्रव्य	protoplasma
माणिक्य	rubí
प्रतिक्रियात्मक	reactiva
प्रतिक्रियात्मक	reactivo
प्रतिक्रियात्मक	reactivos
मस्तिष्कखंडछेदन	lobotomía
स्टेनलेस	inoxidable
दर्जी	sastre
कपि	simios
कपि	simio
मौसी	tia
मौसी	tía
ड्रेगन	dragones
क्रीज	pliegue
सिनेमाघर	teatro
चिट्ठाकार	blogosfera
प्रायोजकों	patrocina
प्रायोजकों	patrocinadores
जिलेटिन	gelatina
कार्टन	cartones
प्रतिगामी	retrógrada
प्रतिगामी	regresiva
प्रतिगामी	regresivo
चींटी	hormiga
चींटी	hormigas
फिगर	figura
फिगर	cifra
रिफाइनरी	refinerías
रिफाइनरी	refinería
वरीयताओं	preferencias
जम्प	saltar
जम्प	salto
जम्प	salta
विद्युतीकरण	electrificación
नाबालिग	menor
नाबालिग	menores
शरारत	travesura
शरारत	broma
बक्सा	casilla
बक्सा	recuadro
बक्सा	caja
टब	bañera
परिचयात्मक	introductoria
अध्यक्षीय	presidenciales
अध्यक्षीय	presidencia
अध्यक्षीय	presidencial
अचेत	desmayo
लकवा	paralizante
लकवा	paralítico
डायमण्ड	diamante
डायमण्ड	diamantes
वृत्तान्त	crónica
जिद	insistir
जिद	insisto
जिद	insiste
जिद	insisten
जिद	insista
तेवर	actitud
तेवर	ceño
आह	suspiro
आह	suspira
ऊंट	camellos
ऊंट	camello
जुए	juego
जुए	apostando
जुए	apuestas
जुए	apostar
पाथ	sendero
पाथ	surco
पाथ	camino
काश	desea
काश	deseo
काश	desee
काश	desearía
अमरूद	guayaba
बहुभुज	polígono
रीसाइक्लिंग	reciclar
रीसाइक्लिंग	reciclado
रीसाइक्लिंग	reciclaje
मछुआरे	pescadores
मछुआरे	pescador
कैनोला	colza
खुलासे	apocalipsis
खुलासे	revelaciones
शेल्फ	estanterías
शेल्फ	repisa
शेल्फ	estantes
शेल्फ	estante
शेल्फ	estantería
सेडान	sedán
धुंधली	desvanecido
परदा	ciega
परदा	pantalla
परदा	ciegas
परदा	persianas
बेंजीन	benceno
याकूब	jacobo
मैल	escoria
मैल	mugre
मैल	suciedad
रूपया	rupia
दरारें	fisuras
दरारें	grietas
लाइसेंसिंग	licencias
लाइसेंसिंग	licencia
सोता	duerme
द्विगुणित	diploide
डुबो	ahogar
कुण्डल	hélice
ड्रैकुला	drácula
क्रिस्चियन	cristiano
क्रिस्चियन	cristián
क्रिस्चियन	cristiana
क्रिस्चियन	cristian
क्रिस्चियन	cristianos
बिस्कुट	bizcochos
बिस्कुट	galletas
अनुदैर्ध्य	longitudinales
मधुशाला	taberna
ज्यूरिख	zúrich
असंवैधानिक	inconstitucional
चुटकुले	chistes
चुटकुले	bromas
धारणाएं	nociones
अहमियत	importancia
तनावों	subraya
विधाता	providencia
नॉर्स	nórdica
नॉर्स	nórdico
नॉर्स	nórdicos
उबाऊ	aburridos
उबाऊ	aburrido
उबाऊ	aburrida
उबाऊ	aburridas
नेपल्स	nápoles
कंधा	hombros
कंधा	hombro
मायावी	traicionero
देशप्रेम	patriotismo
अश्लीलता	mugre
अश्लीलता	suciedad
अनुभववाद	empirismo
भूमध्यरेखीय	ecuatorial
पोकर	póker
पोकर	póquer
बिताना	habita
वॉइस	voz
कैप्चर	capturas
कैप्चर	capturan
कैप्चर	capturar
कैप्चर	captura
शिप	buque
शिप	nave
शिप	barco
हैश	picadillo
हैश	hachís
अस्तित्ववाद	existencialismo
स्ट्रेस	estrés
इंटरमीडिएट	intermedias
इंटरमीडिएट	intermedios
इंटरमीडिएट	intermediario
इंटरमीडिएट	intermedio
हनोवर	hannover
जेरूसलम	jerusalén
पतलून	pantalones
पतलून	pantalón
कोटे	côte
गोलाई	curvatura
उड़ती	volando
उड़ती	volar
उड़ती	vuelo
बैंक्स	bancos
जींस	pantalones
जींस	vaqueros
डांसर	bailarinas
डांसर	bailarina
डांसर	bailarines
डांसर	bailarín
वादियों	praderas
वादियों	pradera
वादियों	prados
वर्कशॉप	taller
वर्कशॉप	talleres
पक्षपातपूर्ण	parcial
बतख	pato
बतख	patos
बतख	patito
ब्रॉडकास्ट	difusión
ब्रॉडकास्ट	transmision
ब्रॉडकास्ट	radiodifusión
ब्रॉडकास्ट	transmisión
ब्रॉडकास्ट	emisión
गुलजार	zumbido
विलो	sauce
पिज्जा	pizzas
ताईवान	taiwán
हाइड्राइड	hidruro
लड़कियाँ	niñas
लड़कियाँ	muchachas
लड़कियाँ	chicas
फेंकना	tirando
फेंकना	lanzando
सारगर्भित	sucinta
रेडियल	radiales
अंडकोष	testículos
उडान	vuelo
तिरछा	cursiva
तिरछा	oblicuo
यूरेनस	urano
ओस	rocío
ओस	rocio
सुसान	susana
विलंबता	latencia
स्टेग्नोग्राफ़ी	esteganografía
फ्लोरीन	flúor
बेरिलियम	berilio
संस्थापना	instalaciones
संस्थापना	montaje
संस्थापना	instalación
हाथापाई	revuelto
सनशाइन	sol
अडिग	firmeza
बास्क	vasca
बास्क	euskera
बास्क	vasco
समझाना	exhorto
समझाना	exhortar
लियोपोल्ड	leopoldo
ज़ालिम	injusto
ज़ालिम	injusta
छेदन	perforación
अचूक	infalible
मल्टीपल	multiples
मल्टीपल	múltiple
मल्टीपल	múltiples
झंकार	campanada
रंगाई	tintes
रंगाई	tinte
रंगाई	tintura
रंगाई	teñido
झाग	espumas
झाग	espuma
प्रशिक्षकों	entrenadores
प्रशिक्षकों	instructores
प्रशिक्षकों	formadores
अपंग	lisiados
अपंग	lisiado
जर्जर	decrépito
वर्जन	versión
कमीज़	playera
कमीज़	camisa
कमीज़	camiseta
कंडक्टर	revisor
रिओ	río
निचोड़	epítome
निचोड़	apretar
निचोड़	apriete
निचोड़	exprimir
निचोड़	aprieta
क्लेड	clado
चेखव	chéjov
ख़ोरासान	jorasán
जेलर	carcelero
निर्वाचक	electores
हवाएँ	viento
हवाएँ	vientos
कापीराइट	derechos
रोबोटिक्स	robótica
नाखुश	infeliz
नाखुश	desgraciada
नाखुश	infelices
उपसमुच्चय	subconjunto
उपसमुच्चय	subgrupo
हड्डियाँ	huesos
अशिष्ट	maleducado
अशिष्ट	áspero
अशिष्ट	groseros
अशिष्ट	duro
अशिष्ट	áspera
अशिष्ट	descortés
अशिष्ट	grosera
अशिष्ट	grosero
अमरत्व	inmortalidad
टेराकोटा	terracota
पहुंचाई	socavado
बिल्ड	construir
बिल्ड	construya
बिल्ड	construye
जेवियर	javier
पोता	nieto
ख़रीदे	compre
ख़रीदे	compra
ख़रीदे	comprar
ख़रीदे	compro
फ्लॉपी	disquete
रमज़ान	ramadán
प्रतिक्रियावादी	reaccionario
नुक़सान	daño
मैकेनिक	mecánico
मैकेनिक	mecánicos
मैकेनिक	mecánica
जबड़ों	mandíbula
जबड़ों	quijada
फिन	finlandés
हंसते	ríe
हंसते	risas
दीमक	termita
दीमक	termitas
बंकर	búnker
हैलीकॉप्टर	helicóptero
हैलीकॉप्टर	helicópteros
नेविस	nieves
फिलीपीन	filipino
फिलीपीन	filipinas
फिलीपीन	filipina
संतृप्ति	saturación
मति	alucinaciones
भिंड	volando
भिंड	volar
भिंड	vuelo
नामुमकिन	imposibles
नामुमकिन	imposible
चौकीदार	conserje
चौकीदार	portero
बुद्धिवाद	intelectualismo
अवसरवादी	oportunista
दुकानदार	tendero
बुलबुला	burbuja
बुलबुला	burbujas
कोषाध्यक्ष	tesorero
अंतःस्रावी	endocrinos
कम्युनिस्टों	comunismo
कम्युनिस्टों	comunista
कम्युनिस्टों	comunistas
रस्सियों	cuerdas
बिलीरुबिन	bilirrubina
तालों	piscinas
रजोनिवृत्ति	menopausia
अभियोजक	fiscal
अभियोजक	procurador
अभियोजक	fiscalía
काकेशस	cáucaso
मैसेंजर	mensajero
धाराप्रवाह	fluido
धाराप्रवाह	fluidez
अमरता	inmortalidad
होल्डर	titular
होल्डर	poseedor
जहरीला	venenosas
जहरीला	venenoso
जहरीला	venenosos
जहरीला	venenosa
मर्लिन	merlín
ब्रूक्स	arroyos
ट्रेवल्स	viajes
ट्रेवल्स	viaja
हथौड़ा	martillo
सोमाली	somalí
सोमाली	somalíes
डोमिनियन	dominio
चरितार्थ	incorporan
चरितार्थ	incorpora
चरितार्थ	incorpore
