から	출신
グローリー	글로리
グローリー	영광
ナディア	나디아
アザラシ	물개
キャンディー	캔디
キャンディー	사탕
割り当てる	할당
セシウム	세슘
尊厳	품위
尊厳	존엄
尊厳	위엄
執念	집착
デイジー	데이지
割り込み	인터럽트
ダイオード	다이오드
エントロピー	엔트로피
ドリュー	드류
ドリュー	드루
軸受	베어링
リキュール	리큐어
リキュール	주류
ニンジャ	닌자
ケラー	켈러
アナリスト	분석가
リミット	극한
リミット	제한
リミット	한계
ベス	베스
クリーニング	클리닝
クリーニング	청소
メリル	메릴
ガーネット	석류
コリー	콜리
混合物	반죽
混合物	혼합
混合物	혼합물
ツイスト	트위스트
審問	청문회
審問	청각
インフレーション	인플레이션
ロドニー	로드니
放射状	시선
スポーツマン	스포츠맨
パドヴァ	파도바
タロット	타로
対価	가격
対価	고려
対価	프라이스
フッ素	플루오린
押収	발작
触角	안테나
スパイダー	거미
スパイダー	스파이더
読み込み	읽음
読み込み	읽는다
読み込み	로드
読み込み	읽고
読み込み	로딩
読み込み	읽어보기
読み込み	읽기
トレイシー	트레이시
不透明	투명도
不透明	불투명한
不透明	불투명
香水	향수
セラミック	세라믹
セラミック	도자기
愛着	첨부
愛着	애정
パティ	패티
整える	다듬기
整える	트림
ペンシルバニア	펜실베이니아
タイマー	타이머
信太郎	신타로
コナー	코너
プラム	자두
ホウ素	붕소
ラケット	라켓
パトロン	수호
モラヴィア	모라비아
ポニーテール	포니테일
ダイニング	식사
ダイニング	식당
凶器	무기
脱水	탈수
イタチ	족제비
イタチ	족제비과
フィヨルド	피오르드
ガボン	가봉
モース	모스
アダプター	어댑터
レンチ	렌치
ボンバルディア	봄바디어
デリバリー	배송
デリバリー	배달
デリバリー	게재
辞める	종료
辞める	끝내기
発育	증가
発育	성장
持病	만성적인
持病	만성
オマハ	오마하
ニッチ	틈새
モニタリング	모니터링
タマネギ	양파
不都合	불편
宿題	숙제
チョイス	선택
オンス	온스
アマンダ	아만다
凝縮	응축
トレース	트레이스
トレース	자취
トレース	추적
トレース	흔적
シーケンス	시퀀스
シーケンス	순서
ブレイブ	용감한
クリスティン	크리스틴
きつい	타이트
恐喝	협박
蔵本	구라모토
昏睡	혼수
無垢	무죄
避難所	쉼터
パッション	열정
サンドイッチ	샌드위치
マシューズ	매튜스
束縛	바운드
純度	순수
紛らわしい	혼란
デモンストレーション	시위
デモンストレーション	시연
足首	발목
色合い	색조
ストッキング	스타킹
リコー	리코
後裔	후예
バッチ	배치
バッチ	일괄
締め切り	마감
九月	구월
辞表	사직
ツイート	트윗
充てる	할당
ダチョウ	타조
四半期	쿼터
四半期	분기
印章	물개
トルクメニスタン	투르크메니스탄
ギャレット	개럿
ギャレット	개릿
ナイトクラブ	나이트클럽
美味しい	맛있는
提灯	랜턴
フェンシング	펜싱
磁器	도자기
コンチェルト	협주곡
ラファイエット	라파예트
ラファイエット	라피엣
マドレーヌ	매들린
マドレーヌ	마들렌
カーソル	커서
葬式	장례식장
葬式	장례식
葬式	장례
ショッキング	충격
トロピカル	열대
蜃気楼	신기루
ボツワナ	보츠와나
役に立つ	유용하다
役に立つ	유용합니다
役に立つ	유용
誇張	과장
サリヴァン	설리번
カラカス	카라카스
チャベス	차베스
肋骨	갈비뼈
肋骨	갈비
にわか	소나기
エアバッグ	에어백
アラジン	알라딘
火傷	굽기
火傷	화상
想像力	상상력
想像力	상상
マリヤ	마리아
マッチング	일치
マッチング	일치하는
マッチング	매칭
スプラッシュ	스플래시
アーバン	도시
添加物	첨가물
披露宴	접수
ラムネ	레모네이드
ローダー	로더
キュート	귀여워
人参	당근
ケイ素	규소
ケイ素	실리콘
チャオ	차오
ラズベリー	라즈베리
インスピレーション	영감
インスピレーション	영감을
ブッダ	부처
ブッダ	부처님
アーチェリー	양궁
ドーバー	도버
ハモンド	하몬드
ハモンド	해먼드
臆病	소심한
ボーリング	볼링
依存性	의존성
依存性	종속
パウダー	가루
パウダー	파우더
拍手	박수
正中	정중
仕込み	준비
送還	추방
マッド	머드
マッド	진흙
琵琶	비와
ベイルート	베이루트
花屋	꽃집
ドミノ	도미노
ブリジット	브리짓
ポジティブ	긍정적인
ポジティブ	긍정적
ポジティブ	긍정
ポジティブ	양수
フィード	피드
天王星	천왕성
バイアス	편견
バイアス	편향
デフレ	디플레이션
カールスルーエ	카를스루에
ハイフン	하이픈
輸血	수혈
マイヤーズ	마이어스
けんか	싸움
手のひら	손바닥
レオナ	레오나
バッター	타자
染料	염색
スターン	스턴
感受性	감도
ニンジン	당근
原価	비용
締切	마감
降水	강수
シロップ	시럽
四角形	사각형
四角形	직사각형
吸う	빨아
カーネーション	카네이션
ギプス	캐스팅
ギプス	캐스트
ギプス	깁스
マッスル	근육
デュポン	듀폰
デュポン	듀퐁
暑い	뜨거운
暑い	뜨겁다
暑い	덥다
ヘンドリックス	헨드릭스
コレステロール	콜레스테롤
生い立ち	배경
ドライバ	운전사
ドライバ	드라이버
ドライバ	운전자
樹皮	나무껍질
スージー	수지
新聞紙	신문
読み取り	읽음
読み取り	읽는다
読み取り	읽고
読み取り	읽어보기
読み取り	읽기
不平等	불평등
不平等	부등식
財布	지갑
ワークステーション	워크스테이션
グミ	거미
たそがれ	트와일라잇
たそがれ	황혼
ベンダー	제조사
ベンダー	벤더
スイミング	수영
のれん	친선
借りる	임대
借りる	임대료
借りる	월세
借りる	빌려
借りる	렌트
倍数	다중
カンガルー	캥거루
カンガルー	캥거루과
フォーメーション	형성
ドーソン	도슨
公爵夫人	공작부인
公爵夫人	여공작
オフライン	오프라인
接客	대접
カーディフ	카디프
メロ	멜로
留保	예약
バーコード	바코드
自治領	자치령
ハワイアン	하와이
鶏肉	닭고기
鶏肉	치킨
義教	요시노리
ルパート	루퍼트
シルヴィア	실비아
ヨセフ	조지프
ヨセフ	조셉
ヨセフ	요셉
ヨセフ	조제프
ヨセフ	요제프
アビー	애비
ビクトル	빅토르
分数	분수
トゥーロン	툴롱
ジュリアス	줄리어스
咽頭	인두
チェア	의자
フリーザ	냉장고
フリーザ	냉동
火葬	화장
アストン	애스턴
クズ	딱지
暖かい	따뜻하다
インデント	들여쓰기
ユンカース	융커스
大主教	주교
大主教	대주교
ベンゾジアゼピン	벤조디아제핀
志願者	지원자
渓流	스트리밍
渓流	스트림
渓流	흐름
すし	스시
ボイド	무효
ボイド	보이드
ボイド	공허
上書き	덮어쓰기
大動脈	대동맥
ボーイスカウト	스카우트
ヤンゴン	양곤
ウィッチ	마녀
クラウディア	클라우디아
クラウディア	클로디아
タスマニア	태즈메이니아
プリンタ	프린터
効用	유틸리티
アンドラ	안도라
ジョバンニ	조반니
アルゴン	아르곤
ティファニー	티파니
道化師	광대
道化師	광대가
小数	소수점
小数	소수
ミツバチ	벌벌
ミツバチ	꿀벌
ヒンデンブルク	힌덴부르크
トリム	다듬기
トリム	트림
忙しい	바쁘다
忙しい	바빠
忙しい	바쁜
泳ぎ	수영
サイコ	싸이코
リタ	리타
懺悔	신앙고백
懺悔	고백
軽蔑	경멸
印象派	인상파
印象派	인상주의
ビスケット	비스킷
スチュワーデス	승무원
スチュワーデス	스튜어디스
カーズ	차량
カーズ	자동차
ジーナ	지나
コーク	콜라
コーク	코르크
コーク	코카콜라
コーク	콜라보
口笛	휘파람
ハンティング	사냥
チェルノブイリ	체르노빌
エリザ	엘리자
オラクル	오라클
ベニー	베니
モデム	모뎀
ペール	창백한
つぶやき	트윗
ポニー	포니
皮革	가죽
セイント	세인트
ニッキー	니키
インテリジェント	지능형
サンディ	샌디
スケルトン	뼈대
リリアン	릴리안
リリアン	릴리언
アレーナ	아레나
オデッセイ	오디세이
ハンカチ	손수건
スチーム	증기
スチーム	스팀
アレハンドロ	알레한드로
コンコルド	콩코드
輝度	강조
輝度	강도
輝度	밝기
アントワープ	앤트워프
闘牛	투우
加重	악화
凄い	놀라운
凄い	어메이징
トラヴィス	트레비스
トラヴィス	트래비스
ウィルキンソン	윌킨슨
ベンソン	벤슨
曲率	곡률
前立腺	전립선
プランクトン	플랑크톤
敬礼	경례
マッシュ	으깬
短剣	단검
スループ	슬루프
立方体	정육면체
立方体	큐브
切り捨て	버림
アンバー	앰버
アンバー	호박
クラウディウス	클라우디우스
コンセント	아울렛
えびす	에비스
グラーツ	그라츠
ミシュラン	미슐랭
ソフトウエア	소프트웨어
代入	할당
タングステン	텅스텐
ジンジャー	생강
カチューシャ	카튜샤
汚い	더러운
増額	증가
コンデンサ	축전기
イワシ	정어리
リーブス	리브스
論証	논증
論証	인수
論証	논쟁
論証	인자
陰茎	성기
陰茎	음경
思いやり	배려
思いやり	연민
思いやり	동정
コアラ	코알라
マーリン	멀린
ポリオ	소아마비
ブティック	부티크
流産	낙태
溺死	익사
メリッサ	멜리사
デューイ	듀이
ケーシー	케이시
パラダイム	패러다임
慈悲	자비
沸騰	종기
バリ島	발리
味付け	양념
不等式	불평등
不等式	부등식
ひよこ	병아리
無職	실업
無職	실업자
ヘント	헨트
シリング	실링
ウェイトレス	웨이트리스
アドバンテージ	혜택
アドバンテージ	장점
ポインタ	포인터
裏切り者	반역자
裏切り者	배신자
大連市	다롄
浅瀬	얕은
リフレッシュ	고침
リフレッシュ	상쾌한
リフレッシュ	새로고침
スティーラーズ	스틸러스
ベルファスト	벨파스트
アリューシャン	알류샨
ブローニング	브라우닝
話し合う	논의
話し合う	토론하기
うなぎ	장어
ルーブル	루블
感心	감동
クラブハウス	클럽하우스
トロール	트롤
チェーザレ	체사레
奇形	기형
ベリーズ	벨리즈
ビーフ	비프
ビーフ	소고기
ビーフ	쇠고기
ショールーム	전시장
パフォーマー	공연자
パフォーマー	연주자
パフォーマー	연기자
バーテンダー	바텐더
陪審員	배심원
意地悪	평균
ミクロネシア	미크로네시아
恵み	축복
恵み	축복이
タンパ	탬파
ティアラ	티아라
ヒノキ	사이프레스
ヒノキ	사이프러스
屋根裏	다락방
フラー	풀러
和服	기모노
ココア	코코아
地平線	호라이즌
地平線	지평선
エミリオ	에밀리오
棚田	테라스
セラピー	치료법
セラピー	치료
エルザ	엘사
メンバ	회원
メンバ	멤버
メンバ	구성원
メンバ	멤버들
チンパンジー	침팬지
チノ	치노
浴室	화장실
浴室	욕실
サトウキビ	사탕수수
ジャパニーズ	일본어
ジャパニーズ	일본
ジャパニーズ	일본인
テレパシー	텔레파시
口蓋	경구개
ケンプ	켐프
コカイン	코카인
冷蔵	냉장
冷蔵	냉동
冷蔵	냉각
キャンドル	양초
キャンドル	촛불
タトゥー	문신
タトゥー	타투
慰め	위안부
慰め	위안
アドラー	애들러
アドラー	아들러
アルタ	알타
ダビデ	다비드
ダビデ	다윗
ダビデ	데이빗
ダビデ	데이비드
競売	경매
競売	옥션
食欲	식욕
マールブルク	마르부르크
イノシシ	멧돼지
シェルビー	셸비
償還	구원
処方箋	처방
禁じる	금지
宇宙論	우주론
リボルバー	리볼버
セインツ	성인인
責務	책임감
責務	책임
ナタリア	나탈리아
エドモントン	에드먼턴
テロリズム	테러
テロリズム	테러리즘
カスケード	계단식
カスケード	캐스케이드
サマルカンド	사마르칸트
絵文字	이모티콘
高祖	고조
扶助	원조
股間	사타구니
コケ	이끼
ブライダル	신부
クーポン	거래
クーポン	쿠폰
ジレンマ	딜레마
禁錮	감금
秀俊	히데토시
銀行員	은행원
ローウェル	로웰
ラクロス	라크로스
パブリッシャー	출판
パブリッシャー	출판사
パブリッシャー	퍼블리셔
ブキャナン	뷰캐넌
エッセンス	본질
クオリティ	화질이
クオリティ	퀄리티
クオリティ	화질
クオリティ	품질
沈殿	강수
ドワーフ	왜소은하
ドワーフ	난쟁이
るみ	루미
スウィフト	스위프트
ジョルジョ	조르지오
検疫	격리
コダック	코닥
君子	키미코
雑談	채팅
実包	카트리지
霊魂	소울
霊魂	영혼
アシュリー	애슐리
賭ける	베팅
賭ける	내기
エントリ	항목
おもてなし	대접
ロザリオ	묵주
玉座	왕좌
玉座	왕위
マークス	마르크
マークス	마크스
トロリーバス	트롤리버스
テレンス	테런스
クリント	클린트
ジブチ	지부티
天然痘	천연두
老化	숙성
老化	노화
ジュラ紀	쥐라기
アタッカー	공격자가
ライオネル	리오넬
ライオネル	라이오넬
パフ	쉐프
ミニバン	미니밴
ルチアーノ	루치아노
サッチャー	대처
寓話	우화
ナッソー	나사우
バンジョー	밴조
バンザイ	반자이
魚介類	해산물
忘却	망각
エリアス	엘리어스
エリアス	엘리아스
ベーカリー	베이커리
ベーカリー	빵집
開演	쇼타임
タイソン	타이슨
アーモンド	아몬드
スリル	스릴
一貫性	일관성
草地	초원
搾取	착취
プレハブ	조립식
スポンジ	스폰지
スポンジ	스펀지
タコマ	타코마
タコマ	터코마
ルブラン	르블랑
セスナ	세스나
フォルダ	디렉터리
フォルダ	폴더
モーターボート	모터보트
識別子	식별자
クォーク	쿼크
ブレイザー	블레이저
シミュレータ	시뮬레이션
シミュレータ	시뮬레이터
侮蔑	모욕을
侮蔑	모욕
変位	변위
従姉妹	사촌동생
従姉妹	사촌
シンドバッド	신밧드
ドリアン	도리안
ドリアン	두리안
エクセター	엑서터
蜂蜜	허니
蜂蜜	여보
パステル	파스텔
ムーブ	이동
ムーブ	움직임
ムーブ	움직여
カラム	칼럼
カラム	기둥
膀胱	방광
ニンニク	마늘
辛口	드라이
辛口	건조
トーチ	토치
トーチ	횃불
エコロジー	생태학
エコロジー	생태주의
ヘルパー	도우미
ヘルパー	구원자
モンツァ	몬차
俸給	급여
俸給	월급
リュブリャナ	류블랴나
エスケープ	탈출
ヒドラ	히드라
お祝い	축하
好機	기회
スノー	스노우
ゴスペル	복음
ゴスペル	복음주의
ゴスペル	복음서
職権	권위
サザーランド	서덜랜드
卵巣	난소
フロスト	서리
フロスト	프로스트
エクストラ	엑스트라
エクストラ	연장
ファイティング	파이팅
デール	데일
モンペリエ	몽펠리에
イスタンブール	이스탄불
ダリル	대릴
オブザーバー	옵서버
オブザーバー	옵저버
オブザーバー	관찰자
オブザーバー	관측자
ヒツジ	양양
アヴィニョン	아비뇽
ポリゴン	다각형
ハフ	허프
パドル	패들
アンジェロ	젤로
アンジェロ	안젤로
あご	턱시도
なんとなく	어떻게든
チュニス	튀니스
シャンパン	샴페인
イマジン	상상
ことわざ	속담
タウンゼント	타운센드
タウンゼント	타운젠드
ダッチ	네덜란드령
ダッチ	네덜란드인
ダッチ	네덜란드
ダッチ	네덜란드어
カントン	캔턴
フォーエバー	영원히
フォーエバー	영원
フォーエバー	영원한
見本	견본
猟犬	하운드
活気	활기찬
ヴィッカース	비커스
かっこ	괄호
バラッド	발라드
シャネル	샤넬
ケシ	양귀비
ウクレレ	우쿨렐레
陵墓	영묘
バルコニー	발코니
ジェンキンス	젱킨스
土蔵	창고
スティッチ	스티치
デイル	데일
ギルモア	길모어
ディスカウント	할인
アンブレラ	우산
ナマズ	메기
ナマズ	메기목
おなじみ	익숙한
シレジア	실레시아
とんぼ	드래곤플라이
トリップ	여행
ヘミングウェイ	헤밍웨이
矩形	사각형
矩形	직사각형
エクスカリバー	엑스칼리버
取調べ	심문
取調べ	시험
取調べ	검사
子犬	강아지
ロメオ	로미오
スペード	스페이드
ナイロビ	나이로비
バーベキュー	바베큐
バーベキュー	바비큐
霊廟	영묘
カドミウム	카드뮴
公訴	기소
照会	문의
ミュンスター	뮌스터
トラベラー	트래블러
マラッカ	믈라카
祝賀会	축하
スリーブ	소매
半球	반구
サバイバー	생존자
銘文	비문
ベイツ	베이츠
カシミール	카슈미르
愚か	어리석은
愚か	바보
愚か	어리석음
祭事	페스티발
祭事	축제
祭事	페스티벌
サソリ	전갈
サソリ	스콜피온
プロテクター	보호자
真鍮	브라스
プロビデンス	프로비던스
赤崎	아카사키
ビデオテープ	비디오테이프
シンジケート	신디케이트
逆行	역행
イリュージョン	착각
イリュージョン	환상
ボーイフレンド	남자친구
ボーイフレンド	보이프렌드
ボーイフレンド	남친
ナビゲーション	탐색
退役軍人	베테랑
休む	휴식
休む	쉬어
タッカー	터커
タイプライター	타자기
純潔	순결
ブロッコリー	브로콜리
ラベンダー	라벤더
ラビ	랍비
バリウム	바륨
イリーナ	이리나
バージェス	버지스
カレリア	카렐리야
スピカ	스피카
マイソール	마이소르
ハウンド	하운드
封筒	봉투
テトリス	테트리스
ランバート	램버트
ランバート	람베르트
ベージュ	베이지
ブレザー	블레이저
緊縛	속박
買物	쇼핑
散歩道	산책로
レスポンス	응답
レスポンス	반응
レスポンス	답변
レスポンス	대응
ストーク	스토크
ストーク	스토크스
ブハラ	부하라
ペナン	페낭
誤用	학대
誤用	남용
誤用	악용
スナイダー	스나이더
マーシー	자비
半透明	투명
アンティーク	앤티크
アンティーク	골동품
ハッキング	해킹
三位一体	트리니티
三位一体	삼위일체
プロムナード	산책로
タブロイド	타블로이드
曲がる	턴제
脊椎	척추
ニコチン	니코틴
ポートフォリオ	포트폴리오
モノクローム	모노크롬
モノクローム	흑백
スティング	스팅
ベクター	벡터
おもしろい	재미있는
おもしろい	흥미로운
おもしろい	흥미롭다
包帯	붕대
テラー	텔러
ハレルヤ	할렐루야
コントラスト	콘트라스트
コントラスト	대비
盗む	훔쳐
シエナ	시에나
アボット	애벗
はしご	사다리
カラット	캐럿
梯子	사다리
スポットライト	스포트라이트
エッセン	에센
ウィスキー	위스키
誤植	오타
玄武岩	현무암
シモーヌ	시모네
シモーヌ	시몬
絨毯	카펫
絨毯	융단
パジャマ	파자마
パワーズ	권력
パワーズ	파워스
ヴィスコンティ	비스콘티
母乳	유방
母乳	가슴
出稼ぎ	난민
潰瘍	궤양
潰瘍	위궤양
ガンビア	감비아
ケイティ	케이티
払い戻し	환불
スミソニアン	스미스소니언
スミソニアン	스미소니언
クロスビー	크로스비
サンタンデール	산탄데르
歯茎	잇몸
一生懸命	열심히
一生懸命	어려워
一生懸命	하드
トラフィック	트래픽
トラフィック	교통량
トラフィック	교통
こぶし	주먹
マッキントッシュ	매킨토시
従順	순종
アルプス山脈	알프스
アカデミック	학업
アカデミック	학문
アカデミック	학술
瑕疵	결함
マッサ	마사
ヘンデル	헨델
アーヘン	아헨
木炭	목탄
ローデシア	로디지아
インスタンス	인스턴스
骨盤	골반
スザンヌ	수잰
フラメンコ	플라멩코
フェラーラ	페라라
フリント	플린트
フンボルト	훔볼트
マチルダ	마틸다
罪人	죄인
アデル	아델
チャプター	챕터
ロナウド	호날두
パーキンス	퍼킨스
ルツェルン	루체른
トランザクション	거래
トランザクション	트랜잭션
アーリー	초기
アーリー	일찍
なぞなぞ	수수께끼
摩擦音	마찰음
仮釈放	가석방
ビンゴ	빙고
天津市	톈진
デベロッパー	개발자
イブラヒム	이브라힘
イブラヒム	아브라함
洗面所	화장실
リラックス	편안하게
直観	직감
書庫	아카이브
書庫	보관
クレムリン	크렘린
ホアキン	호아킨
マート	마트
ネクサス	넥서스
ブレイディ	브래디
ルディ	루디
ガラパゴス	갈라파고스
石英	쿼츠
メンドーサ	멘도사
メッシーナ	메시나
ペソ	페소
神託	오라클
ヴァネッサ	바네사
ヒュンダイ	현대그룹
ヒュンダイ	현대
エレクトラ	엘렉트라
エレクトラ	일렉트라
スナップ	스냅
ネイビー	해군
ネイビー	네이비
偶像	아이돌
偶像	우상
漬物	피클
シンディ	신디
ガリバー	걸리버
サロメ	살로메
メラニー	멜라니
メラニー	멜러니
粘液	점액
ランボルギーニ	람보르기니
副腎	부신
マクマホン	맥마흔
ハリアー	해리어
手芸	공예
おじいちゃん	할아버지
サドル	안장
ネイト	네이트
チェーホフ	체호프
ロマンチック	낭만적
ロマンチック	로맨틱
ロマンチック	낭만주의
ロマンチック	낭만
パウルス	파울루스
きのう	어제
ヴィヴィアン	비비안
ヴィヴィアン	비비언
トゥデイ	오늘
トゥデイ	오늘도
モカ	모카
ナチズム	나치즘
巻物	스크롤
ベッカム	베컴
ガーラ	갈라
フューリー	퓨리
分娩	노동
分娩	출산
食道	식도
メーデー	메이데이
リディア	리디아
無礼	무례한
無礼	무례하게
土産物	기념품
ブリット	브릿
ストークス	스토크스
納屋	헛간
重慶市	충칭
拘禁	감금
シミュレーター	시뮬레이션
シミュレーター	시뮬레이터
リンツ	린츠
概観	개요
カブレラ	카브레라
ブッカー	부커
ピッチング	투수
バニー	토끼
リファレンス	참고
リファレンス	참조
スワップ	바꾸기
スワップ	스왑
バークリー	버클리
バイヤー	구매자
アレクシス	알렉세이
アレクシス	알렉시스
バカンス	방학
バカンス	휴가
地峡	지협
無関心	무관심
ヴォルフスブルク	볼프스부르크
エレクトロ	일렉트로
ローズマリー	로즈메리
モーゼス	모세스
モーゼス	모스
モーゼス	모세
オーティス	오티스
カースト	카스트
ロブソン	롭슨
屏東	핑둥
縮合	응축
ミケーレ	미셸
ソール	사울
クリッパーズ	클리퍼스
錠剤	알약
モルディブ	몰디브
カミュ	카뮈
包む	포장
マローン	멀론
マンゴー	망고
ペルセウス	페르세우스
ペルセウス	페르세우스자리
ブレイズ	블레이즈
ヘプバーン	헵번식
ヘプバーン	헵번
コンバータ	컨버터
コンバータ	변환기
焼成	베이킹
守衛	수위
ホーマー	호머
透析	투석
ウィルミントン	윌밍턴
卓上	탁상
失業者	실업
失業者	실업자
格付	평점
格付	평가하기
格付	별점
格付	평가
格付	정지
プロテクト	보호
プロテクト	보호하기
ゴージャス	화려한
ゴージャス	이쁜
ゴージャス	화려하다
オセチア	오세티야
クリシュナ	크리슈나
アシモフ	아시모프
金物	하드웨어
マグネット	자석
イーストウッド	이스트우드
バベル	바벨
カリーナ	카리나
ガーフィールド	가필드
ブランカ	블랑카
ハラスメント	괴롭힘
タフト	태프트
ダスティン	더스틴
ブロディ	브로디
水彩画	수채화
盲人	블라인드
縦長	초상화
縦長	인물
縦長	세로
コーデック	코덱
膵臓	췌장
肝炎	간염
マーリー	말리
レンダリング	렌더링
ダッジ	닷지
プロバイダー	공급자
プロバイダー	제공자
ボディーガード	보디가드
ボディーガード	경호원
パラメーター	매개변수
可読性	가독성
カトマンズ	카트만두
アンティゴノス	안티고노스
下書き	초안
下書き	임시
下書き	드래프트
オマール	오마르
スライス	조각
スライス	슬라이스
イーサネット	이더넷
モンスターズ	괴물
モンスターズ	몬스터즈
モンスターズ	몬스터
アンクル	삼촌
アンクル	아저씨
チェサピーク	체사피크
チェサピーク	체서피크
錯覚	착각
錯覚	환상
マラン	마린
ゲルマニウム	저마늄
パルサー	펄서
スリナム	수리남
尖塔	첨탑
カフェイン	카페인
くちばし	부리
仏教徒	불교
ブランデー	브랜디
尼僧	수녀
アスタナ	아스타나
嘲笑	조롱
トレヴァー	트레버
空腹	배고픔
空腹	굶주림
空腹	배고픈
空腹	헝거
治す	낫다
シチュー	스튜
ビサウ	비사우
バルバドス	바베이도스
不公平	불공평한
ホイッスル	휘파람
キャデラック	캐딜락
ホットライン	핫라인
コラーゲン	콜라겐
つまらない	지루한
めがね	안경
コヴェントリー	코번트리
エミュレータ	에뮬레이터
エミュレータ	에뮬레이션
ボリバル	볼리바르
テスラ	테슬라
メタノール	메탄올
ブレダ	브레다
月経	월경
フレーザー	프레이저
バーニング	불타는
ダブ	더빙
瓦礫	먼지
チアリーダー	응원
チアリーダー	치어리더
傷跡	흉터
コネクト	연결하기
コネクト	연결
キムチ	김치
ハーディング	하딩
調合	준비
タルボット	탤벗
疼痛	통증이
疼痛	통증
疼痛	고통
テンダー	부드러운
ルーニー	루니
クラッカー	크래커
水平線	호라이즌
水平線	지평선
スラスター	엔진
ポンペイ	폼페이
合成樹脂	플라스틱
合成樹脂	성형외과
抱擁	포옹
ツタ	아이비
コッポラ	코폴라
余暇	레저
エレノア	엘리너
摩耗	착용
シラキュース	시러큐스
ボディガード	보디가드
ボディガード	경호원
マリコ	마리코
品物	항목
品物	아이템
品物	상품
品物	품목
コモンウェルス	연방
ブローカー	브로커
ブローカー	중개인
福利	이득
福利	혜택
いす	의자
アーミー	군대
アーミー	육군
スプリット	스플리트
スプリット	스플릿
スプリット	분할
スプリット	나누기
雲母	미카
ウォーターズ	워터스
リヒター	리히터
変人	괴짜
テイト	테이트
ロッキング	흔들리고
無音	침묵
無音	사일런스
バケツ	양동이
バケツ	버킷
シヴァ	시바
六角形	육각형
フール	바보
富江	토미에
バケット	양동이
バケット	버킷
マカロニ	마카로니
ジブリ	지브리
おかあさん	엄마
おかあさん	어머니
トレントン	트렌턴
消しゴム	지우개
スウィング	스윙
スウィング	스윙스
栄養素	영양소
おじいさん	할아버지
おじいさん	외할아버지
バケーション	방학
バケーション	휴가
サウナ	사우나
ジャスパー	재스퍼
ベリリウム	베릴륨
オルデンブルク	올덴부르크
創造性	창의력
創造性	창의성
創造性	창의
エディー	에디
ペンス	펜스
モンスーン	계절풍
ダニエルズ	대니얼스
ジェノサイド	집단살해
シトクロム	시토크롬
引っ張る	뽑기
引っ張る	당기
引っ張る	당겨
令状	영장
アンドリュース	앤드루스
精液	정액
対角線	대각선
伸張	팽창
トナカイ	순록
検死	부검
検死	검시
暗記	외워
マッケイ	매케이
ヴィチェンツァ	비첸차
バスケス	바스케스
スタンバイ	대기
スタンバイ	스탠바이
コルネリウス	코르넬리우스
コルネリウス	코넬리우스
温かい	따뜻하다
イスマーイール	이스마엘
ロドリゴ	로드리고
コーネリアス	코르넬리우스
コーネリアス	코넬리우스
アンティオコス	안티오코스
旅券	여권
アロハ	알로하
アロハ	알로에
甘え	의존성
甘え	의존
バイオレット	바이올렛
フィックス	고쳐
フィックス	고치
フィックス	고치기
ミミズ	지렁이
ミミズ	보름스
ミミズ	보름
ブルンジ	부룬디
テクスチャ	텍스처
テクスチャ	질감
調製	준비
フェチ	페티시즘
角膜	각막
カエデ	메이플
カエデ	단풍나무
カエデ	단풍
ジュディス	주디스
マシュマロ	마시멜로
クレヨン	크레용
カターニア	카타니아
ディロン	딜런
賢い	영리한
賢い	스마트
賢い	영리
背広	수트
背広	양복
背広	슈트
イザヤ	이사야
フィッツジェラルド	피츠제럴드
検問	점검
検問	검사
空欄	비어
レイジ	분노
キンバリー	킴벌리
インターバル	간격
インターバル	구간
海藻	미역
マーベラス	경이
ヘモグロビン	헤모글로빈
ベナン	베냉
ダベンポート	대븐포트
アマースト	애머스트
スフィンクス	스핑크스
筆跡	글씨체
筆跡	글씨
ディベート	논쟁
ディベート	토론
スコッチ	스카치
横長	조경
横長	경관
横長	풍경
ウェッブ	웨브
メサ	메사
ラジエーター	라디에이터
爽やか	상쾌한
スカーフ	스카프
ハンドリング	취급
ハンドリング	처리
ハンドリング	다루기
乗算	곱셈
トライアンフ	트라이엄프
庭師	가드너
庭師	정원사
アルテミス	아르테미스
対流	대류
ヴロツワフ	브로츠와프
インタプリタ	통역
インタプリタ	인터프리터
ブレンダン	브렌던
ムーディ	무디
近況	상태
溶ける	녹아
溶ける	녹음
溶ける	용해
ピケット	피켓
教本	강연
教本	강의
イルクーツク	이르쿠츠크
クルミ	호두
アクラ	아크라
ブラッグ	브래그
ハリエット	해리엇
フィラメント	필라멘트
メートル法	지표
エンペラー	황제
エンペラー	천황
ティア	티아라
ティア	티아
ミディアム	중간
ミディアム	미디엄
ミディアム	미디어
リヴィウ	리비우
レクチャー	강연
レクチャー	강의
クラスタ	클러스터
クラスタ	성단
睡眠薬	최면
睡眠薬	수면제
ハービー	허비
ハービー	하비
パメラ	파멜라
ウェンブリー	웸블리
日課	일상
日課	루틴
ファウンデーション	파운데이션
ファウンデーション	재단
サレルノ	살레르노
オモチャ	장난감
オモチャ	장난감이
オモチャ	토이
コーディング	부호화
バルガス	바르가스
インスパイア	영감
インスパイア	영감을
取り消す	박탈
取り消す	취소
寂しい	외로운
寂しい	외로움
寂しい	외로워
傍聴	관찰
傍聴	출석
傍聴	참석
傍聴	관측
学寮	기숙사
クライミング	등반
クライミング	등산
お腹	위장
品格	품위
品格	존엄
品格	위엄
