から	จาก
ワッツ	วัตต์
ブラシ	แปรง
クリフ	หน้าผา
飲み物	ดื่ม
暗黙	นัย
トラム	กระเช้า
トラム	ราง
レリーフ	บรรเทา
ハマー	ค้อน
ハース	ฮาร์ส
バクテリア	แบคทีเรีย
フィールズ	ฟิลด์
フィールズ	ช่อง
エクストリーム	สุดขีด
リアクション	โต้ตอบ
リアクション	ปฏิกิริยา
利得	กำไร
こっそり	แอบ
ナイロン	ไนลอน
喘息	หอบ
概略	สรุป
概略	ย่อ
ヌードル	บะหมี่
ヌードル	ก๋วยเตี๋ยว
嘔吐	อาเจียน
カートゥーン	การ์ตูน
重み	เวท
リージョン	แคว้น
リージョン	ภูมิภาค
わいせつ	อนาจาร
軽度	อ่อน
訴追	โจทก์
カンニング	โกง
カンニング	นอกใจ
ステーキ	สเต็ก
カジュアル	สบายๆ
ストロー	หลอด
ストロー	ฟาง
パラ	พารา
地下室	ใต้ถุน
ディストリクト	เขต
ディストリクト	อำเภอ
乳首	หัวนม
事務員	เสมียน
ニワトリ	เจี๊ยบ
ニワトリ	ไก่
拍車	กระตุ้น
ナンセンス	สาระ
ムンバイ	ไบ
友だち	เพื่อนๆ
友だち	เพื่อน
サファリ	ซาฟารี
グローリー	รุ่งโรจน์
アザラシ	ผนึก
キャンディー	ลูกอม
キャンディー	ขนม
割り当てる	กำหนด
割り当てる	จัดสรร
尋ねる	สอบถาม
尋ねる	ถาม
尊厳	ศักดิ์ศรี
監事	display
ドリュー	ดรูว์
ドリュー	ดรูว
リキュール	เหล้า
リキュール	สุรา
ニンジャ	นินจา
リミット	จำกัด
リミット	วงเงิน
ベス	เบ็ต
ベス	เบ็ธ
ベス	เบ็ท
ベス	เบธ
涅槃	นิพพาน
ツイスト	บิด
インフレーション	เงินเฟ้อ
対価	พิจารณา
対価	ราคา
押収	ชัก
スパイダー	แมงมุม
読み込み	โหลด
読み込み	อ่าน
不透明	ทึบ
香水	น้ำหอม
セラミック	เซรามิค
賄賂	สินบน
コナー	คอนเนอร์
凶器	อาวุธ
イタチ	พังพอน
レンチ	ประแจ
辞める	เลิก
持病	เรื้อรัง
タマネギ	หอม
宿題	การบ้าน
オンス	ออนซ์
コング	ฮ่องกง
シーケンス	ลำดับ
シーケンス	อนุกรม
ブレイブ	กล้า
きつい	แน่น
恐喝	แบล็คเมล์
昏睡	โคม่า
避難所	ที่พัก
パッション	ตัณหา
パッション	กิเลส
サンドイッチ	แซนด์วิช
束縛	ผูกพัน
紛らわしい	สับสน
デモンストレーション	สาธิต
ゴング	กง
九月	กันยา
九月	กันยายน
充てる	จัดสรร
四半期	ไตรมาส
印章	ผนึก
ナイトクラブ	ไนต์คลับ
美味しい	อร่อย
提灯	โคมลอย
フェンシング	ฟันดาบ
カーソル	เคอร์เซอร์
ショッキング	ตกใจ
肋骨	ซี่โครง
にわか	ฝักบัว
火傷	ไหม้
火傷	เผา
想像力	จินตนาการ
スプラッシュ	สาด
栄養士	โภชนาการ
暴徒	มาเฟีย
人参	แครอท
宦官	ขันที
社説	บรรณาธิการ
ケイ素	ซิลิคอน
ブッダ	พระพุทธเจ้า
十月	ตุลาคม
ビーン	ถั่ว
ボーリング	โบว์ลิ่ง
パウダー	แป้ง
パウダー	ผง
味覚	ชิม
味覚	รสชาติ
味覚	รสนิยม
味覚	รส
拍手	แปะ
送還	เนรเทศ
マッド	โกรธ
マッド	โคลน
マッド	โมโห
ベイルート	เบรุต
ポジティブ	บวก
フィード	ฟีด
バイアス	อคติ
ノックス	น็อค
けんか	ทะเลาะ
手のひら	ฝ่ามือ
手のひら	ปาล์ม
バッター	แรงๆ
マーメイド	เงือก
ニンジン	แครอท
原価	ต้นทุน
査定	ประเมิน
四角形	สี่เหลี่ยม
吸う	ห่วย
カーネーション	คาร์เนชั่น
ギプス	โยน
ギプス	เฝือก
マッスル	กล้าม
暑い	ร้อนๆ
暑い	ร้อน
ドライバ	ไดรเวอร์
樹皮	เห่า
新聞紙	หนังสือพิมพ์
読み取り	อ่าน
小石	กรวด
借りる	เช่า
借りる	ยืม
借りる	ขอยืม
倍数	หลาย
倍数	หลายๆ
カンガルー	จิงโจ้
留保	จอง
ハワイアン	ฮาวาย
鶏肉	เจี๊ยบ
鶏肉	ไก่
シルヴィア	ซิลเวีย
分数	เศษส่วน
チェア	เก้าอี้
クズ	สะเก็ด
暖かい	อุ่น
暖かい	อบอุ่น
インデント	เยื้อง
渓流	ลำธาร
すし	ซูชิ
ボイド	บอยด์
ボイド	โมฆะ
ボイド	บอยส์
上書き	แทนที่
ヤンゴン	ย่างกุ้ง
ウィッチ	แม่มด
プリンタ	เครื่องพิมพ์
効用	อรรถประโยชน์
効用	สาธารณูปโภค
単価	ต่อ
放牧	ถาก
ミツバチ	ผึ้ง
はさみ	ฉุบ
はさみ	กรรไกร
忙しい	ยุ่งๆ
忙しい	ยุ่ง
泳ぎ	ว่าย
サイコ	โรคจิต
サイコ	จิต
懺悔	สารภาพ
テーゼ	วิทยานิพนธ์
軽蔑	ดูถูก
カーズ	รถ
カーズ	รถยนต์
コーク	โค้ก
コーク	โคเคน
口笛	ผิวปาก
口笛	นกหวีด
セージ	เซจ
融解	ละลาย
オラクル	เทพพยากรณ์
モデム	โมเด็ม
ペール	ซีด
皮革	หนัง
セイント	เซนต์
セイント	นักบุญ
スケルトン	โครง
リリアン	lilian
アレーナ	สังเวียน
ハンカチ	ผ้าเช็ดหน้า
曲率	โค้ง
マッシュ	บด
マッシュ	แมช
短剣	กริช
立方体	ลูกบาศก์
アンバー	อำพัน
ボット	บ็อต
ソフトウエア	ซอฟท์แวร์
ソフトウエア	ซอฟแวร์
ソフトウエア	ซอฟต์แวร์
タングステン	ทังสเตน
ジンジャー	ขิง
汚い	สกปรก
増額	เพิ่ม
論証	อาร์กิวเมนต์
陰茎	องคชาติ
陰茎	จู๋
思いやり	ห่วงใย
マーリン	เมอร์ลิน
流産	ทำแท้ง
流産	แท้ง
慈悲	เมตตา
慈悲	ปราณี
沸騰	เดือด
沸騰	ต้ม
バリ島	บาหลี
ひよこ	ลูกไก่
ひよこ	เจี๊ยบ
大連市	เหลียน
浅瀬	ตื้นๆ
浅瀬	ตื้น
リフレッシュ	สดชื่น
話し合う	อภิปราย
ベリーズ	เบลิซ
ビーフ	เนื้อ
陪審員	ลูกขุน
恵み	อวยพร
恵み	พร
隠れ家	รัง
ティアラ	เกล้า
ココア	โกโก้
棚田	ระเบียง
セラピー	บำบัด
メンバ	สมาชิก
アクト	ทำท่า
浴室	ห้องน้ำ
サトウキビ	อ้อย
ジャパニーズ	ญี่ปุ่น
チャ	ชะ
チャ	ชา
口蓋	โหว่
コカイン	โคเคน
キャンドル	เทียน
キャンドル	เทียนไข
慰め	สบายใจ
慰め	สบาย
征夷大将軍	โชกุน
ダビデ	เดวิด
ダック	เป็ด
競売	ประมูล
イノシシ	หมูป่า
セインツ	นักบุญ
無謀	สะเพร่า
無謀	มุทะลุ
クーポン	คูปอง
クーポン	เสนอ
ローウェル	โลเวลล์
クオリティ	คุณภาพ
ドワーフ	แคระ
アビス	เหว
雑談	แชท
雑談	แชต
霊魂	วิญญาณ
ユング	จุง
ユング	จอง
賭ける	พนัน
エントリ	รายการ
ロザリオ	ประคำ
玉座	บัลลังก์
マークス	เครื่องหมาย
老化	ริ้ว
かむ	เคี้ยว
ファイ	พี
お守り	เครื่องราง
一貫性	สอดคล้อง
プレハブ	สำเร็จรูป
スポンジ	ฟองน้ำ
フォルダ	โฟลเดอร์
侮蔑	ดูถูก
従姉妹	ญาติ
蜂蜜	ที่รัก
ムーブ	ขยับ
ムーブ	ย้าย
ムーブ	เลื่อน
カラム	คอลัมน์
ニンニク	กระเทียม
辛口	แห้งๆ
辛口	แล้ง
辛口	แห้ง
エコロジー	นิเวศวิทยา
エスケープ	หนี
お祝い	ฉลอง
好機	โอกาส
サラン	ศรัณ
サラン	ศรัณย์
スノー	หิมะ
職権	อำนาจ
フロスト	ฟรอสท์
エクストラ	พิเศษ
ファイティング	สู้
デール	เดล
デール	ดล
イスタンブール	อิสตันบูล
ヒツジ	แกะ
ペンダント	จี้
あご	ชิน
あご	คาง
あご	กราม
あご	ราม
チュニス	ตูนิส
シャンパン	แชมเปญ
シャンパン	ฟอง
カル	คาล
カル	คา
イマジン	จินตนาการ
ことわざ	สุภาษิต
ダッチ	ดัตช์
かっこ	วงเล็บ
ハサミ	ฉุบ
ハサミ	กรรไกร
バルコニー	ระเบียง
デイル	เดล
デイル	ดล
ディスカウント	ส่วนลด
アンブレラ	ร่ม
摩天楼	ตึกระฟ้า
おなじみ	คุ้น
おなじみ	คุ้นๆ
入り江	ปากน้ำ
とんぼ	แมลงปอ
トリップ	ทริป
矩形	สี่เหลี่ยม
バーベキュー	บาร์บีคิว
公訴	โจทก์
照会	สอบถาม
祝賀会	ฉลอง
カシミール	แคชเมียร์
愚か	โง่
祭事	เทศกาล
布団	ฟูก
サソリ	แมงป่อง
真鍮	เหลือง
胡桃	เกาลัด
イリュージョン	ภาพลวงตา
ボーイフレンド	แฟน
チョップ	สับ
退役軍人	ทหารผ่านศึก
スライム	เมือก
休む	พัก
ラベンダー	ลาเวนเดอร์
封筒	ซอง
緊縛	พันธนาการ
買物	ชอปปิ้ง
クー	กู
マーシー	เมตตา
マーシー	ปราณี
半透明	โปร่งแสง
アンティーク	โบราณ
ハッキング	แฮ็ค
ハッキング	แฮ็ก
曲がる	เลี้ยว
曲がる	หัน
曲がる	เปิด
曲がる	พลิก
ごちそう	ฉลอง
スティング	ต่อย
はしご	บันได
梯子	บันได
ウィスキー	วิสกี้
絨毯	พรม
パワーズ	พลัง
母乳	อก
出稼ぎ	ต่างด้าว
乞食	ขอทาน
セス	เซ็ท
セス	เซ็ธ
セス	เซท
セス	เซธ
歯茎	เหงือก
歯茎	ฝรั่ง
一生懸命	หนัก
一生懸命	แรง
一生懸命	ฮาร์ด
一生懸命	ยาก
一生懸命	โหม
一生懸命	ลำบาก
トラフィック	จราจร
こぶし	กำปั้น
こぶし	ปั้น
こぶし	หมัด
人道的	มนุษยธรรม
アカデミック	วิชาการ
瑕疵	บกพร่อง
木炭	ถ่าน
骨盤	เชิงกราน
バズ	บัซ
アデル	อเดล
アデル	อะเดล
チャプター	บท
クラック	ร้าว
クラック	ร่อง
トランザクション	ธุรกรรม
アーリー	ต้น
なぞなぞ	ปริศนา
仮釈放	ทัณฑ์บน
ビンゴ	บิงโก
ゴーグル	แว่นตา
直観	สัญชาตญาณ
三軒茶屋	กันยายน
神託	เทพพยากรณ์
漬物	ดอง
粘液	เมือก
手芸	หัตถกรรม
おじいちゃん	ปู่
スリット	ปาด
サドル	อาน
ネイト	เนท
ネイト	เนต
ネイト	เน็ท
ネイト	เน็ต
刻む	แล่
巻物	เลื่อน
ガーラ	กาลา
分娩	แรงงาน
無礼	หยาบ
納屋	โรงนา
納屋	ยุ้ง
バニー	บัน
バニー	กระต่าย
リファレンス	อ้างอิง
スワップ	สลับ
めっき	ชุบ
アセンブリ	สมัชชา
モーゼス	โมเสส
ソール	โซล
ソール	ซอล
錠剤	เม็ด
錠剤	แท็บเล็ต
モルディブ	มัลดีฟ
包む	ห่อ
マンゴー	มะม่วง
焼成	ขนมอบ
守衛	ภารโรง
ポンチョ	ปัน
格付	คะแนน
プロテクト	ป้องกัน
プロテクト	ปกป้อง
ゴージャス	งดงาม
ゴージャス	งามๆ
クリシュナ	กฤษณะ
金物	ฮาร์ดแวร์
象牙	งาช้าง
大騒ぎ	เอะอะ
ハラスメント	ก่อกวน
ミュウ	มิว
盲人	บอด
盲人	ตาบอด
台中市	ไถ
試す	ลอง
パラメーター	พารามิเตอร์
十一月	พฤศจิกายน
下書き	ร่าง
掘る	ขุด
スライス	เฉือน
アンクル	ลุง
グーフィー	เพลิน
錯覚	ภาพลวงตา
ファンシー	หรู
ファンシー	แฟนซี
仏教徒	พระพุทธ
仏教徒	พุทธ
尼僧	นูน
嘲笑	เหน็บแนม
輝石	olivine
手錠	กุญแจมือ
空腹	หิว
治す	หาย
治す	เยียวยา
治す	รักษา
ダール	ดาล
トーゴ	โตโก
ホイッスル	ผิวปาก
ホイッスル	หวีด
ホイッスル	นกหวีด
勤勉	ขยัน
沼地	บึง
めがね	แว่นตา
めがね	แก้ว
めがね	แว่น
エミュレータ	จำลอง
唯物論	วัตถุนิยม
ローション	โลชั่น
ダブ	พากย์
異教徒	นอกรีต
疼痛	ปวด
テンダー	นุ่ม
合成樹脂	พลาสติก
余暇	สันทนาการ
摩耗	ใส่
摩耗	สวม
品物	รายการ
コモンウェルス	เครือจักรภพ
ブローカー	โบรกเกอร์
福利	ประโยชน์
いす	เก้าอี้
アーミー	กองทัพ
アーミー	ทัพ
スプリット	แยก
スプリット	แบ่ง
テイト	เทท
テイト	เท็ต
テイト	เทต
テイト	เท็ท
ロッキング	โยก
無音	เงียบ
バケツ	ถัง
フール	โง่
フール	หลอก
バケット	ถัง
おかあさん	แม่
消しゴム	ยางลบ
スウィング	สวิง
スウィング	เหวี่ยง
スウィング	แกว่ง
おじいさん	ปู่
絞首刑	แขวน
絞首刑	ห้อย
絞首刑	เที่ยว
モンスーン	มรสุม
引っ張る	ดึง
オシャレ	แฟชั่น
令状	หมาย
精液	อสุจิ
検死	ชันสูตร
暗記	จำ
暗記	ท่องจำ
醜い	ขี้เหร่
温かい	อุ่น
温かい	อบอุ่น
旅券	หนังสือเดินทาง
バイオレット	ไวโอเล็ต
フィックス	แก้
フィックス	ซ่อม
フィックス	แก้ไข
ミミズ	หนอน
角膜	กระจกตา
賢い	ฉลาด
背広	สูท
空欄	ว่าง
海藻	สาหร่าย
パドック	คอก
ウェス	เวส
ウェス	เวสส
リネン	ลินิน
アマースト	แอม
筆跡	ลายมือ
ディベート	โต้วาที
感嘆	ชื่นชม
苦い	ขม
苦い	ขื่นขม
苦い	ขมขื่น
ロゴス	โลโก้
爽やか	สดชื่น
乗算	ทวีคูณ
乗算	คูณ
庭師	ชาวสวน
庭師	คนสวน
インタプリタ	ล่าม
ムーディ	หงุดหงิด
近況	สถานภาพ
近況	สถานะ
溶ける	ละลาย
教本	บรรยาย
シャチ	ปลาวาฬ
フィラメント	ใย
メートル法	เมตริก
エンペラー	จักรพรรดิ
帳簿	หนังสือ
ミディアム	กลาง
クラスタ	คลัสเตอร์
ビング	บิง
日課	กิจวัตร
アサド	ซัด
ファウンデーション	มูลนิธิ
ファウンデーション	รากฐาน
おとぎ話	เทพนิยาย
不老不死	อมตะ
寂しい	เหงา
学寮	หอพัก
クライミング	ปีน
お腹	กระเพาะ
お腹	ท้อง
品格	ศักดิ์ศรี
グー	กู
ヒーリング	รักษา
股関節	ฮิป
股関節	สะโพก
股関節	ฮิบ
旱魃	แล้ง
灯油	ก๊าด
流罪	เนรเทศ
ホルト	โฮลท์
ホルト	โฮล์ท
ホルト	โฮลต์
セオリー	ทฤษฎี
コージー	สบาย
コージー	อบอุ่น
おばあさん	ยาย
シナモン	อบเชย
麦芽	มอลต์
ダガー	กริช
カボチャ	ฟักทอง
バナー	ป้าย
バナー	แบนเนอร์
バナー	เครื่องหมาย
放蕩	มึนเมา
僧院	วัด
僧院	อาราม
荷車	ตะกร้า
荷車	เกวียน
仏陀	พระพุทธเจ้า
見どころ	ไฮไลท์
見どころ	ไฮไลต์
アーリア	เรีย
ルータ	เตอร์
ヴィジョン	นิมิตร
スムース	เรียบ
震え	สั่น
スコーピオン	แมงป่อง
神経質	ประสาท
眉毛	คิ้ว
つづり	สะกด
漆喰	ปูน
大麦	บาร์เลย์
威厳	ศักดิ์ศรี
洗う	ล้าง
貸す	เช่า
貸す	ยืม
カウンタ	เคาน์เตอร์
フェイク	แกล้ง
フェイク	ปลอม
マネキン	หุ่น
ひねり	บิด
点滴	หยด
気管	หลอดลม
ジェスチャー	น้ำใจ
悪臭	เหม็น
充電器	ชาร์จ
大群	กองพล
パーム	ฝ่ามือ
パーム	ปาล์ม
不可視	ล่องหน
毛布	ผ้าห่ม
ゴブリン	ภูติ
バリケード	กั้น
れんが	อิฐ
棍棒	คลับ
棍棒	ชมรม
棍棒	สโมสร
押印	ผนึก
混ぜる	มิกซ์
混ぜる	ผสม
ムース	มูส
ビック	วิค
スクリーム	กรี๊ด
フィーリング	รู้สึก
ふくろう	ฮูก
ドム	ดอม
迷信	โชคลาง
迷信	ไสยศาสตร์
ニードル	เข็ม
不妊	หมัน
プルート	พลูโต
はちみつ	ที่รัก
シャウト	ตะโกน
キュウリ	แตงกวา
コテージ	กระท่อม
氷山	ภูเขาน้ำแข็ง
アスタリスク	ดอกจัน
精巣	อัณฑะ
オーブン	เตา
炭水化物	แป้ง
囁き	กระซิบ
足音	ฝีเท้า
シェイ	เชย
シェイ	เชีย
シェイ	เช
浮き彫り	บรรเทา
マドリッド	มาดริด
シス	ซิธ
胎盤	รก
雇う	จ้าง
モルヒネ	มอร์ฟีน
フィール	รู้สึก
おしり	ก้น
徴候	อาการ
チャンプ	แชมป์
コンマ	จุลภาค
へそ	สะดือ
復号	ถอดรหัส
イコール	เท่ากับ
そよ風	สายลม
居所	ที่พัก
グリース	กรีส
タキシード	ทักซิโด
キャビネット	ตู้
価額	ค่า
価額	มูลค่า
スティル	ยัง
ディメンション	มิติ
ライル	ไลล์
ライル	ไลน์
ロースト	ย่าง
かぼちゃ	ฟักทอง
リスペクト	นับถือ
リスペクト	เคารพ
チェイン	โซ่
チェイン	ลูกโซ่
スポークスマン	โฆษก
ランドリー	ซักรีด
ビートル	ด้วง
ダーティ	สกปรก
双生児	แฝด
双生児	ฝาแฝด
ヘロイン	เฮโรอีน
イライラ	หงุดหงิด
イライラ	ท้อแท้
謙虚	เจียม
謙虚	ถ่อม
ベルベット	กำมะหยี่
ヘール	เฮล
トリート	เลี้ยง
トリート	ปฏิบัติ
退廃	เสื่อม
埋め込む	ฝัง
ドクトリン	ลัทธิ
唾液	น้ำลาย
ニルヴァーナ	นิพพาน
愛想	ไมตรี
キリング	ฆ่า
ノキア	โนเกีย
汚名	ฉาวโฉ่
定規	ไม้บรรทัด
エレガント	หรูหรา
そっと	เบาๆ
抗告	อุทธรณ์
抗告	แย้ง
ミリオネア	เศรษฐี
おなじ	เดียวกัน
リル	ลิล
セレブリティ	ดัง
触る	แตะ
触る	สัมผัส
触る	ทัช
賛辞	ชมเชย
アンバサダー	ทูต
美徳	คุณธรรม
リアム	เลียม
ろうそく	เทียน
ろうそく	เทียนไข
クロコダイル	จระเข้
ペッパー	พริก
インターン	ฝึกงาน
チェンマイ	เชียงใหม่
インターンシップ	ฝึกงาน
振舞う	ประพฤติ
ガイダンス	แนวทาง
フォークリフト	etude
宛先	ผู้รับ
ブーケ	ช่อ
エンジェルス	เทวดา
人見知り	อาย
人見知り	เขิน
首輪	ปลอกคอ
追い越し	คร่า
抗弁	ป้องกัน
かばん	กระเป๋า
かばん	แบ็ค
かばん	ถุง
ポッキー	ป๊อกกี้
読み込む	โหลด
聖徒	นักบุญ
パージ	ขจัด
ロックウェル	ร็อคเวลล์
ヘルシー	สุขภาพ
ブート	บูต
害する	อคติ
寒気	ชิล
デコード	ถอดรหัส
プラスティック	พลาสติก
表側	หน้า
余白	ขอบ
ルーチン	กิจวัตร
タワーズ	หอคอย
メトロポリス	มหานคร
メトロポリス	เมโทรโปลิส
ブリーラム	บุรีรัมย์
いぼ	หูด
スリープ	หลับ
スリープ	นอน
賃貸借	เช่า
ムカデ	ตะขาบ
バド	บัด
バド	แย้ม
サマーズ	ซัมเมอร์
エイプリル	เมษายน
セキュリティー	รปภ
恍惚	ปลาบปลื้ม
ジェス	เจส
さまよう	เร่ร่อน
透明度	โปร่งใส
透明度	โปร่งแสง
フォーマル	ทางการ
ほうき	กวาด
ほうき	ไม้กวาด
召使	บ่าว
キャメル	อูฐ
デリバティブ	ดัดแปลง
ペンキ	ทาสี
クロール	คลาน
黒鉛	ไฟต์
にんじん	แครอท
ソファ	โซฟา
ブルーベリー	บลูเบอร์รี
デレック	เดเร็ก
デレック	เดเรก
ブラジャー	บรา
インフィニット	อนันต์
スペクタクル	ปรากฏการณ์
浣腸	ทวาร
ウイングス	ปีก
スタンディング	ยืน
フレキシブル	ยืดหยุ่น
昼寝	งีบ
パンプキン	ฟักทอง
除算	แบ่ง
船室	กระท่อม
船室	โดยสาร
花瓶	แจกัน
スモーク	ควัน
明け方	รุ่งอรุณ
ジャブ	แย็บ
クリーナー	สะอาด
コーチング	โค้ช
コーチング	โค๊ช
ポリエステル	โพลีเอสเตอร์
ブッチ	บุช
フィンチ	ฟินซ์
フィンチ	ฟินช์
カミング	ที่มา
採石場	เหมือง
裁断	ตัด
ブレスレット	กำไล
キキ	กิกิ
キキ	คิกิ
ややこしい	สับสน
蝋燭	เทียน
蝋燭	เทียนไข
プラ	พระ
太もも	ขาอ่อน
忍耐	อดทน
塩漬け	เค็ม
剥製	ยัด
ペニス	องคชาติ
ペニス	จู๋
ペック	เพค
ペック	เพ็ก
ペック	เพ็ค
口紅	ลิปสติก
くしゃみ	จาม
プーケット	ภูเก็ต
切り離す	ปลด
華氏	ฟาเรนไฮต์
怠慢	เลินเล่อ
捻挫	เคล็ด
ショウガ	ขิง
治る	หาย
治る	เยียวยา
治る	รักษา
ポーチ	ระเบียง
ポーチ	ถุง
懸垂	ห้อย
ヴィッラ	คฤหาสน์
小包	พัสดุ
ヨード	ไอโอดีน
ファクシミリ	โทรสาร
キューピッド	กามเทพ
人力車	ตุ๊ก
十戒	บัญญัติ
安静	พัก
マスタード	มัสตาร์ด
マリファナ	กัญชา
バイス	รอง
アイロン	เตารีด
アイロン	เหล็ก
ディスカッション	อภิปราย
デコレーション	ตกแต่ง
マズル	ตะกร้อ
横断幕	แบนเนอร์
査証	วีซ่า
ラダー	บันได
かかと	ส้น
胡椒	พริก
縫合	เย็บ
リズ	ลิซ
リズ	ลิส
ヴィエンチャン	เวียงจันทน์
ブレッド	ขนมปัง
イーライ	ไล
イーライ	อีไล
サイレンス	เงียบ
ガチョウ	ห่าน
はぁ	หือ
スキャナ	สแกน
ずさん	สะเพร่า
グルー	กรู
ゴミ箱	ขยะ
モブ	มาเฟีย
ネーション	ชาติ
ネーション	เนชั่น
でたらめ	ตอแหล
プル	ดึง
布地	ผ้า
苦味	ขมขื่น
バンプ	ตุ่ม
バンプ	กระแทก
アウトサイダー	คนนอก
トースト	ขนมปัง
リブ	ซี่โครง
レント	เช่า
溶かす	ละลาย
叫び声	ร้องไห้
叫び声	กรี๊ด
縫う	เย็บ
スタウト	พร้อมใจ
ウェイター	บ๋อย
ヒマラヤ山脈	หิมาลัย
針金	ลวด
キャッチボール	จับ
観念論	อุดมการณ์
トリミング	พืช
噛む	กัด
オープンカー	ประทุน
ウィッシュ	หวัง
瞳孔	ศิษย์
瞳孔	ม่านตา
プロパティ	คุณสมบัติ
プロパティ	ทรัพย์
プロパティ	ทรัพย์สิน
インサイダー	วงใน
ネイル	ตะปู
ネイル	เล็บ
アライグマ	แรคคูน
残額	เหลือ
ゴス	กอธ
アクティビティ	กิจกรรม
曲げる	ย่อ
ステイ	อยู่
イップ	ยิบ
ブラウス	เสื้อ
コショウ	พริก
カフェテリア	กระติก
ヌル	ว่าง
ディレイ	ล่าช้า
クレープ	เครป
ウコン	ขมิ้น
キノピオ	คางคก
スキャナー	สแกน
無地	ธรรมดา
漏斗	กรวย
砂塵	ฝุ่น
砂塵	ทราย
虫歯	โหว่
虫歯	โพรง
発疹	ผื่น
涼しい	เจ๋ง
涼しい	เย็น
涼しい	เท่
涼しい	เท่ห์
ステートメント	คำแถลง
ステートメント	statement
オニオン	หอม
マッシュルーム	เห็ด
シミュレート	จำลอง
やわらかい	นุ่ม
やわらかい	อ่อน
やわらかい	นิ่ม
緩め	คลาย
すすめる	แนะนำ
葉っぱ	ใบไม้
吐き気	คลื่นไส้
バウンティ	ค่าหัว
オランウータン	อุรังอุตัง
ソファー	โซฟา
弓術	ธนู
シテ	เหี้ย
うねり	บวม
モルタル	ครก
イボ	หูด
プディング	พุดดิ้ง
裏通り	ซอย
裏通り	ตรอก
けん引	พ่วง
サベージ	เถื่อน
冠詞	ข่าว
冠詞	บทความ
ビュッフェ	บุฟเฟ่ต์
ビュッフェ	บุฟเฟต์
播種	ปลูก
しびれ	ชา
傷口	แผล
傷口	บาดแผล
吠える	เห่า
サンドウィッチ	แซนด์วิช
ヘアー	เส้นผม
ヘアー	ขน
ヒキガエル	คางคก
ザクロ	ทับทิม
恩寵	พระคุณ
コンテキスト	บริบท
ペンシル	ดินสอ
堆肥	ปุ๋ย
ヒスイ	หยก
ヒスイ	เจด
シガー	ซิการ์
アトミック	อะตอม
アトミック	ปรมาณู
ラグ	พรม
ラグ	ชักช้า
ラグ	ล่าช้า
アナキズム	อนาธิปไตย
遠回り	อ้อม
胡麻	งา
お花	ดอกไม้
供物	เสนอ
コミット	ก่อ
サウル	โซล
サウル	ซอล
あくび	หาว
テート	เทท
テート	เท็ต
テート	เทต
テート	เท็ท
腫れ	บวม
腫れ	บวมๆ
ニシキヘビ	ไพธอน
滅びる	พินาศ
かわいそう	คนจน
かわいそう	ยากจน
ダイアグラム	แผนภาพ
ダイアグラム	ไดอะแกรม
イチジク	ฟิก
イチジク	ฟิค
ファンデーション	มูลนิธิ
ファンデーション	รากฐาน
メイス	เมซ
メイス	เมส
マウン	หม่อง
ひび割れ	ร้าว
ひび割れ	ร่อง
シロアリ	ปลวก
イマジネーション	จินตนาการ
即興曲	กะทันหัน
スワンナプーム	สุวรรณภูมิ
ブランケット	ผ้าห่ม
滑車	รอก
チップス	ชิป
エイムズ	เอม
ザップ	เอื้อย
ザップ	เอื้อ
ザップ	เอื้อน
ザップ	เอื้อง
家路	มาตุภูมิ
暖炉	เตาผิง
暖炉	ผิง
グウェン	กวน
ウェッジ	ลิ่ม
ウェッジ	สลิ่ม
黄疸	ดีซ่าน
和らげる	บรรเทา
スリッパ	รองเท้า
ブリッグス	บริกส์
ギグ	กิ๊ก
メキシカン	เม็กซิโก
レイシ	ลิ้นจี่
レーズン	ลูกเกด
ボイシ	บอยซี
麺類	บะหมี่
麺類	ก๋วยเตี๋ยว
ぼかし	เบลอ
シーツ	ผ้าปูที่นอน
口髭	หนวด
蛇口	แตะ
蛇口	แท็ป
前足	อุ้งเท้า
前足	อุ้งมือ
玉ねぎ	หอม
ヘルム	นำร่อง
ローディング	โหลด
牧羊	ชุลมุน
ジェネリック	ทั่วไป
インジェクション	ฉีด
アウン	ออง
ユーティリティー	เอนกประสงค์
ユーティリティー	อรรถประโยชน์
ユーティリティー	สาธารณูปโภค
シマウマ	ม้าลาย
タクシン	ทักษิณ
やけど	ไหม้
やけど	เบิร์น
やけど	เผา
生姜	ขิง
いかだ	แพ
ウロコ	ตาชั่ง
ウロコ	เกล็ด
フローティング	ลอย
ウィーナー	ไส้กรอก
愚か者	โง่
愚か者	หลอก
カワウソ	นาก
マヌ	มานู
滑り台	สไลด์
滑り台	เลื่อน
バッシュ	ทุบ
ロックス	หิน
ターフ	ถิ่น
チュン	ชุน
たんぱく質	โปรตีน
テス	เทส
マージン	ขอบ
蝶番	บานพับ
オリエンテーション	ปฐมนิเทศ
アセット	สินทรัพย์
アセット	ทรัพย์สิน
攪拌	ผัด
胸壁	เสมา
ヤム	เทศ
ヤム	แยม
ヤム	มันเทศ
ヤム	เทศน์
ワカメ	สาหร่าย
コマース	พาณิชย์
プライマリ	หลัก
グラード	บัณฑิต
パーマネント	ถาวร
挫傷	ฟกช้ำ
じゅうたん	พรม
ゾディアック	จักรราศี
ゾディアック	ราศี
ハマグリ	หอย
イメージング	ภาพถ่าย
エイリアス	นามแฝง
エミュレーション	จำลอง
パラフィン	พาราฟิน
求む	ต้องการ
コッド	คอด
