ve	y
tonlama	entonación
çölleşme	desertización
çölleşme	desertificación
vezirleri	visires
penisi	pene
penisi	penes
şişirilmiş	inflado
önlük	delantales
önlük	delantal
önlük	babero
fahişeler	prostitutas
fahişeler	putas
fahişeler	cortesanas
fahişeler	zorras
fahişeler	perras
birleştir	fusionar
birleştir	combinar
birleştir	combinan
birleştir	combinen
birleştir	fusión
sağlıkla	sanidad
sağlıkla	salud
tost	brindis
tost	tostada
tost	tostadas
#ben	#yo
meteorolog	meteorólogo
antibakteriyel	antibacteriano
reddediyor	rehúsa
reddediyor	rechazando
reddediyor	rechaza
reddediyor	niega
hissediyor	sintiendo
hissediyor	sentimiento
hissediyor	sensación
hissediyor	siente
mizaç	temperamento
çalkala	enjuagar
çalkala	enjuague
çalkala	aclarado
sekreterler	secretarias
sekreterler	secretarías
sekreterler	secretarios
fragmanlar	remolques
flamingolar	flamencos
florür	flúor
florür	fluoruro
süngerimsi	esponjoso
telesiyej	telesilla
silecek	limpiaparabrisas
ayarlamalar	adaptaciones
ayarlamalar	arreglos
ayarlamalar	ajustes
üniformalar	uniformes
üniformalar	uniforme
şişko	gordos
şişko	gordas
şişko	gordita
şişko	grasa
şişko	gordito
şişko	gordo
şişko	gorda
şişko	grasos
etnolog	etnólogo
akılsız	imprudente
paleti	paleta
merhem	ungüento
merhem	pomada
merhem	ungüentos
merhem	bálsamo
tartışıyor	discutiendo
amharca	amhárico
çevrecilik	ecologismo
taksici	taxista
armatör	armador
armatör	armadores
dünyalı	terrícola
dünyalı	terrestre
inekler	vacas
pelvik	pelvis
pelvik	pélvica
trompetçi	trompetista
dizim	rodillas
dizim	rodilla
dövmeler	tatuajes
tatli	lindo
tatli	dulces
tatli	lindos
tatli	linda
tatli	dulce
tatli	lindas
hiperaktivite	tdah
komünyon	comunión
barbarca	barbarie
barbarca	bárbaros
barbarca	bárbaro
patojenik	patógeno
patojenik	patógenos
bombacı	bombardero
bombacı	bombarderos
çook	cocina
çook	cocinero
çook	cocinera
çook	cocinar
amatörler	aficionados
amatörler	aficionada
amatörler	aficionado
tütsü	incienso
denizatı	caballito
funktör	funtor
egoist	egoísta
egoist	egoístas
meyva	fruto
meyva	fruta
meyva	frutos
meyva	frutas
dörtnala	galopando
dörtnala	galope
müfettişleri	inspectores
kübalılar	cubanos
antropologlar	antropólogos
hidroloji	hidrología
anilin	anilina
nörobilim	neurología
nörobilim	neurociencia
endeksli	indexados
aleksiad	alexiada
anglikanizm	anglicanismo
ibraniler	hebreos
lenfatik	linfático
lenfatik	linfáticos
teoremleri	teoremas
kreatif	creativo
kreatif	creativa
kreatif	creativos
küçümseme	menosprecio
küçümseme	desacato
küçümseme	desdén
küçümseme	desprecio
cazibesi	encanto
gnostisizm	gnosticismo
revizyonizm	revisionismo
sürgülü	cerrojo
sürgülü	deslizándose
sürgülü	deslizamiento
miyozin	miosina
glikoliz	glicólisis
erotizm	erotismo
aksilik	contratiempo
aksilik	revés
aksilik	percance
giyiyor	vistiendo
akalar	aqueos
mutantlar	mutaciones
mutantlar	mutantes
döven	batidor
keliser	quelíceros
karışımlar	mezclas
stafilokok	estafilococos
garantili	garantía
garantili	garantizados
garantili	garantizado
garantili	garantizada
hipokampus	hipocampo
aldosteron	aldosterona
çanları	campanas
arsız	descarada
arsız	atrevida
arsız	descarado
arsız	atrevido
yankıları	repercusiones
halifeliğe	califato
volkanizma	vulcanismo
suriyeliler	sirios
barones	baronesa
sitotoksik	citotóxicos
santrifüj	centrífuga
antidepresan	antidepresivos
dus	ducha
dus	duchas
insafsız	despiadados
insafsız	despiadado
insafsız	incansable
insafsız	incesante
insafsız	implacable
insafsız	despiadada
insafsız	implacables
pervasız	temeraria
pervasız	temerario
pervasız	imprudente
dilimlenmiş	rodajas
koşuyor	correr
koşuyor	corriendo
koşuyor	ejecutando
sürünerek	arrastrarse
sürünerek	arrastrándose
kokarca	zorrillos
kokarca	mofeta
karbüratör	carburador
cüzdan	carteras
cüzdan	billetera
cüzdan	cartera
cüzdan	monedero
vudu	vudú
kırılmaz	inquebrantable
kırılmaz	irrompible
üyelikler	miembros
üyelikler	afiliaciones
yaygara	alboroto
nahoş	desagradables
nahoş	desagradable
istanbuldan	podio
yıkanmış	lavado
yıkanmış	lavados
yıkanmış	lavada
lezbiyenler	lesbianas
dolgulu	acolchada
dünyadışı	extraterrestre
interferometre	interferómetros
halkis	calcis
bromür	bromuro
poliüretan	poliuretano
eldivenler	guantes
popo	trasero
popo	nalgas
popo	asno
popo	culo
popo	glúteos
#o	#que
yüzükler	anillos
yüzlercesi	cientos
yüzlercesi	centenares
dövüşmek	combates
dövüşmek	peleas
dövüşmek	lucha
dövüşmek	luchando
döllenmiş	fertilizados
trireme	trirremes
panhelenik	panhelénico
iyileşmiş	recuperados
iyileşmiş	curado
iyileşmiş	recuperada
iyileşmiş	recuperado
iyileşmiş	recuperadas
iyileşmiş	curada
kandırma	decepción
kandırma	engaño
kandırma	engaños
açıklanamaz	inexplicables
güherçile	salitre
klasisizm	clasicismo
hıyanet	traición
peptidoglikan	peptidoglicano
evsizler	indigentes
evsizler	vagabundos
evsizler	desamparados
rutenya	rutenia
arkadaşlıklar	amistades
römorkör	remolcador
soslu	salsa
mimariler	arquitecturas
islık	silbido
islık	silbando
islık	silbatos
islık	silbar
islık	silbato
şüpheliyim	dudosas
şüpheliyim	dudoso
şüpheliyim	dudosos
şüpheliyim	dudosa
bedenler	cadáveres
bedenler	tallas
bedenler	tamaños
bedenler	órganos
bedenler	cuerpos
budama	recortar
budama	poda
budama	recorte
teokrasi	teocracia
ekoturizm	ecoturismo
minimalizm	minimalismo
inciler	perlas
yükledi	subidas
yükledi	subido
yükledi	cargado
yükledi	subida
kötürüm	lisiados
kötürüm	lisiado
klarnetçi	clarinetista
bayi	distribuidor
boyarlar	boyardos
sitrat	citrato
sıkışıklığı	mermeladas
otokorelasyon	autocorrelación
yumruğu	puños
yumruğu	puño
eğitmenleri	entrenadores
eğitmenleri	instructores
eğitmenleri	formadores
tohumlama	sembrando
tohumlama	sembrado
biçimcilik	formalismo
mikrodalgalar	microondas
militarizm	militarismo
durdurucu	tapón
kepek	caspa
maun	caoba
vaftizhane	baptisterio
eşmerkezli	concéntricos
solaklar	zurdos
buji	tapones
buji	enchufes
sinaptik	sinapsis
sinaptik	sináptica
göstergebilim	semiótica
lezyon	lesión
gelecekleri	futuro
gelecekleri	futuros
merhametsiz	despiadado
merhametsiz	despiadada
merhametsiz	despiadados
fetüs	fetos
fetüs	feto
zarafet	gracia
zarafet	elegancia
sentezlenmiş	sintetizado
kaçırılma	secuestro
kaçırılma	secuestros
kaçırılma	sustracción
kaçırılma	rapto
kaçırılma	secuestrar
sabunu	jabón
sabunu	jabones
lesitin	lecitina
gıcık	molestas
gıcık	molesto
gıcık	molesta
gıcık	molestos
batıyor	hundiendo
batıyor	hundirse
batıyor	hundimiento
sismoloji	sismología
buzkıran	rompehielos
itmek	empujando
itmek	empujar
hademe	conserje
hademe	portero
kaldırmaktadır	cíclicamente
adresiniz	dirección
adresiniz	domicilio
adresiniz	direccion
adresiniz	direcciones
cömertlik	generosidad
borik	bórico
koridorlar	pasillos
koridorlar	corredores
adezyon	adherencias
nasıralı	nazareno
zararsızdır	inocuo
zararsızdır	inofensivo
zararsızdır	inofensiva
zararsızdır	inofensivos
kuzenler	primos
kuzenler	primas
gözenek	poro
gözenek	poros
şifacı	curandero
şifacı	sanador
zenciler	negros
şişeler	frascos
şişeler	botellas
kurnazca	sutil
kurnazca	astutos
kurnazca	sutiles
kurnazca	astuto
kurnazca	astuta
dürüstçe	honestamente
dürüstçe	sincero
dürüstçe	honesta
dürüstçe	honestos
dürüstçe	honesto
dürüstçe	sinceramente
gizlenme	camuflaje
gizlenme	escondite
gizlenme	ocultación
heykelcik	estatuilla
seker	azúcar
seker	azucar
seker	dulces
seker	caramelos
seker	caramelo
seker	dulce
kanadalılar	canadienses
şapkacı	sombrerero
lekesiz	inmaculados
lekesiz	inmaculada
lekesiz	inmaculado
mikrobiyolog	microbiólogo
senozoik	cenozoica
gömün	entierro
gömün	enterrar
gizle	ocultar
gizle	esconderse
gizle	ocultarse
gizle	oculta
gizle	esconder
bakalorya	bachillerato
bakalorya	bachiller
ventriküler	ventrículo
heterodoks	heterodoxas
gıpta	envidia
sekmeleri	pestañas
kabahat	culpa
kabahat	culpar
kabahat	culpas
hamak	hamacas
hamak	hamaca
çiçeğim	flores
çiçeğim	flor
eriyor	deshielo
inaktive	inactivada
doyumsuz	insaciable
liberalleşme	liberalización
perspektifler	perspectiva
perspektifler	perspectivas
albaylar	coroneles
histidin	histidina
treonin	treonina
düdüğü	silbato
düdüğü	silbar
düdüğü	silbido
anarşik	anárquico
açgözlülük	codicioso
açgözlülük	avaricia
açgözlülük	codicia
açgözlülük	codiciosos
açgözlülük	avaro
mucitler	inventores
kopukluk	desconexión
drahmi	dracmas
dokun	grifo
dokun	tacto
dokun	toques
dokun	toque
dokun	toca
hastayım	enfermo
hastayım	enferma
hastayım	enfermas
hastayım	enfermos
vadesi	debido
toltek	tolteca
yaratılışçılık	creacionismo
sürprizler	sorpresas
kuğular	cisnes
kimyagerler	químicos
ertelemek	posponer
ertelemek	aplazar
edat	preposición
psikoterapist	psicoterapeuta
sosyalleşme	socialización
sosyalleşme	socializar
nükleosentezi	nucleosíntesis
cüretkar	osado
cüretkar	negrita
cüretkar	atrevimiento
cüretkar	atrevido
cüretkar	atrevida
cüretkar	audaz
cüretkar	osadía
dolaş	circula
dolaş	circulen
dolaş	circule
telekinezi	telequinesis
revir	enfermería
asyalılar	asiáticos
asyalılar	asiáticas
ebelik	obstetricia
iticileri	propulsores
iticileri	impulsores
liçi	lichi
tıraşı	contorno
kazandıklarını	ganancias
gölgelerin	sombras
gölgelerin	sombra
hazineler	tesoros
kitleri	estuches
bilinirliği	sensibilización
bilinirliği	concientización
bilinirliği	conciencia
bilinirliği	consciencia
bilinirliği	concienciación
disleksi	dislexia
damlı	techada
melodramatik	melodramático
kapanıyor	cierra
kapanıyor	cerrar
kapanıyor	cerrando
kapanıyor	clausura
kapanıyor	cierre
diktatörler	dictadores
emisyonları	emisiones
asimetri	asimetría
illüzyonist	ilusionista
çekirgeler	saltamontes
weißenburg	weißenburg
dalgıçlar	buzos
haleakala	haleakala
conta	junta
savunulabilir	defendible
fenilalanin	fenilalanina
boyunduruğu	yugo
katalanlar	catalanes
limuzin	limusinas
limuzin	limusina
eskrimci	esgrimista
minorka	menorca
kadinlar	femenino
kadinlar	mujer
kadinlar	mujeres
pulat	damasceno
viroloji	virología
dünkü	ayer
hutular	hutu
ekonometrik	econométricos
lathyrus	ptolemaida
edepsiz	desagradable
karıştırıyor	confunde
atam	antepasados
atam	antepasado
atam	ancestro
atam	ancestros
alnına	frente
etiketlenen	etiquetado
etiketlenen	etiquetados
etiketlenen	etiquetada
yineleyici	repetidor
ameliyatlar	cirugías
permütasyon	permutación
permütasyon	permutaciones
asansörler	elevadores
asansörler	ascensores
bakıcılık	niñera
bakıcılık	canguro
meteorlar	meteoritos
galaktoz	galactosa
patojenler	patógenos
altdev	subgigante
mayalanmış	fermentado
kanepe	diván
kanepe	sofás
kanepe	sofá
kanepe	sofa
kanepe	sillón
tibetliler	tibetanos
kroşe	garfio
kroşe	gancho
kroşe	enganche
kroşe	anzuelo
küratörlüğünü	comisariada
retrograd	retrógrada
sefası	orgía
yapıştırarak	pegando
yapıştırarak	pegar
salisilik	salicílico
yüksük	dedal
kuzeyliler	norteños
konsantrasyonları	concentraciones
aplastik	aplásica
olum	fallecimiento
olum	defunción
olum	muerte
radarlar	radares
motosikletler	motocicletas
motosikletler	motos
korunuyor	protegida
korunuyor	vigilado
korunuyor	vigilada
korunuyor	protegidos
korunuyor	protegidas
korunuyor	protegido
nusayriler	alauitas
palyaçolar	payasos
resitali	considerando
yapışmış	pegado
yapışmış	pegada
yapışmış	pegados
gravürler	grabados
alken	alqueno
haşere	plaga
haşere	peste
haşere	plagas
bulutlara	nubes
stratovolkan	estratovolcán
barbarlık	barbarie
barbarlık	barbaridad
usulca	suavemente
usulca	gentilmente
kesikler	incisiones
kesikler	recortes
kesikler	laceraciones
kesikler	cortes
dezenfekte	desinfectar
dezenfekte	fumigación
dezenfekte	desinfección
sükunet	tranquilidad
sümüklü	babosa
muhabirler	reporteros
muhabirler	corresponsales
muhabirler	periodistas
yarışçılar	corredores
alkışlar	aplauso
alkışlar	aplausos
kırpılmış	recortada
çekicilik	atractivo
çekicilik	encanto
çekicilik	atracción
farklılaşması	diferenciación
asmak	colgado
asmak	ahorcamiento
asmak	colgando
mirasçı	beneficiarios
mirasçı	heredero
mirasçı	beneficiario
mirasçı	beneficiaria
mirasçı	heredera
antikapitalist	anticapitalista
sanatoryumu	sanatorio
ispanya}}	españa}}
gergedanlar	rinocerontes
balik	pescados
balik	peces
balik	pesca
balik	pescado
balik	pez
kakım	armiños
tevazu	pudor
tevazu	modestia
tevazu	humildad
alegori	alegoría
demetler	gavillas
litosfer	litosfera
kangren	gangrena
biseksüellik	bisexualidad
titreşimli	vibrar
titreşimli	vibra
titreşimli	vibrante
baygınlık	desmayo
metamorfizma	metamorfismo
biftek	filetes
biftek	carne
biftek	bistec
biftek	filete
biftek	vacuno
biftek	ternera
oşinografi	oceanografía
epidemiyolojik	epidemiológico
epidemiyolojik	epidemiológica
epidemiyolojik	epidemiológicos
bayılma	apagón
propan	propano
miyokard	miocardio
öngörülebilir	previsibles
öngörülebilir	predecibles
öngörülebilir	previsible
öngörülebilir	predecible
kolonizasyon	colonización
rendelenmiş	rallado
kuzum	cordero
laleler	tulipanes
dakik	pronta
dakik	puntuales
dakik	puntual
kişiselleştirilmiş	personalizado
kişiselleştirilmiş	personalizada
kişiselleştirilmiş	personalizadas
kişiselleştirilmiş	personalizados
yinelemeli	iterativo
dönek	apóstata
dönek	voluble
sabitleyici	estabilizador
pantolonlar	pantalones
pantolonlar	pantalón
amigdala	amígdala
incik	baratijas
oduncu	leñador
yakışıksız	inapropiada
yakışıksız	inapropiado
yakışıksız	inapropiados
yakışıksız	inadecuada
yakışıksız	inadecuado
etan	etano
sütyen	sostenes
sütyen	sujetadores
sütyen	sujetador
sütyen	sostén
masaları	cuadros
masaları	escritorios
masaları	mesas
masaları	tablas
satraplık	sátrapa
boraks	bórax
suikastçılar	asesinos
sömestr	semestre
sömestr	semestres
gnays	gneis
dehidrojenaz	deshidrogenasa
karbonatlı	carbonatada
resifleri	arrecifes
gambot	cañonero
gözenekleri	poros
alveol	alvéolos
paraşütçüler	paracaidistas
ağladı	lloraba
ağladı	llorado
ağladı	lloró
ağladı	exclamó
kovulmuş	despedidos
kovulmuş	despedida
kovulmuş	despedido
langırt	futbolín
turnusol	tornasol
obez	obesos
obez	obeso
takviyeleri	complementos
takviyeleri	suplementos
heterokromi	heterocromía
karıncalanma	hormigueo
duyun	oyes
duyun	oír
duyun	escuche
duyun	escuchar
çizik	rasca
çizik	arañazos
çizik	arañazo
çizik	rasguño
çizik	rayado
çizik	rasguños
klorat	clorato
torunun	nieta
vefalı	leal
vefalı	fieles
vefalı	leales
bıçakları	cuchillos
bıçakları	navajas
bıçakları	cuchillas
diyagramlar	diagramas
temettü	dividendos
temettü	dividendo
dilenciler	mendigos
yorgunum	cansados
yorgunum	cansado
yorgunum	cansada
yorgunum	cansancio
hanımeli	madreselva
elektromıknatıs	electroimanes
reçeteli	receta
reçeteli	prescripción
hoşçakalın	adios
hoşçakalın	adiós
ganimetleri	botines
ganimetleri	despojos
marslı	marciano
refrakter	refractarios
rezalet	deshonra
rezalet	desgracia
rezalet	infamia
mutlulukla	felizmente
evraklar	documentos
evraklar	documentación
evraklar	papeles
evraklar	ponencias
pencereyi	escaparate
pencereyi	ventanilla
pencereyi	ventana
sabırsız	impaciente
sabırsız	impacientes
çilli	pecas
biyocoğrafya	biogeografía
hersey	todo
pansiyonlar	albergues
pansiyonlar	hostales
oleik	oleico
dejeneratif	degenerativa
altılısı	sexteto
yönetilebilir	manejable
sinirlilik	irritabilidad
ihtimaller	posibilidades
istakoz	langostas
istakoz	langosta
izometrik	isométrico
cezalandırıcı	castigador
dilekler	desea
dilekler	deseos
damıtılmış	destilado
damıtılmış	destilados
damıtılmış	destilada
cinsiyetçilik	sexismo
düşünceleriniz	pensamientos
düşünceleriniz	pensamiento
planetaryum	planetario
büyülenmiş	hechizado
büyülenmiş	embrujado
büyülenmiş	embrujada
çıngırak	sonajero
aksilikler	retrocesos
aksilikler	contratiempos
aksilikler	reveses
günahların	pecados
müfettişler	investigadores
barınaklar	albergues
barınaklar	refugios
içgözlem	introspección
soğutucular	refrigeradores
istinat	conservando
yardımcılar	ayudantes
fotokimyasal	fotoquímica
mikrobiyolojik	microbiológicos
okunaklı	legibles
dalmak	picada
dalmak	bucear
dalmak	picado
dalmak	inmersión
dalmak	submarinismo
dalmak	buceo
baklagil	leguminosas
tedarikçiler	suministradores
tedarikçiler	proveedores
açıklayın	expliquen
açıklayın	explica
açıklayın	describa
açıklayın	explique
açıklayın	aclarar
açıklayın	describir
açıklayın	explicar
açıklayın	clarificar
deformasyonlar	deformaciones
direksiyonu	virar
kaypak	resbaladizo
kaypak	deslizador
kaypak	escurridizo
yetiştiricisi	criador
yetiştiricisi	criadores
zarflar	adverbios
karnabahar	coliflor
akciğerleri	pulmones
yatırılmış	depositados
yatırılmış	depositado
yatırılmış	depositada
masifi	macizo
iskelede	muelle
iskelede	embarcadero
dişçilik	odontología
omlet	tortilla
fotogrametri	fotogrametría
aksiyomatik	axiomático
çöpler	basura
cımbız	pinzas
cımbız	pinza
ununoktiyum	ununoctio
zührevi	venérea
müfrezeleri	destacamentos
telomeraz	telomerasa
dekoratör	decorador
konsolosluklar	consulado
konsolosluklar	consulados
üstdev	supergigante
sakince	tranquilamente
aracılar	intermediarios
çıtır	crujientes
çıtır	bombón
çıtır	crujiente
sidik	meo
sidik	orina
sidik	pis
sıska	delgado
sıska	flaca
sıska	flaco
sıska	delgada
zekeriyya	zacarías
teksaslı	tejano
eşitsizlikler	desigualdades
yunanlılar	griegos
sesbilim	fonología
kalpsiz	despiadado
kalpsiz	despiadada
boğuşurken	lidiando
rodyum	rodio
sihirbazlar	brujos
sihirbazlar	magos
sihirbazlar	hechiceros
makroekonomik	macroeconómico
makroekonomik	macroeconómicas
makroekonomik	macroeconómicos
makroekonomik	macroeconómica
ekinoks	equinoccio
atropin	atropina
siyasiler	políticos
siyasiler	politicos
organel	orgánulo
sentaz	sintasa
silgi	borrador
silgi	goma
kırılım	desglose
kazlar	gansos
kazlar	ganso
cisalpina	cisalpina
samanlıkta	pajar
deoksiriboz	desoxirribosa
kodla	codificar
tıpa	corcho
osmiyum	osmio
yükseltilebilir	actualizable
gönderiyorum	enviando
bireysellik	individualidad
bireysellik	individualismo
reaktörleri	reactores
kaniş	caniche
bacalar	chimeneas
çizmeler	botines
çizmeler	botas
aksiyomları	axiomas
hizalanmış	alineado
hizalanmış	alineados
baykuşlar	búhos
aramiler	arameos
iltihaplı	inflamado
trombositopeni	trombocitopenia
intikamcı	vengador
mezolitik	mesolítico
bölmeleri	mamparos
talasemi	talasemia
etnograf	etnógrafo
iskemik	isquémica
doktrinleri	doctrinas
vaatleri	compromisos
romancılar	novelistas
sörfçü	surfistas
sörfçü	surfista
piroteknik	pirotécnicos
atopik	atópica
berduş	vagabundo
mecazen	metafóricamente
sınıflandırıcı	clasificador
transferaz	transferasa
kaçakçı	contrabandista
kaçakçı	traficante
afazi	afasia
yayılıyor	difunde
yayılıyor	untar
yayılıyor	difundir
yayılıyor	diferenciales
yayılıyor	difundiendo
yayılıyor	propagación
ilelebet	eternamente
marmelat	mermelada
marmelat	mermeladas
dogum	nacimientos
dogum	parto
dogum	nacimiento
dogum	natalidad
emaye	esmalte
simyacılar	alquimistas
hükmetmek	dominio
hükmetmek	dominación
avustronezya	austronesios
kramp	calambre
kramp	calambres
osteoartrit	artrosis
akümülatör	acumuladores
akümülatör	acumulador
itmeye	empujando
itmeye	empujar
mezbaha	mataderos
mezbaha	matadero
yunanlı	griegos
yunanlı	griego
yunanlı	griega
kleomenes	cleómenes
centaurlar	centauros
rulet	ruleta
mutlakiyet	absolutismo
kalorimetre	calorímetro
mannoz	manosa
hipoksi	hipoxia
iridyum	iridio
depresyonda	deprimida
depresyonda	deprimidos
depresyonda	deprimido
depresyonda	depresivo
bilgeler	sabios
zımba	grapas
topikal	actualidad
topikal	tópico
topikal	tópicos
cila	cera
manyetit	magnetita
binlercesi	miles
binlercesi	millares
örtüler	cubiertas
örtüler	abarca
örtüler	portadas
örtüler	fundas
kutluyor	celebra
kutluyor	celebrando
kutluyor	festejando
yeminler	juramentos
yeminler	votos
şehvetli	sensuales
şehvetli	voluptuosa
boğulan	ahogo
boğulan	ahogar
boğulan	ahogado
boğulan	ahogando
boğulan	ahogamiento
şilin	chelín
nere	dónde
nere	adonde
nere	donde
kalpleri	corazones
salaklar	tontos
salaklar	necios
salaklar	idiotas
kaka	caca
gözcüler	centinelas
gözcüler	observadores
gözcüler	cazatalentos
gözcüler	vigilantes
gözcüler	vigías
gözcüler	exploradores
kateter	catéter
kolonici	colonizadores
kolonici	colonos
kafesler	jaulas
kurşunlar	balas
kurşunlar	viñetas
transandantal	trascendente
transandantal	trascendental
dekalog	decálogo
radyometrik	radiométrica
denizkızı	sirena
midesi	estómagos
midesi	estómago
midesi	estomago
yelkenleri	velas
kalkın	subida
kalkın	levántate
tazılar	sabuesos
ahbap	compa
aromaterapi	aromaterapia
temizledim	limpió
temizledim	limpiado
ventrikül	ventrículo
astrobiyoloji	astrobiología
kahkahalar	risa
kahkahalar	carcajadas
kahkahalar	risas
giyinme	vestirse
giyinme	aderezo
köstebekler	lunares
köstebekler	topos
varoluşsal	existencial
lehimleme	soldar
lehimleme	soldadura
islamofobi	islamofobia
pense	pinzas
pense	alicates
pense	pinza
pense	tenazas
obstrüktif	obstructiva
anevrizma	aneurisma
kasetler	casetes
kasetler	cintas
epinefrin	epinefrina
sosyokültürel	socioculturales
yazik	verguenza
yazik	vergüenza
müzikalleri	musicales
affettim	perdonados
affettim	perdonado
cips	fichas
kafasız	decapitado
solungaçları	branquias
solungaçları	agallas
refleksler	reflejos
popülizm	populismo
celep	arriero
iyodür	yoduro
tatlandırıcılar	edulcorante
tatlandırıcılar	edulcorantes
doldurun	rellena
doldurun	rellenar
doldurun	llenar
doldurun	relleno
doldurun	llena
nöropati	neuropatía
avans	avanzar
avans	anticipo
avans	adelantado
avans	adelanto
avans	avance
ihtiyari	discrecionalidad
ihtiyari	discrecional
ihtiyari	discrecionales
septik	séptico
sirkler	circos
ihtişam	gloria
pasifizm	pacifismo
hipotansiyon	hipotensión
gizlendi	escondido
gizlendi	oculto
gizlendi	ocultos
gizlendi	oculta
gizlendi	ocultas
ustabaşı	capataz
diskriminant	discriminante
kıpkırmızı	carmesí
alternatör	alternador
yönet	gestionar
yönet	administra
yönet	gestione
yönet	administrar
gökleri	iniciador
riyolit	riolita
pirana	piraña
nasturiler	nestorianismo
uyarıyor	advierte
kolaylaştırılması	flexibilización
kolaylaştırılması	alivio
yansın	arde
yansın	quemar
yansın	quema
yansın	quemadura
barometrik	barométrica
termoplastik	termoplástico
polonyum	polonio
polikarbonat	policarbonato
taklitçi	imitador
taklitçi	impostor
tipografi	tipografía
yaramazlık	travesura
yaramazlık	travesuras
kundakçılar	incendiarios
sabahlar	mañana
sabahlar	mañanas
müreffeh	prósperos
müreffeh	próspera
müreffeh	próspero
tabakhane	curtiduría
klinikler	clínicas
umurumda	cuidados
umurumda	cuidado
kristalleşme	cristalización
etoloji	etología
kursun	balazo
kursun	bala
nirengi	triangulación
silüryen	silúrico
ikiyüzlü	hipócritas
ikiyüzlü	hipócrita
çıta	guepardo
garnitür	adornar
garnitür	guarnición
şanssızlık	desgracia
şanssızlık	desafortunada
şanssızlık	infortunio
şanssızlık	desafortunados
şanssızlık	desafortunado
psikososyal	psicosociales
psikososyal	psicosocial
kuşhane	aviario
ayetlerini	señales
ayetlerini	signos
ayetlerini	señalización
ayetlerini	letreros
ayetlerini	carteles
gönderin	mandar
gönderin	envíe
gönderin	enviar
gönderin	someter
gönderin	presentar
transdüksiyon	transducción
granülosit	granulocitos
süpermodel	supermodelo
baryonik	bariónica
kırkayak	ciempiés
ruslaştırma	rusificación
toplanıyor	reunión
toplanıyor	reuniendo
toplanıyor	recolección
çalıştır	ejecuta
çalıştır	ejecutar
çalıştır	ejecute
emanetleri	reliquias
satıyor	venta
satıyor	vendiendo
satıyor	vender
satıyor	vendo
satıyor	vende
kalıyoruz	quedarse
gruplama	agrupación
gruplama	agrupamiento
gruplama	agrupar
tuvaller	lienzos
distribütörü	distribuidor
uyarıcılar	estimulantes
dokunulmazlar	intocables
heceleme	deletrear
heceleme	ortografía
bileklerini	muñecas
güveniyor	confía
yaralara	heridas
feromon	feromona
feromon	feromonas
tiroit	tiroides
anaksagoras	anaxágoras
serenat	serenata
baskan	presidente
baskan	presidenta
kanyonlar	cañones
başağrısı	cefalea
sarıl	abrazo
nitrogliserin	nitroglicerina
bilezikler	pulsera
bilezikler	brazaletes
bilezikler	pulseras
zıplayan	rebotando
zıplayan	saltando
farları	faros
zamanlayıcı	temporizador
zamanlayıcı	cronómetro
zamanlayıcı	temporizadores
bulmacaları	rompecabezas
bulmacaları	acertijos
gondol	góndola
brendi	coñac
brendi	aguardiente
anekdot	anécdota
efkaristiya	eucaristía
gölgeleri	sombras
gölgeleri	tonos
gölgeleri	sombra
korkmak	miedo
korkmak	asustada
korkmak	temor
korkmak	asustado
korkmak	asustados
simbiyoz	simbiosis
skolyoz	escoliosis
heryerde	dondequiera
enayi	mamón
amyotrofik	amiotrófica
karpal	carpiano
tesisatçı	plomeros
tesisatçı	plomero
tesisatçı	fontanero
tuhaflık	rarezas
tuhaflık	rareza
tuhaflık	extrañeza
sıraladı	esbozado
progesteron	progesterona
koşucular	corredores
kundakçı	pirómano
kundakçı	incendiario
jambon	jamón
jambon	jamones
granül	gránulos
cesaretli	valiente
cesaretli	valientes
cesaretli	valeroso
incelikle	elegantemente
dokundu	tocó
dokundu	tocados
dokundu	tocada
dokundu	toqué
dokundu	tocado
takımyıldızları	constelaciones
menşikov	ménshikov
sempozyumlar	coloquios
sempozyumlar	simposios
uçmuş	drogado
failleri	perpetradores
bütan	butano
hizalamalar	alineaciones
çimenler	césped
akışkanlığı	viscosidad
polipropilen	polipropileno
antidemokratik	antidemocrático
beğenme	gustar
beğenme	gustos
beğenme	gusta
noterler	notario
noterler	notarios
amfetamin	anfetaminas
amfetamin	anfetamina
yarpuz	poleo
katalaz	catalasa
vermut	vermut
öğrenin	aprendan
öğrenin	aprenda
öğrenin	aprender
öğrenin	aprende
kondom	preservativos
kondom	condones
kondom	preservativo
kondom	condón
dinlerarası	interreligioso
kromatografi	cromatografía
entrikacı	intrigante
entrikacı	intrigas
sinoptik	sinóptica
rafinerileri	refinerías
helotlar	ilotas
onursuz	deshonroso
devletsiz	apátrida
devletsiz	apátridas
taramaları	exploraciones
taramaları	escáneres
taramaları	escaneos
saldırganı	atacante
saldırganı	agresor
ozmotik	osmótica
şişeleme	embotellado
şişeleme	embotellamiento
traktörler	tractores
hahamların	rabinos
düzenleyin	edición
düzenleyin	editar
düzenleyin	edita
yürekler	corazones
hazırız	lista
hazırız	preparados
hazırız	listas
hazırız	listo
hazırız	listos
müminler	creyentes
zerdeçal	cúrcuma
biyoenformatik	bioinformática
viyadük	viaducto
hafiflik	ligereza
hissedar	accionista
hissedar	accionistas
omuzlar	hombros
çörekler	panes
çörekler	panecillos
çörekler	rosquillas
çörekler	donuts
çörekler	bollos
çörekler	buñuelos
çörekler	magdalenas
