और	ve
पीटा	dayak
पीटा	dövülmüş
मापदण्ड	kriterleri
डिब्बा	kutu
डिब्बा	kutusu
डिनर	yemek
डिनर	lokanta
आसिफ	asıf
हुनर	yetenek
छायाचित्र	fotoğraflar
छायाचित्र	fotoğrafçılık
छायाचित्र	fotoğraf
जले	yandı
जले	yanık
जले	yanmış
कोमलता	hassasiyet
कोमलता	duyarlılık
कोमलता	şefkat
चढ़ते	merdiven
टेस्टोस्टेरोन	testosteron
चलित	azimli
अभिविन्यास	oryantasyon
खगोलशास्त्रियों	astronomlar
अनपढ़	eğitimsiz
अनपढ़	cahil
बिल्ला	rozet
मछुआरों	balıkçı
मछुआरों	balıkçılar
गुनाह	günah
बफर	tampon
ताली	alkış
ताली	alkışlar
ज्वलनशील	yanıcı
रोगाणु	mikrop
तूफानी	esen
रोज़ी	rızık
मर्डर	cinayet
मर्डर	cinayetten
बूँद	damla
बूँद	bırak
वजूद	varoluş
अरहर	güvercin
शुद्धिकरण	arınma
शुद्धिकरण	tasfiye
शुद्धिकरण	temizle
क्रिटिकल	kritik
क्रिटिकल	eleştirel
शिलिंग	ölçekleme
शिलिंग	şilin
बायोम	biyom
तपोवन	idealize
संचयी	kümülatif
सबकुछ	herşey
सबकुछ	hersey
सबकुछ	herşeyi
आदतें	alışkanlıklar
आदतें	alışkanlıkları
आदतें	alışkanlık
फाइटर	savaşçı
फाइटर	dövüşçü
गाड़ियाँ	arabalar
गाड़ियाँ	araba
रेनबो	gökkuşağı
बेग़म	begüm
बंदूकों	silah
बंदूकों	silahlar
बंदूकों	silahları
बनाएं	oluşturun
बनाएं	yarat
बनाएं	oluşturma
बनाएं	oluştur
बनाएं	oluşturmak
इन्फ्रारेड	kızılötesi
कसरत	egzersizleri
कसरत	idman
कसरत	alıştırma
कसरत	egzersiz
कसरत	antrenman
मलावी	malavi
उत्तल	konveks
जीतना	kazanma
जीतना	kazanmak
जीतना	kazanıyor
परावर्तक	yansıtıcı
विचाराधीन	beklemede
विचाराधीन	bekleniyor
विचाराधीन	bekleyen
फ्लेवर	lezzeti
फ्लेवर	lezzet
ब्रसेल्स	brüksel
नश्वर	ölümlü
नश्वर	fani
लाइबेरिया	liberya
अल्फाल्फा	yonca
अधिवास	yerleşim
सरीसृपों	sürüngenler
दुर्गंध	kokuşmuş
बुडापेस्ट	budapeşte
ब्यूटीफुल	güzel
ब्यूटीफुल	guzel
ब्यूटीफुल	güzelim
धारियाँ	çizgili
धारियाँ	çizgiler
काबिल	hak
स्टैक	yığın
हताशा	hüsran
बैलेंस	denge
बैलेंस	dengesi
नैनी	dadı
कुत्तो	köpekler
कुत्तो	köpek
सुपुर्द	gönderildi
सुपुर्द	gönderilen
आदरणीय	saygın
आदरणीय	saygıdeğer
आदरणीय	muhterem
सैय्यद	seyit
जुकाम	nezle
शीशा	ayna
पोर्टर	kapıcı
बागानों	tarlalar
अजेय	durdurulamaz
अजेय	yenilmez
हँसते	gülen
हँसते	gülüyor
हँसते	gülmek
सेमिनार	semineri
सेमिनार	seminer
शूटर	tetikçi
शूटर	atıcı
शूटर	nişancı
दामों	fiyat
दामों	fiyatları
दामों	fiyatlara
दामों	fiyatlar
दीर्घवृत्त	elips
नाश्ता	kahvaltı
वसन्त	bahar
वसन्त	ilkbahar
वसन्त	yay
डैनिश	danimarkalı
डैनिश	poğaça
डैनिश	danimarka
जलालाबाद	celalabad
दुर्गों	kaleler
चाक	tebeşir
मापांक	modül
मापांक	modülü
चुनौतियां	zorluklar
सार्जेंट	çavuş
डिफॉल्ट	öntanımlı
डिफॉल्ट	varsayılan
इंस्टॉल	yüklemeleri
थंडर	yıldırım
थंडर	şimşek
स्पंज	sünger
वेबसाइटें	siteler
वेबसाइटें	siteleri
भतीजा	yeğen
भतीजा	yeğeni
नारीवाद	feminizm
बिरादरी	dernek
बिरादरी	kardeşlik
गोरिल्ला	goril
बूथ	kabin
मर्द	erkek
मर्द	beyler
मर्द	adamlar
मर्द	erkekler
ऊंचाइयों	yüksekten
ऊंचाइयों	yükseklik
सीप	istiridye
वर्षण	yağış
राइड	sür
राइड	yolculuk
पॉलिटेक्निक	politeknik
विंग्स	kanat
विंग्स	kanatlar
विंग्स	kanatları
कटोरा	kase
कटोरा	kâse
बायोमास	biyokütle
शुक्रिया	teşekkürler
शुक्रिया	tesekkurler
शुक्रिया	sağol
भाईचारे	kardeşliği
भाईचारे	kardeşlik
बोहरा	buhra
विन	galibiyet
विन	kazan
विन	kazanmak
विन	kazanın
शुभंकर	maskotu
शुभंकर	maskot
नेटिव	yerli
प्रक्रियात्मक	usul
प्रक्रियात्मक	prosedür
क्वेटा	ketta
थकावट	yorgunluk
प्रण	ant
प्रण	yemin
फ़्री	ücretsiz
फ़्री	özgür
फ़्री	serbest
फ़्री	bedava
रोब	soy
डोमिनिक	dominik
क्रास	çapraz
क्रास	haç
क्रास	karşıya
क्रास	hacı
घृणित	iğrenç
अनुकूली	uyarlanabilir
रहमत	merhamet
रहमत	rahmet
रहमत	örtülü
अविभाज्य	ayrılmaz
बिता	harcamak
बिता	harcamalar
स्ट्रॉबेरी	çilekli
स्ट्रॉबेरी	çilek
नीलगाय	geyik
चमकता	parlayan
चमकता	parlar
पुनरावर्ती	tekrarlayan
पुनरावर्ती	yinelenen
प्रलोभन	günaha
ख़तरे	tehditleri
ख़तरे	tehdit
ख़तरे	tehditler
विलोम	ters
पाइथागोरस	pisagor
स्कारलेट	kızıl
चमकीली	parlaklık
चमकीली	aydınlık
मातृत्व	doğum
मातृत्व	annelik
घड़ियाँ	izliyor
घड़ियाँ	saatleri
घड़ियाँ	saat
घड़ियाँ	saatler
कोना	köşeye
कोना	köşe
काबा	kabe
काबा	kâbe
लूटा	yağmalanmış
चपटा	düz
चपटा	yassı
चपटा	daire
अंबर	kehribar
एंकर	demir
एंकर	çapa
दमिश्क	şam
फ्राई	kızartma
रोमानियाई	romanya
रोमानियाई	rumen
रोमानियाई	romen
डेरी	süt
कंकड़	çakıl
बाणों	ok
झूले	salla
झूले	salıncak
आयोजकों	organizatörler
टोमोग्राफी	tomografi
अवमानना	itaatsizlik
अवमानना	aşağılama
अवमानना	küçümseme
बोस्निया	bosna
क्रमित	sıralama
बायां	sol
बायां	soldaki
बायां	soldan
बायां	sola
बिगाड़	bozgunculuk
बिगाड़	kötülük
बिगाड़	yaramazlık
बिगाड़	fesat
नरभक्षी	yamyam
आसक्त	bağımlısı
आसक्त	bağımlı
अवमूल्यन	devalüasyon
कोशिशें	denemeler
कोशिशें	deniyor
कोशिशें	girişimleri
इन्सान	insan
इन्सान	adam
इन्सान	erkek
इन्सान	adamım
सलेटी	gri
नीरस	donuk
नीरस	sönük
नीरस	sıkıcı
भगदड़	izdiham
अपारदर्शी	donuk
अपारदर्शी	mat
सुपरनोवा	süpernova
सेटअप	ayarlama
सेटअप	tuzak
सेटअप	kurulumu
सेटअप	kurulum
कलाकृतियां	hatıra
ऐस	as
हिंदुत्व	hinduizm
कीटाणु	mikrop
कीटाणु	mikroplar
वेलकम	hoşgeldiniz
लुटेरों	hırsızlar
लुटेरों	soyguncular
लोहार	demirci
पोती	torunun
पोती	torunu
पोती	torun
मिथाइल	metil
सुनो	dinle
नम्र	uysal
खींचना	sürükleyerek
षड्यन्त्र	komplo
महक	koku
दुर्भाग्यपूर्ण	talihsiz
दुर्भाग्यपूर्ण	talihsizlik
पुनर्भरण	görüş
पुनर्भरण	görüşler
पुनर्भरण	görüşleriniz
सविस्तार	ayrıntılı
कंबल	battaniye
जंक	döküntü
जंक	çöp
जंक	hurda
वृष	boğa
तात्विक	metafizik
शार्प	sivri
शार्प	keskin
गलियारा	galeri
गलियारा	galerisi
हदीस	hadis
विकासकर्ता	geliştirici
पाक्षिक	basılmakta
जर्मेनियम	germanyum
वाक्	konusma
वाक्	konuşma
बोत्सवाना	botsvana
परियों	perileri
परियों	melekler
परियों	periler
एकात्मक	üniter
चुस्त	çevik
बोनी	kemikli
गैप	boşluk
गैप	boşluklar
ताबूत	tabut
कृंतक	kemirgen
प्रॉब्लम	sorun
डिजाइनिंग	tasarım
डिजाइनिंग	tasarımı
एडवांस	avans
एडवांस	önceden
मैडल	madalya
मैडल	madalyası
किडनी	böbrek
गलतियां	hatalar
ठोकर	hücum
गड़बड़	pisliği
गड़बड़	karışıklık
गड़बड़	dağınıklık
सुपरमार्केट	süpermarket
संकुल	paketleri
संकुल	paketler
प्रचारकों	misyonerler
वितर्क	tartışmalar
रसभरी	ahududu
डीलक्स	lüks
डीलक्स	mavi
यादें	hatıralar
यादें	anılar
पाउण्ड	sterlin
टखने	bilek
अलैंगिक	aseksüel
पुश	it
आरोपण	ilişkilendirme
अन्धकार	karanlığın
अन्धकार	karanlıklar
अन्धकार	karanlık
अन्धकार	karanlığı
शलभ	güve
शलभ	güveler
कार्यशालाओं	atölyeler
फिक्स्ड	sabit
फिक्स्ड	tamir
सिसिली	sicilya
बासी	bayat
लंबवत	dikey
भगवा	safran
झगड़ते	savaşan
बेटियां	kızları
लवणता	tuzluluk
जुदा	ayrı
जुदा	ayırın
जुदा	ayrılmış
जुदा	ayrıldı
जुदा	ayri
बैन	yasaklanmış
बैन	yasaklandı
बैन	yasaklama
बैन	yasaklı
भावपूर्ण	duygulu
भावपूर्ण	duygusal
भावपूर्ण	içli
बोतलबंद	şişe
कुकीज़	çerez
कुकीज़	kurabiye
गाजी	gazi
पायलटों	pilotlar
दराज	çekmece
वर्षगाँठ	yıldönümü
मंगेतर	nişanlı
मंगेतर	nişanlısı
जमाली	cemali
दिग्गजों	gaziler
भूखा	aç
डिजीटल	dijital
डिजीटल	sayısal
अग्रगामी	öncü
चीख	bağır
चीख	çığlığı
चीख	çığlık
प्रक्षिप्त	hedeflenen
चिरस्थायी	sürdürülebilir
करेंसी	döviz
उपसंहार	kapanış
मेसोअमेरिका	mezoamerika
नाइस	güzel
नाइस	guzel
नाइस	hoş
शैतानी	şeytan
स्टेटस	durumu
स्टेटस	statü
स्टेटस	durum
कूड़ा	çöpler
कूड़ा	çöp
कूड़ा	enkaz
कूड़ा	çöplük
लैब्स	laboratuvarları
लैब्स	laboratuvar
आबंटन	tahsis
ट्रिप	yolculuk
ट्रिप	gezi
कम्प्यूटेशनल	hesaplama
कम्प्यूटेशनल	sayısal
ठेस	zarar
मन्द	yavas
मन्द	yavaş
सिफ़ारिश	şefaat
सिफ़ारिश	sefa
ठंडक	zevkler
मकरंद	nektar
प्रतिबिम्बित	aynalı
नाराजगी	rahatsız
तलाक़	boşanma
तलाक़	boşanmak
एंटोनी	antonius
घोड़ी	kısrak
घोड़ी	at
परिपत्र	yuvarlak
परिपत्र	dairesel
जूस	suyu
जूस	suları
आँखे	göz
आँखे	gözler
आँखे	gözleri
गैसोलीन	benzin
मोमबत्ती	kandil
मोमबत्ती	mum
वैगन	vagon
कॉस्मेटिक	estetik
कॉस्मेटिक	kozmetik
महामहिम	ekselans
दीप्ति	parlaklık
एलियन	yaratık
एलियन	yabancı
एलियन	uzaylı
शूल	kolik
एक्सप्रेशन	deyim
एक्सप्रेशन	ifadesi
एक्सप्रेशन	ifade
लीगल	hukuki
लीगल	yasal
लीगल	kanuni
चरवाहे	kovboy
आलस्य	tembellik
कुटिल	yamuk
कुटिल	eğri
यहोवा	yehova
बेकिंग	kabartma
बेकिंग	pişirme
पेचीदा	dolambaçlı
ऊर्जावान	enerjik
फ्लॉप	fiyasko
वेटिकन	vatikan
झाँकी	sahne
झाँकी	sahnesi
अंडरवर्ल्ड	yeraltı
न्यूरोपैथी	nöropati
विस्मय	şaşkınlık
कल्पनाओं	fantezileri
ऑफलाइन	çevrimdışı
सुखों	zevkler
मांगे	talepleri
मांगे	istekler
मांगे	talepler
मांगे	talep
टेम्पलेट	şablonu
टेम्पलेट	şablon
टेम्पलेट	şablonlar
लूटने	yağma
आलसी	tembel
आलसी	tembellik
उमंग	heves
यूरिक	ürik
जेनरेशन	nesli
जेनरेशन	kuşak
जेनरेशन	nesil
डायनेमो	dinamo
पतित	yozlaşmış
मेथोडिस्ट	metodist
धब्बेदार	benekli
छक्के	altı
छक्के	altılı
जीवनसाथी	eşini
जीवनसाथी	eşi
जीवनसाथी	eş
फ़्रैंक	frangı
सुपीरियर	üstün
सुपीरियर	üstünlük
पण	tava
स्पष्टतया	besbelli
आबंटित	ayrılan
आबंटित	atanmış
आबंटित	atandı
आबंटित	tahsis
आबंटित	atanan
स्कॉट्स	iskoç
प्रत्यायन	akreditasyon
बूढ़ा	eski
बूढ़ा	yaşlı
बूढ़ा	ihtiyar
पराश्रव्य	piezoelektrik
नर्क	cehennem
मॉनीटर	monitörler
मॉनीटर	ekran
मॉनीटर	gözlemciler
मॉनीटर	monitör
परवलय	parabol
बीमारियाँ	hastalıklar
बीमारियाँ	hastalık
बीमारियाँ	hastalıkları
बीमारियाँ	hastalıklara
आशावादी	iyimser
नफ़रत	nefret
संकलक	derleyici
हाइट्स	yüksekten
हाइट्स	yükseklik
पालना	beşik
गिरगिट	bukalemun
अनुपूरक	takviyesi
कोरियोग्राफर	koreograf
थूथन	burun
थूथन	burnu
द्वारपाल	hademe
द्वारपाल	kapıcı
द्वारपाल	hizmetli
बैज	rozet
कमोडिटी	meta
मुर्गा	tavuk
मुर्गा	horoz
मुर्गा	sik
मुर्गा	piliç
ब्रांडिंग	marka
नौकरानी	hizmetçi
निकाह	evlenmek
निकाह	evlen
वॉर्नर	uyarıcı
हैंड्स	eller
हैंड्स	elleri
रीयल	gercek
रीयल	reel
रीयल	gerçek
अलोन	yalnız
पियर	iskelede
पियर	iskele
हैंडल	başa
अनुभवहीन	tecrübesiz
तौबा	tövbe
निषेचित	döllenmiş
रिलीफ	rahatlık
रिलीफ	rahatlama
सीढ़ियाँ	merdiven
सीढ़ियाँ	merdivenler
सीढ़ियाँ	merdivenleri
आवाजें	sesleri
आवाजें	sesler
कमज़ोरी	zayıflığı
कमज़ोरी	zayıflık
दबी	boğuk
धुआं	sigara
धुआं	duman
छाछ	ayran
बंधकों	rehine
बंधकों	rehineler
लाइम	limon
लाइम	kireç
राष्ट्रवादियों	milliyetçi
राष्ट्रवादियों	milliyetçiler
लांस	mızrak
पहनावा	kıyafetler
पहनावा	giysi
पहनावा	kıyafet
पहनावा	giyim
जोग	koşu
एपीसोड	bolum
एपीसोड	bölümleri
एपीसोड	bölümler
एपीसोड	bölüm
खिलाया	federal
स्टीमर	buharlı
सादर	saygılı
सादर	saygılar
ट्यूनीशिया	tunus
फोटोग्राफ	fotoğraf
ऑफसेट	ofset
लक	sans
लक	şans
लाइट्स	işık
लाइट्स	işıklar
लाइट्स	işıkları
एकजुटता	beraberlik
एकजुटता	birliktelik
एकजुटता	dayanışma
मोहब्बत	sevmek
मोहब्बत	sevgiler
मोहब्बत	seven
मोहब्बत	sevda
मोहब्बत	aşk
मोहब्बत	ask
मोहब्बत	sevgi
रॉब	soy
ब्रांडी	konyak
ब्रांडी	brendi
बीजक	fatura
मैन्युअल	manuel
मैन्युअल	kılavuz
मैन्युअल	elle
परमानंद	saadet
युद्धविराम	ateşkes
लाइकोपेन	likopen
मुआवजे	tazminat
सन्निकटन	yaklaşım
अनुकृति	mükerrer
रियाल	riyali
दफ़न	gömüldü
दफ़न	gömün
दफ़न	gömülmüş
दफ़न	gömmek
दफ़न	defin
दफ़न	gömülü
हाइपर	hiper
हैकिंग	hack
हैकिंग	ülkücü
पैंट	pantolonlar
पैंट	pantolon
अरबपति	milyoner
अरबपति	milyarder
चिपकने	tutkal
चिपकने	yapıştırıcı
चिपकने	yapışkan
अनुपयोगी	kullanılmaz
अनुपयोगी	kullanılamaz
भारित	ağırlıklı
हानिरहित	zararsız
हानिरहित	zararsızdır
नीयत	uğraş
लेसर	lazer
श्वान	köpek
हिजाज़	hicaz
लेयर	katmanı
लेयर	tabaka
लेयर	kat
लेयर	katman
ट्रिक	numara
ट्रिक	hile
जोआन	jeanne
डॉल्फिन	yunuslar
डॉल्फिन	yunus
मनाता	kutluyor
लडकी	kızım
लडकी	kiz
लडकी	kız
हाउसिंग	konut
हाउसिंग	barınma
ड्रिल	matkap
ड्रिल	tatbikat
ड्रिल	talim
अंगूठा	parmak
अंगूठा	başparmak
झोपड़ी	kulübe
घटाना	çıkar
घटाना	çıkarma
बुटीक	butik
कड़वा	acı
कड़वा	acıdır
कड़वा	buruk
मीनारें	kuleleri
मीनारें	sütunları
मीनारें	kuleler
अग्नाशय	pankreas
रियाद	riyad
रोगजनक	patojenik
फ़िनलैंड	finlandiya
ट्रे	tepsi
बमों	bomba
अपराजित	yenilmez
आइल	ada
आइल	adası
कीड़ा	böcek
कीड़ा	hata
ठग	mahkumlar
ठग	haydutlar
समीक्षाएँ	değerlendirmeleri
समीक्षाएँ	değerlendirmeler
समीक्षाएँ	değerlendirme
समीक्षाएँ	yorumlar
प्राथमिकताओं	öncelikleri
अभिनंदन	resepsiyon
अभिनंदन	karşılama
ठहरे	kaldı
ठहरे	kaldım
जन्नत	cennet
आत्मज्ञान	aydınlanma
सदमे	şok
सदमे	sok
शेरिफ	şerif
मतली	bulantı
जीवविज्ञानी	biyolog
अनाथालय	yetimhane
उपदेशक	vaiz
पैनी	sent
पैनी	kuruş
पैनी	peni
करोड़पति	milyoner
अधि	akut
संरेखण	hizalama
उत्तरजीवी	kurtulan
यकीनन	elbette
यकीनन	tabi
शुगर	şeker
शुगर	şekerli
शुगर	şekerim
शुगर	seker
स्टोर्स	dükkanlar
स्टोर्स	mağazaları
स्टोर्स	mağazalar
राष्ट्रपतियों	başkanları
राष्ट्रपतियों	başkanlar
एकतरफा	karşılıksız
रोटेशन	döndürme
रोटेशन	rotasyon
रोटेशन	dönüş
शरीक	partner
शरीक	ortak
शरीक	ortakları
शरीक	ortaklar
कोज्या	kosinüs
गुरुत्वाकर्षक	yerçekimsel
गुरुत्वाकर्षक	yerçekimi
हाकिम	hekim
रील	takip
रील	makara
रील	pist
मीत	sevmek
मीत	seven
एस्ट्रोजन	östrojen
बरामदे	veranda
लोच	esneklik
लोच	elastikiyet
लीची	liçi
स्टाफ़	çalışanlar
स्टाफ़	kadro
स्टाफ़	asa
स्टाफ़	personel
असामाजिक	antisosyal
मिल्की	samanyolu
मिल्की	sütlü
गेंदें	topları
गेंदें	toplar
स्कोरर	golcü
भत्ता	harçlık
नकाब	maskeleri
नकाब	maskesi
नकाब	maskeli
नकाब	maskeler
नकाब	maske
असंतुलित	dengesiz
अग्निशमन	itfaiyeci
अग्निशमन	itfaiyeciler
इलस्ट्रेटर	çizer
लापरवाह	pervasız
लापरवाह	amaçsız
लापरवाह	dikkatsizce
लापरवाह	dikkatsiz
जोड	ek
जोड	ilave
दिशानिर्देशों	kuralları
दिशानिर्देशों	kurallar
हाशिम	haşim
ईंटें	tuğla
तिल्ली	dalak
अंगरक्षक	koruması
अंगरक्षक	koruma
सांत्वना	teselli
सुपरसोनिक	süpersonik
आंकडे	istatistik
आंकडे	istatistikler
आंकडे	istatistikleri
फोरमैन	ustabaşı
दाद	uçuk
पडोसी	komşular
पडोसी	komşu
पडोसी	komşuları
दूरियाँ	mesafeler
छुट्टियां	bayramlar
छुट्टियां	tatil
छुट्टियां	tatilleri
छुट्टियां	bayram
छुट्टियां	tatiller
बकरियों	keçi
बकरियों	keçileri
पलकों	kırbaç
कटर	kesici
सायंकाल	aksam
सायंकाल	akşamlar
सायंकाल	akşam
विंटेज	klasik
परभक्षी	yırtıcılar
परभक्षी	yırtıcı
परभक्षी	avcılar
इको	eko
इको	yankı
इकाईयाँ	birlikler
इकाईयाँ	ekipler
इकाईयाँ	birim
इकाईयाँ	birimler
नौकरियां	görevler
नौकरियां	işler
नौकरियां	iş
अंतरतारकीय	yıldızlararası
सीखे	öğrenmiş
सीखे	öğrendim
सीखे	öğrendi
बरबाद	atık
बरबाद	harcama
बरबाद	ziyan
बरबाद	boşa
बरबाद	israf
खोना	kaybetmek
खोना	kaybeder
उपशीर्षक	altyazılar
उपशीर्षक	altyazı
लोकोमोटिव	lokomotif
कार्रवाइयों	eylemler
कार्रवाइयों	hareketler
कार्रवाइयों	eylemleri
कायिक	somatik
द्विध्रुव	dipol
लिस्टिंग	listeleme
बैलिस्टिक	balistik
मैपिंग	haritalama
जिप्सी	çingene
छंटाई	sıralama
बेलग्रेड	belgrad
एनिमल	hayvan
अक्रिय	kapatılmış
अक्रिय	dondurulmuş
पुरातत्त्व	arkeolojik
स्टिल	hala
स्टिल	hâlâ
स्टिल	halen
टहनियों	dallar
लीजेंड	efsane
लोरी	ninni
एंट्री	girdi
एंट्री	giriş
अंगूरों	asma
अंगूरों	üzüm
अंगूरों	sarmaşık
माँगी	istedi
माँगी	sormuş
माँगी	sordu
माँगी	soran
माँगी	sordum
कटोरी	kase
कटोरी	kâse
विलग	müstakil
छाता	şemsiye
मेथी	çemen
टीकाकारों	yorumcular
नॉक	tak
माइल	mil
रोल्स	rulo
विच्छेदन	diseksiyonu
लॉकर	dolap
रहस्योद्घाटन	vahiy
जुदाई	ayırma
जुदाई	ayrılık
जुदाई	ayrılma
फ्रेश	taze
गुनाहों	hatalar
वृषभ	boğa
अपव्यय	israf
सुचना	bilgiler
सुचना	bilgilendirme
सुचना	bilgi
बेज	bej
रेमन	erişte
ईट	tuğla
बायोगैस	biyogaz
बाक्स	kutu
बाक्स	kutular
हथियारबंद	silahlı
पेसो	pesosu
निडर	korkusuz
निडर	korkusuzca
प्रतिरक्षण	dokunulmazlık
प्रतिरक्षण	bağışıklık
पत्नियाँ	eşler
पत्नियाँ	karılar
पत्नियाँ	eşleri
भोजनालय	lokantası
भोजनालय	lokanta
भोजनालय	restoran
साहूकार	rehin
साहूकार	piyon
सर्बियाई	sırp
अकेलापन	yalnızlık
फटे	yırtık
अलिंदी	atriyal
सहिष्णु	hoşgörülü
हिमस्खलन	çığ
हस्तचालित	manuel
हस्तचालित	kılavuz
हस्तचालित	elle
अशिक्षित	eğitimsiz
सेनापतियों	generaller
चालें	hareketler
चालें	taşınır
ध्रुवीकरण	kutuplaşma
वॉलीबॉल	voleybol
प्रश्नोत्तर	sınav
अकुशल	verimsiz
छाले	ülser
घबरा	sinirli
घबरा	gergin
जॉली	neşeli
अपशब्द	pislik
अफसोस	pişmanlık
अफसोस	pişman
आर्किटेक्ट	mimar
आर्किटेक्ट	mimarlar
लिपटे	yuvarlandı
गिरफ़्तारी	tutuklanma
गिरफ़्तारी	tutuklama
एंटीना	anten
भागा	koştu
ड्राईवर	sürücüsü
ड्राईवर	sürücü
ड्राईवर	şöför
ड्राईवर	şoför
क़ुरआन	kuran
क़ुरआन	kur
एपिक	destan
एपिक	destansı
मुहावरा	deyim
हत्यारों	katiller
हत्यारों	katilleri
मस्सा	siğil
मरुस्थलीकरण	çölleşme
शादीशुदा	evli
शादीशुदा	evlendi
नकारा	kalitesiz
हस्तियाँ	ünlülerin
हस्तियाँ	ünlüler
अनपेक्षित	beklenmedik
अनपेक्षित	beklenmeyen
काइटिन	kitin
उलझे	karmakarışık
मर्चेंट	tüccar
मर्चेंट	işyeri
स्प्रेड	yay
स्प्रेड	yayıldı
तकिया	yastık
इज्जत	saygı
इज्जत	saygi
इज्जत	saygılar
जैवप्रौद्योगिकी	biyoteknoloji
नंगा	çıplak
नंगा	çırılçıplak
यूटोपिया	ütopya
लॉरेल	defne
जख्म	yaran
जख्म	yara
जख्म	yarası
बैर	düşmanlık
बॉटम	alttaki
बॉटम	altta
बॉटम	dibi
बॉटम	dibe
बॉटम	alt
सीखें	öğrenin
सीखें	öğren
सीखें	öğrenmek
रेलरोड	demiryolu
क्विक	çabuk
क्विक	cabuk
क्विक	hızlı
रूख	tutum
रूख	tavır
रूख	davranış
रूख	duruş
सहृदय	insancıl
बोहेमिया	bohemya
सरणी	dizi
लाएँ	getir
गरज	yıldırım
गरज	şimşek
सांड	boğa
बारहमासी	daimi
आसमानी	gökyüzü
आसमानी	gök
ईधन	odun
चाइनीज	çinliler
चाइनीज	çince
चाइनीज	çinli
मरना	ölüyorum
मरना	ölüyor
मरना	ölmek
टेढ़ा	italik
सूचीपत्र	kataloğu
सूचीपत्र	katalog
व्याध	yusufçuklar
बेरोजगार	işsiz
हाइड्रोलिक	hidrolik
तम्बू	çadır
जेकब	yakup
रब्बी	haham
पाँचवा	beşinci
पापा	baba
पापा	babacığım
हिस्टीरिया	histeri
क्रमचय	permütasyon
कोशिकाद्रव्य	sitoplazma
स्लावी	slav
उद्यमिता	girişimcilik
अजमोद	maydanoz
नूडल	erişte
हजारो	binlerce
हजारो	binlercesi
नास्तिकता	ateizm
फील्ड्स	alanlar
फील्ड्स	alanları
फील्ड्स	tarlaları
फील्ड्स	tarla
अथाह	ölçülemez
अथाह	dipsiz
निशानेबाज	nişancılar
कैटलॉग	kataloğu
कैटलॉग	katalog
कैटलॉग	katalogları
सियार	çakallar
अज़ीम	azim
पार्ट्स	tepeler
पार्ट्स	doruk
पार्ट्स	parçalar
पार्ट्स	parçaları
राल	reçine
तत्वमीमांसा	metafizik
बंडल	demet
सनक	heves
हैलोजन	halojen
क्रॉसओवर	çapraz
क्रॉसओवर	çaprazlama
मुद्रक	yazıcı
मुद्रक	yazıcılar
ठेकेदारों	müteahhitler
स्तिथ	bulunan
क्वार्ट्ज	kuvars
बालकनी	balkon
पट्टियां	çizgili
पट्टियां	çizgiler
आलिंगन	sarılma
आलिंगन	sarılmak
आलिंगन	kucak
शोहरत	şöhret
शोहरत	ün
फेरे	dön
फेरे	dönüş
फैंटम	hayalet
किराना	bakkal
किराना	market
ग़म	üzüntü
ग़म	keder
ग़म	hüzün
गृहनगर	memleketi
गृहनगर	memleket
कैनरी	kanarya
ओपनिंग	açılış
ओपनिंग	açılıyor
ओपनिंग	açılan
ओपनिंग	açılışı
चिपके	yapışmış
ख़्याल	kavram
गोलकीपर	kaleci
डाइविंग	dalma
डाइविंग	dalış
डाइविंग	dalmak
रियायत	imtiyaz
रियायत	sübvansiyon
रियायत	taviz
लाभार्थी	mirasçı
हारून	harun
पर्दाफाश	açıkta
पर्दाफाश	ifşa
चंकी	bodur
अनुनय	ikna
जीवद्रव्य	protoplazma
माणिक्य	yakut
प्रतिक्रियात्मक	reaktif
स्टेनलेस	paslanmaz
दर्जी	terzi
कपि	maymun
मौसी	teyze
मौसी	hala
मौसी	yenge
भौतिकवादी	materyalist
ड्रेगन	ejderhalar
ड्रेगन	ejderha
पीनियल	epifiz
सिनेमाघर	tiyatro
प्रायोजकों	sponsor
जिलेटिन	jelatin
प्रतिगामी	retrograd
चींटी	karınca
फिगर	figür
रिफाइनरी	rafinerisi
छप	sıçrama
होमपेज	anasayfa
वरीयताओं	tercihler
वरीयताओं	tercihleri
जम्प	atla
जम्प	atlama
शहतूत	dut
शरारत	şaka
बक्सा	kutu
बक्सा	kutusu
टब	küvet
अध्यक्षीय	cumhurbaşkanlığı
अध्यक्षीय	başkanlık
अचेत	baygınlık
लकवा	felçli
डायमण्ड	elmas
डायमण्ड	pırlanta
जिद	israr
तेवर	tutum
तेवर	tavır
तेवर	davranış
तेवर	duruş
आह	iç
ऊंट	deve
जुए	kumar
पाथ	yol
पाथ	patika
पाथ	yolu
काश	keske
काश	dilek
काश	keşke
बहुभुज	çokgen
मछुआरे	balıkçı
मछुआरे	balıkçılar
कैनोला	kolza
खुलासे	vahiy
शेल्फ	raflar
शेल्फ	raf
धुंधली	solmuş
धुंधली	soluk
परदा	kör
परदा	perdeler
परदा	ekranı
परदा	körler
परदा	ekran
बेंजीन	benzin
बेंजीन	benzen
याकूब	yakup
मैल	kir
मैल	pislik
मैल	toprak
रूपया	rupi
दरारें	çatlaklar
लाइसेंसिंग	lisans
सोता	uyur
डुबो	boğmak
डुबो	boğulmak
कुण्डल	sarmal
ड्रैकुला	drakula
