ve	и
benzetme	аналогии
giymek	ношение
margarita	маргариты
kavisli	изогнутый
balerin	балерина
hüda	худа
oksidasyon	окисления
nostalji	ностальгия
ürkütücü	пугает
ürkütücü	страшный
ürkütücü	жуткая
ürkütücü	страшная
ürkütücü	жутко
ürkütücü	жуть
ürkütücü	страшно
ürkütücü	страшные
ürkütücü	жуткое
ürkütücü	жуткий
kaçamak	уклонения
konfüçyüs	конфуций
moloz	обломков
polonyalılar	поляки
hocalı	ходжалы
mikrop	микробы
mikrop	микробов
karalama	клевета
karalama	диффамации
seksüel	сексуальные
seksüel	сексуальное
seksüel	сексуальная
seksüel	сексуальный
seksüel	сексуального
difüzyon	распространения
hakasya	хакасия
çıkışları	выходы
yarasalar	биты
korumaları	телохранителей
kandiye	ираклион
ekle	добавить
ekle	добавьте
ekle	приложить
ekle	вставить
ekle	вставка
ekle	включить
ekle	прикрепить
ekle	вложить
hidroklorik	соляной
karaçi	карачи
ödemeli	собирать
ödemeli	собрать
siren	сирены
bagaj	багажник
bagaj	сундук
bagaj	багаж
bagaj	багажа
bagaj	багажнике
sisli	мисти
cankurtaran	пловец
cankurtaran	спасатель
lösemi	лейкоз
lösemi	лейкемии
broşür	брошюр
broşür	брошюры
broşür	проспект
broşür	брошюра
borular	трубы
borular	трубки
planör	планер
kapan	ловушка
kapan	ловушку
embriyo	эмбриона
iskoçyalı	горец
başer	башар
entellektüel	интеллектуальной
entellektüel	интеллектуальная
âdet	менструации
sumgayıt	сумгаите
kibirli	высокомерный
etiketleme	отметки
etiketleme	маркировка
etiketleme	маркировки
etiketleme	метки
üsleri	баз
üsleri	базы
merdivenler	ступеньки
merdivenler	лестницы
merdivenler	лестнице
merdivenler	лестница
tolerans	допуск
tolerans	терпимость
tolerans	терпимости
ödenek	ассигнования
kalküta	калькутте
karides	креветки
bebekler	младенцев
bebekler	красотки
bebekler	куклы
bebekler	кукол
bebekler	дети
bebekler	детки
bebekler	малыши
bebekler	крошки
dalek	далеки
orklar	орки
etnografik	этнографический
çökme	аварии
çökme	авария
çökme	крах
çökme	свернуть
algılayıcı	датчик
bankaların	банки
bankaların	бэнкс
yazıcılar	принтеров
istasyonlar	станций
istasyonlar	станции
çiftlikleri	ферм
çiftlikleri	фермы
havale	передача
havale	перенос
havale	трансфер
dansçılar	танцоров
süpersonik	сверхзвуковой
katılanların	респондентов
duşanbe	душанбе
sabırlı	пациента
sabırlı	пациент
sabırlı	пациентка
kampanyaları	кампании
tecrübesiz	неопытности
tecrübesiz	неопытных
unvanlar	названия
unvanlar	заголовки
kozmonot	космонавт
dekore	украсить
dekore	украсили
departman	департамент
kıvrımlı	кривая
maymunları	обезьян
maymunları	обезьяны
görenler	зрители
görenler	зрителей
karpat	карпатской
fantazi	фантазии
fantazi	фантазия
miyosen	миоцен
saçılma	рассеяние
teröristler	террористов
teröristler	террористы
sıva	штукатурка
sıkışmış	застрял
sıkışmış	отметили
sıkışmış	застряли
kızarmış	жареные
soguk	холодно
soguk	холодное
soguk	холодная
soguk	холодный
soguk	холод
antioksidan	антиоксидантов
ritüel	ритуал
dolandırıcı	мошенничества
dolandırıcı	жулик
dolandırıcı	мошенничество
dolandırıcı	мошенник
zehirlenme	отравление
zehirlenme	отравления
kruger	крюгер
balad	баллада
koridoru	коридор
koridoru	коридоре
güzelim	красавица
güzelim	красиво
güzelim	красивые
güzelim	красивая
düdük	свист
düdük	свисток
anahtarları	переключатели
anahtarları	ключи
anahtarları	клавиши
lokum	зефир
papandreu	папандреу
döllenme	оплодотворения
uyardı	предупредили
uyardı	предупреждал
uyardı	предупредил
uyardı	предупредила
yahni	рагу
varsayımsal	гипотетически
parmaklıklar	бары
sohum	сухуми
boşaltma	эвакуация
boşaltma	разгрузки
boşaltma	эвакуации
tükürük	слюны
tükürük	плевать
çiftçilerin	фермеры
çiftçilerin	фермеров
galyalılar	галлы
lizzy	лиззи
yığını	куча
yığını	кучи
vicdani	добросовестные
kemoterapi	химиотерапии
bağışlar	пожертвования
asiler	мятежники
asiler	повстанцев
asiler	повстанцы
marakeş	марракеше
ahtapot	осьминог
yangınlar	пожары
yangınlar	пожаров
yararları	льготы
yararları	пособия
yararları	преимущества
yararları	польза
yararları	выгоды
periler	нимфы
periler	феи
hipokrat	гиппократ
buluşlar	прорывы
arayıcı	искатель
prenslik	княжество
dibe	низ
dibe	снизу
dibe	дно
siyam	сиамские
komaya	кому
bulutlu	облачно
peygamberlerin	пророки
peygamberlerin	пророков
arsenik	мышьяк
homofobik	гомофоб
vampirler	вампиры
vampirler	вампиров
fuhuş	проституции
fuhuş	проституция
sağlayıcıları	поставщики
sağlayıcıları	провайдеров
sosyete	светской
sosyete	общество
sosyete	общества
mandalina	мандарин
deste	палубу
deste	связки
deste	палубе
doktorları	врачей
doktorları	доктора
doktorları	врачи
saygıdeğer	уважаемый
saygıdeğer	почтенный
geçmişleri	фон
muhterem	преподобный
muhterem	почтенный
inananlar	верующие
inananlar	верующих
yenilebilir	съедобные
militanlar	боевиков
militanlar	боевики
tipler	типы
tipler	типов
tipler	виды
tik	крестики
tik	тик
hartum	хартуме
hartum	хартум
bombaladı	бомбили
karıştırma	смешивания
çöker	рухнет
dun	вчера
dun	вчерашний
otopsi	вскрытия
otopsi	вскрытие
şerefli	благородный
müteahhit	подрядчик
müteahhit	подрядчика
tekno	техно
defin	захоронения
defin	похороны
defin	захоронение
havaalanları	аэропортах
havaalanları	аэропорты
kir	грязь
parapsikoloji	парапсихологии
asırlar	столетия
asırlar	веков
asırlar	века
balonu	шарик
balonu	шар
dışarda	снаружи
dışarda	вне
birikmiş	отставание
birikmiş	отставания
birikmiş	накопленные
birikmiş	накопленный
küt	блант
alevler	пламя
ozel	специальный
ozel	специального
ozel	специальные
ozel	специальное
ozel	особая
ozel	специальная
öpücük	целовать
öpücük	поцелуи
öpücük	целуй
öpücük	поцелуй
öpücük	целует
öpücük	поцелуев
öpücük	целую
çalıyor	звон
çalıyor	звонит
ateşler	пожары
ateşler	пожаров
yanıyor	горит
yanıyor	сжигание
uyuyor	спит
uyuyor	спать
uyuyor	спят
köşeleri	углов
köşeleri	углы
arttırma	прироста
arttırma	прирост
davetiye	приглашений
davetiye	приглашения
davetiye	приглашение
ambargo	эмбарго
ambargo	блокада
hormonlar	гормоны
umutlar	надеется
umutlar	ожидания
umutlar	надежды
çalmış	украл
çalmış	украла
çalmış	украли
seçmenlerin	избирателей
seçmenlerin	избиратели
kaydetme	экономия
kaydetme	спасение
kaydetme	сохранение
animatör	аниматор
sözlükler	словари
özbekler	узбеки
koştu	побежал
sali	вторник
derleyici	компилятор
akreditasyon	аккредитация
yapılandırılmış	настроен
yapılandırılmış	структурированных
ihtiyacım	нужно
ihtiyacım	потребность
ihtiyacım	нужна
russel	расселл
russel	рассел
bariyer	преграды
bariyer	препятствия
bariyer	барьер
bariyer	блокпост
bariyer	барьеров
bariyer	барьеры
dina	дина
dina	дайна
arayış	поиск
arayış	квест
şamahı	шемахе
eşitsizlik	неравенство
eşitsizlik	неравенства
inanın	верим
inanın	поверить
inanın	верить
inanın	верю
şövalyelik	рыцарство
artıkları	остатки
böler	разделяет
amper	усилители
inançlı	верующим
inançlı	верующий
devrimciler	революционеров
yetkililere	власти
amfibi	амфибий
kolye	кулон
kolye	цепочка
kolye	колье
kolye	ожерелье
reseptörleri	рецепторы
zamansal	временной
anot	анод
katran	тар
emniyeti	безопасность
eğil	дак
eğil	утку
eğil	утки
eğil	утка
üstad	маэстро
üstad	хозяин
üstad	мастер
dolaşımı	тираж
mahşer	армагеддон
mahşer	апокалипсис
hızlanma	ускорение
hızlanma	ускорения
etil	этил
nişanlı	помолвлена
nişanlı	жених
nişanlı	помолвлен
denklik	эквивалентности
logaritma	логарифм
daktilo	ввод
daktilo	машинка
daktilo	набрав
daktilo	печатать
inanıyor	верит
helikopterler	вертолетов
helikopterler	вертолеты
seller	наводнение
seller	наводнения
zatürre	пневмония
arıyor	звонок
arıyor	звонить
arıyor	призвание
itti	толкнул
adaptasyon	адаптации
adaptasyon	адаптация
biyokimyacı	биохимик
kıkırdak	хрящ
karamsar	пессимист
karamsar	муди
bulun	найти
bulun	найди
bulun	найдите
uyumsuzluk	диссонанс
pazarlar	базары
pazarlar	воскресеньям
pazarlar	рынки
pazarlar	воскресенья
boyalar	краски
geliyorum	иду
geliyorum	предстоящие
fagot	фагот
mus	мус
mus	лось
transdinyester	приднестровье
baca	дымоход
baca	дымовых
flamenko	фламенко
avokado	авокадо
köleleri	миньоны
köleleri	рабов
köleleri	рабы
genelleme	обобщать
karo	алмазов
karo	бриллианты
karo	алмазы
karo	плитки
programcı	программист
bağırarak	крики
embriyonik	эмбриональных
yakınlarda	последние
yakınlarda	неподалеку
yakınlarda	рядом
yakınlarda	недавнее
yakınlarda	недавние
yakınlarda	поблизости
yakınlarda	недавно
silahsızlanma	разоружение
musallat	преследует
satılık	продажа
satılık	распродажа
satılık	продажи
emer	поглощает
göğsü	сундук
göğsü	грудь
göğsü	груди
afin	аффинная
taksonomik	таксономической
vinil	винил
akredite	аккредитованных
bıçakla	ножевых
sarımsaklı	чеснок
pençe	коготь
pençe	лапу
pençe	талон
pençe	когти
enteresan	интересно
enteresan	интересные
enteresan	интересная
enteresan	интересный
enteresan	интересное
vejetaryen	вегетарианец
sarnıcı	цистерна
agit	обсе
içerde	внутри
içerde	изнутри
içerde	внутрь
mucizevi	чудесное
ninova	ниневии
dezavantajları	недостатки
kamerunlu	камеруна
tekneler	катера
tekneler	лодки
koltuklar	диваны
koltuklar	кресла
koltuklar	сиденья
koltuklar	стулья
koltuklar	места
koltuklar	председатели
şişme	надувные
baskılı	печатных
güvenle	уверенно
güvenle	безопасно
yankee	янки
esirler	заключенные
esirler	пленных
esirler	заключенных
kiracı	арендатор
kiracı	арендаторов
sanayileşmiş	промышленно
tercihler	преференций
tercihler	предпочтения
atla	пропустить
atla	хоп
atla	прыгнуть
atla	прыжок
atla	прыгать
atla	пропускать
burjuvazi	буржуазия
modernizasyon	модернизация
depolar	склады
depolar	складов
çevirici	инвертор
muhasebeci	бухгалтер
muhasebeci	бухгалтера
rezervuar	водохранилище
onkoloji	онкологии
varyasyonları	вариации
hayaller	мечты
hayaller	сны
hayaller	видения
hayaller	иллюзии
hayaller	иллюзий
değerlidir	ценная
değerlidir	ценный
değerlidir	ценное
değerlidir	ценные
maskot	талисман
optimizasyon	оптимизации
optimizasyon	оптимизировать
optimizasyon	оптимизация
simülasyonu	моделирования
simülasyonu	моделирование
bikini	бикини
müfreze	взвод
komorlar	коморских
vietnamlı	вьетнама
alıcılar	покупателям
alıcılar	покупателей
alıcılar	получателей
alıcılar	датчики
alıcılar	покупатели
alıcılar	сенсоры
uzaklara	подальше
uzaklara	прочь
podyum	подиум
nitrik	азотной
yanlis	неверно
yanlis	неверное
yanlis	неправильно
yanlis	неправильный
yanlis	неверный
kadeh	чаша
piller	батарейки
piller	батареи
piller	батарей
levazım	поставка
levazım	снабжение
levazım	поставки
artrit	артрит
mücahit	муджахид
parçalanma	распад
parçalanma	дезинтеграции
unutur	забывает
dadı	няни
dadı	няня
karizmatik	харизматичный
fotograf	фото
fotograf	фотография
cezalandırma	наказание
cezalandırma	наказать
cezalandırma	наказания
cezalandırma	наказывать
çip	чипсы
çip	чип
çip	фишки
selüloz	целлюлозы
çalınmış	украдено
çalınmış	украли
çalınmış	украдены
çalınmış	угнали
çalınmış	украденные
saldırganlar	нападавших
ayarlandı	организовал
ayarlandı	скорректированы
eğrileri	кривые
vazo	ваза
vazo	вазу
dakikalar	моменты
dakikalar	минуты
dakikalar	мгновения
dakikalar	минут
devamlılık	преемственности
devamlılık	непрерывность
devamlılık	преемственность
rezil	позор
maceralar	приключения
harcamalar	расходы
medeniyetler	цивилизаций
medeniyetler	цивилизации
medeniyetler	цивилизациями
açılar	углы
okrugu	округ
paraşütü	парашют
hidroksil	гидроксильной
yanıtlar	ответы
hack	взлом
hack	хаки
uçurtma	змеев
uçurtma	кайт
nakavt	нокаут
ansızın	неожиданно
ansızın	вдруг
ansızın	внезапно
çuvaşça	чувашский
tekillik	сингулярность
ayakkabılar	туфли
ayakkabılar	обувь
ayakkabılar	обуви
ayakkabılar	ботинки
briç	мост
briç	бридж
briç	мостик
alimler	ученых
alimler	ученые
öde	оплата
öde	платить
öde	оплатить
öde	заплатить
tacik	таджикистана
postacı	почтальон
yunuslar	дельфинов
yakıtlar	топлива
yakıtlar	топливо
kuklalar	куклы
keşişler	отшельники
keşişler	монахов
keşişler	монахи
yalanlar	ложь
kaçırmak	похищение
kaçırmak	похитить
kaçırmak	похищения
dikte	диктовать
katlanarak	экспоненциально
yardim	справка
yardim	помогите
yardim	помочь
yardim	помощь
tayfa	экипаж
tayfa	экипажа
tayfa	команда
dinlenmek	отдых
dinlenmek	отдохнуть
suluboya	акварель
suluboya	акварелью
şempanze	шимпанзе
derinliklerinde	глубины
derinliklerinde	глубин
topuk	пятки
dalma	погружение
dalma	дайвинг
cezalandırmak	наказание
cezalandırmak	наказать
cezalandırmak	наказывать
gülün	смеяться
gülün	смех
kaburga	ребер
kaburga	ребра
yayıncılar	издателей
çekingen	стесняется
çekingen	застенчивый
kekik	тимьян
söylenti	слух
söylenti	слухи
kanguru	кенгуру
atasözü	пословица
totaliter	тоталитарного
küller	прах
küller	пепел
küller	аш
küller	эш
paketleme	упаковки
paketleme	упаковке
paketleme	упаковка
hiyeroglif	иероглифы
yazışmaları	корреспонденции
yazışmaları	переписка
beceriksiz	неуклюжий
beceriksiz	некомпетентен
kumral	брюнетка
kumral	браун
kumral	коричневые
kumral	коричневый
anlayışlı	взаимопонимание
anlayışlı	понимание
anlayışlı	понимания
kumtaşı	песчаника
labirent	лабиринт
heterojen	гетерогенных
kusurları	дефекты
kusurları	недостатки
kusurları	дефектов
tatlar	вкусы
düzensizlik	расстройства
düzensizlik	расстройство
paten	катание
paten	скейт
paten	роллер
sohbetler	переписки
sohbetler	разговоры
sohbetler	чаты
sohbetler	беседы
vardım	прибыли
vardım	приехали
vardım	прибыл
vardım	прибыла
oybirliğiyle	единогласно
oybirliğiyle	единодушно
oybirliğiyle	единогласное
yakıcı	горелка
düğmesi	кнопку
düğmesi	кнопка
kavrulmuş	выжженной
asetik	уксусной
alkış	аплодисменты
geçenlerde	недавно
olaylı	насыщенный
mikronezya	микронезии
mikronezya	микронезия
arşidük	эрцгерцога
göstergeleri	индикаторы
göstergeleri	показатели
noter	нотариус
rüşdi	рушди
eşcinseller	геи
eşcinseller	геев
eşcinseller	гомосексуалистов
sınırlamalar	ограничения
sınırlamalar	ограниченность
doldu	заполнены
doldu	заполнена
konsolları	консолей
çaylaklar	новички
bilimadamları	ученые
bilimadamları	учёные
kayış	ремень
kayış	пояс
kayış	пояса
olgunlaşma	созревания
oturmak	сидение
oturmak	сидеть
oturmak	сидя
oturmak	сижу
oturmak	сидим
müzikoloji	музыковедение
süzme	фильтрации
süzme	коттедж
süzme	дача
tapınakları	храмы
sarhoşluk	пьянство
sarhoşluk	пьяный
sarhoşluk	пьяная
sarhoşluk	пьян
sarhoşluk	опьянения
sarhoşluk	пьяные
sarhoşluk	пьяна
paraşütle	парашют
paraşütle	парашюты
manganez	марганца
farmakoloji	фармакологии
reçel	желе
reçel	джем
papirüs	папирус
sertifikalı	сертифицированных
soba	печь
soba	плита
bahşiş	подсказки
bahşiş	подсказка
bahşiş	советы
despotluğu	деспотат
vajina	влагалище
vajina	вагина
yatırımcılar	инвесторов
yatırımcılar	инвесторам
yatırımcılar	инвесторы
boşalt	разгрузить
sevin	радуются
okuyor	читает
plaket	табличка
bozulmamış	нетронутой
mükemmellik	совершенство
güvenilirliğini	авторитет
güvenilirliğini	достоверность
güncellemeleri	обновления
filipinli	филиппинских
polinomları	многочлены
yaşıyorum	живое
yaşıyorum	живые
yaşıyorum	живущие
gerici	реакционные
tencere	кастрюли
peygamberlik	пророчество
denedim	пробовал
denedim	пробовали
denedim	пытались
denedim	попытался
denedim	пытался
eklentileri	продления
eklentileri	расширения
şeffaflık	прозрачность
fermantasyon	ферментации
hijyen	гигиена
hijyen	гигиены
ruble	рублей
mamut	мамонта
sümbül	гиацинт
takviyesi	дополнения
takviyesi	дополнить
takviyesi	дополнение
nostaljik	ностальгия
patlayıcılar	взрывчатка
tukan	тукан
rozet	значок
rozet	значки
eskimiş	устаревших
eskimiş	устаревшие
eskimiş	носить
eskimiş	носили
aslanlar	львы
aslanlar	львов
izolasyon	изоляции
izolasyon	изоляция
homofobi	гомофобии
varyantı	вариант
kehaneti	пророчество
kehaneti	пророчества
kehaneti	предсказание
ritmi	ритм
kapsıyor	охватывает
kapsıyor	обложки
kapsıyor	покрывает
hidrokarbon	углеводородов
dümen	хелм
dümen	мошенничество
dümen	руль
dümen	афера
dümen	рулевой
mızıka	гармошка
fevkalade	замечательный
fevkalade	изумительно
tarçın	корицы
migren	мигрени
etiketler	теги
etiketler	наклейки
etiketler	ярлыки
etiketler	метки
elektropop	электропоп
görünürde	якобы
mütevazi	скромно
mütevazi	скромный
mütevazi	скромные
mütevazi	скромная
zayıflamış	ослаблены
tüketiciler	потребителей
tüketiciler	потребители
paylaşma	обмена
paylaşma	поделитесь
paylaşma	доля
paylaşma	разделить
paylaşma	размещения
paylaşma	поделиться
paylaşma	публикация
maskeleri	маски
bağırır	кричит
sağanak	душ
sağanak	ливень
oryantalist	востоковед
dakka	дакке
bisküvi	печенье
markalı	фирменных
saklıdır	защищены
nanometre	нанометров
livre	ливров
lobi	фойе
lobi	лобби
salak	глупая
salak	дурак
salak	глупо
salak	глупый
salak	тупой
salak	дура
salak	идиот
havacı	летчик
kayık	лодка
kayık	яхта
kayık	скиф
kayık	лодку
kayık	лодке
muson	муссон
kalkandere	тетово
gerekliydi	необходимое
gerekliydi	необходимо
gerekliydi	необходимые
gerekliydi	необходимая
gerekliydi	требуется
gerekliydi	необходимый
güncellendi	обновленную
güncellendi	обновлены
güncellendi	обновлено
güncellendi	обновлен
koğuş	уорд
piyon	пешка
sıkışıp	застрял
sıkışıp	застряли
parmağını	палец
parmağını	пальцем
alel	аллели
semineri	семинар
sildim	удалена
sildim	исключен
sildim	удалено
sildim	удаленные
pinokyo	пиноккио
havuzları	бассейны
havuzları	пруды
terleme	пота
seç	выбираем
seç	выбор
seç	выбрать
seç	выберите
seç	выделить
sütunları	колонки
sütunları	столбцы
sütunları	колонны
kalemler	ручки
kalemler	карандаши
yönlendirmeler	перенаправляет
yönlendirmeler	переходы
yönlendirmeler	обращений
gözenekli	пористой
cezaya	задержание
atıyor	бросает
kuyumcu	ювелир
kuyumcu	украшения
kuyumcu	драгоценности
kuyumcu	украшение
barmen	бармен
mursi	мурси
nöroloji	неврологии
sezgi	интуиция
sezgi	интуиции
yüzgeçleri	плавники
anahtarlar	переключатели
anahtarlar	ключи
anahtarlar	клавиши
davetli	приглашенные
davetli	пригласить
davetli	приглашены
davetli	приглашена
davetli	приглашаем
davetli	приглашен
davetli	приглашаю
davetli	приглашение
cezalı	наказаны
cezalı	наказал
cezalı	наказан
reenkarnasyon	реинкарнация
modülleri	модули
kısıtlayıcı	ограничительные
zincirleri	цепочки
zincirleri	цепи
asıldı	повесили
anam	мама
ensest	инцест
karlar	снег
karlar	снега
karlar	сноу
biletleri	билеты
alışkanlıkları	привычки
güncellemeler	обновления
engizisyon	инквизиции
cinsiyeti	пол
reformların	реформы
engelleyici	ингибитор
rezerve	резерв
rezerve	резерва
rezerve	защищены
koruyor	защищает
koruyor	защита
görülmedi	сокровенное
derileri	шкуры
taktiksel	тактических
karolenj	каролингов
başla	начать
başla	старт
başla	начинайте
başla	начало
semender	саламандра
almanları	немцы
asbest	асбеста
gelenektir	традиция
gelenektir	традиции
ödem	отек
biyografileri	биография
biyografileri	биографии
şantaj	рэкет
şantaj	шантаж
tedaviler	лечение
peçenekler	печенеги
anons	объявление
anons	объявить
snowboard	сноуборд
beraberce	вместе
sözcü	арбитр
manipüle	манипулирует
manipüle	манипулировать
memurların	офицеры
emniyetli	безопасно
emniyetli	безопасное
emniyetli	сейф
fizyolojisi	физиологии
merakla	любопытно
merakla	любопытный
merakla	любопытство
varoluşçuluk	экзистенциализм
kapıcı	швейцар
kapıcı	портер
kapıcı	уборщик
endişeleri	озабоченности
floresan	люминесцентных
mikrometre	микрометров
bazilika	базилика
teleskoplar	телескопов
kasvetli	мрачной
kasvetli	мрачная
kasvetli	мрачные
karantina	карантин
güveç	рагу
ahenk	гармонию
ahenk	гармонии
ahenk	гармония
hanya	ханья
retina	сетчатки
keyifli	приятная
keyifli	наслаждается
keyifli	приятный
komplikasyonlar	осложнений
komplikasyonlar	сложности
komplikasyonlar	осложнения
çakışma	дублирования
çakışma	наложение
çakışma	дублирование
sıkışık	тесно
lensler	линзы
bilezik	браслеты
bilezik	браслет
derman	лекарство
derman	вылечить
derman	исцеление
yansıtıcı	отражает
yansıtıcı	отражающая
yansıtıcı	отражающие
aldatma	обмана
aldatma	обман
aldatma	неверие
aldatma	измена
kanunen	законно
kanunen	легально
kanunen	юридически
mormon	мормоны
ayri	отдельное
ayri	отдельный
ayri	отдельная
ayri	отделить
çuval	мешок
çuval	мешки
çuval	сакс
kırbaç	кнут
rusları	русские
gönderim	судоходство
gönderim	доставка
mikroorganizmalar	микроорганизмов
klüp	клуб
şeytanlar	демоны
şeytanlar	дьяволы
şeytanlar	черти
şeytanlar	дьяволов
şeytanlar	демонов
azrail	жнец
sarkisyan	саргсян
zambak	лилия
zambak	лили
zambak	лилии
sarsıntı	сотрясение
sarsıntı	тремор
hoşçakal	прощайте
hoşçakal	прощай
hoşçakal	пока
mitoz	митоз
tanker	танкеров
kürklü	пушистые
lekeleri	пятна
gözaltı	задержание
gözaltı	задержания
dingil	ось
yabancılaşma	отчуждение
akitanya	аквитании
konfüçyüsçülük	конфуцианства
düşünenler	мыслителей
ortodoksluk	православие
bastırma	пресечения
yaptırımlar	санкции
cinler	джинн
cinler	джиннов
cinler	джинны
cinler	гоблины
cinler	эльфы
lambalar	арматуры
lambalar	лампы
lambalar	огни
psikoterapi	психотерапии
problemli	проблематичным
tılsım	талисман
tılsım	очарование
tılsım	шарм
tılsım	обаяние
tılsım	амулет
haritalama	картирования
tavırlar	отношение
kavgalar	бои
kavgalar	драки
yönergesi	директива
yönergesi	директивы
standardizasyon	стандартизации
standardizasyon	стандартизация
pişirilmiş	готовила
zincirler	цепочки
zincirler	цепи
kadin	женщину
kadin	женщина
kapasiteleri	потенциалы
döndürme	повернуть
döndürme	вращение
döndürme	поворот
döndürme	ротации
döndürme	вращения
astronotlar	астронавтов
devriyeler	патрульные
devriyeler	патрули
devriyeler	патруль
devriyeler	патрулирование
yuvaları	слоты
azim	определение
azim	решимость
azim	стойкость
azim	упорство
azim	настойчивость
babalık	отцовства
babalık	отцовство
besleyici	питательный
besleyici	питательной
tarayıcılar	сканеры
tarayıcılar	браузеров
sürrealist	сюрреалистов
avlar	охотится
zenginleştirilmiş	обогатили
maceracı	авантюрист
maceracı	приключений
plaklar	бляшки
sucuk	колбаса
sucuk	сосиски
seçin	выбираем
seçin	выбор
seçin	выбрать
seçin	выберите
seçin	выделить
sütçü	доярка
obezite	ожирение
kartallar	орлы
polisleri	полицейские
polisleri	копы
semptomları	симптомы
şifrelenmiş	зашифрованные
tekrarlar	повторяется
tekrarlar	повторяет
ampul	лампочка
ampul	колбы
tüneller	туннели
tüneller	туннелях
pena	пенья
haydarabad	хайдарабаде
istemeyerek	непреднамеренно
istemeyerek	неохотно
engerek	гадюка
ritimleri	ритмы
jeodezi	геодезии
maskotu	талисман
tüpleri	трубы
tüpleri	трубки
birader	брат
birader	братец
piramitler	пирамиды
stk	нпо
animizm	анимизм
devekuşu	страуса
nabız	пульс
nabız	импульс
senet	бонд
sahibinden	владелец
sahibinden	хозяин
sahibinden	владельца
denek	субъект
denek	объект
denek	тема
denek	предмет
naçizane	покорно
naçizane	скромно
naçizane	смиренно
itiş	направленность
itiş	толчок
itiş	тяга
kaydırma	прокрутка
kaydırma	свиток
mangal	гриль
mangal	барбекю
sinirsel	нейронные
aksam	вечерний
aksam	вечер
zorlayıcı	убедительные
zorlayıcı	вызов
zorlayıcı	принудительная
zorlayıcı	сложных
nazizm	нацизм
kanunsuz	мститель
nöronlar	нейронов
bahse	ставка
bahse	пари
alaşım	сплав
muhbir	информатор
tırpan	коса
sür	драйв
sür	привод
sür	поездка
sür	водить
sür	ездить
klavyeci	клавишник
takla	перевернуть
takla	флип
sağlıksız	нездоровой
danışmanları	консультанты
danışmanları	консультантов
danışmanları	советники
indirim	скидка
indirim	скидки
morfoloji	морфология
nitel	качественное
nitel	качественная
nitel	качественные
nitel	качественных
nitel	качественный
bitkin	исчерпаны
memnuniyetle	охотно
kübra	кубра
sensörler	датчики
sensörler	сенсоры
eşler	жены
eşler	супруги
eşler	жен
eşler	жёны
eşler	супруг
eşler	жён
kaydet	сохранить
kaydet	сохраните
kaydet	спасти
kaydet	сохранять
irkçılık	расистских
irkçılık	расистские
irkçılık	расизм
irkçılık	апартеида
silin	исключить
silin	удалить
silin	удаление
akü	батареи
akü	аккумулятор
akü	батарея
hümâyûn	хумаюн
eşkenar	равносторонний
yudum	глоток
transseksüel	транссексуалов
halifeler	халифов
palatina	пфальц
fincan	чашка
fincan	чашки
fincan	чаша
fincan	кубок
fincan	стаканы
kitapçığı	брошюра
bildirimi	уведомление
bildirimi	уведомления
uzaylılar	пришельцы
uzaylılar	иностранцы
uzaylılar	инопланетяне
uzaylılar	иностранцев
psikologlar	психологи
psikologlar	психологов
makroskopik	макроскопических
bavul	чемоданы
bavul	багаж
bavul	чемодан
kılıf	ножны
uzatmak	продлить
döndürür	возвращает
döndürür	возвращения
döndürür	получает
döndürür	возвращение
döndürür	возвращается
kestanesi	ежа
restoranlar	рестораны
hızlandırılmış	ускорение
hızlandırılmış	ускоренное
hızlandırılmış	ускоренного
uçuk	герпес
gözdağı	запугивание
gözdağı	запугивания
zerdüştlük	зороастризм
akıllıca	мудро
akıllıca	смарт
akıllıca	мудрое
akıllıca	умная
akıllıca	умно
akıllıca	мудрые
akıllıca	умный
akıllıca	мудрый
akıllıca	умные
yakılmış	сгорел
yakılmış	сожгли
yakılmış	сгорела
yakılmış	сжег
kameraman	оператор
külkedisi	золушка
rengarenk	разноцветные
rengarenk	красочных
raporlama	отчетность
sıklık	частотность
sıklık	периодичность
sıklık	частота
hazineleri	сокровища
hazineleri	сокровищ
dinyester	днестр
simit	бублик
ciğer	лёгкое
ciğer	лёгкие
ciğer	легкое
ciğer	печень
ciğer	легких
ciğer	легкие
ciğer	печени
tehlikeler	опасности
dublör	трюк
dublör	каскадёр
tepegöz	циклоп
avukatlar	юристы
avukatlar	адвокатов
avukatlar	адвокаты
avukatlar	юристов
radyoaktivite	радиоактивности
sorgular	запросы
ülser	язвы
ülser	язва
issız	пустынном
konsolos	консул
kuzeyli	северян
inat	назло
inat	стойкости
inat	стойкость
inat	упрямый
inat	упрямая
inat	упорство
inat	настойчивость
keşfetmiş	обнаружена
keşfetmiş	обнаружено
keşfetmiş	обнаружил
keşfetmiş	обнаруженные
keşfetmiş	обнаружен
unut	забыть
unut	забудь
unut	забудьте
şehirli	городские
şehirli	городских
şehirli	городское
dinleyiciler	слушатели
dinleyiciler	слушателей
sırtlan	гиена
münazara	прений
münazara	обсуждая
münazara	прения
münazara	дебаты
siyanür	цианид
unutmak	забывая
unutmak	забываю
unutmak	забыв
yavrum	детка
yavrum	малыш
yavrum	малышка
yavrum	ребёнок
küpe	серьги
bağımsızlar	независимые
koğuşu	уорд
işbirlikçi	кооператив
kurtadam	оборотня
kurtadam	оборотни
kurtadam	оборотень
refleks	рефлексы
refleks	рефлекс
lisansları	лицензий
