در	ドア
منگنه	主食
منگنه	パンチ
روپوش	スモック
رزنتال	ローゼンタール
خدمتکاری	メイド
ژون	じゅん
آتئیست	無神論者
آتئیست	無神論
راینهارت	ラインハルト
گاردینر	ガーディナー
برنزه	タン
کشتارگاه	と畜場
راکسی	ロキシー
عیال	嫁さん
هاجیمه	はじめ
شینکانسن	新幹線
آتول	環礁
وندنبرگ	ヴァンデンバーグ
پریمیر	プレミア
پریمیر	初演
رگتایم	ラグタイム
داراییهای	資産
داراییهای	アセット
فوجیا	フォッジャ
گامبی	ギャンビット
گریستن	泣く
شبانگاه	日暮れ
صورتگر	メーカー
کادونا	カドゥナ
پینت	パイント
تاپیر	バク
مکفی	マクフィー
ماشینها	カーズ
ماشینها	機械
برجس	バージェス
خیش	プラウ
سیلوین	シルヴァン
بلوکهای	ブロック
کامپوباسو	カンポバッソ
زیگیسموند	ジギスムント
بونیتا	ボニータ
کچاپ	ケチャップ
فرناندا	フェルナンダ
دلها	ハーツ
دیوا	ディーバ
فادوتس	ファドゥーツ
آمانو	天野
کماندو	コマンドー
والانس	ヴァランス
کوخ	コッホ
تکبر	プライド
تکبر	傲慢
تکبر	誇り
فرنی	カスタード
کوو	コーブ
کوو	入り江
ساگامی	相模
آلگرو	アルゲーロ
گانگ	ゴング
لیکور	リキュール
آنگولایی	アンゴラ
اوتس	オーツ
دودل	優柔不断
نئودیمیم	ネオジム
کشاله	股間
سویچ	切り替え
سویچ	スイッチ
هیستری	ヒステリー
پیمانکاری	請負人
معاشقه	求愛
میزراه	尿道
زونا	帯状疱疹
چیواوا	チワワ
یاکوف	ヤコフ
بخشندگی	寛大
فینگر	フィンガー
دلتنگ	ホームシック
پسرفت	回帰
الباقی	安静
الباقی	休む
پریتونیت	腹膜炎
بوسکو	ボスコ
فیلیکس	フェリックス
گانت	ガント
بونه	ボンネット
زیگزاگ	ジグザグ
پرکننده	フィラー
اسطوخودوس	ラベンダー
اراگون	エラゴン
ساداکو	貞子
پوکت	プーケット
اتنا	エトナ
کسکو	カスコ
خوابم	睡眠
خوابم	スリープ
خوابم	眠る
شلوارک	パンティー
شلوارک	ショーツ
تلومر	テロメア
خامس	ジェームズ
خامس	ジェームス
شاهرگ	大動脈
اشنا	おなじみ
اشنا	知人
اشنا	知り合い
رزق	条項
رزق	条文
رزق	支給
هینو	日野
لژاندر	ルジャンドル
نونو	ヌーノ
سپاسگذار	感謝
نردبانی	梯子
نردبانی	はしご
نردبانی	ハシゴ
نردبانی	ラダー
موفقیتهای	サクセス
موفقیتهای	成功
کیمی	きみ
کیمی	キミ
فقیران	かわいそう
وایتینگ	ホワイティング
اعدامش	処刑
اعدامش	執行
اعدامش	実行
فندک	ライター
یوسوکه	祐介
آرجنتو	アルジェント
شومینه	暖炉
چینو	チノ
پیم	ピム
ابه	アッベ
سماجت	頑固
اسپال	スポール
فردریکستاد	フレドリクスタ
شیکوکو	四国
اینورنس	インヴァネス
جفا	ヤッファ
باسیلیسک	バジリスク
گروپیوس	グロピウス
سوکولوف	ソコロフ
الدورادو	エルドラド
ونگارد	ヴァンガード
کستر	キャスター
جکوزی	ジャグジー
فیرچایلد	フェアチャイルド
بورگو	ボルゴ
کاریوکا	カリオカ
کسا	袈裟
کاتلر	カトラー
مویرگ	毛細血管
موریرا	モレイラ
یابنده	ファインダー
اسکایلر	スカイラー
الما	アルマ
نتیجۀ	結果
عبارتهای	フレーズ
سمینول	セミノール
بیوت	ビュート
متیوس	マシューズ
وکسلر	ウェクスラー
مدوز	メドウズ
ماچراتا	マチェラータ
دلگرم	自信
گنداره	ガンダーラ
دارواش	ヤドリギ
قهار	全能
فوکویاما	福山
ایند	イーニッド
بارتولومئو	バルトロメオ
ریگولتو	リゴレット
نهرها	ストリーム
شالوم	シャローム
پرهیزگار	敬虔
اسلت	ハッセルト
ناکایاما	中山
نرمه	柔らかい
نرمه	ソフト
نرمه	やわらかい
قلقلی	ボング
ریوکو	涼子
پتیت	ぷち
کسنوفون	クセノポン
سانسا	サンサ
ساونا	サヴォーナ
انکسار	屈折
عورت	パーツ
عورت	部品
آئورا	オーラ
کلکسیونی	グッズ
شارلروآ	シャルルロワ
سفیدها	白目
زغالی	ガラ
لازلو	ラズロ
فایبر	繊維
کیبوتص	キブツ
سوکو	ソコ
فردایی	明日
فردایی	あした
چیچستر	チチェスター
کونیکا	コニカ
میتی	水戸
کشتیها	船舶
کشتیها	艦船
کارولاین	キャロライン
اوکادا	岡田
کلهون	カルフーン
مارچوبه	アスパラガス
مارچوبه	アスパラ
اسراف	放蕩
توزلا	トゥズラ
آگریپا	アグリッパ
سانادا	真田
هزارتوی	ラビリンス
هزارتوی	迷宮
فوکودا	福田
اوربینو	ウルビーノ
کامینسکی	カミンスキー
لونبورگ	リューネブルク
یوشی	ヨッシー
ساها	サハ
نوسکی	ネフスキー
پریون	プリオン
کفشدوزک	テントウムシ
مسیحا	メシア
تتسویا	哲也
اشتازی	シュタージ
آگوستینو	アゴスティーノ
تورنس	トーランス
تفنگی	ガン
لنف	リンパ
یوروپیم	ユウロピウム
سارویان	サローヤン
فرجه	締切
فرجه	締め切り
فرجه	期限
تریش	トリッシュ
پندر	ペンダー
جوبا	ジュバ
هارادا	原田
فوی	フォワ
ترل	テレル
دارچینی	シナモン
والپول	ウォルポール
اوسپری	ミサゴ
اسلیتر	スレーター
ناچو	ナチョ
برازاویل	ブラザヴィル
کنترول	コントロール
ریشولیو	リシュリュー
افشاء	開示
بختک	インキュバス
نیشیمورا	西村
واکا	和歌
واکا	わか
اینوئه	井上
جوس	ヨス
زوری	草履
مشیت	プロビデンス
مشیت	サスペンス
سرخابی	マゼンタ
یامانوته	山手
هیگ	ハーグ
هیگ	ヘイグ
کولوسئوم	コロシアム
کولوسئوم	コロッセオ
هروز	日常
هروز	毎日
زوئیک	ズウィック
شاکتی	シャクティ
عنقا	グリフォン
سدلر	サドラー
رل	役割
گروت	グルート
یتس	イェーツ
یتس	イエーツ
اجارهٔ	レンタル
رینهولد	ラインホルト
توشیو	俊夫
گالاکتوز	ガラクトース
سودبری	サドバリー
هاماماتسو	浜松
نامتغیر	不変
آلکمنه	アルクメーネー
کوتاهیه	キュタヒヤ
مرهم	バーム
آهویی	シカ
گوتو	後藤
گوتو	五島
فرمیر	フェルメール
غرایز	本能
پادربورن	パーダーボルン
آپولیوس	アプレイウス
سنگریزه	小石
بلاخره	やっと
بلاخره	遂に
بلاخره	ついに
هلسینگ	ヘルシング
مارسلوس	マルケッルス
بدرخش	磨き
وَن	ヴァン
وَن	バン
دایمیو	大名
پدرانشان	先祖
ماپوتو	マプト
پاکستون	パクストン
آپتون	アプトン
طره	カンチレバー
داروینیسم	ダーウィニズム
رادو	ラドゥ
ظرفشویی	皿洗い
فلیندرز	フリンダーズ
تاکو	タコス
عناب	ナツメ
کیرشنر	キルチネル
واسدا	早稲田
کلروفرم	クロロホルム
کرمونا	クレモナ
فانتازیا	ファンタジア
فویرباخ	フォイエルバッハ
بنزودیازپین	ベンゾジアゼピン
پوهاتان	ポウハタン
یونوسفر	電離層
اسپینل	スピネル
مسرت	喜び
مسرت	ジョイ
بزرگترها	大人
تنچ	テンチ
آلبرتی	アルベルティ
هوول	ハウエル
والتا	バレッタ
میزوهو	瑞穂
میزوهو	みずほ
دیازپام	ジアゼパム
بخرید	買う
بخرید	購入
مخلوع	廃位
گذرد	恩赦
ولکوف	ヴォルコフ
لودمیلا	リュドミラ
لودمیلا	リュドミーラ
ماتیک	口紅
اورکا	シャチ
کارارا	カッラーラ
وارزه	ヴァレーゼ
استدیو	スタジオ
وورونژ	ヴォロネジ
گالا	ガーラ
مانتا	マンタ
حروفچینی	組版
واش	ウォッシュ
واش	洗う
مطلقا	絶対に
قشنگه	ニース
قشنگه	素敵
قشنگه	ナイス
زادار	ザダル
کارامل	キャラメル
کارامل	カラメル
چسکه	チェスケー
بیباپ	ビバップ
اسمیرنوف	スミルノフ
نگارهای	グラフィックス
نگارهای	グラフィック
یواشکی	こっそり
کاردوسو	カルドソ
قلقلک	ムズムズ
زندانها	刑務所
زندانها	監獄
فروگذار	省略
پائو	パオ
کاتالاز	カタラーゼ
بدنساز	ボディビルダー
میچیو	三千代
جسپر	ジャスパー
همنهشتی	合同
وایر	ワイヤ
وایر	針金
وایر	ワイヤー
گوتی	ゴッティ
بیگناهی	無実
بیگناهی	無垢
بیچر	ビーチャー
مارلبرو	マールバラ
یودا	ヨーダ
اضطرار	急速
اکتینیم	アクチニウム
هق	ハク
گلوتامین	グルタミン
گلاک	グロック
سارین	サリン
اسنپ	スネイプ
ارفورت	エアフルト
کنترلهای	コントロール
داشبورد	ダッシュボード
بلونا	ベローナ
هشتک	キャレット
کاروتن	カロテン
پیستویا	ピストイア
لنوکس	レノックス
سالو	サロ
آووکادو	アボカド
فیبرین	フィブリン
نیدهام	ニーダム
فراش	守衛
ایگوانا	イグアナ
هاکونه	箱根
اختسک	オホーツク
گویانیا	ゴイアニア
سفلیس	梅毒
زیمرمن	ツィンメルマン
زیمرمن	ジマーマン
دلگادو	デルガド
اوبرون	オーベロン
اوبرون	オベロン
کاپوت	ボンネット
جنگو	ジャンゴ
ساویر	ソーヤー
گیلارد	ガイヤール
سرمتی	サルマタイ
لاف	自慢
مبتکرانه	革新
خوراندن	フィード
لینز	リンツ
بوفه	ビュッフェ
بابانوئل	サンタ
کنشین	謙信
تئوفیلوس	テオフィロス
بالشتک	パディング
کوارتر	四半期
کوارتر	クォーター
اجرت	料金
اجرت	手数料
اجرت	賃金
کورتی	クルティ
سرنخی	手がかり
شوشونی	ショショーニ
زونگولداغ	ゾングルダク
لینکن	リンカーン
شریدر	シュレイダー
جنتلمن	紳士
جنتلمن	ジェントルマン
سوژو	蘇州市
گایدن	外伝
دیسپروزیم	ジスプロシウム
اسپوزیتو	エスポシト
ایمو	エモ
آنوفل	ハマダラカ
نینجاها	忍者
توربینهای	タービン
آخ	痛い
آخ	あいた
امریسیم	アメリシウム
انیا	塩冶
صفاق	腹膜
ملاس	糖蜜
نوواژه	新語
ماتسودایرا	松平
تاتسویا	達也
والریو	ヴァレリオ
استغفار	許し
استغفار	許す
کنزو	顕宗
کیوکو	恭子
هامل	ハメル
چیلتون	チルトン
کامیونی	トラック
بیخوابی	不眠症
گیدئون	ギデオン
ایمامورا	今村
کزنتزا	コゼンツァ
طیاره	飛行機
گرافتن	グラフトン
هنسی	ヘネシー
فایرفلای	ホタル
پترونیوس	ペトロニウス
ایچیرو	一郎
مُرده	デッド
موک	モク
نومیدی	絶望
بازوان	アームス
بانجو	バンジョー
دیزرائیلی	ディズレーリ
پرنیک	ペルニク
ماراکایبو	マラカイボ
آرناس	アレナス
دیاگو	ディオゴ
اشلند	アシュランド
فرمولبندی	策定
تونگوسکا	ツングースカ
رحمه	子宮
توکلائو	トケラウ
پیشونی	おでこ
جوسایا	ジョサイア
نانتو	南都
کابررا	カブレラ
مونتاگو	モンタギュー
نومید	絶望
ژئوپارک	ジオパーク
دِل	デル
کارفور	カルフール
زندانبان	コンシェルジュ
استیپلتون	ステイプルトン
اگزما	湿疹
شینوبو	しのぶ
سربرنیتسا	スレブレニツァ
دیونه	クレイジー
بساز	構築
گدارد	ゴダード
گولیلمو	グリエルモ
کویی	クイ
پرسفونه	ペルセポネー
گرونینگن	フローニンゲン
کلوئی	クロエ
اینترپید	イントレピッド
ھم	ウイスキー
ھم	ウィスキー
توجو	東条
ناکانو	中野
استاکر	ストーカー
هادلی	ハドリー
موکا	モカ
دوونشایر	デヴォン
آسترا	アストラ
پیامها	メッセージ
فابریتزیو	ファブリツィオ
کسلر	ケスラー
بلونو	ベッルーノ
تلکس	テレックス
میدوری	みどり
تورنادو	竜巻
تورنادو	トルネード
هاجز	ホッジス
فولکر	フォルカー
گوریتزیا	ゴリツィア
کراتینین	クレアチニン
فهرستهای	カタログ
برودین	ボロディン
سیمکا	シムカ
سوغاتی	土産物
سوغاتی	土産
کیتانو	北野
گشا	デコーダ
هچ	孵化
هچ	ハッチ
گئورگه	ゲオルゲ
کورچه	コルチャ
روسالیند	ロザリンド
امستردام	アムステルダム
اشنایی	導入
اشنایی	紹介
مایونز	マヨネーズ
کاندلا	カンデラ
گرگوریو	グレゴリオ
تراشید	刻む
لباسشویی	ランドリー
لباسشویی	洗濯
تتراسایکلین	テトラサイクリン
گریدی	グレイディ
لنگستون	ラングストン
میکاوا	三河
پاسکو	パスコ
ثاقب	ピアス
فابیانو	ファビアーノ
مشلان	メヘレン
اسپاک	スポック
ساکاموتو	坂本
شنندوا	シェナンドー
ترتل	タットル
ترتل	タトル
سربازها	兵士
چیویتا	チヴィタ
دبرسن	デブレツェン
پارافین	パラフィン
ویلما	ウィルマ
کونمینگ	昆明市
مغزهای	脳みそ
ویلد	ウィールド
تیمیشوارا	ティミショアラ
بنونتو	ベネヴェント
میوزین	ミオシン
قربانگاه	祭壇
لاتور	ラトゥール
نیتا	ニタ
نیتا	仁田
میزنه	ビーツ
پانی	ポニー
لباسها	被服
لباسها	洋服
عمدا	わざと
فاگوت	ファゴット
فریبکاری	欺瞞
اسنوکر	スヌーカー
کنیچی	健一
اوکاموتو	岡本
ایزومی	和泉
ایزومی	いずみ
آگریکولا	アグリコラ
ماریپوزا	マリポサ
موریارتی	モリアーティ
کروچه	クローチェ
تیریون	ティリオン
داویده	ダビデ
اولمک	オルメカ
گریهوند	グレイハウンド
مرینو	メリノ
وبلن	ヴェブレン
لوپو	ルポ
فوشان	仏山
بتان	偶像
سجونگ	世宗
نالایق	無能
دمبل	ダンベル
پرنیان	シルク
ماسیو	マセイオ
باغلاما	サズ
پالوما	パロマ
جرب	疥癬
بذله	機知
بذله	ウィット
سوردی	ソルディ
دونات	ドーナツ
دونات	ドーナッツ
خیمنز	ヒメネス
نورافکن	スポットライト
نورافکن	サーチライト
بریندیسی	ブリンディジ
مائدا	前田
پارکور	パルクール
هلسینگبورگ	ヘルシンボリ
بیواک	摩擦音
اسیلوسکوپ	オシロスコープ
پلاسیدو	プラシド
گوز	オナラ
مادرانه	母方
تاکویا	卓也
منون	メノン
بازدانگان	裸子植物
وینتیان	ヴィエンチャン
مدان	メダン
ناخنک	好き嫌い
کیهیل	ケーヒル
کوفون	古墳
فوسن	フュッセン
گرچن	グレッチェン
پزارو	ペーザロ
کاستکو	コストコ
هوکس	フック
همنوایی	同調
ذلت	克服
ماکروسکوپیک	微視的
کنترپوان	対位法
ماتسوشیتا	松下
هواپیماربایی	ハイジャック
پاتس	ポッツ
هدفون	ヘッドホン
اسبها	ウマ
اوریو	オレオ
اسموکی	スモーキー
متئورا	メテオラ
الکات	オルコット
قویی	白鳥
قویی	スワン
کاتز	カッツ
لیزه	リーゼ
تراوت	マス
جاروی	モップ
دنیله	ダニエレ
فریبی	妄想
بالوتلی	バロテッリ
کانالها	運河
کانالها	チャネル
کانالها	チャンネル
کمخونی	貧血
خداشناس	神学
کتری	やかん
قانقاریا	壊疽
قدح	カップ
گروستو	グロッセート
میعادگاه	溜まり場
ولونگونگ	ウロンゴン
هاج	ホッジ
مکار	カンニング
مکار	ずるい
دستن	ダスティン
کنسپسیون	コンセプシオン
کلوم	カルム
کلوم	カラム
جیاماتی	ジアマッティ
سینیوره	赤毛
پاتروکلوس	パトロクロス
ساساکی	佐々木
درختها	樹木
آراگو	アラゴ
رجی	レジー
تاریخهای	日付
تندرست	ヘルシー
تندرست	健康
مامورو	まもる
تورب	泥炭
سایروس	キュロス
دروغگوی	ライアー
ملامین	メラミン
قسط	割賦
ماساکو	雅子
نویر	ノイアー
تافت	タフト
ستر	セッター
ریتی	リエーティ
ماکای	マッケイ
ایلا	イラ
مکنا	マッケナ
توفو	豆腐
کوشیتسه	コシツェ
کیگالی	キガリ
گیلز	ジャイルズ
استراتژیست	軍師
دمینگ	デミング
تسوشیما	津島
گپی	雑談
گپی	チャット
رباخواری	高利
کاغذها	書類
خایه	睾丸
خایه	精巣
نیکلودئون	ニコロデオン
تغییرپذیر	ミュータント
پیکت	ピケット
بریتانیک	ブリタニック
پیبادی	ピーボディ
تیونینگ	チューナー
شرافتی	名誉
گرودنو	フロドナ
کازبی	コスビー
مدسن	マドセン
کثیفی	ダーティー
کثیفی	ダーティ
کثیفی	汚い
رکوردینگز	レコーディング
ساتسوما	薩摩
استیلن	アセチレン
ویرجیل	ウェルギリウス
ویرجیل	ヴァージル
نادژدا	ナデジダ
نازکتر	シンナー
آئو	アウエ
کارورزی	インターンシップ
کارورزی	インターン
ناخوش	嫌い
ناخوش	嫌悪
لایبنیتز	ライプニッツ
اجحاف	恐喝
افکارش	思考
افکارش	想い
افکارش	考え
کرولاین	キャロライン
گریلو	グリロ
الدریج	エルドリッジ
دلواپسی	不安
پیکولو	ピッコロ
استراتوس	ストラタス
اشتیاقی	切望
آلیو	オリーブ
نگیشی	根岸
باکائو	バカウ
تایمر	タイマー
پذیرائی	アミューズメント
پذیرائی	娯楽
لندری	ランドリー
آلتونا	アルトゥーナ
رقبایش	牧羊
سردسازی	冷却
سردسازی	冷蔵
گالوا	ガロア
آلدریج	オルドリッジ
پرازئودیمیم	プラセオジム
یاسودا	安田
آرنالدو	アルナルド
فورته	フォルテ
انژکتور	インジェクター
بوو	ブー
اوژه	オージェ
وت	ワット
وبسایتهای	ウェブサイト
مارگارین	マーガリン
منحط	退廃
بلومفونتن	ブルームフォンテーン
خرچنگی	海老
آبوت	アボット
مارونواوچی	丸の内
هاروکی	春樹
هانیگان	ハニガン
محدودیتها	限界
محدودیتها	制約
محدودیتها	リミット
محدودیتها	制限
دمل	膿瘍
دمل	せつ
آغازه	ホームページ
آغازه	帰宅
آغازه	ホーム
آغازه	自宅
هیئی	比叡
بولزانو	ボルツァーノ
تناژ	トン数
نیشیدا	西田
اسنوبرد	スノーボード
ناتا	ナタ
گرنیکا	ゲルニカ
سالمونلا	サルモネラ
کارتا	カルタ
ملاتونین	メラトニン
ایزادورا	イサドラ
گدای	乞食
بریتون	ブリットン
فردریکتون	フレデリクトン
ریبوزومی	リボソーム
ناهمگام	非同期
مهارتش	スキル
گورامی	グラミー
گونزالو	ゴンサロ
تاکاماتسو	高松
آوانس	ハンディ
گرینوالد	グリーンウォルド
تاکایوکی	孝行
باگز	ボッグス
پاراگلایدر	パラグライダー
دمپایی	スリッパ
موانزا	ムワンザ
حتى	偶数
رمو	レモ
استوارد	執事
مادریگال	マドリガーレ
خراطی	木工
مرکزش	中央
مرکزش	センター
مرکزش	中心
هماتوم	血腫
کلیدواژه	キーワード
نیپور	ニップル
مژه	まつげ
فابرگاس	ファブレガス
دیما	デミ
آگاما	アガマ
استوت	スタウト
آتالوس	アッタロス
کادو	ギフト
کادو	贈り物
کادو	プレゼント
ماتوس	マトス
والراس	セイウチ
فیچ	フィッチ
پاگنده	ビッグフット
ناگای	永井
کلادیوس	クラウディウス
نانچیکو	ヌンチャク
ولکات	ウォルコット
برنال	バナール
موشکها	ミサイル
بولن	ボーレン
جیزک	ジザフ
کلاگ	ケロッグ
پینکنی	ピンクニー
نازا	不妊
روپونگی	六本木
بارلتا	バルレッタ
واسال	家臣
سرچلایت	サーチライト
کلافه	ハンク
زیک	ジーク
اگو	エゴ
هوریشیو	ホレーショ
نشاندار	系譜
آتسوکو	敦子
فالی	愚か
هونی	フニ
بازجوئی	取調べ
یوستوس	ユストゥス
کولیر	コリアー
قداره	マチェーテ
مغبنی	鼠径
آینیاس	アイネイアース
اسکافیلد	スコフィールド
اوران	オラン
مرگان	モルガン
اچی	エッチ
مؤدبانه	丁寧
کورنینگ	コーニング
گالبا	ガルバ
نتو	ネト
همگامی	同期
لووچ	ロヴェチ
دنج	居心地
دنج	コージー
کوپلینگ	継手
کالدونیا	カレドニア
کرتی	クレテイユ
اشفورد	アシュフォード
اوریجینال	オリジナル
دکترها	医師
دکترها	医者
صورتحساب	請求
صورتحساب	紙幣
کاساس	カサス
طاغوت	アイドル
شف	シフ
اشکرافت	アシュクロフト
آمالی	アマーリエ
برسلین	ブレスリン
مدادی	ペンシル
مدادی	鉛筆
فرودگاههای	空港
مینک	ミンク
بلاسکو	ブラスコ
توهمی	幻覚
کامیونت	トラック
درآمدش	代価
شیش	シックス
کورمک	コーマック
ناواجو	ナバホ
سرناد	セレナーデ
آیکاوا	相川
سوزاک	淋病
شکفتن	バースト
شکفتن	爆裂
نیمف	ニンフ
منس	マンス
همسورث	ヘムズワース
تامبو	タンボ
ستمکار	不当
کفاش	シューメーカー
سخی	わずか
پوکاهانتس	ポカホンタス
آکاشی	明石
آمدئو	アメデーオ
ظهران	ダーラン
کاریابی	配置
متکالف	メトカーフ
مشنگ	マグル
مشنگ	オタク
لیموژ	リモージュ
مغفرت	許し
مغفرت	許す
کارتاگنا	カルタヘナ
قصرها	宮殿
شارتر	シャルトル
سانرمو	サンレモ
شاکا	釈迦
آلاخوئلا	アラフエラ
شوگان	征夷大将軍
جولیانی	ジュリアーニ
ناکاتا	中田
لوسیون	ローション
اسلیپ	ブリーフ
اریترومایسین	エリスロマイシン
آنجی	アンジー
بنوشید	ドリンク
بنوشید	飲み物
بنوشید	飲む
دعوتنامه	招聘
دعوتنامه	招待
وقتِ	思いやり
نینجوتسو	忍術
بکوب	スタンプ
بکوب	切手
آمن	エメン
ساکا	サカ
اسپیکر	議長
اسپیکر	話し手
اسپیکر	スピーカー
زانکت	ザンクト
کیکر	キッカー
تولوکا	トルーカ
فورم	フォーラム
کاروتنوئید	カロテノイド
سرخدار	イチイ
حریفی	相手方
حریفی	相手
گرمکن	セーター
سومرز	サマーズ
پایت	スタンプ
پایت	切手
هاسگاوا	長谷川
تایتوس	タイタス
تایتوس	ティトゥス
جویبارها	ストリーム
بارب	バーブ
لاشخور	ハゲワシ
دوروتا	ドロテア
گارزا	ガルザ
آرژینین	アルギニン
هیکمن	ヒックマン
بمیرم	死ぬ
بزدل	臆病者
ماساهیکو	雅彦
ماژیک	マーカー
نومانسیا	ヌマンシア
کوناکری	コナクリ
بولا	ビューラ
یونیفورم	制服
یونیفورم	ユニフォーム
چاشت	ブランチ
املت	オムレツ
قاچاقی	密輸
مونارچ	モナーク
مونارچ	君主
اوئسوگی	上杉
کرته	コルテ
سالتو	サルト
پرفکت	パーフェクト
پرفکت	完璧
نورثامبریا	ノーサンブリア
هیک	ヒック
سوگا	曽我
سوگا	蘇我
هیرومی	ひろみ
استیتن	スタテン
دینگو	ディンゴ
آیرا	アイラ
آئویاما	青山
بلانچارد	ブランチャード
نواکشوت	ヌアクショット
موکت	絨毯
موکت	じゅうたん
موکت	カーペット
سلبریتی	有名人
سلبریتی	セレブリティ
حافظۀ	メモリ
حافظۀ	記憶
حافظۀ	メモリー
بوداسف	菩薩
میکلون	ミクロン
اکاترینا	エカテリーナ
موجوده	バルク
واشبرن	ウォッシュバーン
مفیستو	メフィスト
آجا	アジャ
تبسم	スマイル
تبسم	笑顔
کالدر	カルダー
اسلونیایی	スロベニア
سوبا	そば
سوبا	蕎麦
بخورم	食べる
نوتو	能登
الفرد	アルフレッド
یاکوتسک	ヤクーツク
بدهکاران	借受
ساموآیی	サモア
بلوندی	ブロンディ
کایرو	カイロ
آمریتا	アムリタ
تارتاروس	タルタロス
افاده	スノッブ
ردموند	レドモンド
تاچیکاوا	立川
هایاکاوا	早川
شوهئی	正平
متنفرم	憎しみ
متنفرم	嫌い
متنفرم	憎悪
تانابه	田辺
دوریا	ドリア
بکشی	キル
نشستهای	セッション
نشستهای	セッションズ
حسودی	嫉妬
تاکا	タカ
بتینا	ベッティーナ
انتبه	エンテベ
تیخونوف	チーホノフ
پانوفسکی	パノフスキー
غردقه	フルガダ
ناتسومی	なつみ
وازوپرسین	バソプレッシン
بیخدایی	無神論
لیپتون	リプトン
گوانگژو	広州
همسالان	ピア
سرانو	セラーノ
پیتزبورگ	ピッツバーグ
نائوکو	直子
اولمی	オルミ
گیلدر	ギルダー
تفاوتها	差異
تفاوتها	差分
تفاوتها	違い
شینزو	マシュランボー
وینو	ヴィルヌーヴ
گوزمان	グスマン
ریاکاری	偽善
ایپر	イーペル
تونر	トナー
کویابا	クイアバ
ژوبر	ジュベール
اوکه	ウケ
آنکا	アンカ
مامی	まみ
موآی	モアイ
کشوی	引き出し
بادو	バドゥ
شوجی	障子
ایچیکاوا	市川
پارامور	パラモア
جالی	陽気
خرپا	トラス
شویلر	スカイラー
پمبا	ペンバ
یورن	ヨルン
کرکلند	カークランド
اسپالدینگ	スポルディング
تیشیرا	テイシェイラ
سانچو	サンチョ
متیونین	メチオニン
سایگو	西郷
سیبلیوس	シベリウス
پکتین	ペクチン
کوینت	クイント
ماکسی	マキシ
جوبی	十兵衛
مونروویا	モンロビア
میکامی	三上
منسل	マンセル
آئوکی	青木
درمعرض	使い捨て
فرمالدئید	ホルムアルデヒド
کمینگاه	待ち伏せ
آسانو	浅野
نومورا	野村
عموهای	おじ
لرزاننده	バイブレータ
بلاگر	ブロガー
ولبک	ウェルベック
ارام	アラム
یاکوزا	ヤクザ
اسپیتز	スピッツ
پاسادنا	パサデナ
کملوپس	カムループス
تاونزویل	タウンズビル
نیورو	ヌーオロ
تگوسیگالپا	テグシガルパ
دودوما	ドドマ
نائوتو	直人
لایی	パッド
هرکولانیوم	ヘルクラネウム
گوادالوپ	グアダルーペ
هانامی	花見
گرینچ	グリンチ
استرادیول	エストラジオール
قراضه	スクラップ
روزتا	ロゼッタ
خوشگلا	美女
خوشگلا	美人
تادائو	忠雄
چشیدن	テイスティング
چشیدن	試飲
چشیدن	試食
سکسکه	しゃっくり
کایوتی	コヨーテ
رختشویی	ランドリー
رختشویی	洗濯
درونت	インサイド
آکیکو	明子
بافتنی	編み物
ماسایوکی	昌幸
ماسایوکی	正行
زاندر	ザンダー
ادکلن	ケルン
ماساتو	雅人
افسونگری	ウィッチクラフト
لیاپانوف	リャプノフ
کورتیوس	クルティウス
واجرای	金剛杵
واجرای	ヴァジュラ
پرچمها	フラグ
پرچمها	国旗
ترموستات	サーモスタット
اسکوفیلد	スコフィールド
کانوپوس	カノープス
آلوئه	アロエ
هیکارو	ヒカル
هیکارو	ひかる
یاسی	ライラック
بنلوکس	ベネルクス
فرمانهای	コマンド
زنیتسا	ゼニツァ
بونام	ボーナム
گوردی	ゴーディ
فریادها	叫び声
مایسنر	マイスナー
استهزاء	嘲笑
تیلمن	ティルマン
وانیلی	バニラ
کامینو	カミノ
سگد	セゲド
جینگو	神宮
ساتر	サッター
اورتو	オルト
ایرو	アーヴ
شربورگ	シェルブール
خوارز	フアレス
پیشنویس	ドラフト
پیشنویس	下書き
اوکسانا	オクサナ
باطری	バッテリー
باطری	電池
باطری	バッテリ
یاو	ヨー
دیوونه	クレイジー
کائوری	かおり
دورگا	ドゥルガー
چاکتاو	チョクトー
آون	エイヴォン
آون	オーエン
آون	オーウェン
کاسیرر	カッシーラー
هاتویاما	鳩山
ربنا	アーバナ
حجابی	ベール
فراموشکار	忘却
اوبرهاوزن	オーバーハウゼン
اسلاتر	スレーター
اسلاتر	屠殺
آدنوم	腺腫
مستو	メスト
وادا	和田
رنگو	ランゴ
گیلمان	ギルマン
قارچهای	菌類
سودش	営利
سودش	利益
سودش	収益
سیجی	誠二
آلوها	アロハ
ژنده	ラグ
سرزمینها	レルム
دستنوشته	スクリプト
دستنوشته	脚本
عطرهای	香水
تولیم	ツリウム
الیسع	エリシャ
لئونور	レオノール
پیرهن	シャツ
جهالت	無知
دیکرسون	ディッカーソン
آبوجا	アブジャ
ادارد	エダード
جوردی	ジョルディ
بوتانول	ブタノール
فسفاتاز	ホスファターゼ
پریما	プリマ
اوشیانا	オセアナ
درموت	ダーモット
کوجیکی	古事記
ژامبون	ハム
بلنهایم	ブレニム
کارملو	カーメロ
کارملو	カルメロ
تقوای	敬虔
