日本	japonya
アンバサダー	büyükelçi
アンバサダー	elçileri
愛国心	vatanseverlik
トレンチ	siper
トレンチ	hendek
美徳	erdem
美徳	fazilet
安山岩	andezit
パペット	kuklalar
パペット	kukla
ジハード	cihat
ジハード	cihad
ろうそく	kandil
ろうそく	mum
ろうそく	mumlar
ろうそく	şamdan
ギャンブラー	kumarbaz
バイコヌール	baykonur
クロコダイル	timsah
ペッパー	biber
インターン	staj
インターン	stajyer
アセトン	aseton
元本	müdire
元本	müdür
ブラッディ	kanlı
インターンシップ	staj
インフェルノ	cehennem
ガイダンス	rehberlik
ガイダンス	hidayet
エスコート	eskort
エスコート	refakat
エスコート	eşlik
メタデータ	meta
コモロ	komorlar
アライブ	hayatta
アライブ	canlı
水彩	suluboya
宛先	alıcılar
宛先	hedef
宛先	varış
宛先	alıcı
宛先	alıcıları
宛先	alıcısı
宛先	istikamet
烙印	markalı
ブーケ	buket
ブーケ	demet
コペルニクス	kopernik
ノスタルジア	nostalji
スタイリッシュ	şık
エンジェルス	melekler
人見知り	çekingen
人見知り	utangaç
ドーパミン	dopamin
無秩序	düzensizlik
無秩序	bozukluk
無秩序	bozukluğu
前置詞	edat
エレクトロニカ	elektronika
セットアップ	ayarlama
セットアップ	tuzak
セットアップ	kurulumu
セットアップ	kurulum
光化学	fotokimyasal
首輪	yaka
首輪	yakası
首輪	tasma
フィドル	keman
抗弁	defans
抗弁	savunma
フリース	postu
サンダル	sandalet
サンダル	terlik
カヤック	kayak
カヤック	kano
かばん	çanta
かばん	torba
かばん	poşet
ポッキー	çopur
読み込む	yükle
読み込む	yükleyin
読み込む	yük
ディール	anlaşma
ディール	anlaştık
聖徒	azizler
伝聞	söylenti
パージ	arınma
パージ	tasfiye
パージ	temizle
ヘルシー	saglikli
ヘルシー	sağlıklı
卵黄	sarısı
副詞	zarflar
あんず	kayısı
ダイナモ	dinamo
ブート	bot
ブート	çizme
投げつける	fırlama
洒落	klas
パラソル	şemsiye
バックル	tokası
害する	zarar
害する	önyargı
イヌイット	eskimo
寒気	titreme
寒気	sakin
マエストロ	üstat
マエストロ	üstad
横向き	manzara
横向き	yatay
デコード	deşifre
電解質	elektrolit
プリセット	ayarlar
プリセット	ayarlı
不注意	dikkatsizlik
句読点	noktalama
プラスティック	plastik
プラスティック	naylon
花婿	damat
動脈瘤	anevrizma
潜る	dal
潜る	dalmak
潜る	dalış
潜る	dalın
表側	cephe
表側	öne
表側	ön
不敬	saygısız
ルーチン	rutin
カタツムリ	salyangoz
タワーズ	kuleleri
タワーズ	kuleler
コンプレッサー	kompresör
トレーダー	tüccar
ろくでなし	piç
スリープ	uyku
スリープ	uyumak
スリープ	uyu
ケール	lahana
パラジウム	paladyum
賃貸借	kiralamak
賃貸借	kiralama
インフラストラクチャー	altyapı
ムカデ	kırkayak
クリエーター	yaratıcı
クリエーター	yaratan
クリエーター	yaradan
クリエーター	yaratıcısı
サマーズ	yazları
エイプリル	nisan
エイプリル	nişan
征服者	fatih
絶品	süper
略式	gayriresmi
受粉	tozlaşma
カーペンターズ	marangoz
カーペンターズ	marangozlar
クライマー	dağcı
ランジェリー	gecelik
サイリスタ	tristör
セーター	kazak
テルル	tellür
ウィジェット	parçacık
エミレーツ	emirlikleri
レイヴン	karga
レイヴン	kuzgun
セキュリティー	güvenlik
恍惚	mest
漸近	asimptotik
コーラン	kuran
コーラン	kur
ジャッカル	çakallar
ジャッカル	çakal
床屋	berber
セヴァストポリ	sivastopol
さまよう	dolaşıp
透明度	şeffaf
透明度	şeffaflık
ホットドッグ	sosisli
フォーマル	resmi
古生代	paleozoik
ほうき	süpürge
超自然	doğaüstü
受精卵	zigot
召使	hizmetli
召使	hizmetçi
召使	uşak
キャメル	deve
ライラック	leylak
ブロードキャスト	yayın
仲人	çöpçatan
ダッシュボード	pano
ダッシュボード	panosu
デリバティブ	türev
デリバティブ	türevleri
ギャロップ	dörtnala
カラチ	karaçi
ペンキ	boya
ペンキ	boyama
クロール	sürün
クロール	sürünerek
多角形	çokgen
多角形	çokgenler
マラケシュ	marakeş
ゼラチン	jelatin
黒鉛	grafit
にんじん	havuç
ベンチマーク	kriterleri
ソファ	koltuk
ソファ	koltuklar
ソファ	kanepe
深み	derinlik
深み	derinliklerinde
ブルーベリー	yabanmersini
タペストリー	goblen
作業場	atölyesi
作業場	atölye
ブラジャー	sütyen
返金	iade
インフィニット	sonsuz
放物線	parabol
無法者	haydutlar
コンパートメント	bölme
神経症	nevroz
シェイプ	şekli
シェイプ	biçim
シェイプ	şekiller
シェイプ	şekil
シェイプ	şekilleri
泥炭	turba
ウイングス	kanat
ウイングス	kanatlar
ウイングス	kanatları
未経験	tecrübesiz
バックボーン	omurga
スタンディング	ayakta
ミニバス	minibüs
ポピー	afyon
ポピー	haşhaş
鈍い	donuk
鈍い	sönük
鈍い	sıkıcı
フレキシブル	esnek
昼寝	kestirmek
昼寝	uyku
昼寝	şekerleme
パンプキン	balkabağı
パンプキン	kabak
除算	böl
ハタ	orfoz
洋裁	terzilik
船室	kulübe
船室	kabin
小道	patika
花瓶	vazolar
花瓶	vazo
スズメバチ	arısı
除草	yoluna
スモーク	sigara
スモーク	duman
シンターゼ	sentaz
馬具	koşum
アルカーイダ	kaide
明け方	şafak
明け方	seher
ジャブ	yumruk
クリーナー	temizlikçi
クリーナー	temizleyici
コーチング	koç
コーチング	koçluk
コーチング	antrenör
アセチレン	asetilen
ブッチ	erkeksi
アサルト	taarruz
アサルト	saldırı
重罪	suç
ハピネス	mutluluk
ハピネス	mutluluklar
ハピネス	mutluluğu
カミング	geliyorum
カミング	geliyor
縫製	dikiş
裁断	kesme
裁断	kesmek
裁断	kesim
ブレスレット	bilezikler
ブレスレット	bilezik
ブレスレット	bileklik
ログアウト	çıkış
ポップアップ	seyyar
脳炎	ensefalit
エンドウ	bezelye
ピラニア	pirana
テキーラ	tekila
蝋燭	kandil
蝋燭	mum
蝋燭	mumlar
太もも	but
太もも	uyluk
太もも	kalça
太もも	kalçalar
スパゲッティ	makarna
スパゲッティ	spagetti
バギー	tüylü
隠者	münzevi
隠者	ermiş
隠者	keşişler
ストロンチウム	stronsiyum
分母	payda
関節炎	artrit
球根	ampul
忍耐	sabır
ハリネズミ	kirpi
ハリネズミ	kirpiler
塩漬け	tuzlu
剥製	doldurulmuş
剥製	dolma
肝硬変	siroz
ペニス	penisi
口紅	ruj
不均衡	dengesizlik
切り離す	ayırın
切り離す	ayır
かかし	korkuluk
時給	saatlik
ブラフ	blöf
怠慢	ihmal
エレバン	erivan
捻挫	burkulma
ショウガ	zencefil
ショウガ	kızıl
ポーチ	veranda
ポーチ	torba
ポーチ	kese
焦り	sabırsızlık
陽電子	pozitron
パリティ	eşitlik
聴力	işitme
聴力	duyma
小包	paket
ヨード	iyot
ファクシミリ	faks
コンブ	yosun
重水素	döteryum
オイスター	istiridye
梅毒	frengi
安静	dinlenme
安静	istirahat
安静	dinlenmek
ユニタリ	üniter
脳症	ensefalopati
ドローイング	çizim
ドローイング	resim
マスカラ	maskara
マスタード	hardal
マリファナ	marihuana
マリファナ	esrar
バイス	yardımcısı
バイス	ahlak
バイス	ahlaksızlık
アイロン	demir
アイロン	ütü
鼻炎	rinit
ディスカッション	tartışmak
ディスカッション	görüşmeler
ディスカッション	tartışmaları
ディスカッション	tartışma
ディスカッション	tartışmalar
パセリ	maydanoz
モーテル	otel
デコレーション	süsleme
デコレーション	dekorasyon
デコレーション	dekore
マミー	anne
ゲーマー	oyuncular
マズル	namlu
おしゃぶり	emzik
ヒトデ	denizyıldızı
横断幕	sancak
横断幕	bayraklar
横断幕	pankartları
横断幕	afiş
横断幕	başlıklar
査証	vize
オベリスク	dikilitaş
ため息	iç
冒涜	küfür
ラダー	merdiven
ダスティ	tozlu
念力	psikokinezi
キツツキ	ağaçkakan
かかと	topuklu
かかと	topuk
胡椒	biber
サフラン	safran
縫合	dikiş
パッシブ	pasif
ブレッド	ekmek
直腸	rektal
直腸	rektum
重量挙げ	halter
ヘリックス	sarmal
シオニズム	siyonizm
シャンデリア	avize
減算	çıkar
サイレンス	sessiz
サイレンス	sessizlik
グリシン	glisin
デニム	kot
足袋	direniş
ガチョウ	kaz
ガチョウ	kazlar
便秘	kabızlık
マッチョ	maço
はぁ	hı
ベイブ	bebek
ベイブ	bebeğim
新生代	senozoik
スキャナ	tarayıcı
スキャナ	tarayıcılar
ずさん	özensiz
十種競技	dekatlon
ゴミ箱	çöp
ゴミ箱	çöplük
モブ	mafya
ネーション	ulus
でたらめ	saçmalık
スカッシュ	kabak
ヒポクラテス	hipokrat
プル	çek
プル	çekin
パフェ	parfe
ティラナ	tiran
屠殺	katliam
屠殺	kıyım
布地	kumaş
リボソーム	ribozomal
切り分け	oyma
渦巻き	girdap
背骨	omurga
ドレッシング	pansuman
ドレッシング	giyinme
ドレッシング	giyinmek
検査官	müfettiş
天頂	doruk
シーケンシャル	sıralı
報奨	teşvik
報奨	teşvikler
サイコパス	psikopat
ウィット	zeka
ウィット	zekâ
ウィット	akıllı
トースト	tost
リブ	kaburga
ジャックス	vale
レント	kira
レント	kiralık
レント	kiralama
からかう	alay
ジゴロ	jigolo
叫び声	çığlığı
叫び声	çığlıkları
叫び声	bağır
叫び声	çığlıklar
叫び声	ağlıyor
叫び声	çığlık
叫び声	ağlar
縫う	dik
オートメーション	otomasyon
嚢胞	kist
ナメクジ	sümüklü
タンガニーカ	tanganika
ビスマス	bizmut
ウェイター	garsonluk
ウェイター	garson
ヒマラヤ山脈	himalayalar
針金	tel
針金	kablo
ヘーラクレース	herakles
聖餐	efkaristiya
事跡	başarılar
キャッチボール	yakala
手綱	dizginleri
観念論	idealizm
ヌール	nur
トリミング	kırpılmış
トリミング	ekin
トリミング	kırpma
ヌクレオチド	nükleotid
ディテール	detaylı
ディテール	ayrıntı
ディテール	detay
ヒープ	yığını
ヒープ	yığın
噛む	isırık
噛む	lokma
サイイド	seyit
毛糸	iplik
エクササイズ	alıştırma
エクササイズ	egzersiz
ウィッシュ	keske
ウィッシュ	dilek
ウィッシュ	keşke
無益	nafile
無益	beyhude
プロパティ	özellik
プロパティ	mülk
プロパティ	özellikleri
プロパティ	gayrimenkul
プロパティ	emlak
プロパティ	özellikler
プロパティ	mülkiyet
無神論	ateizm
無神論	ateist
ネイル	çivi
ネイル	tırnak
ネイル	çiviler
ネイル	tırnaklar
アライグマ	rakun
残額	kalan
残額	kaldı
ゴス	gotik
アクティビティ	faaliyetleri
アクティビティ	hareketler
アクティビティ	etkinlik
アクティビティ	etkinlikler
アクティビティ	faaliyetler
アクティビティ	faaliyet
アクティビティ	aktivite
アクティビティ	aktiviteler
ステイ	kal
ステイ	kalın
ジェントルマン	centilmen
ジェントルマン	beyefendi
ブラウス	bluz
ニコシア	lefkoşa
キンシャサ	kinşasa
ニンフ	peri
コショウ	biber
ペントハウス	çatı
カフェテリア	matara
カフェテリア	kafeterya
ペレストロイカ	perestroyka
寝たきり	yatalak
トルーパー	süvari
ヌル	geçersiz
ヌル	sıfır
フラスコ	şişeler
キルト	yorgan
ディレイ	gecikme
ディレイ	erteleme
クルディスタン	kürdistan
ティーンエイジャー	genç
ティーンエイジャー	ergen
クレープ	krep
タンブリン	tef
ウコン	zerdeçal
キノピオ	kurbağa
スキャナー	tarayıcı
エンデバー	çaba
ピレウス	pire
無地	sade
無地	apaçık
無地	yalın
無地	düz
漏斗	huni
髪形	saç
コンドーム	prezervatif
コンドーム	kondom
不眠症	uykusuzluk
砂塵	kum
砂塵	toz
砂塵	kumu
虫歯	çürükler
渇き	susuzluk
発疹	döküntü
発疹	kızarıklık
発疹	aceleci
アクセサリ	aksesuarlar
アクセサリ	aksesuarları
アクセサリ	aksesuar
ショーケース	gösteri
涼しい	süper
涼しい	serin
涼しい	havalı
ステートメント	ifadeler
ステートメント	ifadeleri
ステートメント	ifade
ステートメント	beyan
ダーリング	canım
ダーリング	sevgilim
オニオン	soğan
オニオン	soğanlı
マッシュルーム	mantarlar
マッシュルーム	mantar
マッシュルーム	mantarlı
キャノンボール	gülle
染める	boya
やわらかい	yumuşak
やわらかい	yufka
すすめる	teşvik
すすめる	tavsiye
葉っぱ	yaprak
葉っぱ	yapraklar
イヤリング	küpe
イヤリング	küpeler
エキゾチック	egzotik
二元論	düalizm
スーツケース	çanta
スーツケース	valiz
スーツケース	bavul
献立	rejim
献立	diyet
スモーキー	dumanlı
吐き気	bulantı
肉屋	kasap
至福	saadet
セーリング	yelkenli
セーリング	yelken
ソファー	koltuk
ソファー	kanepe
パンケーキ	gözleme
パンケーキ	krep
弓術	okçular
弓術	okçuluk
スレイヤー	avcı
速記	steno
モルタル	havan
イボ	siğil
アイデンティティー	kimlik
アイデンティティー	kimliği
心電図	ekg
プディング	muhallebi
プディング	puding
アクアリウム	akvaryum
コオロギ	kriket
コオロギ	çekirge
入れ墨	dövme
入れ墨	dövmeler
裏通り	sokak
けん引	çekici
サベージ	vahşi
サベージ	yabani
カタロニア	katalonya
郎党	avans
レセプション	resepsiyon
レセプション	karşılama
冠詞	makale
冠詞	yazı
冠詞	makaleler
冠詞	yazılar
冠詞	madde
ビュッフェ	büfe
ハーネス	koşum
クエーサー	kuasar
オマケ	ekstra
ヒューマニズム	hümanizm
播種	yerleştirdi
播種	dikim
播種	yerleştirilmiş
ハイエナ	sırtlan
しびれ	uyuşma
しびれ	uyuşuk
傷口	yaran
傷口	yara
傷口	yarası
ウェルシュ	galli
ウェルシュ	galler
吠える	havlayan
サンドウィッチ	sandviç
ヘアー	sac
ヘアー	saçlar
ヘアー	saç
滑石	pudra
滑石	talk
ヒキガエル	kurbağa
ザクロ	nar
恩寵	zarafet
羅山	rezen
降雨量	yağış
コンテキスト	bağlama
コンテキスト	bağlam
コンテキスト	içerik
子羊	kuzum
子羊	kuzu
ペンシル	kalem
切開	kesik
無題	adsız
ヒスイ	yeşim
オーディエンス	seyirci
オーディエンス	izleyici
差動	diferansiyel
ハミルトニアン	hamilton
シガー	puro
アトミック	atomik
アトミック	atom
ラグ	halılar
ラグ	halı
ラグ	gecikme
アナキズム	anarşist
アナキズム	anarşizm
ユーカリ	okaliptüs
蜂の巣	petek
遠回り	dolambaçlı
受入れ	kabulü
受入れ	kabul
グラデーション	gradyan
グラデーション	eğimleri
無菌	steril
無菌	kısır
無菌	verimsiz
スワジランド	svaziland
ジッダ	cidde
ラジウム	radyum
ムーサ	ilham
胡麻	susam
お花	çiçek
お花	çiçekler
供物	adak
コミット	işledi
アラーム	alarmları
アラーム	alarmı
アラーム	alarm
メガホン	megafon
カテーテル	kateter
メロドラマ	melodram
野人	yabani
ジャコブ	yakup
パンデミック	salgın
パンデミック	salgını
還付	iade
ドゥーム	azap
押韻	kafiyeli
腫れ	şişmiş
腫れ	şişlik
腫れ	şişme
シトラス	narenciye
汚泥	çamur
トラッカー	takipçi
トラッカー	izleyici
オクテット	oktet
アンビエント	ortam
マドラサ	medrese
かわいそう	fakir
かわいそう	zavallı
かわいそう	yoksul
モラトリアム	moratoryum
ダイアグラム	diyagramlar
ダイアグラム	diyagramı
イチジク	incir
非同期	asenkron
ファンデーション	temel
ファンデーション	vakfı
ファンデーション	vakıf
脛骨	kaval
脊柱	omurga
アニス	anason
ひび割れ	çatlaklar
ひび割れ	çatlak
三つ子	üçüz
シャリーア	şeriat
シロアリ	termit
シロアリ	termitler
ガンジー	gandi
イマジネーション	hayal
キラーズ	katiller
キラーズ	katilleri
ブランケット	battaniye
滑車	makara
アッティラ	atilla
チップス	çip
チップス	cips
チップス	fiş
セラピスト	terapisti
セラピスト	terapist
アニリン	anilin
インテグレーション	entegrasyonu
インテグレーション	entegrasyon
インテグレーション	bütünleşme
エウロパ	avrupa
ボヘミアン	bohem
家路	vatan
アルマゲドン	kıyamet
アルマゲドン	mahşer
ホルムアルデヒド	formaldehit
暖炉	şömine
トーラー	tevrat
黄疸	sarılık
プロテアーゼ	proteaz
トラッキング	izleme
トラッキング	takip
フィフス	beşinci
遠近法	perspektif
ヘッダー	başlıklar
ヘッダー	başlık
ヘッダー	başlığı
カブール	kabil
スレンダー	narin
スレンダー	ince
ケンタウロス	centaurlar
スリッパ	terlik
優柔不断	kararsızlık
チフス	tifüs
コーリング	aramak
コーリング	arıyorum
コーリング	arıyor
コーリング	çağrı
麻疹	kızamık
メキシカン	meksika
メキシカン	meksikalı
テキスタイル	tekstil
そばかす	çilli
フメリニツキー	hmelnitski
シュノーケル	şnorkel
レイシ	liçi
イリジウム	iridyum
ホークアイ	şahin
いいわけ	bahane
いいわけ	bahaneler
乾燥機	kurutma
モガディシュ	mogadişu
麺類	erişte
シーツ	çarşaf
シーツ	levhalar
アセンション	yükseliş
アセンション	yükselme
口髭	bıyıklı
口髭	bıyık
蛇口	dokunun
蛇口	musluk
蛇口	dokun
ヒズボラ	hizbullah
上り坂	yokuş
カモフラージュ	kamuflaj
カモフラージュ	kamufle
愛らしい	sevimli
玉ねぎ	soğan
玉ねぎ	soğanlı
シーソー	tahterevalli
オデュッセウス	odesa
ヘルム	dümen
ヒューマノイド	insansı
義肢	protez
無煙	dumansız
ガゼル	ceylan
アストラハン	astrahan
ローディング	yükleniyor
ローディング	yükleme
買い手	alıcı
ブルドーザー	buldozer
ジェネリック	genel
禁輸	ambargo
アウター	dış
ナザレ	nasıra
センセーショナル	sansasyonel
インジェクション	enjeksiyon
インジェクション	iğne
ピカピカ	parlak
地籍	kadastro
ハルツーム	hartum
やけど	yanıklar
やけど	yanık
やけど	yansın
やけど	yanar
やけど	yak
やけど	yan
ガーデニング	bahçe
生姜	zencefil
生姜	kızıl
強制執行	haciz
いかだ	sal
シェード	gölge
キウイ	kivi
モックアップ	model
モックアップ	maket
ウロコ	pul
ウロコ	terazi
燻製	füme
燻製	iyileşmiş
睾丸	testis
フローティング	yüzen
フローティング	yüzer
フローティング	yüzüyor
愚か者	aptallar
愚か者	ahmak
愚か者	salaklar
愚か者	aptal
セイウチ	mors
エレガンス	zarafet
イチイ	porsuk
クロロフィル	klorofil
ビギナー	acemi
ペパーミント	nane
ペパーミント	naneli
オルト	ortopedi
おむつ	bezi
おむつ	bez
目盛	ölçekleme
目盛	ölçeği
目盛	ölçek
目盛	ölçekli
がっかり	hayalkırıklığı
がっかり	hüsran
ドライヤー	kurutma
滑り台	slayt
ロックス	kaya
ロックス	kayalar
ロックス	taş
ロックス	taşlar
フォールト	hatalar
フォールト	fay
申請者	aday
トリプトファン	triptofan
蝶番	menteşe
哺乳動物	memeli
象嵌	işlemeli
オリエンテーション	oryantasyon
アセット	varlıklar
アセット	varlık
アセット	varlıkları
むちゃ	alem
街灯	lambalar
攪拌	karıştırın
フアレス	juarez
ライアー	yalancı
インセンティブ	teşvik
インセンティブ	teşvikler
胸壁	siperleri
ゲストハウス	pansiyon
ノルディック	iskandinav
ワカメ	yosun
コマース	ticaret
チロシン	tirozin
ライチョウ	keklik
アヴェンジャー	intikamcı
ヴォロネジ	voronej
借受	borçlular
プライマリ	birincil
ポテトチップス	cips
リッパー	karındeşen
ブリーダー	yetiştiricisi
リュージュ	kızak
セロリ	kereviz
タイピング	yazma
タイピング	daktilo
ジャンパ	jumper
パーマネント	kalıcı
パーマネント	daimi
ヘアスタイル	saç
じゅうたん	halı
じゅうたん	hali
イシュタル	iştar
養蜂	arıcılık
せん断	makas
組込み	yerleştirme
無鉄砲	dikkatsizlik
ハマグリ	istiridye
ハマグリ	midye
イメージング	görüntüleme
透かし	filigran
窮屈	sıkışık
ベグ	yalvarma
エストロゲン	östrojen
アウトブレイク	salgın
好き嫌い	seçici
引き伸ばし	genişleme
スカンク	kokarca
パンティー	külot
顔色	tenli
パラフィン	parafin
雑穀	darı
求む	aranan
求む	aranıyor
コッド	morina
神経痛	nevralji
狂犬病	kuduz
ミュール	katır
関心事	endişe
関心事	kaygı
お出かけ	gezmesi
ビッチ	sürtük
ビッチ	kahpe
ベニス	venedik
プードル	kaniş
ジャッキ	vale
ターバン	türbanlı
かき氷	tıraş
かき氷	traş
キチン	kitin
ベネチア	venedik
プロモ	promosyon
プロモ	promosyonlar
ベジタリアン	vejetaryen
マハチカラ	mahaçkale
鉱夫	madenci
鉱夫	madenciler
軽石	sünger
気管支炎	bronşit
マンコ	manço
緑内障	glokom
牡蠣	istiridye
シャクナゲ	ormangülü
ケチャップ	ketçap
脇差	vakizaşi
キーホルダー	anahtarlık
干ばつ	kuraklık
干ばつ	kıtlık
絵の具	boyalar
エクスペリエンス	deneyimleri
エクスペリエンス	deneyimi
エクスペリエンス	tecrübe
エクスペリエンス	deneyimler
エクスペリエンス	deneyim
特徴付ける	karakterize
ルーラー	hükümdarlar
ルーラー	hükümdar
ルーラー	yöneticiler
ホスピス	bakımevi
みにくい	çirkin
クロッシング	geçmek
持久力	dayanıklılık
ガリラヤ	celile
無神論者	ateist
来世	ahiret
排尿	idrar
ニュートラル	tarafsız
船出	yelkenli
船出	yelken
アカバ	akabe
シェリフ	şerif
コドン	kodon
ガラクトース	galaktoz
メラネシア	melanezya
けいれん	kramp
フロッピー	sarkık
フロッピー	gevşek
先入観	önyargı
ブラウザー	tarayıcılar
ブラウザー	tarayıcı
電離層	iyonosfer
ナプキン	peçete
扁桃	bademcik
ガウン	gecelik
ガウン	elbise
ゆるい	gevşek
カロテン	karoten
バッテリ	akü
バッテリ	batarya
バッテリ	pil
サーモ	termo
ヒステリー	histeri
エリヤ	ilyas
ナビゲート	yön
ギルガメシュ	gılgamış
マニエリスム	maniyerizm
アリゲーター	timsah
リレーション	ilişkileri
リレーション	ilişkiler
アクチュエータ	aktüatör
アデノシン	adenozin
ほくろ	köstebek
エクイティ	sermaye
じゃがいも	patates
リラクゼーション	rahatlık
リラクゼーション	rahatlama
羨望	kıskançlık
羨望	gıpta
痛風	gut
切り取り	kesme
切り取り	kesim
切り取り	kırpma
切り取り	ekin
切り取り	kesmek
切り取り	kestik
切り取り	kes
二日酔い	akşamdan
割賦	taksit
ヒジャーズ	hicaz
雄鶏	horoz
タリウム	talyum
しっとり	nemli
シナイ半島	sina
脾臓	dalak
スケジューリング	planlama
スケジューリング	zamanlama
根気	sabır
グラビティ	yerçekimi
コングロマリット	holding
マイクロフィルム	mikrofilm
ミモザ	mimoza
グール	hortlak
グール	gulyabani
オクトパス	ahtapot
ショーツ	şort
トリートメント	tedaviler
トリートメント	muamele
トリートメント	tedavisi
トリートメント	tedavi
ファイリング	dosyalama
シャイフ	şeyh
ビシュケク	bişkek
ウインチ	vinç
聴聞	işitme
聴聞	duruşmalar
聴聞	duyma
にんにく	sarımsaklı
にんにく	sarımsak
イサク	ishak
注射器	şırınga
アルハンゲリスク	arhangelsk
カリム	kerim
青白い	solgun
青白い	soluk
ウム	hımm
ロジスティック	lojistik
重荷	yük
対流圏	troposfer
逆立ち	amuda
グリズリー	boz
ナーセル	nasır
つま先	parmaklar
クルージング	seyir
クルージング	gezinti
マーチャント	tüccar
マーチャント	işyeri
カモノハシ	ornitorenk
レアリティ	nadir
七面鳥	türkiye
七面鳥	turkiye
バルフ	belh
ミュート	sessiz
ミュート	dilsiz
牧草	otlak
牧草	otlaklar
白目	beyazları
白目	beyazlar
白っぽい	beyazımsı
当惑	utanç
当惑	şaşkın
セキュア	güvenli
セキュア	güvende
ダンナ	koca
ダンナ	kocacığım
ダンナ	kocası
ヴァリャーグ	varegler
脳震盪	sarsıntı
白内障	katarakt
イグニッション	kontak
イグニッション	ateşleme
創造力	yaratıcılık
ブランディング	marka
マディーナ	medine
ブタン	bütan
エンコーダ	kodlayıcı
タイニー	küçücük
タイニー	minicik
タイニー	minik
スラヴォニア	slavonya
履物	ayakkabı
履物	ayakkabılar
血腫	hematom
レシート	makbuz
レシート	fatura
レシート	fiş
トランペッター	trompetçi
エスカルゴ	salyangoz
チャージャー	şarj
ガーリック	sarımsaklı
ガーリック	sarımsak
カッパドキア	kapadokya
値引き	çıkarım
オールディーズ	eski
オールディーズ	eskiler
オールディーズ	yaşlılar
オールディーズ	eskilerden
ペンチ	pense
血栓症	trombotik
アンテロープ	antilop
あっせん	arabulucu
あっせん	aracılık
あっせん	arabuluculuk
アルギニン	arginin
ジスルフィド	disülfit
アナコンダ	anakonda
灰皿	küllük
コンロ	fırın
コンロ	ocak
コンロ	soba
蹄鉄	nal
臆病者	korkak
アウトライン	taslağı
アウトライン	sıraladı
アウトライン	taslak
ライ麦	çavdar
ジェル	jel
ガース	kalınlığı
鍵屋	çilingir
カスタード	krema
カスタード	muhallebi
ルビジウム	rubidyum
マホガニー	maun
ダイナミズム	dinamizm
コーツ	palto
ザポリージャ	zaporijya
ヒステリック	histerik
プロレタリアート	proletarya
ファクス	faks
オートボット	autobotlar
休会	teneffüs
ドゥシャンベ	duşanbe
正真正銘	hakiki
凡庸	vasat
エクスポート	ihraç
エクスポート	ihracat
メロウ	olgun
ニキビ	sivilce
ニキビ	akne
シャドウズ	gölge
シャドウズ	gölgeleri
シャドウズ	gölgeler
シャドウズ	gölgelerin
キオスク	büfe
ウィロー	söğüt
フィアンセ	nişanlı
フィアンセ	nişanlısı
ベビーシッター	bakıcılık
ベビーシッター	bakıcısı
ベビーシッター	bakıcı
アスパラガス	kuşkonmaz
取り外す	ayırın
取り外す	ayır
マーガリン	margarin
声門	gırtlaksı
アフロディーテ	afrodit
カーディガン	hırka
バイブ	titreşim
ブロウ	darbe
腹膜炎	peritonit
空っぽ	bos
空っぽ	bomboş
空っぽ	boş
サワー	ekşi
後天性	elde
後天性	kazanılan
遊び心	şakacı
ポリウレタン	poliüretan
差出人	gönderen
エンタルピー	entalpi
スタビライザー	sabitleyici
アサリ	istiridye
アサリ	midye
欠格	diskalifiye
エアロビクス	aerobik
クロスワード	bulmaca
スケーター	patenci
ノベルティ	yenilik
チューインガム	çiğneme
チューインガム	çiğnemek
ジルコニウム	zirkonyum
バインディング	bağlama
バインディング	bağlayıcı
チェンバーズ	odalar
機知	zeka
機知	zekâ
機知	akıllı
コット	karyola
識字	okuryazarlık
ピュロス	pirus
テスタメント	ahit
テスタメント	vasiyet
多芸	esnekliğini
錠前	kilitli
錠前	kilit
錠前	çilingir
錠前	kilitleme
代価	geliri
不道徳	ahlaksız
不道徳	ahlaksızlık
ウィナー	kazanan
ウィナー	galip
オーガズム	orgazm
アフィリエイト	ortaklık
キャプチャー	yakala
キャプチャー	yakalama
インヴィンシブル	yenilmez
ブルジョア	burjuvazi
ブルジョア	burjuva
博学	bilgelik
ダイアログ	pencereler
胃袋	işkembe
メトロノーム	metronom
スピーディー	hızlı
インダクタンス	indüktans
彩度	doygunluk
配車	sür
配車	yolculuk
配車	turlar
配車	biniyor
メソアメリカ	mezoamerika
サクランボ	vişne
サクランボ	kiraz
平手打ち	tokat
ピジョン	güvercin
ダーティー	terbiyesiz
ダーティー	pis
ダーティー	kirli
レモネード	limonata
草取り	yoluna
パッケージング	paketleme
パッケージング	ambalaj
ティミショアラ	temeşvar
おせっかい	işgüzar
セッションズ	seans
ミゼット	cüce
デポジット	yatır
とうもろこし	mısır
バム	güm
モースル	musul
クロロホルム	kloroform
虫垂炎	apandisit
楽々	kolaylıkla
楽々	kolayca
クリューガー	kruger
モーゼ	musa
プレフィックス	önek
変成岩	metamorfik
グルタミン	glutamin
カシム	kasım
ルテニウム	rutenyum
セレクタ	seçiciler
セレクタ	seçici
アロマテラピー	aromaterapi
ピクルス	turşu
張り込み	gözetleme
ヘット	donyağı
タンタル	tantal
アンジオテンシン	anjiyotensin
アミロイド	amiloid
キャビア	havyar
サリチル酸	salisilat
フレーク	gevreği
凍る	donar
偽善	ikiyüzlü
偽善	ikiyüzlülük
ウォッチャー	gözcü
ウォッチャー	izleyici
ビー玉	misket
イントネーション	tonlama
フローズン	donuk
フローズン	donmuş
フローズン	dondurulmuş
