категория	類別
набросок	草圖
ридж	嶺
ридж	山脊
консорциума	財團
загадочная	神秘
палач	劊子手
честным	誠實
дуань	段
эмоциональная	情感
подлинная	正宗
детонации	引爆
детонации	爆炸
болью	疼痛
болью	痛苦
болью	痛
болью	傷痛
бедро	臀
бедро	大腿
бедро	髖
бедро	臀部
примирить	調和
кровотечение	出血
кровотечение	流血
гладко	光滑
гладко	平穩
гладко	順利
гладко	平滑
подозревали	疑似
подозревали	涉嫌
кодификации	編纂
лей	蕾
полимеры	聚合物
виндзор	溫莎
покрывала	面紗
просо	小米
оазис	綠洲
портной	裁縫
сброс	傾銷
сброс	傾倒
недавнее	近期
недавнее	最近
чрезмерного	過度
палладий	鈀
вечеринка	宴會
вечеринка	派對
вечеринка	黨
вечеринка	政黨
вечеринка	聚會
бельё	內褲
бельё	內衣
лай	賴
лай	黎
лай	吠
двусторонних	雙邊
одноклассник	同學
холестерина	膽固醇
локоть	手肘
локоть	肘
потребители	消費者
стимулирования	刺激
стимулирования	激勵
баррелей	桶
метеор	流星
метеор	流星雨
метеор	隕石
пороков	惡習
экспо	博覽會
экспо	博覽
гон	坤
гон	阿公
гон	龔
вкусы	味道
вкусы	口味
вкусы	品味
вкусы	風味
футболки	襯衫
пятницам	週五
подразделе	小節
подразделе	分節
назначенных	提名
назначенных	指定
интенсивные	密集
фуцзянь	福建
роялистов	保皇黨
стек	堆疊
стек	棧
зонтик	雨傘
зонтик	傘
несправедливости	不公
лизинг	租借
лизинг	租賃
гусеничный	履帶式
бикини	比基尼
печенье	cookie
печенье	餅乾
экстракт	提取
экстракт	萃取
экстракт	摘錄
рассчитывает	計數
рассчитывает	數
ханчжоу	杭州
шарм	魅力
погашения	償還
погашения	還款
рейнджер	遊俠
инаугурации	就職
инаугурации	就職典禮
дистанционное	遙控
дистанционное	偏遠
дистанционное	遙控器
пешеходов	行人
метафора	比喻
метафора	隱喻
моль	飛蛾
моль	蛾
патч	補丁
патч	修補
закупок	採購
подделки	造假
подделки	偽造
трансформатор	變壓器
гормон	激素
гормон	荷爾蒙
луком	洋蔥
работаем	工作
форматирование	格式
форматирование	格式化
костер	篝火
форель	鱒魚
пассивной	消極
пассивной	被動
свернуть	倒塌
свернуть	崩潰
свернуть	折疊
заболоченных	濕地
враждебные	敵視
враждебные	敵意
враждебные	敵對
винил	乙烯
справедливый	公平
купания	洗浴
купания	沐浴
купания	浴
колдовство	巫術
секунда	秒
секунда	第二
могущественный	強國
могущественный	強大
тюльпан	鬱金香
гадание	占卜
мусульманам	穆斯林
сократили	縮短
вдохновил	啟發
вдохновил	靈感
юаней	人民幣
юаней	元
юаней	袁
выборные	選修
выборные	選任
тоска	渴望
тоска	嚮往
ходатайства	動議
амнистия	特赦
амнистия	大赦
приданого	聘禮
приданого	嫁妝
идентичные	相同
повесили	洪
гадюка	毒蛇
хван	煥
хван	黃
хван	桓
барби	芭比
видимые	可見
равноправие	平等
равноправие	股權
равноправие	股本
равноправие	公平
инопланетяне	外僑
инопланетяне	外星人
инопланетяне	外國人
инопланетяне	異形
брик	磚塊
брик	磚頭
брик	磚
целевых	專用
неся	承載
неся	攜帶
рефлекс	反射
эстетических	美學
амнистию	特赦
амнистию	大赦
обеты	誓詞
обеты	誓言
акушерства	產科
акушерства	婦產科
налогообложение	稅收
налогообложение	稅務
повязку	眼罩
повязку	繃帶
повязку	紗布
хайтс	高地
спят	睡覺
спят	睡
порогов	門檻
горько	苦苦
горько	苦
тэгу	大邱
козёл	羊
козёл	山羊
коррективы	調整
хэй	乾草
пробки	交通
бриллианты	鑽石
сезонных	季節
воскресенья	星期日
воскресенья	星期天
рассеяние	散射
работодателя	雇主
работодателя	僱主
выговор	譴責
улики	證據
скрыты	隱藏
цинхай	青海
экскурсия	遊覽
экскурсия	遠足
мужики	男人
мужики	男性
мужики	男子
капитолий	都城
сундук	胸部
сундук	胸
сундук	樹幹
сундук	胸膛
сундук	胸口
вымерли	滅絕
инструментарий	工具箱
залога	附帶
залога	抵押
пластмасс	塑膠
пластмасс	塑料
эмираты	酋長國
ингредиенты	成份
ингредиенты	元素
ингредиенты	原料
ингредиенты	成分
далянь	大連
эксклюзивные	獨家
эксклюзивные	專屬
эксклюзивные	排他性
эксклюзивные	排他
рондо	回旋曲
улучшилось	改良
улучшилось	改善
улучшилось	改進
приготовить	廚師
приготовить	做飯
приготовить	煮
иллюзий	幻想
штрафы	罰金
штрафы	罰款
штрафы	處罰
штрафы	懲罰
штрафы	刑罰
совы	貓頭鷹
романтики	浪漫
свеча	燭
свеча	蠟燭
субсидии	補貼
субсидии	補助
субсидии	補助金
коммунальные	水電費
иммиграция	移民
иммиграция	移民局
спасатели	拯救
спасатели	班長
спасатели	營救
спасатели	救援
спасатели	班
спасатели	小隊
порнография	色情
продуктивность	生產力
спектры	光譜
счастливые	開心
счастливые	幸福
счастливые	高興
счастливые	快樂
подавлен	抑鬱
подавлен	鬱悶
стелс	隱身
стелс	隱形
чрезвычайные	非凡
субъективных	主觀
похвастаться	自誇
лазеры	鐳射
хуань	歡
хуань	桓
насыщения	飽和
насыщения	飽和度
заболеваемости	發病率
целует	吻
целует	親親
целует	親吻
спокойная	平靜
красавицы	美女
рукопашной	近戰
метафоры	隱喻
подделка	偽造
подделка	虛假
подделка	造假
подделка	假的
подделка	假冒
подделка	假
санитарных	衛生
кормление	進食
кормление	餵養
кормление	餵食
пагода	塔
пагода	寶塔
незаконные	非法
вклады	存款
вклады	押金
вклады	捐款
вклады	繳款
спи	睡眠
спи	睡覺
спи	睡
исчерпаны	用盡
исчерпаны	精疲力竭
поймали	抓到
сноуборд	滑雪板
ота	太田
ота	大田
прикосновение	觸控
прикосновение	感人
прикосновение	摸
прикосновение	觸動
прикосновение	觸碰
прикосновение	感動
поймал	抓到
ревность	醋意
ревность	妒忌
ревность	嫉妒
ревность	吃醋
флинт	火石
случайность	事故
случайность	意外
истощение	耗盡
истощение	減員
истощение	消耗
истощение	損耗
истощение	疲憊
пикет	糾察
двустороннее	雙邊
компенсация	補償
компенсация	賠償
количественно	量化
добавка	加法
буржуа	中產階級
буржуа	資產階級
синхронизация	同步
мусульманин	穆斯林
благородные	高貴
благородные	貴族
благородные	高尚
благородные	崇高
мото	摩托
смешной	搞笑
смешной	好笑
покаяния	悔改
покаяния	悔過
усилители	放大器
совместим	相容
вольфрам	鎢
уязвимость	弱點
распространенности	發病率
девяносто	九十
общежитии	宿舍
аксиома	公理
барьеры	壁壘
барьеры	屏障
барьеры	障礙
горизонте	地平線
хроническая	慢性
облегчение	救濟
пантера	豹
пантера	豹子
рино	雷諾
торт	蛋糕
паники	恐慌
хадж	朝聖
хадж	朝覲
племянницы	姪女
суровых	嚴厲
суровых	苛刻
суровых	嚴酷
гидравлических	水力
гидравлических	水利
гидравлических	液壓
икра	魚子醬
глоссарий	詞彙
вишни	櫻桃
клыки	獠牙
развертывания	部署
жемчуг	珍珠
жемчуг	明珠
выживший	生還者
выживший	幸存者
покаяние	悔改
покаяние	悔過
эмиратов	酋長國
крайности	極端
чата	聊天
чата	聊
калькутте	加爾各答
татуировки	紋身
татуировки	刺青
артерия	動脈
регистратор	前台
кусты	灌木叢
акционеры	股東
этанола	乙醇
абстракции	抽象
худшая	最糟
худшая	最壞
худшая	最糟糕
грабежи	搶掠
грабежи	劫掠
грабежи	掠奪
подписаться	跟著
подписаться	跟隨
подписаться	訂閱
законопроекты	帳單
законопроекты	賬單
законопроекты	法案
исчезнуть	消失
беглецов	逃犯
активировать	啟用
йоко	葉子
жесты	手勢
умышленное	預謀
умышленное	任性
оригиналы	原件
водораздел	分水嶺
водораздел	流域
эпидемий	流行病
кадет	學員
нанять	雇用
педиатр	兒科醫生
изъятие	豁免
прецедентов	判例
прецедентов	先例
айя	綾
судороги	抽筋
рифов	珊瑚礁
рифов	暗礁
рифов	礁
укрытие	收容所
укрытие	避難所
парашют	降落傘
колли	牧羊犬
продлен	擴展
продлен	延長
продлен	延伸
незаконный	非法
улучшилась	改良
улучшилась	改善
улучшилась	改進
допустимый	容許
резиновые	橡膠
резиновые	橡皮
антибиотики	抗生素
тренировка	健身
тренировка	鍛鍊
совершенствовать	精煉
постоянство	永久性
постоянство	永久
лестницу	階梯
лестницу	梯子
лестницу	梯
плакать	哭了
плакать	哭泣
плакать	哭
амулет	符
амулет	護身符
заключенные	犯人
заключенные	囚犯
заключенные	囚徒
жаворонок	百靈
жаворонок	雲雀
невинных	無辜
усердие	勤奮
питомник	狗窩
галилео	伽利略
определяя	界定
определяя	定義
постепенный	逐漸
постепенный	逐步
постепенный	漸進
сговор	串通
сговор	共謀
сговор	勾結
сговор	陰謀
фермеры	農民
фермеры	農夫
килограмма	千克
килограмма	公斤
вторжений	侵入
вторжений	入侵
пот	流汗
пот	汗
пот	汗水
пот	出汗
губки	海綿
губки	唇
губки	雙唇
губки	嘴唇
микропроцессоров	微處理器
старейшины	長輩
старейшины	長老
старейшины	長者
плот	木筏
наличными	現金
трос	有線
трос	電纜
трос	纜繩
алгебраическая	代數
интенсивных	密集
интенсивных	激烈
негатив	消極
диеты	節食
диеты	減肥
диеты	飲食
сопла	噴嘴
коза	羊
коза	山羊
презумпция	推定
удовлетворены	滿意
тнк	跨國公司
обязательная	強制
подражать	模仿
островных	海島
островных	島
островных	島嶼
сора	天空
покойный	已故
покойный	逝者
талия	腰
талия	腰部
грязно	凌亂
грязно	髒
грязно	臟
грязно	亂
получателя	收件人
получателя	收款人
доминировать	主宰
рассчитать	計算
аньхой	安徽
кварц	石英
запомнить	記住
кокаин	可樂
блиц	閃電戰
блиц	閃擊
стоматологии	牙科
подозреваемый	嫌犯
подозреваемый	嫌疑犯
подозреваемый	疑犯
инстинкт	本能
маркер	標記
ярлыки	標籤
роскошные	奢華
роскошные	豪華
скипетр	權杖
оплодотворения	人工授精
мошенничества	欺詐
мошенничества	詐騙
мошенничества	舞弊
грабить	劫掠
грабить	掠奪
убеждены	深信
агрессивные	咄咄逼人
знакомая	熟悉
копье	矛
копье	長矛
белфасте	貝爾法斯特
кобра	眼鏡蛇
уставы	包租
уставы	憲章
уставы	包機
невидимый	隱身
невидимый	隱形
невидимый	無形
избиения	毆打
одинокая	孤單
одинокая	孤獨
одинокая	寂寞
оригинально	原
оригинально	原文
оригинально	原件
оригинально	原創
оригинально	原始
нежный	投標
нежный	招標
нежный	溫和
нежный	溫柔
кэнди	糖果
кэнди	糖
асикага	足利
шиллингов	先令
сексуальность	性行為
сексуальность	性
слезы	流淚
слезы	淚
слезы	淚水
слезы	眼淚
штык	刺刀
выбранные	選取
пластик	塑膠
пластик	塑料
джен	仁
джен	揚
джен	楊
разграничение	區別
разграничение	區分
хронические	慢性
обеспокоенность	關切
джентльмен	紳士
джентльмен	君子
паразит	寄生
паразит	寄生蟲
гуань	關
укладки	造型
смягчения	減輕
радуги	彩虹
демографии	人口
растущий	生長
растущий	成長
фаланги	趾骨
этилена	乙烯
каст	種姓
планетарной	行星
барсук	獾
визиты	訪問
насыщенный	飽和
почерк	筆跡
почерк	手寫
почерк	字跡
фтора	氟
гараже	車庫
предполагаемые	據稱
позвонить	呼叫
позвонить	打電話
позвонить	致電
позвонить	通話
позвонить	電話
подписки	訂閱
подписки	認購
подол	下擺
горшок	壺
горшок	鍋
проблемные	困擾
чрезмерная	過度
джакарте	雅加達
этимологический	詞源
йода	碘
стажировки	實習
предатель	叛徒
предатель	叛賊
аналоговые	模擬
аналоговые	類比
шоке	驚
шоке	震驚
шоке	休克
шоке	衝擊
лау	劉
одноклассников	同學
одноклассников	同班同學
дофин	皇太子
истцов	原告
соу	母豬
вырубки	砍伐
зелени	綠化
стая	羊群
стая	打包
стая	包
количественных	定量
количественных	量化
кирпичи	磚塊
кирпичи	磚頭
кирпичи	磚
покрывало	毯
покрывало	被子
покрывало	毯子
покрывало	毛毯
скромность	謙卑
скромность	端莊
скромность	謙虛
скромность	謙遜
скромность	謙恭
капусты	捲心菜
капусты	白菜
мозгов	腦袋
мозгов	腦子
мозгов	大腦
мозгов	腦
мозгов	頭腦
бедствие	危難
бедствие	災害
бедствие	災難
бедствие	遇險
гоби	戈壁
вихрь	漩渦
вихрь	旋風
деко	裝飾
кадмия	鎘
убей	殺
распространенность	發病率
лотереи	彩票
бланки	表格
дот	點
крем	奶油
крем	霜
решительные	堅決
цельсия	攝氏
кабельное	有線
кабельное	電纜
кабельное	纜繩
обвиняемый	被告
обвиняемый	被告人
либерия	賴比瑞亞
секретарша	秘書
секретарша	前台
бадминтон	羽球
бадминтон	羽毛球
хаммер	悍馬
совокупный	合計
совокупный	累計
совокупный	累積
нежно	溫柔
нежно	輕輕
нежно	溫和
совместимы	相容
кризисов	危機
апелляция	呼籲
апелляция	上訴
маятник	鐘擺
тараканы	蟑螂
пренебрежение	無視
пренебрежение	忽視
пренебрежение	忽略
пренебрежение	疏忽
упражнение	演習
упражнение	鍛鍊
упражнение	練習
израильтяне	以色列人
реликвий	文物
реликвий	遺跡
темная	黑暗
темная	黑
темная	暗
сгруппированы	集群
обсуждая	辯論
риторический	修辭
воротник	項圈
воротник	領
суверенного	君主
суверенного	主權
щелочной	鹼
щелочной	鹼性
пингвины	企鵝
запрещении	禁止
домохозяйки	主婦
беги	跑
беги	跑步
беги	運行
желудочка	心室
джинджер	姜
отче	父
отче	神父
отче	父親
иви	常春藤
штемпель	郵戳
блокирование	阻擋
клевете	誹謗
клевете	誹謗罪
круиз	郵輪
круиз	巡航
циркония	鋯
кабуле	喀布爾
добровольные	自願性
добровольные	自願
слушаний	聽證會
парочку	情侶
парочку	夫妻
парочку	夫婦
метрики	指標
терраса	臺
терраса	陽台
терраса	露台
протестующие	示威者
гвоздь	釘子
гвоздь	釘
гвоздь	指甲
глупый	傻
глупый	笨
глупый	笨蛋
глупый	愚蠢
глупый	蠢
охранники	衛兵
охранники	守衛
многогранник	多面體
мобильность	調動
мобильность	流動
мобильность	流動性
готовила	煮熟
додзё	道場
токсичности	毒性
чемодан	行李箱
чемодан	手提箱
пулю	彈頭
пулю	子彈
кавасаки	川崎
бомбей	孟買
приглашенные	邀請
приглашенные	受邀
законные	合法
обморок	暈倒
обморок	暈
обморок	微弱
обморок	昏倒
хиро	弘樹
координировать	坐標
координировать	協調
коллаж	拼貼
морковь	胡蘿蔔
морковь	蘿蔔
браслет	手鐲
диссидентов	異見
модный	時裝
модный	時尚
талии	腰
талии	腰部
обещала	允諾
несправедливость	不公
эльф	精靈
камо	加茂
гравитация	重力
гравитация	引力
гравитация	地心引力
лэнг	朗
лэнг	郎
глухая	聾
глухая	聾人
глухая	耳聾
когнитивные	認知
уборка	清潔
уборка	家務
уборка	打掃
уборка	清洗
тучи	雲
тучи	雲彩
демократизации	民主化
испортить	寵壞
конкурирующих	相爭
реформирование	改革
славный	光榮
пьяцца	廣場
диета	節食
диета	減肥
диета	飲食
цзянси	江西
укреплять	加強
синай	西奈
взнос	繳款
бегемот	河馬
дюйм	英吋
дюйм	寸寸
дюйм	寸
дюйм	吋
погасить	撲滅
белль	貝勒
брешь	違規
брешь	違約
брешь	違反
переключатель	切換
переключатель	開關
преданный	忠誠
преданный	忠心
желтая	黃
желтая	黃色
однородной	同質
мау	茂
пауза	暫停
пауза	停頓
колокольчик	鈴
колокольчик	貝爾
колокольчик	鐘
инфракрасного	紅外線
инфракрасного	紅外
классификаций	分類
бармен	酒保
любопытный	好奇
забывая	遺忘
самоотверженность	奉獻
самоотверженность	無私
перечни	名單
парочка	情侶
парочка	夫妻
парочка	夫婦
садовник	園丁
бездействие	不作為
бездействие	省略
бездействие	遺漏
бездействие	疏漏
циклона	氣旋
циклона	旋風
отдаленных	遙遠
отдаленных	遠方
бороду	鬍子
бороду	鬍鬚
обиду	仇怨
вылечить	治癒
напряженность	張力
ремесел	手工藝品
ремесел	工藝品
ремесел	手工業
ремесел	手工藝
ремесел	工藝
кувейте	科威特
знамения	詩句
знамения	經文
займов	借款
займов	貸款
аэропортах	機場
клинически	臨床
спаситель	救世主
спаситель	救星
допуск	錄取
допуск	寬容
допуск	接納
допуск	容忍
допуск	入學
допуск	招生
бразилиа	巴西利亞
относительный	親戚
относительный	相對
майлс	英里
майлс	萬里
рубашку	襯衫
рубашку	襯衣
рубашку	衫
градиент	梯度
матушка	母親
матушка	母后
опишите	形容
опишите	描述
подсказку	提示
барьеров	壁壘
барьеров	屏障
барьеров	障礙
избавление	解脫
коралловых	珊瑚
шлюзы	閘門
бахрейне	巴林
обстрелы	炮擊
токсичность	毒性
гном	侏儒
гном	矮人
гном	矮
гном	矮星
сжигания	焚燒
сжигания	焚化
копать	挖掘
копать	挖
алхимии	煉丹術
алхимии	煉金術
ветеринарных	獸醫
картон	紙板
картон	硬紙板
картон	紙箱
инчхон	仁川
вяз	榆
санни	晴
упк	中共
симметричные	對稱
предохранитель	保險絲
шов	接縫
шов	縫針
новшества	革新
новшества	創新
нервный	緊張
овсянка	燕麥
счетчик	櫃台
счетчик	公尺
предпочла	偏好
провокационные	挑釁
каллиграфии	書法
колыбельная	搖籃曲
эксклюзивный	獨家
эксклюзивный	專屬
эксклюзивный	排他性
эксклюзивный	排他
катакомбы	墓穴
бойня	屠宰
бойня	屠宰場
бойня	屠殺
бойня	大屠殺
либерализации	自由化
слепо	盲目
гордый	驕傲
гордый	自豪
опекун	監護人
опекун	守護者
опекун	守護神
опекун	守護
комбо	套餐
сито	篩
тирании	暴政
тирании	專制
чувствительных	敏感性
чувствительных	敏感度
чувствительных	敏感
десятилетиями	幾十年
фудзи	富士
оговорка	預訂
оговорка	保留
вакансия	出缺
вакансия	空缺
сумку	包包
сумку	袋
сумку	袋子
сумку	包
разлива	洩漏
разлива	灑
сладости	甜食
сладости	糖果
расписал	炒作
подписка	訂閱
подписка	認購
смол	樹脂
хакер	駭客
езда	騎
езда	騎馬
апартаменты	公寓
индокитае	印度支那
кислой	酸性
настойчивость	毅力
настойчивость	持之以恆
канагава	神奈川
упасть	跌倒
упасть	秋天
упасть	秋季
терпимости	容忍
терпимости	寬容
слепые	瞎
слепые	盲
слепые	盲目
слепые	盲人
слепые	瞎子
фара	法拉
отреагировать	反應
сжатый	壓縮
шнур	臍帶
шнур	脊髓
диагностических	診斷
радиальная	徑向
переливания	輸血
одностороннее	單方
одностороннее	單邊
одностороннее	單方面
ждем	等待
ждем	等候
официант	侍者
сломать	休息
сломать	打破
сломать	中斷
ужесточение	緊縮
хулиган	惡霸
хулиган	欺負
фальшивые	假冒
фальшивые	假
фальшивые	假的
фальшивые	虛假
садик	幼兒園
садик	幼稚園
взятку	行賄
взятку	賄賂
кража	偷竊
кража	盜竊
кража	失竊
кража	偷
камеруне	喀麥隆
энтропия	熵
злодеи	反派
рубашка	襯衫
рубашка	襯衣
рубашка	衫
седло	鞍
седло	馬鞍
акация	合歡
акация	相思
госпитализации	住院
мекке	麥加
покупатели	客戶
покупатели	顧客
серьезная	嚴重
серьезная	嚴肅
серьезная	認真
почтальон	郵差
демонтажа	拆卸
демонтажа	拆除
демонтажа	拆解
возмездие	報應
возмещение	報銷
возмещение	退款
возмещение	賠償
возмещение	補償
возмещение	退還
возмещение	償還
икры	小腿
починить	修復
починить	修
слушайте	聽著
слушайте	聽
динозавр	恐龍
назначенные	指派
назначенные	提名
назначенные	指定
стерилизации	絕育
кимоно	和服
принуждение	強迫
принуждение	蠱惑
принуждение	脅迫
принуждение	強制
принуждение	強迫性
рубидия	銣
проигнорировать	無視
проигнорировать	忽視
проигнорировать	忽略
курсор	游標
скрыто	隱藏
созвать	召集
скетч	素描
скетч	草圖
медузы	水母
досуг	休閒
досуг	閒暇
досуг	娛樂
надежно	可靠
яичников	卵巢
напечатать	印刷
напечатать	列印
принтер	印表機
мерси	慈悲
мерси	仁慈
мерси	憐憫
попался	破獲
толковать	詮釋
крейн	吊車
крейн	起重機
крейн	鶴
трусы	內褲
трусы	內衣
сено	乾草
поуп	教皇
поуп	教宗
воск	蠟
радиоактивные	輻射
радиоактивные	放射性
радиоактивные	放射
аппетита	胃口
аппетита	食慾
игнорируется	忽略
деревообрабатывающей	木工
хулиганов	惡霸
героин	海洛因
брахма	梵天
брахма	梵
санскрит	梵語
паромы	渡船
паромы	渡輪
флажок	旗子
флажок	國旗
флажок	旗幟
флажок	旗
дуэты	雙人舞
пигмент	顏料
пигмент	色素
гибкий	靈活性
гибкий	彈性
гибкий	靈活
гибкий	柔性
рукоять	刀柄
липидов	磷脂
палочка	魔杖
униформа	均勻
униформа	軍服
униформа	制服
униформа	軍裝
ножницы	剪刀
горничная	女傭
горничная	傭人
горничная	家務
волнение	興奮
гейдельберг	海德堡
гипофиза	垂體
виргинских	處女
мобильности	調動
мобильности	流動
мобильности	流動性
ангелами	天使
периферийных	外圍
периферийных	周邊
экг	心電圖
обезопасить	安全
подсолнечника	向日葵
перевозчик	載體
перевозчик	航空母艦
упорядочить	精簡
пикник	野餐
пикник	郊遊
сурьмы	銻
микропроцессор	微處理器
калибровки	校正
калибровки	校准
ванадия	釩
взаимная	互
взаимная	互惠
взаимная	相互
продавцов	賣方
сосредоточение	濃度
болт	螺栓
груша	梨果
груша	梨
белье	洗衣服
белье	內褲
белье	內衣
белье	亞麻
белье	洗衣店
белье	洗衣
рекомендуемая	推薦
ограниченность	限制
вложить	投資
вложить	附加
вложить	附上
пенсия	退休金
пенсия	養老金
высылки	驅逐
высылки	驅逐出境
гибкой	靈活性
гибкой	彈性
гибкой	靈活
гибкой	柔性
плаза	廣場
вай	圍
вай	偉
штыки	刺刀
относительные	親戚
относительные	相對
ловкость	敏捷
хром	鉻
пневмония	肺炎
материке	內地
материке	大陸
бриллиант	鑽石
бриллиант	金剛石
пены	泡沫
турист	旅遊
турист	遊客
драгоценный	珍寶
драгоценный	寶貴
драгоценный	珍貴
разброс	散射
разброс	散布
атеист	無神論者
атеист	無神論
удаленные	刪除
неблагоприятные	不利
нефтехимической	石化
андах	安第斯山脈
пчелы	蜜蜂
сконцентрироваться	聚焦
сконцентрироваться	專注
сконцентрироваться	重點
сконцентрироваться	焦點
атеистов	無神論者
классику	經典
соблазнить	引誘
мириться	容忍
романтика	浪漫
цветочные	花卉
грязный	髒
грязный	臟
развлечение	娛樂
утопия	空想
утопия	烏托邦
ненавистью	恨
ненавистью	憎恨
ненавистью	討厭
ненавистью	仇恨
спекуляции	推測
спекуляции	投機
надпочечников	腎上腺
кличка	暱稱
кличка	綽號
туфли	皮鞋
туфли	鞋
туфли	鞋子
наследственное	遺傳
наследственное	世襲
сейф	安全
сейф	平安
пустота	空虛
кукурузу	玉米
коснулся	觸及
коснулся	感動
кораблекрушения	海難
обрезание	割禮
обрезание	割包皮
обрезание	切除
пес	狗
пес	犬
пес	竇
сверхзвуковой	超音速
лайонс	里昂
позитивных	平權
истекает	過期
истекает	到期
сириус	天狼星
джинн	晉
джинн	精靈
праздновать	慶祝
незаконными	非法
барбадоса	巴貝多
романтик	浪漫
праведный	公義
праведный	正義
задержание	拘留所
задержание	拘留
задержание	拘禁
чеснок	大蒜
чеснок	蒜
парикмахер	理髮師
парикмахер	理髮
выбираем	選擇
цивилизацию	文明
подошвы	鞋底
магнит	磁鐵
привязана	被綁
привязана	捆綁
электросвязи	電信
электросвязи	電訊
отслеживание	追查
отслеживание	追蹤
отслеживание	跟蹤
интерактивный	互動
эмбриона	胚胎
метан	甲烷
метан	沼氣
сверхновой	超新星
кабуки	歌舞伎
пострадавший	受害者
пострадавший	死者
пострадавший	受害人
вредителями	害蟲
вредителями	蟲害
гибкие	靈活性
гибкие	彈性
гибкие	靈活
гибкие	柔性
феминизм	女權主義
водить	駕駛
водить	開車
благоприятное	有利
андо	安藤
прочного	耐用
прочного	持久
станке	織機
слепая	瞎
слепая	盲
слепая	盲目
слепая	盲人
слепая	瞎子
банни	兔子
чернила	墨
чернила	油墨
чернила	墨水
коммандер	指揮官
коммандер	司令
ружье	步槍
ружье	獵槍
квалифицированные	熟練
квалифицированные	合格
бары	小節
бары	酒吧
коридоре	走廊
джуниор	少年
джуниор	初級
вождение	駕駛
девятнадцать	十九
панда	熊貓
подбородок	下巴
ванна	浴缸
ванна	洗澡
ванна	浴
вежливости	禮讓
вежливости	禮貌
вежливости	禮遇
пуговицы	按鈕
тик	蜱
уоттс	瓦特
куколка	洋娃娃
куколка	娃娃
куколка	玩偶
мираж	幻象
мираж	幻影
молочай	戟
конопля	麻
массаж	按摩
брома	溴
мияги	宮城
подружка	女友
подружка	女朋友
комфорт	安慰
комфорт	撫慰
комфорт	舒適
могадишо	摩加迪沙
трубопроводы	管道
треугольники	三角形
чучело	稻草人
разочарован	失望
кумамото	熊本
шэньчжэнь	深圳
курок	扳機
курок	觸發
попугаев	鸚鵡
лимон	檸檬
тундре	苔原
удовлетворена	滿意
соломы	稻草
соломы	吸管
поразительно	神奇
поразительно	驚人
обезглавлен	斬首
сыпь	疹
сыпь	皮疹
швейной	成衣
съемка	測量
съемка	拍戲
съемка	測繪
съемка	勘查
съемка	勘察
съемка	射擊
съемка	槍擊
съемка	勘測
съемка	拍攝
мигрируют	遷移
роскошь	奢華
роскошь	豪華
роскошь	奢侈
роскошь	奢侈品
недоразумений	誤解
цейлон	錫蘭
продовольственный	窯
тото	多多
трагический	悲劇
трагический	悲慘
сливы	李子
женаты	已婚
бесстрашный	無所畏懼
бесстрашный	無畏
наушники	耳機
заключительные	決賽
коньки	溜冰鞋
коньки	冰鞋
лусия	lucia
одержим	痴迷
одержим	迷戀
шэньян	瀋陽市
шэньян	瀋陽
браслеты	手鐲
бронхиальной	支氣管
зарядки	充電
зарядки	收費
бледный	淡
бледный	蒼白
интерактивные	互動
найма	聘用
найма	招聘
найма	雇傭
найма	雇用
реагентов	試劑
ежемесячные	每月
ежемесячные	月刊
аккорды	和弦
компетентность	能力
фол	犯規
изобрели	發明
босиком	赤足
босиком	赤腳
дрофа	鴇
пиши	寫信
пиши	撰寫
пиши	寫作
пиши	寫入
пиши	寫
мания	錯覺
стерн	船尾
магистрат	裁判官
выгодные	盈利
выгодные	有利可圖
воровство	偷竊
воровство	盜竊
воровство	失竊
воровство	偷
складной	摺疊
складной	折疊
конденсатор	電容
постель	床
постель	床上
свежее	清新
свежее	新鮮
нектар	花蜜
нектар	甘露
оставляется	留用
доверял	信賴
доверял	信任
перестроить	重建
угнетения	壓迫
бренди	白蘭地
тайфун	颱風
дохе	多哈
трамплин	跳板
мститель	民團
дейзи	菊花
карбонат	碳酸
стандартизация	標準化
твердость	堅定
твердость	硬度
сои	大豆
оптимально	最佳
оптимально	最優
лирическое	抒情
забитые	堵塞
огурцы	黃瓜
ископаемого	化石
адаптировать	適應
усыновление	收養
чувствительные	敏感性
чувствительные	敏感度
чувствительные	敏感
носки	襪子
носки	襪
кашу	粥
горючих	易燃
голой	裸
миллионеры	百萬富翁
гипотетически	假設
мертвые	死
ступни	腳
ступни	英尺
трагические	悲劇
трагические	悲慘
стимулирование	激發
стимулирование	刺激
никосии	尼科西亞
манго	芒果
галь	加侖
скорейшего	飛毛腿
взаимопонимание	理解
взаимопонимание	諒解
демографические	人口
тетя	姑姑
тетя	阿姨
тетя	伯母
тетя	姨媽
ответственное	負責
унижения	羞辱
унижения	屈辱
бриз	微風
чанчунь	長春
конические	圓錐
гондурасе	宏都拉斯
кишечник	大腸
кишечник	腸子
кишечник	腸
идзуми	泉
идзуми	和泉
коки	古柯
духовность	靈性
краситель	染色
краситель	染
краситель	染料
саламандра	鯢
приютов	收容所
улиток	蝸牛
ожидаемые	預計
ожидаемые	預期
револьверы	左輪手槍
лантана	鑭
тонну	公噸
тонну	噸
нужда	必要性
утешение	安慰
утешение	撫慰
утешение	舒適
утешение	慰藉
текстиль	紡織品
текстиль	紡織
текстиль	紡織業
теплые	溫暖
теплые	暖
смягчение	減緩
смягчение	減輕
