年	jaar
蒸餾	gedistilleerd
蒸餾	gedestilleerd
蒸餾	destillatie
蒸餾	distillatie
惰性	inertie
惰性	traagheid
生育率	vruchtbaarheid
平穩	glad
平穩	stabiel
平穩	soepel
平穩	gladde
平穩	gestaag
嘉獎	onderscheidingen
復發	terugval
復發	terugvallen
圓圈	kringen
圓圈	rondjes
圓圈	cirkels
圓圈	kring
圓圈	cirkel
屠宰	slachting
屠宰	slacht
屠宰	slachten
圈套	valkuil
圈套	valstrik
氫氣	waterstof
空域	luchtruim
顱	craniale
交保	borgtocht
交保	borgsom
碲	telluur
噗	poef
坦白	beken
坦白	bekennen
坦白	biecht
停滯	stagnatie
停滯	vastgelopen
停滯	stilstand
色調	toon
色調	toontje
色調	tint
陰性	negatieve
陰性	negatief
手勢	gebaren
手勢	gebaar
蓬勃發展	bloeiende
跳傘	parachutespringen
大笑	gelach
大笑	lachen
通行證	passeren
甲狀腺	schildklier
閥	kleppen
閥	afsluiter
閥	ventiel
閥	hartklep
閥	klep
牙醫	tandarts
牙醫	tandartsen
牙醫	tandheelkundige
凸顯	accentueren
凸顯	hoogtepunt
指紋	vingerafdrukken
指紋	vingerafdruk
邀約	uitlokking
貓咪	kat
貓咪	poes
色情片	porno
大蒜	knoflook
綻放	bloeiende
綻放	bloei
綻放	bloeien
通靈	helderziende
通靈	paranormaal
通靈	psychische
綠洲	oase
大腸	darm
大腸	darmen
教養	opvoeding
過濾器	filteren
擁擠	overvol
吠	bast
吠	blaffen
吠	schors
石棉	asbest
表白	biechten
表白	bekentenis
表白	biecht
經銷商	distributeur
經銷商	verdeler
經銷商	handelaren
經銷商	handelaar
經銷商	handelaars
炫耀	pronken
炫耀	pronk
節制	matiging
嘴唇	lippen
文盲	analfabetisme
文盲	analfabeet
作證	getuigen
遲到	laat
純潔	zuiver
純潔	reinheid
純潔	puur
純潔	zuiverheid
純潔	zuivere
加權	weging
加權	gewichten
加權	gewicht
加權	gewogen
木質	houten
腈	nitril
憑證	certificaten
憑證	certificaat
雙簧管	hobo
樹皮	bast
樹皮	blaffen
樹皮	schors
親情	genegenheid
親情	verwantschap
親情	affectie
新奇	nieuwigheid
猶豫	aarzel
猶豫	aarzelt
猶豫	aarzelen
猶豫	aarzeling
知覺	perceptie
知覺	bewustzijn
知覺	waarneming
反應堆	kernreactoren
反應堆	reactoren
前奏	voorspel
連貫	coherente
連貫	samenhangend
蒼蠅	vliegt
蒼蠅	vlieg
蒼蠅	vliegen
咖啡因	cafeïne
接種	inenting
礦石	erts
礦石	ertsen
良性	deugdzame
良性	deugdzaam
良性	goedaardig
良性	goedaardige
輸了	kwijt
輸了	verdwaald
輸了	verloren
低俗	vulgair
低俗	ordinair
低俗	vulgaire
小雨	motregen
礦產	minerale
礦產	mineralen
礦產	delfstoffen
礦產	mineraal
錳	mangaan
基線	uitgangssituatie
基線	basislijn
親親	zoen
親親	kusje
親親	kus
親親	kussen
衝浪	surfen
房東	verhuurder
房東	huisbaas
韻律	ritme
韻律	rijmen
韻律	rijm
肉桂	kaneel
洗錢	witwassen
好奇心	nieuwsgierigheid
腹瀉	diarree
語錄	noteringen
語錄	citaten
擴增	versterkt
寡婦	weduwnaar
寡婦	weduwe
寡婦	weduwen
放牧	grazen
退伍軍人	veteranen
梅毒	syfilis
準確度	juistheid
準確度	nauwkeurigheid
波形	golfvorm
錯字	typefout
笨拙	onhandig
笨拙	onhandige
孤單	eenzame
孤單	eenzaam
孤單	eenzaamheid
藥房	apotheek
野性	wilde
突破性	baanbrekend
突破性	doorbraak
突破性	baanbrekende
勸阻	ontmoedigt
勸阻	ontmoedigen
黏度	viscositeit
帶頭	loden
帶頭	lood
帶頭	leiden
酋長國	emiraten
酋長國	emiraat
嚴峻	grimmig
裁員	inkrimpen
裁員	inkrimping
崇敬	eerbied
能見度	zicht
能見度	zichtbaarheid
耐用	duurzaamheid
耐用	duurzaam
耐用	duurzame
虛弱	zwakke
虛弱	slap
虛弱	zwakken
虛弱	zwak
暴亂	oproer
暴亂	rel
暴亂	rellen
痊癒	genees
痊癒	genas
痊癒	genezen
痊癒	geheeld
下雪	sneeuw
更重	zwaarder
更重	zwaardere
倫理學	ethisch
倫理學	ethiek
偷竊	stelen
偷竊	diefstal
電光	bliksem
滾動	rollende
滾動	schuiven
滾動	walsen
滾動	rollen
滾動	scrollen
滾動	rol
滾動	rollend
滾動	geschrift
花瓶	vazen
花瓶	vaas
熱帶雨林	regenwoud
熱帶雨林	regenwouden
首飾	sieraden
首飾	juwelen
首飾	versieringen
已達到	bereikt
已達到	bereikte
成衣	kledingstuk
記住	onthoud
大寫	doppen
大寫	hoofdletters
大寫	hoofdletter
大寫	petten
不透明	ondoorzichtig
不透明	ondoorzichtige
願景	visies
願景	zicht
願景	visioenen
願景	visioen
願景	visie
羔羊	lammeren
羔羊	lammetje
羔羊	lamsvlees
羔羊	lam
天亮	ochtendgloren
天亮	dageraad
切片	plakje
切片	snijden
切片	gesneden
切片	plakjes
切片	snij
切片	versneden
項鍊	ketting
項鍊	halssnoer
項鍊	halsketting
藍寶石	saffier
廢料	schroot
清音	stemloze
尿道	plasbuis
準確性	juistheid
準確性	nauwkeurigheid
等值	equivalentie
等值	gelijkwaardigheid
豐收	oogst
豐收	oogsten
飛艇	luchtschip
敬畏	ontzag
抗菌	antibacteriële
秤	schalen
秤	schubben
秤	weegschaal
秤	weegschalen
燒死	verbranden
燒死	brand
燒死	branden
香氣	geur
石斑魚	cidi
樹幹	slurf
樹幹	kofferbak
樹幹	achterbak
燭光	kaarsjes
燭光	kaarsen
燭光	kaarslicht
副詞	bijwoorden
粉色	roze
慢慢地	traag
慢慢地	langzaam
楔形	wig
白菜	kool
名望	roem
名望	faam
名望	bekendheid
名望	beroemdheid
靜電	ruis
靜電	statische
靜電	statisch
靜電	elektrostatische
沮喪	frustratie
沮喪	frustraties
沮喪	depressies
沮喪	depressie
聽力	gehoor
聽力	hoorzitting
馴	temmen
寄生蟲	parasiet
寄生蟲	parasieten
碳水化合物	koolhydraten
扭矩	koppel
撕	traan
撕	scheuren
撕	scheur
銫	cesium
播音員	omroeper
仲夏	midzomer
嗶	piep
開明	verlicht
開明	verlichte
易燃	brandbare
易燃	ontvlambaar
易燃	ontvlambare
易燃	brandbaar
出貨	verzending
出貨	scheepvaart
出貨	verzenden
出貨	verschepen
帥哥	knap
帥哥	knappe
帆布	doek
鬍鬚	snorharen
鬍鬚	baard
鬍鬚	baarden
鬍鬚	snor
麂	muntjak
失調	wanorde
失調	stoornis
希伯來文	hebreeuws
轉送	doorsturen
轉送	afleidingsmanoeuvre
轉送	afleiding
轉送	omleiding
木工	houtwerk
木工	houtbewerking
木工	timmeren
木工	timmerman
木工	bouwbedrijven
丟棄	weggooien
收成	oogst
收成	oogsten
庫存	inventariseren
庫存	voorraad
庫存	inventarissen
庫存	voorraden
庫存	inventaris
庫存	inventarisatie
烏龜	schildpadden
烏龜	schildpad
零食	hapjes
零食	hapje
零食	tussendoortje
電工	elektricien
黑色素	melanine
擠壓	knijpen
出缺	vacatures
出缺	vacature
出缺	vrijgekomen
體溫	temperatuur
駝背	bochel
駝背	gebochelde
駝背	bultrug
浴場	baden
皺	rimpel
皺	gerimpelde
受雇	gehuurd
受雇	aangenomen
受雇	ingehuurd
經度	lengtegraad
期望值	verwachtingen
申明	bevestigend
舞動	dansen
研磨	malen
研磨	frezen
投標	bieden
投標	offertes
投標	offerte
投標	biedingen
投標	bod
鴿子	duiven
鴿子	duif
鴿子	duifje
水潭	plas
水潭	plasje
溶解度	oplosbaarheid
拉伸	uitrekken
拉伸	uitstrekken
拉伸	strekken
拉伸	rekken
泳裝	badpak
巫術	hekserij
鮭魚	zalm
傳單	pamfletten
傳單	folders
傳單	bijsluiter
傳單	flyers
驢	ezel
投保	verzekerde
投保	verzekeren
投保	verzekerd
禮品	cadeautjes
禮品	kado
禮品	geschenken
禮品	cadeautje
禮品	cadeau
禮品	geschenk
禮品	cadeaus
簡略	verkorte
簡略	verkort
團圓	hereniging
團圓	réunion
團圓	reünie
團圓	weerzien
團聚	hereniging
團聚	weerzien
團聚	réunion
團聚	reünies
團聚	reünie
迷霧	mist
迷霧	mistig
迷霧	nevel
嘿	hé
嘿	he
乙炔	acetyleen
減肥	voeding
減肥	dieet
麵條	noedels
竊聽	afluisteren
竊聽	aftappen
竊聽	tikken
糞便	mest
糞便	uitwerpselen
糞便	ontlasting
冬眠	winterslaap
行蹤	verblijfplaats
格式化	opmaak
格式化	formatteren
格式化	indeling
格式化	formaat
禿鷹	gier
象徵性	symbolische
象徵性	symbolisch
流產	miskraam
流產	abortus
明示	expliciete
明示	expliciet
明示	uitdrukkelijk
明示	uitdrukkelijke
毅力	volharding
毅力	doorzettingsvermogen
毅力	wilskracht
鏡片	lenzen
鏡片	objectief
鏡片	objectieven
布爾什維克	bolsjewieken
布爾什維克	bolsjewistische
野豬	zwijn
野豬	zwijnen
野豬	everzwijn
感嘆	betreurde
各縣	provincies
戲劇性	dramatische
戲劇性	dramatisch
鯷	ansjovis
從屬	ondergeschikte
從屬	ondergeschikt
精准	precisie
精准	nauwkeurigheid
打包	verpakking
打包	roedel
打包	inpakken
打包	verpakken
變質	verwend
電量	batterij
電量	accu
配額	quotum
配額	contingent
配額	contingenten
配額	quota
拖車	woonwagen
拖車	caravan
拖車	aanhanger
拖車	aanhangwagens
拖車	aanhangwagen
私刑	lynchpartij
大壩	stuwdam
畫師	kunstschilder
畫師	schilder
教書	lesgeven
教書	onderwijzen
冷藏	koeling
週期性	cyclisch
週期性	periodiciteit
週期性	frequentie
週期性	cyclische
廢棄物	afvalstoffen
廢棄物	afval
廢棄物	puin
廢棄物	brokstukken
廢棄物	wrakstukken
廢棄物	verspilling
表哥	nicht
表哥	neef
表哥	nichtje
過剩	overmatig
過剩	overmaat
過剩	overschotten
過剩	overschot
過剩	overdaad
緩解	mitigatie
停機坪	schort
問責	verantwoording
問責	verantwoordelijkheid
鈷	kobalt
馬蹄	hoefijzer
馬蹄	hoef
正弦	sinus
打獵	jacht
打獵	jagen
七七	zeven
喉嚨	keel
鄰接	aangrenzende
管子	pijp
管子	buis
籌碼	fiches
籌碼	hefboom
軍械	arsenaal
下坡	afdaling
下坡	bergafwaarts
外籍人士	buitenlanders
外籍人士	vreemdelingen
悔改	berouw
雪茄	sigaar
雪茄	sigaren
收斂	convergentie
力矩	koppel
制冷	afkoeling
制冷	koelen
制冷	koeling
疏遠	vervreemding
號角	hoorn
及早	vroeg
及早	vroege
解職	ontslag
標點符號	interpunctie
蚶	kokkel
重印	herdrukt
重印	herdruk
昏倒	flauwvallen
昏倒	flauw
淤泥	slib
烈酒	likeur
拷貝	afschriften
拷貝	exemplaren
拷貝	kopieën
積累	cumulatie
積累	ophoping
積累	accumulatie
積累	opeenhoping
日曆	kalenders
日曆	agenda
日曆	kalender
諾言	beloften
諾言	beloftes
枯竭	uitgeput
枯竭	verarmd
跳棋	dammen
辱罵	aanstootgevend
啞	dempen
啞	dom
啞	stom
公使館	legatie
平局	das
平局	gelijkspel
平局	stropdas
公民權	staatsburgerschap
公民權	burgerschap
風化	verwering
洄游	migraties
暗影	schaduw
特此	hierbij
緊縮	bezuinigingen
緊縮	soberheid
緊縮	aanscherping
緊縮	verscherpen
泥炭	turf
泥炭	veen
真誠	oprecht
真誠	hoogachtend
真誠	oprechtheid
真誠	oprechte
爆炸性	explosieve
爆炸性	explosief
爆炸性	explosieven
處方	recept
處方	recepten
處方	voorschrift
信封	envelop
信封	enveloppen
信封	enveloppe
信封	omslagen
鼓掌	applaus
鼓掌	klappen
課本	schoolboeken
編隊	formatie
編隊	vorming
編隊	formaties
繼承權	erfenis
繼承權	erfdeel
鹼性	alkalische
逃犯	vluchteling
逃犯	voortvluchtige
逃犯	voortvluchtigen
箴言	devies
箴言	spreuken
貶值	devaluatie
貶值	afschrijving
貶值	afschrijvingen
貶值	waardevermindering
白喉	difterie
水印	watermerk
打撈	berging
需求量	eis
需求量	eisen
萬花筒	caleidoscoop
額頭	voorhoofd
關聯性	relevantie
關聯性	correlatie
牙膏	tandpasta
危險性	gevaar
危險性	gevaarlijk
危險性	gevaarlijke
危險性	gevaren
正義感	rechtvaardigheid
正義感	gerechtigheid
問卷	vragenlijst
問卷	vragenlijsten
紋理	texturen
紋理	textuur
雜交	hybride
獵豹	luipaard
黏液	slijm
棧	opstapelen
棧	stapel
棧	stapelen
造林	bebossing
無償	onbetaalde
無償	onbetaald
苦難	leed
苦難	ellende
苦難	miserie
苦難	lijden
苦難	lijdende
鉛筆	potloden
鉛筆	potlood
繼任者	opvolger
暴躁	chagrijnig
監護	voogdij
監護	hechtenis
監護	bewaring
潮水	vloed
潮水	getij
潮水	tij
行賄	omkoping
行賄	omkopen
資產階級	burgerlijk
靈性	spiritualiteit
靈性	geestelijk
靈性	spiritueel
靈性	spirituele
靈性	geestelijke
提煉	verfijnen
提煉	raffinage
蜜月	huwelijksreis
晚安	welterusten
不負責任	onverantwoordelijk
不負責任	onverantwoordelijke
不負責任	onverantwoord
核發	uitgifte
笨重	omvangrijke
月經	menstruatie
幀	kaders
幀	kader
管轄權	rechtsgebied
管轄權	bevoegdheid
管轄權	jurisdictie
最大限度	maximale
最大限度	maximaal
節肢動物	geleedpotigen
蘿蔔	wortel
蘿蔔	radijs
蘿蔔	raap
利尿	diureticum
麥子	tarwe
盛開	bloeit
盛開	bloei
盛開	bloeien
引號	citaten
引號	aanhalingstekens
績效	prestaties
績效	prestatie
預見	anticiperen
繩索	touw
平庸	middelmatige
平庸	middelmatig
平庸	middelmatigheid
喝醉	dronkaard
喝醉	dronken
小腿	kalf
小腿	kalfjes
小腿	kuiten
小腿	kalveren
小腿	kuit
溜冰	schaats
溜冰	schaatsen
溜冰	skaten
主食	nietjes
系數	coëfficiënt
系數	coëfficiënten
忍耐	geduld
忍耐	geduldig
樓下	beneden
衛兵	bewaker
衛兵	bewakers
衛兵	garde
衛兵	wachters
辯駁	weerlegging
冷落	stompe
風采	pracht
姪女	nicht
姪女	nichten
姪女	nichtje
姪女	nichtjes
特遣隊	voorwaardelijke
擺動	swingen
擺動	schommel
獼猴	makaak
瓢蟲	lieveheersbeestje
羅盤	passer
羅盤	kompas
泡菜	augurken
泡菜	zuurkool
泡菜	augurk
風箏	vliegers
風箏	vlieger
交響樂	symfonische
交響樂	symfonie
木炭	houtskool
祭壇	altaar
生態學	ecologie
分水嶺	verdelen
分水嶺	keerpunt
分水嶺	verdeel
證詞	getuigenis
證詞	getuigenissen
清晰度	duidelijkheid
清晰度	helderheid
藥劑	apotheek
熟人	bekenden
熟人	kennissen
熟人	kennismaking
熟人	kennis
頭巾	tulband
頭巾	hoofddoek
猖獗	ongebreidelde
徵用	onteigeningen
徵用	onteigening
家教	bijles
腳趾	teen
腳趾	tenen
新穎	nieuwigheid
冰凍	diepgevroren
冰凍	bevroren
冰凍	diepvries
冰凍	ingevroren
跳蚤	vlo
跳蚤	vlooien
濕潤	vochtige
濕潤	vochtig
客艙	kajuit
客艙	blokhut
客艙	hut
客艙	cabine
停職	suspensie
停職	opschorting
停職	schorsing
停職	vering
烙印	brandmerken
烙印	afdruk
僵持	impasse
僵持	patstelling
潛水艇	onderzeeër
潛水艇	duikboot
帳篷	tenten
曬	kleurtje
監護人	bewaarders
監護人	voogd
監護人	bewaker
監護人	hoeders
監護人	wachters
監護人	bewakers
漂泊	stuurloos
賣淫	prostitutie
皮鞋	schoenen
皮鞋	schoentjes
軟弱	zwakte
軟弱	zwakheid
軟弱	slap
軟弱	zwakke
軟弱	zwak
軟弱	zwakken
衰減	verzwakking
衰減	verval
衰減	rottende
誘發	opwekken
誘發	induceren
誘發	geïnduceerde
賞金	beloning
賞金	belonen
橡木	eiken
橡木	eik
承載	dragend
離異	gescheiden
遞減	afnemende
遞減	afdalen
遞減	dalende
遞減	dalen
遞減	regressieve
遞減	teruglopende
茴香	venkel
鞭打	zweepslagen
紡	gesponnen
脊柱	wervelkolom
脊柱	ruggengraat
正確性	juistheid
正確性	correctheid
血脈	bloedlijn
內臟	ingewanden
內臟	slachtafval
心境	humeur
心境	stemming
有福	gezegend
有福	zalig
有福	gezegende
船體	romp
洩露	uitgelekt
洩露	lekte
洩露	gelekt
唾液	spuwen
唾液	speeksel
唾液	spugen
樹葉	blaadjes
樹葉	bladeren
嘆息	zuchten
嘆息	zucht
獎賞	beloning
獎賞	belonen
稻草人	vogelverschrikker
霸道	aanmatigend
霸道	bazig
奢華	luxueus
奢華	luxe
煮熟	gekookt
煮熟	gekookte
昇華	sublimatie
花店	bloemist
浮力	drijfvermogen
脾氣	humeur
脾氣	driftig
脾氣	temperament
貪婪	hebzucht
貪婪	gulzig
貪婪	hebzuchtig
貪婪	gierigheid
樟腦	kamfer
先令	shilling
積壓	achterstanden
積壓	achterstand
阿叔	oom
阿叔	nonkel
臼齒	molaire
燒傷	brandwonden
燒傷	verbranden
燒傷	brand
燒傷	branden
醜陋	lelijke
醜陋	lelijk
徵兵	dienstplicht
鎢	wolfraam
鎢	wolfram
鉗	tang
毒物	vergif
毒物	gif
咀嚼	kauw
咀嚼	kauwen
牧羊人	herder
西奈	sinaï
困苦	ontberingen
懺悔	bekentenissen
懺悔	berouw
懺悔	biechten
懺悔	bekentenis
懺悔	biecht
濕度	vocht
濕度	vochtigheid
濕度	vochtgehalte
濕度	luchtvochtigheid
不可逆	onomkeerbare
不可逆	onomkeerbaar
偵訊	verhoren
偵訊	verhoor
偵訊	ondervragingen
偵訊	ondervraging
面罩	maskers
面罩	masker
走道	gangpad
迷戀	obsessief
迷戀	obsessieve
迷戀	obsessie
迷戀	bezeten
迷戀	geobsedeerd
口香糖	gom
口香糖	kauwgum
口香糖	kauwgom
准予	verleend
准予	toegekend
問候	groeten
問候	groet
問候	begroeting
問候	groetjes
繩子	touw
山崩	aardverschuiving
牢房	cel
孿生	tweeling
自尊	trots
字彙	woordenschat
字彙	woordenlijst
棘手	lastige
棘手	listig
棘手	lastig
強暴	verkrachtingen
強暴	koolzaad
強暴	verkrachting
強暴	verkrachten
強暴	verkracht
適度	matig
適度	gematigde
適度	gematigd
適度	matige
適度	bescheiden
適度	matiging
飾品	accessoires
飾品	versieringen
飾品	toebehoren
繼父	stiefvader
平權	bevestigend
圓錐	kegels
圓錐	conische
高跟鞋	hakken
凸起	bobbel
觸角	tentakels
觸角	antennes
間隙	hiaat
克什米爾	kasjmir
潔淨	netheid
潔淨	reinheid
喀布爾	kaboel
各部門	departementen
各部門	afdelingen
盛宴	feestmaal
長輩	oudsten
長輩	oudere
異國	exotisch
異國	exotische
每季	kwartaal
每季	driemaandelijks
每季	driemaandelijkse
快門	sluiter
快門	sluitertijd
觸手	tentakels
瓶頸	knelpunt
瓶頸	knelpunten
神化	apotheose
普遍性	universaliteit
投機	speculaties
投機	speculatief
投機	speculatieve
投機	speculeren
投機	speculatie
清教徒	puriteinse
填滿	opvullen
填滿	vul
填滿	vullen
西洋棋	schaken
西洋棋	schaakspel
西洋棋	schaak
持續性	continuïteit
觸及	bereik
觸及	ontroerd
觸及	aangeraakt
觸及	raakt
觸及	geroerd
領空	luchtruim
教務長	provoost
審定	validatie
審定	valideren
升值	appreciatie
升值	waardering
音調	toon
音調	toontje
拳頭	vuisten
拳頭	vuist
外衣	vacht
外衣	jas
懇求	pleiten
懇求	pleidooien
懇求	pleit
香腸	worstjes
香腸	worst
學人	geleerde
渴	dorstig
渴	dorst
務實	pragmatische
務實	pragmatisch
紡織品	textiel
紡織品	textielindustrie
催化劑	katalysator
催化劑	katalysatoren
軸心	as
軸心	bijlen
軸心	assen
燈泡	gloeilamp
小巷	steeg
小巷	steegje
豆豆	bonen
促銷	bevordering
促銷	promotie
促銷	promoties
促銷	promoten
狐猴	lemuren
口罩	maskers
口罩	masker
裝潢	versieren
裝潢	inrichten
囚徒	gevangene
囚徒	gevangenen
空虛	leegte
軍裝	tenue
餓	uitgehongerd
餓	hongerige
餓	hongerig
餓	honger
餓	verhongeren
唷	oef
襟翼	flappen
襟翼	kleppen
肉質	sappig
肉質	sappige
釀造	brouwen
釀造	brouwsel
原件	originele
原件	originelen
原件	oorspronkelijke
原件	origineel
載體	drager
載體	vervoerder
飛揚	driften
飛揚	drijvend
飛揚	drijven
正教	orthodoxe
專利權	patenten
專利權	octrooien
專利權	octrooi
黯淡	somber
力氣	kracht
力氣	sterkte
變壓器	transformatoren
變壓器	transformator
睡衣	pyjama
新生兒	pasgeborenen
新生兒	pasgeborene
新生兒	neonatale
新生兒	pasgeboren
汽船	stoomboot
白酒	likeur
笛子	fluit
增量	verhoging
增量	incrementele
鬧劇	klucht
嚮往	verlang
嚮往	verlangen
史無前例	ongekend
史無前例	ongekende
甜菜	biet
甜菜	suikerbieten
甜菜	bieten
蟋蟀	krekels
蟋蟀	krekel
表姐	nicht
表姐	neef
表姐	nichtje
斧頭	bijl
撲克牌	pook
撲克牌	pokeren
暴風雪	sneeuwstorm
排練	repetities
排練	repetitie
排練	repeteren
揮發性	vluchtig
揮發性	volatiliteit
揮發性	vluchtige
騙局	oplichting
騙局	oplichterij
騙局	zwendel
蠟燭	kaarsje
蠟燭	kaarsjes
蠟燭	kaarsen
蠟燭	kaars
約談	sollicitatie
約談	sollicitatiegesprek
約談	interviewen
純種	volbloed
口吃	stotteren
燭	kaarsje
燭	kaars
蛻變	metamorfose
蠢	stom
茄子	aubergine
蟎	mijten
蟎	mijt
肌膚	huid
化學品	chemicaliën
化學品	chemisch
越獄	ontsnappen
越獄	ontsnapping
越獄	uitbraak
荊棘	doorn
荊棘	doornen
讓渡	vervreemding
流沙	drijfzand
黏膜	slijmvlies
磷脂	lipiden
提款	opnames
贖金	losgeld
硫化物	sulfide
協約	concordaat
協約	compacte
充公	confiscatie
充公	verbeurdverklaring
農藥	bestrijdingsmiddel
農藥	pesticiden
農藥	bestrijdingsmiddelen
眼罩	geblinddoekt
眼罩	blinddoek
種姓	kaste
簡約	minimalistische
摸索	betasten
顏料	schilderen
顏料	verf
顏料	verven
彈射器	katapult
昏暗	verduisterd
昏暗	dimmen
昏暗	overschaduwd
漸進	progressieve
漸進	vooruitstrevend
漸進	progressief
漸進	geleidelijke
漸進	incrementele
漸進	geleidelijk
牛排	biefstuk
履歷	hervatten
履歷	hervat
稻草	rietje
稻草	stro
簡歷	hervatten
簡歷	hervat
賽跑	ras
類固醇	steroïden
類固醇	steroïde
退還	teruggave
退還	terugbetaling
退還	restitutie
退還	terugbetaald
褲子	broek
褲子	broeken
槓桿	hendel
槓桿	hendels
槓桿	hefboom
想像力	verbeeldingskracht
想像力	verbeelding
想像力	fantasie
零碎	fragmentarische
受苦	leed
受苦	lijd
受苦	lijden
受苦	lijdende
裁減	vermindering
裁減	reducties
裁減	verlagingen
裁減	verlaging
裁減	reductie
裁減	kortingen
詩選	bloemlezing
電影劇本	scenario
虛偽	hypocrisie
肢解	verminking
紋身	tatoeages
紋身	tatoeage
勤奮	ijverig
勤奮	toewijding
勤奮	ijver
錢包	portemonnee
錢包	tasje
錢包	portefeuille
錢包	handtas
油墨	inkt
無產階級	proletarische
無產階級	proletariaat
獨木舟	kano
獨木舟	kajakken
野兔	konijnen
野兔	konijntje
野兔	konijn
野兔	haas
拖船	sleepboot
高血壓	hypertensie
充氣	opblaasbare
報價	notering
報價	citeren
報價	citeer
報價	offerte
報價	citaten
報價	aanhalingstekens
報價	citaat
痣	moedervlek
痣	mollen
痣	mol
豁免權	onschendbaarheid
豁免權	immuniteit
饅頭	bolletjes
饅頭	bolletje
必不可少	onontbeerlijk
必不可少	onmisbare
必不可少	onmisbaar
韭菜	prei
稀釋	verdund
稀釋	verdunnen
稀釋	verdunde
稀釋	verdunning
下跪	knielen
冥想	meditatie
冥想	mediteren
心碎	liefdesverdriet
毒液	vergif
毒液	gif
雞肉	kippen
雞肉	kip
絕緣	isolerende
絕緣	isoleren
絕緣	geïsoleerd
絕緣	geïsoleerde
絕緣	isolatie
水銀	kwik
水銀	mercurius
暴民	maffia
暴民	gepeupel
暴民	menigte
暴民	gespuis
艙門	luik
扶養	afhankelijkheid
纏繞	verstrengeling
壁虎	gekko
精神分裂症	schizofrenie
精神分裂症	schizofreen
坦率	openhartig
均等	pariteit
跖	middenvoetsbeentje
供暖	verwarming
供暖	verwarmen
牙刷	tandenborstel
隱含	impliciete
隱含	impliciet
背書	bekrachtiging
背書	onderschreven
背書	vermeldingen
寬大	clementie
證明書	certificaten
朝覲	bedevaart
灌輸	indoctrinatie
導體	geleiders
謎題	puzzel
謎題	puzzels
謎題	puzzelen
好笑	grappig
偶遇	ontmoeting
偶遇	tegenkomen
波紋	gegolfd
恥辱	jammer
恥辱	schaamte
恥辱	schande
恥辱	zonde
剃刀	scheermesjes
剃刀	scheermes
毛巾	handdoek
隔絕	isolement
隔絕	afzondering
隔絕	isolatie
珍愛	koester
珍愛	koesteren
馬賽克	mozaïek
搖籃	wieg
未成熟	onvolwassen
敗壞	verdorvenheid
健身房	sportschool
病菌	kiem
病菌	bacteriën
病菌	ziektekiemen
病菌	kiemen
誤用	misbruik
四捨五入	afronding
長矛	speren
長矛	speer
長矛	lans
變色	verkleuring
中央集權	gecentraliseerd
中央集權	gecentraliseerde
中央集權	centralisatie
聾人	doof
聾人	doven
外孫	kleinzoon
答辯	pleidooi
棍棒	stokjes
棍棒	klemt
棍棒	stokken
軍服	tenue
痘	pokken
蘆葦	riet
蘆葦	rieten
標槍	speer
角膜	hoornvlies
迫擊炮	mortier
迫擊炮	mortieren
豆蔻	kardemom
基數	basis
檢修	revisie
妒忌	jaloers
截肢	geamputeerde
截肢	amputatie
欺詐	fraudeurs
欺詐	frauduleuze
欺詐	fraude
欺詐	frauduleus
互惠	wederkerigheid
互惠	wederzijdse
鞠躬	buigen
鞠躬	buiging
鞠躬	boog
鞠躬	buig
鞠躬	boeg
主旋律	leidmotief
煉油廠	raffinaderij
煉油廠	raffinaderijen
複雜性	complexiteit
連續性	continuïteit
外向	uitgaand
外向	uitgaande
刀片	zwaard
刀片	mes
刀片	lemmet
寬恕	vergeving
寬恕	vergiffenis
甜食	zoetigheid
甜食	snoepjes
甜食	snoepgoed
仇人	vijanden
發條	wikkeling
重罪	misdrijf
演練	boren
演練	oefening
演練	boor
百萬富翁	miljonair
百萬富翁	miljonairs
對角線	diagonaal
絕種	uitroeiing
絕種	uitsterven
貨船	vrachtschip
毀滅性	verwoestende
毀滅性	destructief
毀滅性	vernietigende
毀滅性	vernietigend
毀滅性	verwoestend
毀滅性	destructieve
杯子	kopjes
杯子	bekers
杯子	beker
杯子	kopje
麵包店	bakkerij
麵包店	bakker
針灸	acupunctuur
謎團	mysterie
釀	brouwen
瞬時	momentane
糕點	gebak
糕點	gebakjes
糕點	gebakje
湧現	opkomst
喀土穆	khartoem
好吃	heerlijke
好吃	heerlijk
好吃	lekker
麻痹	verlammende
麻痹	verlamming
哭了	janken
哭了	huilen
哭了	huilend
停機	afsluiten
停機	stilleggen
停機	uitschakeling
礦山	mijne
奶牛	koe
奶牛	koeien
溺水	verdrinking
溺水	verdrinken
束腰	korset
冰雹	hagel
冰雹	heil
觸碰	aanraking
觸碰	aanraken
觸碰	ontroerend
觸碰	roerend
損耗	uitputting
傳喚	dagvaarden
傳喚	dagvaarding
羞	jammer
羞	schaamte
羞	schande
羞	zonde
女傭	dienstmeisje
女傭	werkster
女傭	dienstmeid
女傭	meid
捆綁	gebundeld
捆綁	gebonden
捆綁	vastgebonden
刀具	messen
刀具	bestek
停戰協定	wapenstilstand
鴕鳥	struisvogel
爬蟲類	reptiel
爬蟲類	reptielen
同義詞	synoniemen
同義詞	synoniem
不忠	ontrouw
蝗蟲	sprinkhaan
蝗蟲	sprinkhanen
綿羊	schapen
綿羊	schaap
